season,week,home,road,line,actual,hscore,vscore,linesag,linemass,linepfz,linelaz,linemoore,linesagr,linewayward,lineargh,linehow,linesagpred,linekam,linerwp,lineavg,lineelo,lineloud,lineborn,linedokter,linedunk,linebill,linepugh,linebihl,linecurry,lineclean,linefei,linemedian,lineharville,linesaggm,linemidweek,linedonchess,lineespn,linetalis,lineopen,linepig,linepiratings,linecons,linecong,linedwig,linepibias,linel2,lineteamrank,linelog,linefluker,linepimean,lineca,linel2hf,linekerns,linekeep,linebig200,linecfp,linestd,total,phcover,phwin
2025,5,Eastern Mich.,Louisiana-Lafayette,-2.5,3,34,31,-3.9,-9.91,-4.69,-8.13,1.61,-4.23,-5.48,,-10.0,-4.17,-11.37,-10.86,-7.55,-10.8,-14,,-7.14,-7.42,-5.76,-8.56,,-10.67,-11.0,-6.8,-8.0,-6.52,-5.23,-2.5,-3.3,-1.64,-9.02,-2.5,-8.0,-10.6,-7.7,-10.71,-9.0,-11.9,,-8.0,,-2.5,-9.6,-3.5,,-11.9,-7.95,-7.41,,3.27,65,0.3776787035,0.3206678412
2025,5,Florida Intl.,Delaware,5.5,-22,16,38,7.26,6.83,1.0,8.82,7.43,8.35,-1.8,,10.0,7.93,1.59,6.4,5.09,-1.49,5,,6.78,37.38,4.47,9.05,,5.42,3.0,8.1,5.61,4.25,6.17,6.0,7.2,6.34,8.89,4.5,,-2.4,4.9,-7.66,3.0,-1.9,,5.8,,3.4,0.01,5.5,,11.6,2.86,1.3,,6.8,54,0.490529361,0.6159050077
2025,5,Florida St.,Kent,45.0,56,66,10,41.43,38.99,30.93,45.8,21.79,52.08,34.75,,29.0,40.42,40.18,19.05,39.57,34.42,39,,45.17,40.39,34.94,52.6,,38.86,13.0,32.8,40.4,42.07,42.27,45.5,31.0,38.53,39.03,43.5,49.0,47.3,40.82,32.11,57.0,49.5,,49.7,,40.4,46.0,44.5,,47.8,50.47,31.61,,9.52,76,0.3846403079,0.9837205011
2025,5,Georgia Tech,Temple,23.5,21,45,24,27.52,24.85,16.9,17.9,17.66,33.97,22.75,,22.0,26.05,31.64,15.73,26.26,22.0,7,,26.23,31.12,29.68,26.04,,28.24,15.0,22.1,26.23,25.34,28.45,24.0,24.0,19.19,24.59,24.0,33.0,31.4,31.5,28.01,24.0,34.1,,24.8,,28.4,30.7,23.5,,35.2,28.59,27.12,,6.23,69,0.5642845745,0.9382000292
2025,5,Hawaii,Fresno St.,-3.0,-2,21,23,-2.48,-8.6,-5.37,-4.05,-12.31,-8.76,-4.64,,-5.0,-2.49,-7.21,1.47,-4.89,-4.12,-7,,-7.95,-5.52,0.88,-8.37,,-4.64,-2.5,-5.9,-4.64,-5.81,0.93,-2.5,-3.3,-2.98,-5.46,-3.5,-6.0,-1.5,-4.55,2.06,-11.0,-2.6,,-9.6,,-4.5,-2.6,-3.0,,-12.7,-8.57,2.72,,3.79,44,0.4539028971,0.3822309643
2025,5,Indiana,Illinois,6.5,53,63,10,8.28,7.83,9.85,6.66,-12.12,7.4,3.5,,2.0,8.74,2.71,-1.3,4.73,1.83,4,,3.39,6.78,0.27,10.03,,0.16,12.0,5.5,4.9,10.77,8.99,6.0,5.4,3.25,10.38,5.0,2.0,2.2,4.9,0.74,4.0,4.9,,4.6,,1.9,2.3,6.5,,-4.4,8.75,14.06,,4.77,73,0.4574808449,0.6123143274
2025,5,Kansas,West Va.,13.0,31,41,10,7.14,7.14,4.46,11.9,2.39,6.62,8.02,,6.5,7.67,12.46,9.66,9.24,9.57,3,,11.17,11.25,5.86,10.77,,6.9,2.0,8.3,9.66,6.83,7.47,13.5,9.3,9.76,10.14,12.5,9.0,11.7,12.6,4.72,12.0,11.9,,9.7,,11.2,11.0,12.0,,15.95,11.28,13.81,,3.16,51,0.4081569798,0.7159447889
2025,5,Kennesaw St.,Arkansas St.,-5.0,7,28,21,-5.74,-11.08,-1.09,-0.02,-7.89,-8.87,-4.65,,-10.0,-5.15,-5.25,0.79,-4.91,-1.9,-5,,-6.75,-12.65,-8.28,-6.45,,-10.28,1.5,-5.7,-5.35,-3.96,-6.02,-5.0,-7.0,-3.79,-5.69,-7.0,,-3.4,-4.2,-7.25,7.0,-2.6,,-2.9,,-7.1,-4.1,-5.0,,-9.2,3.67,-5.27,,4.29,49,0.5021834596,0.3826261917
2025,5,Liberty,James Madison,-8.5,-18,13,31,-3.21,-6.91,-9.28,-9.5,-14.44,-8.79,-2.33,,-1.0,-2.68,-9.57,1.33,-7.13,-7.96,-14,,-10.13,-10.81,-6.09,-12.78,,-11.66,6.5,-7.7,-7.42,-7.22,-1.02,-8.5,-4.8,-4.55,-8.36,-10.0,-14.0,-4.2,-9.1,-5.28,-18.0,-5.0,,-6.2,,-2.1,-4.3,-8.5,,-13.8,-7.42,-12.18,,4.83,44,0.5329016994,0.3337051093
2025,5,Louisiana Tech,Southern Miss.,3.5,10,30,20,8.38,12.22,11.96,12.04,3.69,11.46,9.32,,8.0,8.75,15.11,7.29,10.39,8.99,7,,8.42,15.06,1.49,12.61,,10.14,18.0,10.1,10.1,10.22,6.35,3.0,1.3,3.72,21.41,1.5,1.0,5.5,14.7,18.1,19.0,7.3,,9.3,,10.3,5.2,4.5,,27.5,18.86,15.33,,6.08,50,0.6573759006,0.7294675376
2025,5,Louisville,Bowling Green,26.5,23,40,17,23.31,27.06,12.53,17.83,25.79,26.54,21.45,,16.0,22.5,21.08,12.83,23.06,20.48,17,,26.1,25.15,20.06,24.48,,22.03,15.0,22.3,22.5,20.64,25.43,27.0,24.5,14.87,22.66,26.0,29.0,33.1,25.55,30.73,21.0,32.6,,22.5,,21.3,30.4,26.5,,16.8,26.2,21.52,,5.27,57,0.4185201697,0.9160184168
2025,5,Memphis,Arkansas,-7.5,1,32,31,-0.99,-4.92,5.45,-2.3,-2.2,-2.57,-4.29,,13.5,-1.06,-5.52,4.17,-2.85,3.68,-4,,-6.96,-6.02,-0.7,-5.5,,1.42,13.5,-1.4,-2.57,-8.33,-0.9,-7.5,-6.8,-2.3,-4.68,-6.0,0.01,-13.2,1.05,-5.35,-16.0,-10.6,,-9.3,,-6.7,-10.3,-7.0,,1.0,-6.87,-5.99,,6.17,63,0.6075732295,0.433558221
2025,5,Miami (Fla.),Florida,9.5,19,26,7,9.84,2.69,11.7,7.79,5.29,12.53,10.24,,15.0,8.85,15.23,14.58,10.34,13.09,11,,4.3,12.32,9.83,10.82,,11.47,16.5,9.4,9.84,9.11,9.59,7.5,7.5,7.27,8.08,8.5,10.0,3.6,12.95,9.28,14.0,5.7,,6.6,,10.7,5.5,9.5,,18.6,9.42,19.86,,3.85,33,0.5205058683,0.7366317565
2025,5,Miami (Ohio),UNLV,-2.5,-3,38,41,-0.86,-6.01,-15.28,-1.46,-10.94,-3.6,1.19,,-7.0,0.47,-8.61,-7.54,-4.81,-2.92,-23,,-2.82,-7.14,-6.57,-4.42,,-10.24,4.0,-5.6,-4.42,-3.66,-1.22,-2.5,-3.3,-3.47,-3.19,-4.0,-7.0,-10.9,-8.75,7.77,-6.0,-10.8,,-3.9,,-9.0,-9.6,-2.5,,-1.4,0.89,-6.86,,5.39,79,0.4452043439,0.3870916438
2025,5,Middle Tenn.,Marshall,-2.5,-14,28,42,-4.41,-12.74,-7.4,-8.72,-10.43,-6.63,-4.57,,-9.5,-4.94,-11.0,-9.9,-7.71,-17.05,-5,,-5.76,3.47,-0.87,-10.5,,-9.76,-10.5,-11.7,-8.72,-9.36,-4.03,-3.0,-2.5,-5.15,-16.39,-3.0,-1.0,-13.7,-9.45,-1.64,-17.0,-13.1,,-6.4,,-0.6,-10.0,-3.5,,5.5,-8.52,-14.3,,5.33,70,0.3778474647,0.322600935
2025,5,Mississippi,Tulane,13.0,35,45,10,16.53,19.37,9.63,14.26,7.0,20.66,15.41,,13.0,15.69,16.33,2.83,14.67,11.62,12,,12.75,21.32,13.2,18.21,,15.42,8.0,15.7,15.0,19.38,16.28,13.0,10.0,13.71,16.21,12.5,13.0,14.9,13.65,8.64,15.0,15.0,,18.5,,15.7,14.1,13.0,,29.4,18.0,8.73,,4.71,55,0.5401700329,0.8121955792
2025,5,Mississippi St.,Northern Ill.,22.0,28,38,10,18.12,21.23,3.39,15.11,21.11,22.94,15.95,,12.0,18.63,8.3,18.84,18.27,12.65,23,,17.23,13.47,18.93,20.81,,16.47,-3.0,12.9,18.63,18.72,16.6,21.0,20.0,14.59,17.05,21.5,21.0,27.0,23.8,17.5,23.0,25.4,,28.1,,15.7,23.6,22.0,,32.15,24.27,12.49,,6.65,48,0.4142186132,0.8557582444
2025,5,Missouri,South Carolina,10.0,9,29,20,8.84,8.09,14.88,16.64,13.04,13.53,12.37,,14.5,8.34,8.45,17.48,10.28,7.82,22,,9.63,11.61,1.77,15.34,,9.69,1.0,9.1,10.85,12.05,6.16,10.5,14.0,9.39,8.33,10.5,10.0,3.4,10.85,12.31,11.0,4.2,,13.0,,11.1,4.2,10.0,,15.7,9.93,11.67,,4.7,49,0.506746746,0.7326759535
2025,5,Nebraska,Michigan,-1.5,-3,27,30,3.42,-7.01,-2.27,3.06,0.58,4.36,-4.84,,-5.5,3.18,-0.03,-0.14,0.0,5.17,9,,-1.55,0.65,0.51,0.24,,-2.48,-2.5,-2.1,0.24,3.86,2.65,-2.0,-2.3,0.0,0.63,-1.0,2.0,-2.3,1.05,3.3,4.0,-3.7,,2.9,,3.6,-2.6,-1.5,,-6.0,-2.17,5.62,,3.57,57,0.5367249388,0.5
2025,5,Notre Dame,Purdue,25.0,26,56,30,31.14,27.6,26.32,11.68,17.9,35.68,23.88,,21.5,30.0,30.37,12.88,27.47,18.97,-9,,27.08,32.02,27.72,24.53,,21.95,25.5,25.6,26.32,19.39,34.05,25.5,24.5,20.19,36.43,26.5,25.0,36.0,25.2,52.06,24.0,37.9,,27.6,,25.8,35.1,25.0,,25.35,36.1,28.18,,9.74,86,0.5527566307,0.9298975725
2025,5,Oklahoma,Auburn,7.0,7,24,17,6.7,6.57,9.37,8.44,2.18,9.41,10.59,,10.0,6.16,11.71,4.57,6.87,-0.3,6,,4.3,2.83,3.42,8.45,,9.5,1.5,6.3,6.8,5.71,5.24,7.0,7.2,3.88,4.41,6.5,8.0,9.2,6.65,9.53,3.0,9.3,,6.8,,8.1,8.6,7.0,,8.95,14.2,7.08,,3.05,41,0.4967917919,0.6645751008
2025,5,Oklahoma St.,Tulsa,9.5,-7,12,19,17.54,20.11,0.32,4.45,8.8,19.94,15.05,,17.0,16.02,17.0,6.33,14.84,19.02,-13,,17.12,20.0,16.78,10.83,,21.76,6.5,21.4,16.02,14.23,19.74,11.0,15.5,10.93,13.27,14.0,17.0,25.2,14.96,6.14,-1.0,24.3,,10.3,,13.3,21.4,10.0,,11.0,12.9,19.12,,7.85,31,0.6184943536,0.7989724151
2025,5,Oregon,Oregon St.,34.5,34,41,7,37.56,33.12,32.6,40.62,25.99,51.0,28.67,,36.0,35.5,42.05,18.84,37.75,35.54,45,,33.58,45.36,23.83,43.99,,44.81,31.0,40.5,37.47,37.47,36.16,35.0,25.0,36.25,49.14,37.0,34.0,44.4,41.97,38.3,52.0,44.8,,37.8,,34.6,42.1,34.5,,52.45,42.7,32.91,,8.14,48,0.5722708164,0.9828208183
2025,5,Rutgers,Iowa,-2.0,-10,28,38,2.98,-3.11,0.38,7.21,2.72,2.69,-0.31,,2.0,3.45,-5.72,5.8,0.85,0.72,5,,-1.62,2.59,-3.32,4.0,,1.12,-7.5,-3.3,1.12,2.57,2.3,-2.5,-3.3,1.71,0.05,-2.0,-3.0,-0.2,2.1,7.22,7.0,0.6,,1.8,,-2.6,-0.3,-1.5,,0.4,2.18,5.29,,3.55,66,0.5695409079,0.5208369522
2025,5,San Diego St.,California,-13.0,34,34,0,-9.74,-14.11,-8.68,-9.44,-15.58,-14.25,-15.73,,-12.5,-9.5,-24.18,-12.32,-14.66,-19.41,-10,,-9.79,-23.17,-15.31,-14.5,,-17.02,-6.5,-17.4,-14.8,-16.16,-9.39,-12.0,-11.5,-10.84,-12.47,-13.0,-11.0,-14.8,-19.95,-7.57,-17.0,-16.7,,-16.6,,-14.9,-14.8,-13.0,,-25.7,-16.09,-19.83,,4.54,34,0.4599548435,0.1872791061
2025,5,South Alabama,Coastal Carolina,15.5,-18,20,38,17.45,13.1,13.77,19.86,19.83,23.16,18.24,,9.0,18.4,22.89,18.43,17.05,17.92,16,,10.91,23.17,6.03,22.3,,16.95,10.5,13.6,17.8,13.5,14.59,15.0,6.8,14.99,23.92,14.0,15.0,19.3,18.42,11.79,30.0,20.6,,17.8,,15.3,19.3,15.5,,20.25,19.23,16.81,,5.37,58,0.5368491689,0.8455393167
2025,5,TCU,SMU,7.0,11,35,24,4.63,6.97,1.77,16.42,22.24,6.12,9.23,,5.5,4.06,5.37,9.19,8.2,10.35,11,,6.04,13.44,0.75,11.28,,7.92,0.01,7.7,6.64,8.77,3.55,7.0,4.8,4.5,7.17,6.5,3.0,4.9,10.5,6.64,13.0,4.8,,6.3,,5.2,4.4,7.0,,40.5,10.11,8.06,,7.14,59,0.5274804187,0.6812062994
2025,5,Tennessee,UAB,39.0,32,56,24,34.9,34.56,31.38,35.43,38.93,44.0,31.11,,27.5,34.86,41.18,13.56,35.53,28.84,16,,31.79,37.67,31.16,42.83,,37.74,20.5,32.5,35.96,35.31,33.78,39.5,24.5,36.29,36.32,38.0,36.0,41.5,38.01,35.96,46.0,42.6,,38.5,,32.1,40.1,39.0,,52.8,43.31,28.77,,7.87,80,0.4223627733,0.9775383792
2025,5,Texas,Sam Houston St.,39.5,55,55,0,40.56,37.39,30.62,35.76,33.07,48.12,36.7,,30.0,40.75,38.51,19.49,37.58,38.53,19,,41.26,37.44,24.66,42.81,,44.04,15.5,37.9,38.51,31.64,42.01,39.5,32.5,37.95,35.67,40.5,36.0,45.4,43.07,35.44,42.0,44.9,,42.8,,40.9,44.4,39.5,,47.85,41.34,29.92,,8.03,55,0.4570295329,0.9826701212
2025,5,USC,Michigan St.,19.0,14,45,31,14.67,19.25,18.81,18.51,15.36,20.58,18.02,,17.0,14.01,23.03,5.23,18.33,15.1,14,,19.22,11.22,11.4,26.03,,18.62,17.5,20.4,18.62,20.62,12.5,18.0,12.1,24.27,23.01,16.0,15.0,15.2,19.92,14.65,23.0,16.2,,20.8,,18.8,15.0,19.0,,35.85,25.53,19.75,,5.48,76,0.4840888734,0.8624569401
2025,5,UTEP,Louisiana-Monroe,7.0,-6,25,31,8.8,5.13,10.13,14.01,-3.73,11.13,13.6,,2.0,10.96,8.25,8.75,6.31,3.61,9,,3.31,8.37,-3.55,17.35,,6.21,8.0,2.5,7.7,8.35,5.6,6.0,4.9,7.92,11.36,5.0,7.0,-4.5,4.8,2.93,16.0,-2.8,,10.4,,7.9,-1.0,7.0,,7.7,9.45,4.81,,5.45,56,0.4836054232,0.6465109377
2025,5,Utah,Texas Tech,3.5,-24,10,34,7.02,6.82,11.92,14.48,6.65,11.03,6.05,,6.0,6.07,6.87,6.05,5.68,11.28,-2,,4.47,5.83,1.75,7.83,,6.42,-5.0,1.8,6.07,3.84,5.88,3.0,2.8,3.73,7.82,4.5,3.0,10.1,6.3,-4.37,14.0,10.2,,2.5,,2.9,8.1,4.0,,-2.35,10.78,-5.39,,4.64,44,0.5524338308,0.6343658627
2025,5,Vanderbilt,Georgia St.,28.0,49,70,21,32.25,27.57,26.81,29.24,30.57,44.31,21.31,,21.0,31.57,28.18,16.75,33.16,34.37,27,,33.03,47.2,27.8,36.91,,33.39,13.5,23.0,33.03,33.56,29.32,27.5,23.5,30.59,36.86,27.0,39.0,40.3,39.55,38.53,47.0,39.4,,36.7,,36.0,37.7,28.5,,62.6,37.32,27.78,,9.14,91,0.6109141591,0.9648769381
2025,5,Virginia,Stanford,16.0,28,48,20,12.31,8.85,14.59,15.56,9.83,15.16,6.34,,12.0,12.4,8.53,2.06,10.59,7.32,20,,13.56,6.37,5.58,11.17,,8.93,5.5,9.0,10.5,9.12,11.55,16.0,9.9,8.54,10.09,15.0,10.0,10.5,10.85,6.75,10.0,11.9,,11.3,,12.4,11.2,15.0,,12.35,10.84,19.26,,3.32,68,0.3693459559,0.7431186882
2025,5,Washington St.,Washington,-20.0,-35,24,59,-12.93,-12.92,-11.38,-9.88,-13.7,-19.34,-11.17,,-8.0,-13.29,-9.86,-6.66,-14.72,-7.45,-24,,-24.05,-25.14,-10.7,-22.35,,-15.6,9.0,-11.0,-14.7,-15.03,-11.13,-20.0,-16.0,-20.98,-16.55,-19.5,-20.0,-20.0,-14.7,-17.88,-19.0,-18.5,,-24.1,,-19.0,-19.3,-19.5,,-13.2,-19.33,-10.67,,6.53,83,0.6208163273,0.1955504755
2025,5,Western Kentucky,Nevada,9.5,15,31,16,14.23,12.28,13.89,10.84,18.14,15.81,9.48,,18.5,15.02,6.61,2.43,11.68,11.36,15,,14.47,6.63,15.63,12.18,,16.29,14.0,7.9,13.0,10.45,14.07,10.5,8.0,8.88,16.65,10.5,13.0,0.8,17.15,15.13,13.0,0.6,,14.7,,10.7,1.6,9.5,,0.7,9.26,19.96,,5.16,47,0.5519522869,0.7579437531
2025,5,Western Mich.,Toledo,-14.0,1,14,13,-7.38,-9.54,-14.83,-14.18,-9.09,-14.61,-6.05,,-14.5,-6.95,-10.81,-8.19,-12.11,-6.47,-24,,-15.48,-8.29,-9.27,-17.63,,-13.73,-3.5,-11.3,-12.4,-10.4,-4.92,-14.5,-17.0,-9.87,-11.62,-12.0,-17.0,-12.8,-15.4,-17.57,-19.0,-12.8,,-16.8,,-12.2,-12.4,-14.0,,-6.4,-18.48,-18.41,,4.56,27,0.5455550962,0.2317007775
2025,5,Wisconsin,Maryland,10.0,-17,10,27,11.59,6.28,2.11,-0.53,3.45,11.84,6.09,,1.5,11.79,3.56,3.16,7.49,5.27,-14,,9.72,7.31,11.63,5.43,,3.05,5.5,5.6,7.0,4.42,12.61,10.0,7.0,4.98,8.95,7.0,7.0,12.0,5.95,16.52,3.0,12.9,,10.3,,7.8,11.2,10.0,,8.85,18.87,-0.45,,5.66,37,0.4408028421,0.6716336503
2025,6,Air Force,Hawaii,6.5,-9,35,44,4.4,8.09,1.22,3.0,3.55,4.61,7.03,,4.0,4.55,6.73,-6.78,2.5,-1.47,-1,,10.44,-0.93,-0.59,2.63,,-0.66,-1.0,4.3,3.28,2.27,3.93,6.5,5.1,3.75,5.99,5.5,3.0,1.4,0.19,6.77,5.0,1.1,,5.2,,-0.1,1.4,6.0,,-2.6,6.2,7.54,,4.6,79,0.4043825658,0.5601155272
2025,6,Arizona St.,TCU,3.0,3,27,24,6.71,-1.24,-0.53,-2.84,-7.32,6.75,-0.27,,0.01,6.7,-3.09,-1.04,0.41,-2.59,-4,,3.49,1.66,3.08,-2.35,,1.07,5.5,0.3,0.88,-0.36,7.0,3.0,1.7,0.2,2.18,3.0,3.0,5.1,0.7,3.68,-6.0,4.1,,1.7,,2.3,3.4,3.0,,-9.2,1.12,0.34,,4.99,51,0.4381506214,0.509829388
2025,6,Arkansas,Notre Dame,-4.5,-43,13,56,-3.29,-7.71,7.1,-1.26,1.34,-1.52,-7.11,,-6.0,-3.44,-12.41,-0.21,-4.85,-1.31,9,,-4.23,-2.83,-3.19,-7.16,,-0.24,-4.0,-10.9,-4.05,-3.47,-6.8,-4.5,-4.0,-1.49,-6.37,-6.0,-7.0,-9.9,-1.96,-9.88,-8.0,-10.7,,-5.0,,-4.1,-9.7,-4.5,,-1.79,-8.24,-12.5,,4.57,69,0.4915478655,0.3845301159
2025,6,Boise St.,Appalachian St.,16.0,33,47,14,21.01,16.9,3.62,11.42,12.44,25.66,13.78,,14.5,20.93,13.39,6.08,17.99,18.4,4,,16.34,17.09,21.93,18.82,,19.81,22.0,16.0,18.4,13.51,20.48,16.0,17.0,12.67,22.03,14.5,,26.5,18.2,35.18,23.0,26.8,,19.2,,17.0,24.6,16.0,,9.35,25.95,25.16,,7.61,61,0.5450059305,0.8466157918
2025,6,Boston College,California,6.5,-4,24,28,9.12,4.98,6.71,-1.64,-1.59,9.21,3.46,,-2.0,10.03,0.16,-5.53,5.07,0.4,-2,,6.58,10.05,0.61,6.46,,-0.06,2.0,0.5,5.57,5.72,8.89,6.5,4.4,8.64,7.44,6.5,9.0,12.8,1.75,11.02,-2.0,10.4,,8.7,,4.5,10.6,6.5,,5.42,13.46,15.8,,5.0,52,0.4657639422,0.6196778996
2025,6,Buffalo,Connecticut,-3.5,-3,17,20,1.09,-2.02,-2.15,-5.78,9.29,2.44,0.74,,4.5,-0.61,-0.5,-5.25,-0.96,-1.52,-3,,2.34,10.94,3.14,-8.03,,-0.16,3.5,1.9,-1.05,-4.12,0.86,-3.5,-1.8,-3.33,-5.68,-3.0,3.0,-0.8,-3.15,5.57,-6.0,-1.3,,-2.2,,-0.7,-1.4,-3.5,,-6.3,-8.03,-9.25,,4.41,37,0.5612652247,0.4767660162
2025,6,Central Mich.,Eastern Mich.,4.5,11,24,13,7.59,4.6,6.43,6.54,5.58,8.7,-0.73,,9.0,7.25,-5.28,7.5,4.73,11.63,5,,3.97,0.15,8.19,4.7,,7.44,2.5,-0.2,5.29,4.64,7.51,6.5,3.2,0.11,5.48,6.0,11.0,4.5,5.6,7.01,5.0,5.1,,7.5,,-0.7,4.3,4.5,,-3.65,5.74,18.65,,4.16,37,0.5055915048,0.6134215092
2025,6,Colorado,BYU,-7.0,-3,21,24,0.25,-6.98,-21.8,-6.52,-14.56,-7.24,-5.49,,-8.5,1.94,-1.07,-6.59,-7.31,-9.3,-15,,-10.89,-16.72,-5.61,-13.89,,-11.16,1.0,-8.3,-6.98,-10.21,3.23,-6.5,-4.7,-8.22,-5.89,-5.5,-10.0,0.1,-9.8,-5.23,-21.0,0.3,,-10.9,,-6.6,-0.7,-7.0,,-3.38,-6.98,-13.61,,5.93,45,0.4927027848,0.3331079652
2025,6,Colorado St.,Washington St.,6.0,-17,3,20,8.44,-4.43,13.33,-0.78,2.75,10.44,0.83,,-3.0,9.17,3.5,-6.98,3.76,-4.0,-2,,6.7,15.09,4.19,1.65,,4.96,6.0,-0.3,3.96,-3.17,6.73,5.5,3.4,7.53,3.09,3.5,7.0,3.9,0.35,8.32,3.0,3.1,,8.9,,10.1,5.1,6.0,,4.5,4.02,4.01,,5.09,23,0.4465554575,0.5892233917
2025,6,East Carolina,Army,4.0,22,28,6,7.72,0.47,20.89,4.65,4.54,11.19,-0.61,,4.0,7.79,-5.73,7.35,3.17,8.68,10,,7.27,-0.23,-5.59,6.02,,6.1,-1.5,-5.2,3.36,2.55,5.4,4.0,3.2,7.1,-2.29,3.5,3.0,-1.6,2.8,-6.64,7.0,-0.7,,9.4,,3.6,0.01,4.0,,3.53,2.0,-1.72,,5.66,34,0.4803618988,0.5745936225
2025,6,Florida Atlantic,Memphis,-14.0,-29,26,55,-12.69,-16.36,-21.69,-15.48,-25.28,-19.34,-18.13,,-25.5,-12.26,-23.74,-12.7,-20.15,-23.55,-19,,-14.68,-31.62,-24.64,-20.89,,-25.47,-10.5,-17.7,-20.49,-14.17,-11.52,-13.5,-8.1,-12.27,-20.37,-13.5,-21.0,-20.6,-29.05,-16.84,-32.0,-22.1,,-16.8,,-16.8,-19.3,-14.5,,-32.4,-23.97,-23.81,,6.31,81,0.3594062782,0.1190670006
2025,6,Georgia,Alabama,3.0,-3,21,24,3.81,0.53,3.41,2.94,12.24,2.14,3.58,,14.0,3.58,2.86,10.4,3.9,15.12,-1,,-0.64,8.43,7.61,-4.51,,6.62,4.0,3.4,2.9,-3.68,5.4,3.0,2.8,1.21,2.68,3.5,6.0,1.4,5.95,2.37,-1.0,1.9,,-3.2,,0.2,2.5,3.0,,-4.2,-1.7,19.8,,4.72,45,0.5216694287,0.5930859374
2025,6,Illinois,USC,-7.0,2,34,32,1.15,-6.23,-13.54,-3.84,-0.06,1.02,-4.29,,-5.0,0.3,-6.47,-0.78,-3.26,1.77,-15,,-3.01,2.68,4.57,-10.09,,1.02,-0.5,-7.0,-2.91,-7.84,1.3,-7.0,-4.8,-6.33,-4.02,-5.5,0.01,1.0,-2.8,6.31,-1.0,0.9,,-6.3,,-8.3,0.5,-6.5,,-6.38,-7.8,-7.93,,5.8,66,0.5875717876,0.4235184169
2025,6,Iowa,Indiana,-8.0,-5,15,20,-3.31,-5.99,-16.39,-17.9,-2.73,-8.13,-6.59,,0.01,-3.51,-8.86,-14.71,-9.63,-5.52,-19,,-8.22,-13.63,-3.41,-28.56,,-2.1,-7.5,-5.4,-7.5,-14.35,-1.35,-8.0,-6.7,-8.73,-14.15,-7.5,-5.0,-4.2,-8.05,-7.5,-34.0,-6.0,,-13.3,,-6.7,-4.0,-8.0,,-13.48,-19.65,-21.21,,7.42,35,0.4629405503,0.2912938783
2025,6,Iowa St.,Arizona,6.0,25,39,14,10.78,10.92,-3.97,-1.92,13.9,10.45,5.89,,14.5,10.39,12.2,2.08,8.32,5.63,-5,,6.02,8.91,15.31,0.6,,11.97,16.5,10.5,10.42,6.38,12.47,6.5,5.2,2.68,11.37,7.0,12.0,12.0,7.65,17.97,-3.0,11.7,,3.6,,5.2,11.1,6.0,,1.43,8.42,15.16,,5.98,53,0.5543908807,0.6880957587
2025,6,James Madison,Georgia Southern,17.0,25,35,10,13.46,13.06,27.41,15.71,17.92,18.65,13.63,,10.5,13.43,18.63,8.21,14.1,13.46,13,,19.34,13.94,8.91,15.93,,13.28,11.0,14.1,13.79,11.06,11.09,17.5,15.0,9.71,16.04,16.5,14.0,6.8,15.05,10.78,17.0,9.8,,14.5,,13.5,9.3,16.5,,23.75,17.22,14.81,,4.23,45,0.4299419507,0.8046260748
2025,6,Kansas,Cincinnati,4.5,-3,34,37,7.51,4.79,1.98,3.73,17.1,9.17,7.82,,11.5,7.07,10.04,7.74,7.81,11.79,-1,,6.11,15.38,7.74,2.74,,12.95,3.5,6.3,7.51,3.74,7.16,4.5,3.5,5.01,8.11,6.5,8.0,11.9,10.83,-2.13,6.0,12.8,,4.1,,7.5,10.9,5.0,,19.75,3.69,6.51,,4.7,71,0.5792307142,0.6814396578
2025,6,Kansas St.,Central Florida,6.5,14,34,20,6.17,4.63,-15.18,0.1,-2.15,1.45,5.73,,-1.5,7.11,3.45,-5.44,1.63,-2.93,-24,,4.45,2.48,5.76,-1.61,,-1.08,8.0,3.5,2.7,-4.53,9.63,6.0,4.4,1.6,2.34,6.5,3.0,3.3,-4.55,17.9,-12.0,2.9,,-1.4,,5.3,4.7,5.5,,4.7,8.31,2.5,,7.41,54,0.3905123558,0.5370648398
2025,6,Kennesaw St.,Middle Tenn.,7.5,8,24,16,8.41,-2.47,9.44,12.98,10.5,8.47,7.88,,5.0,10.0,4.97,16.73,7.88,15.43,9,,5.03,11.69,9.4,13.74,,8.77,2.5,4.5,7.88,7.04,7.39,7.5,2.6,5.9,8.49,6.5,,4.2,8.05,3.35,18.0,4.4,,9.4,,3.2,3.9,7.5,,6.22,10.01,14.35,,4.53,40,0.5091819117,0.683430667
2025,6,Louisiana-Lafayette,Marshall,1.5,3,54,51,3.72,-2.36,-5.18,-2.81,-5.64,0.16,2.41,,-2.5,3.5,-4.75,-5.56,-1.01,-4.62,-5,,1.49,6.29,3.96,-5.46,,-7.37,4.0,0.1,-1.78,-2.72,6.54,-1.0,2.0,-0.44,-4.24,3.0,-1.0,-2.2,-3.85,10.08,-3.0,-2.7,,0.7,,3.2,0.01,1.0,,-1.45,-3.14,-13.05,,4.01,105,0.4390837481,0.4754074413
