season,week,home,road,line,actual,hscore,vscore,linesag,linepayne,linemass,linepfz,linelaz,linemoore,linesagr,lineargh,linepaynep,linehow,linesagpred,linepaynewl,linekam,linerwp,lineavg,lineelo,lineloud,lineborn,linedokter,linesuper,linedunk,linebill,linebihl,lineround,linefei,linemedian,lineharville,linesaggm,lineespn,linefox,lineopen,linepig,linecons,linecong,linepibias,linel2,lineteamrank,lineash,linepimean,lineca,linekeep,linekerns,linel2hf,linelog,lineatom,linedwig,linepiratings,linecather,linetalis,linedonchess,linefeng,linemidweek,lineclean,linecurry,linepugh,linestd,total,phcover,phwin,linewayward,linebig200,linecfp,linefluker
2022,7,Troy St.,Southern Miss.,6.5,17,27,10,6.44,4.34,7.99,2.88,7.46,12.38,5.95,6.0,-0.28,11.5,6.59,6.83,10.08,4.86,8.07,8.08,-3.0,5.75,6.24,,13.72,12.68,,6.0,8.4,8.0,6.29,8.05,4.26,8.0,6.5,8.0,12.15,8.12,8.3,,3.9,,7.0,6.5,13.86,13.1,,,,6.0,6.9,9.0,8.14,9.7,,7.0,8.0,15.05,5.39,3.63,37,0.5384009407,0.6898902123,,,,
2022,7,Tulane,East Carolina,3.0,15,24,9,2.95,12.99,3.55,4.6,1.01,-1.41,3.64,9.0,13.21,10.0,2.04,12.87,3.14,1.71,4.21,6.93,7.0,3.65,-1.59,,1.8,8.55,,13.0,-0.8,3.3,4.51,2.9,7.34,6.0,3.5,3.0,10.94,-1.99,2.4,,4.7,,3.3,3.0,6.11,1.9,,,,1.0,3.4,2.0,1.65,0.5,,3.5,-3.5,1.19,3.8,4.13,33,0.5294024959,0.6012808358,,,,
2022,7,UAB,Middle Tenn.,9.5,27,41,14,8.08,6.97,7.97,10.12,10.06,10.88,7.14,8.0,14.77,8.5,10.34,2.78,9.87,3.7,8.85,4.33,7.0,5.05,12.62,,8.49,5.49,,7.0,4.1,8.66,6.46,8.98,8.66,10.0,9.5,5.0,7.84,10.43,12.4,,10.6,,11.3,9.5,14.82,9.05,,,,7.0,12.1,13.0,7.13,12.0,,9.5,13.5,9.77,10.51,2.9,55,0.4839354502,0.7082949945,,,,
2022,7,UCLA,Utah,-3.5,10,42,32,-9.07,6.23,-6.75,-12.9,-1.72,-4.77,-13.05,3.0,-6.8,0.5,-7.82,13.25,-6.04,1.37,-4.69,1.61,1.0,-10.45,-9.38,,-5.37,4.35,,8.0,-11.0,-6.04,-4.59,-6.1,-6.77,-8.0,-3.5,-5.0,3.08,-15.28,-6.5,,-7.4,,-5.5,-3.5,-2.68,-8.85,,,,-10.0,-6.3,-10.0,-7.64,-4.0,,-3.5,-1.0,-5.01,-10.73,5.95,74,0.4720189225,0.3910229375,,,,
2022,7,USC,Washington St.,12.0,16,30,14,8.68,15.62,5.72,18.27,4.66,8.34,8.56,11.0,24.68,10.5,9.23,10.75,5.16,4.93,9.02,8.29,10.0,3.15,14.98,,1.04,8.06,,13.0,3.5,8.68,8.37,9.51,16.5,5.0,10.5,8.0,10.7,6.99,10.9,,16.9,,10.6,12.0,10.64,18.25,,,,6.0,10.8,8.0,-3.16,12.1,,12.5,0.01,-2.97,12.02,5.38,44,0.429447942,0.7047501771,,,,
2022,7,Utah St.,Air Force,-11.0,7,34,27,-10.43,-12.15,-9.23,-24.72,-5.03,-14.67,-12.58,-12.0,-14.27,-14.0,-10.84,-11.02,-11.49,-7.2,-10.93,-8.34,-22.0,-13.25,-10.32,,-9.16,-5.55,,-11.0,-16.0,-10.43,-13.2,-8.26,-10.87,-9.0,-9.5,-8.0,-15.49,-9.11,-9.7,,-12.4,,-9.4,-11.0,-13.65,-9.45,,,,-20.0,-9.4,-12.0,-7.79,-7.5,,-10.5,-1.0,-10.11,-16.2,4.31,61,0.5016977072,0.2531943877,,,,
2022,7,Vanderbilt,Mississippi,-17.0,-24,28,52,-19.43,-14.76,-13.85,-21.83,-7.97,-17.05,-22.1,-18.0,-20.04,-22.5,-19.03,-11.92,-23.09,-9.71,-18.12,-8.72,-16.0,-20.15,-14.86,,-12.36,-14.71,,-18.0,-20.9,-19.0,-19.37,-18.95,-18.34,-22.0,-18.5,-21.0,-19.94,-16.76,-20.1,,-20.3,,-17.4,-17.0,-30.67,-19.25,,,,-28.0,-20.1,-19.0,-14.88,-12.3,,-17.0,-17.0,-20.79,-24.75,4.6,80,0.4729868548,0.1364692732,,,,
2022,7,Virginia,Louisville,-2.5,-17,17,34,-4.82,-0.26,-3.44,-3.7,0.85,-3.87,-7.83,-3.0,-5.42,-0.5,-2.9,2.51,-3.87,-7.61,-4.58,-1.98,-3.0,-5.95,-7.96,,-6.62,2.96,,1.0,-7.1,-4.63,-2.23,-2.03,-4.63,-5.0,-3.5,-8.0,-2.01,-13.28,-8.3,,-7.5,,-6.4,-2.5,-2.37,-7.5,,,,-8.0,-7.5,-8.0,-12.78,-5.0,,-3.0,-2.5,-4.37,-3.81,3.59,51,0.4491529406,0.3891981363,,,,
2022,7,Wake Forest,Army,16.5,35,45,10,16.44,27.82,11.12,21.12,10.67,18.36,18.38,23.0,25.25,22.0,15.75,29.21,15.32,16.64,18.7,25.61,25.0,20.35,13.51,,27.49,15.11,,31.0,12.8,17.97,19.85,16.45,14.58,19.0,16.5,22.0,32.47,18.94,14.9,,15.6,,14.8,16.5,18.56,22.8,,,,17.0,15.2,21.0,11.68,8.6,,17.0,12.5,19.57,17.97,5.55,55,0.5520395775,0.8669172133,,,,
2022,7,Western Mich.,Eastern Mich.,6.0,-22,23,45,8.14,0.91,8.5,5.04,10.64,5.37,10.12,5.0,11.47,4.0,7.85,-4.76,2.96,-2.3,6.76,7.98,-4.0,14.15,8.0,,9.46,5.7,,5.0,1.8,7.46,5.92,6.14,7.46,14.0,4.5,6.0,4.57,6.22,9.5,,7.7,,8.7,6.0,8.44,0.65,,,,10.0,8.4,14.0,9.73,3.4,,5.0,5.5,7.5,8.81,4.08,68,0.5184914643,0.6599877533,,,,
2022,8,Akron,Central Mich.,-13.0,-7,21,28,-15.26,-7.68,-14.93,-11.33,-8.27,-14.99,-17.37,-8.0,-20.05,-12.0,-15.26,-1.02,-20.79,,-13.36,-3.36,-9.0,-11.95,-14.24,,-12.7,-3.28,-10.72,-9.0,-18.9,-13.4,-13.25,-15.14,-11.77,-18.0,-13.0,-14.0,-2.59,-10.69,-15.0,,-17.7,,-13.4,-13.0,-17.69,-14.95,,,,-21.0,-12.4,-18.0,-25.02,-13.2,,-13.0,-12.5,-19.32,-15.05,5.21,49,0.4914040623,0.2119456977,,,,
2022,8,BYU,Arkansas,1.0,-17,35,52,1.49,6.06,-0.22,8.85,2.32,2.36,0.89,9.0,5.82,8.5,2.52,6.19,0.78,,3.19,1.85,1.0,0.01,4.64,,-1.75,3.25,2.1,3.0,-0.4,2.36,0.3,1.44,4.91,4.0,2.0,2.0,5.45,5.31,0.01,,3.0,,0.4,1.0,9.49,11.5,,,,-1.0,0.3,4.0,-6.13,-0.1,,-1.5,17.0,-1.79,3.1,3.98,87,0.5532294172,0.5772768788,,,,
2022,8,Ball St.,Connecticut,9.5,4,25,21,10.4,8.68,10.68,8.04,7.41,11.38,10.45,5.0,11.74,9.5,10.41,7.03,12.12,,8.23,0.86,3.0,8.35,10.49,,8.44,8.34,1.75,1.0,6.6,8.34,7.27,12.08,7.69,15.0,9.5,8.0,4.6,7.04,8.8,,9.4,,6.5,9.5,4.75,3.2,,,,7.0,6.5,10.0,6.74,7.9,,9.0,15.0,10.96,9.35,3.2,46,0.4687456398,0.694346321,,,,
2022,8,Bowling Green,Miami (Ohio),-7.0,4,17,13,-10.56,-3.42,-10.65,-8.67,0.14,-11.22,-13.74,-3.0,-6.15,-8.0,-8.06,-1.95,-10.5,,-6.72,-1.35,-1.0,-9.45,-4.44,,-11.86,-2.67,-1.12,1.0,-10.3,-7.0,-5.15,-10.14,-6.03,-15.0,-7.0,-7.0,-3.07,-5.31,-8.3,,-6.2,,-8.8,-7.0,-0.5,-7.1,,,,-11.0,-5.6,-8.0,-8.74,-3.2,,-7.0,-5.5,-11.37,-2.67,3.95,30,0.506827897,0.3406169121,,,,
2022,8,Central Florida,Temple,23.5,57,70,13,25.38,21.01,26.22,24.92,25.39,32.02,27.77,15.0,28.87,20.0,26.34,16.8,30.48,,27.25,22.94,10.0,32.45,28.9,,34.53,14.38,26.91,24.0,27.8,27.82,25.59,24.76,29.23,33.0,25.0,33.0,32.46,28.05,32.2,,29.0,,27.9,24.0,35.3,15.75,,,,31.0,29.4,37.0,32.95,25.0,,23.5,16.0,35.03,31.92,6.35,83,0.5868037057,0.944509781,,,,
2022,8,Coastal Carolina,Old Dominion,11.5,-28,21,49,10.27,16.33,14.44,16.09,10.14,12.66,9.94,16.0,5.88,26.5,10.46,21.95,13.76,,12.85,10.31,12.0,9.95,9.87,,10.98,18.92,13.86,18.0,13.4,12.0,12.63,12.36,10.17,12.0,11.0,9.0,24.23,2.37,10.0,,9.6,,9.3,11.5,10.43,14.85,,,,10.0,8.3,8.0,9.91,15.0,,12.5,19.5,14.06,10.52,4.6,70,0.5325502381,0.7815658567,,,,
2022,8,Colorado,California,-15.0,7,20,13,-15.92,-15.27,-11.38,-40.72,-16.91,-13.36,-19.24,-11.0,-18.1,-10.5,-17.03,-13.75,-12.05,,-14.75,-19.29,-22.0,-19.05,-13.64,,-17.87,-3.11,-17.73,-17.0,-19.6,-13.79,-13.79,-12.71,-13.03,-11.0,-15.0,-15.0,-17.77,-2.53,-9.3,,-12.9,,-8.8,-15.0,-18.43,-17.5,,,,-23.0,-6.8,-13.0,-13.49,-11.2,,-15.0,-7.0,-14.57,-21.13,6.23,33,0.5058485696,0.1935242819,,,,
2022,8,Colorado St.,Utah St.,-12.0,-4,13,17,-6.21,-5.57,-7.05,-4.93,-5.01,-6.35,-9.36,-7.0,-8.6,-8.0,-4.98,-3.93,-6.67,,-7.26,-8.35,-6.0,-10.15,-2.55,,-12.2,-7.64,-5.78,-9.0,-6.2,-6.35,-3.9,-3.62,-4.47,-5.0,-8.5,-12.0,-5.1,-13.45,-6.6,,-6.5,,-5.2,-11.0,-5.34,-2.85,,,,-15.0,-6.1,-12.0,-16.99,-3.8,,-11.0,-8.0,-14.69,-6.48,3.31,30,0.6149696204,0.3271873917,,,,
2022,8,Duke,North Carolina,-7.5,-3,35,38,-4.27,-1.8,-6.62,2.39,3.74,-4.15,-5.12,-4.0,0.86,-9.5,-2.97,-3.23,-9.05,,-5.52,6.44,4.0,-6.95,-8.45,,-3.27,-7.19,4.47,-3.0,-5.1,-5.12,-5.38,-5.44,-5.01,-11.0,-6.0,-9.0,-5.65,-15.65,-15.7,,-7.6,,-11.7,-7.5,0.38,1.8,,,,3.0,-13.6,-14.0,-18.64,-9.2,,-7.0,-10.5,-10.84,0.96,5.75,73,0.5466786296,0.3718542299,,,,
2022,8,East Carolina,Memphis,6.0,2,47,45,0.75,-2.52,0.41,5.51,3.18,7.93,0.68,-0.25,2.06,-4.5,1.87,-4.99,5.48,,1.89,0.48,1.0,2.85,6.49,,-0.19,-3.09,-2.08,-3.0,-1.1,1.9,1.8,-0.65,1.74,3.0,4.5,2.0,-2.64,9.07,5.2,,1.9,,3.6,5.0,2.02,2.1,,,,6.0,4.5,11.0,5.23,2.6,,5.0,6.0,-0.85,2.95,3.55,92,0.4002659634,0.5462474896,,,,
2022,8,Eastern Mich.,Northern Ill.,3.0,-29,10,39,3.22,11.67,1.4,9.47,3.35,3.51,2.95,13.0,3.37,16.0,3.44,16.14,0.52,,4.82,6.47,2.0,2.05,2.18,,5.39,10.73,7.27,15.0,2.0,3.51,7.35,3.61,4.7,5.0,3.0,5.0,13.21,0.58,-2.8,,0.9,,-2.3,3.0,4.38,7.7,,,,-2.0,-2.6,1.0,-5.47,3.3,,2.5,1.0,9.37,6.91,5.06,49,0.5434887669,0.6138131656,,,,
2022,8,Florida,LSU,2.5,-10,35,45,-0.91,-1.71,0.95,-9.9,-5.4,-1.73,-0.01,-1.0,-4.72,1.0,-3.08,-0.01,0.16,,-1.2,-1.9,-16.0,1.35,1.76,,1.26,2.84,-3.59,-3.0,-5.4,-1.44,-1.26,-1.45,-4.47,2.0,3.5,2.0,-1.44,2.16,-2.8,,-3.1,,-1.9,2.0,-5.14,-2.9,,,,-6.0,-4.0,8.0,-5.23,2.9,,2.5,5.5,4.87,-6.26,4.1,80,0.4107286883,0.4708272356,,,,
2022,8,Florida Atlantic,Rice,4.0,3,17,14,3.81,-8.32,3.83,1.6,1.45,-0.61,3.2,-5.0,-4.33,-0.5,3.78,-10.48,6.01,,0.51,-6.7,-9.0,-4.35,7.37,,-4.47,-8.96,-3.42,-11.0,5.6,1.6,0.97,5.15,8.55,5.0,5.0,-2.0,-6.78,6.1,4.3,,3.2,,5.7,4.0,1.35,2.45,,,,-2.0,4.5,6.0,1.24,4.3,,4.0,9.0,-9.12,1.15,5.6,31,0.4178798916,0.5120845378,,,,
2022,8,Florida Intl.,Texas-San Antonio,-33.5,-20,10,30,-25.71,-20.45,-22.31,-17.27,-29.4,-30.14,-29.71,-23.0,-39.59,-24.0,-27.54,-10.14,-33.75,,-28.33,-20.34,-13.0,-37.15,-28.72,,-31.02,-16.44,-30.11,-26.0,-31.4,-29.4,-30.46,-22.7,-25.15,-31.0,-34.0,-29.0,-20.47,-33.29,-33.9,,-33.6,,-28.4,-33.0,-42.81,-21.1,,,,-44.0,-31.7,-36.0,-32.01,-24.5,,-33.5,-18.5,-31.77,-40.74,7.55,40,0.6156756838,0.0535013603,,,,
2022,8,Florida St.,Clemson,-5.0,-6,28,34,-7.91,-7.04,-8.97,-3.36,-4.82,-3.58,-8.79,-8.0,-1.44,-17.5,-6.92,-10.06,-8.75,,-7.04,-7.53,-6.0,-7.85,-6.71,,-8.18,-7.7,-6.05,-8.0,-8.4,-6.92,-6.65,-9.57,-8.35,-6.0,-5.5,-8.0,-6.16,-5.5,-5.2,,-6.1,,-5.0,-5.0,-4.34,-3.3,,,,-8.0,-4.6,-6.0,-12.06,-4.1,,-3.5,-4.5,-10.7,-6.22,2.75,62,0.4496206801,0.3310693471,,,,
2022,8,Fresno St.,San Jose St.,-7.5,7,17,10,-7.29,-13.93,-0.91,-13.34,-8.18,-14.42,-11.61,-10.0,-11.48,-7.5,-6.28,-15.24,-4.83,,-7.26,-17.51,-8.0,-12.95,0.01,,-15.16,-2.51,-21.38,-15.0,-9.4,-8.18,-7.93,-2.79,-2.75,1.0,-6.0,2.0,-17.96,2.05,3.3,,-3.0,,3.2,-7.5,-8.26,-12.6,,,,-22.0,4.7,-4.0,5.56,-2.5,,-8.5,11.0,-8.98,-14.63,7.47,27,0.5054572198,0.3395068673,,,,
2022,8,Georgia,Vanderbilt,37.5,55,55,0,32.82,26.46,31.45,40.94,28.51,29.98,36.94,32.0,34.25,39.5,31.33,22.27,38.98,,34.52,28.83,14.0,36.95,35.88,,34.61,24.3,31.87,26.0,37.8,34.65,34.49,33.12,36.5,42.0,39.0,39.0,30.15,33.54,42.3,,37.4,,37.7,37.5,38.7,36.2,,,,37.0,39.6,37.0,35.28,30.0,,38.0,31.5,42.39,39.43,5.76,55,0.4299635266,0.9795318718,,,,
2022,8,Georgia Southern,James Madison,-13.0,7,45,38,-9.19,-15.56,-6.13,-9.99,-12.14,-16.77,-12.18,-10.0,-20.15,2.5,-8.8,-13.09,-1.89,,-10.95,-16.77,-12.0,-15.05,-8.2,,,-7.02,-19.24,-15.0,-10.1,-11.4,-13.79,-6.87,-5.73,-2.0,-11.0,-15.0,-16.9,-3.84,-7.9,,-10.8,,-6.3,-13.0,-16.96,-5.05,,,,-21.0,-4.2,-12.0,-17.23,-4.5,,-11.5,-14.5,-14.43,-16.28,5.41,83,0.5486441075,0.2569034897,,,,
2022,8,Hawaii,Nevada,-6.5,15,31,16,-5.61,-2.92,-6.98,-10.3,-10.65,-6.56,-3.58,-5.0,-7.07,-4.0,-9.15,-0.69,-11.67,,-7.74,-8.66,-10.0,-7.15,-7.86,,-12.19,-4.0,-17.73,-4.0,-15.3,-7.55,-10.56,-7.56,-3.92,-3.0,-4.5,-3.0,-0.47,-4.16,-7.8,,-8.4,,-9.0,-6.5,-16.43,-16.25,,,,-14.0,-8.7,-8.0,-12.19,-6.8,,-7.0,-6.0,0.19,-12.48,4.25,47,0.4699271725,0.3188302443,,,,
2022,8,Illinois,Minnesota,-7.0,12,26,14,-1.13,4.18,-3.99,10.41,8.23,-1.13,-2.11,4.0,-1.24,5.5,-0.01,7.09,-2.7,,1.08,5.72,-6.0,10.25,-4.05,,6.28,2.12,6.59,8.0,-8.2,0.0,1.23,-1.41,-4.51,0.01,-3.5,4.0,7.17,-3.2,-7.7,,-3.1,,-5.2,-5.5,9.18,2.1,,,,1.0,-6.6,-3.0,-0.56,-3.1,,-6.0,-0.5,1.42,4.46,4.93,40,0.6865561327,0.525903195,,,,
2022,8,Indiana,Maryland,-11.5,-5,33,38,-8.79,-7.23,-5.74,-9.81,-7.51,-12.09,-12.4,-7.0,-16.62,-4.0,-8.02,-2.17,-7.63,,-10.19,-12.13,-9.0,-15.95,-7.46,,-14.48,-0.15,-13.03,-5.0,-12.1,-10.5,-8.11,-5.48,-11.82,-8.0,-9.5,-10.0,-11.26,-20.3,-12.0,,-12.2,,-10.5,-11.5,-10.52,-17.0,,,,-17.0,-9.7,-17.0,-10.98,-5.3,,-11.5,-7.5,-14.32,-12.46,4.55,71,0.5316116561,0.2686126106,,,,
2022,8,Kentucky,Mississippi St.,-3.5,10,27,17,-4.59,-5.95,0.81,-6.46,-5.87,-4.24,-8.51,-4.0,-8.76,-1.5,-3.12,-4.44,-2.53,,-4.88,-5.64,-3.0,-6.95,-5.2,,-10.65,0.55,-8.84,-7.0,-7.8,-5.11,-3.71,-1.17,-3.4,0.01,-5.5,-7.0,-5.11,-4.36,-3.3,,-5.9,,-3.1,-3.5,-6.29,-10.05,,,,-11.0,-4.6,-6.0,3.21,-3.4,,-6.5,6.0,-7.2,-9.97,3.65,44,0.4662417651,0.3822443331,,,,
2022,8,Marshall,Louisiana-Lafayette,10.5,-10,13,23,2.25,6.62,-3.66,14.43,4.02,2.94,0.81,6.0,6.59,4.0,4.11,6.64,1.86,,4.03,7.64,4.0,0.01,9.3,,3.41,0.68,6.87,6.0,1.6,4.02,4.39,3.22,8.92,3.0,7.5,7.0,8.37,1.23,3.7,,8.5,,5.7,9.0,8.61,0.1,,,,7.0,5.0,1.0,-6.55,7.2,,10.5,-6.5,-3.78,4.02,4.33,36,0.3470869822,0.5967379175,,,,
2022,8,Massachusetts,Buffalo,-17.0,-27,7,34,-20.47,-9.68,-18.44,-10.62,-17.55,-20.53,-22.45,-12.0,-13.72,-18.0,-20.82,-7.51,-21.49,,-18.21,-18.25,-9.0,-23.15,-17.35,,-31.19,-7.6,-24.78,-15.0,-27.4,-18.1,-19.49,-21.32,-16.17,-21.0,-16.5,-17.0,-13.82,-7.22,-18.1,,-17.7,,-15.9,-17.0,-20.82,-13.95,,,,-27.0,-14.4,-24.0,-16.51,-15.0,,-17.0,1.0,-32.45,-23.29,6.7,41,0.4720106796,0.1453176482,,,,
2022,8,Michigan,Penn St.,7.0,24,41,17,6.5,4.24,7.7,3.7,2.72,8.09,8.79,7.0,6.01,9.5,5.12,3.3,8.55,,8.32,6.31,1.0,12.25,8.91,,10.6,9.75,7.07,6.0,8.9,8.55,8.78,4.52,8.59,13.0,7.0,11.0,4.98,16.12,10.8,,7.8,,9.5,7.0,6.25,9.4,,,,5.0,10.6,13.0,9.28,6.8,,7.0,15.5,6.73,8.69,3.23,58,0.532472622,0.6962391577,,,,
2022,8,Michigan St.,Wisconsin,-7.0,6,34,28,-6.22,-0.78,-5.23,-13.95,-3.44,-4.45,-7.51,-1.0,-1.27,-3.0,-5.98,-0.53,-7.58,,-3.22,-1.83,1.0,1.25,-4.54,,-0.68,3.2,-4.68,-1.0,-10.2,-3.4,-3.7,-5.94,-0.84,-4.0,-5.5,-1.0,-4.38,9.45,-1.4,,-2.3,,-1.4,-6.5,-6.21,-4.85,,,,-9.0,-0.5,-2.0,-2.69,-3.4,,-7.5,1.0,1.62,-5.79,3.92,62,0.5914143063,0.4219391878,,,,
2022,8,Middle Tenn.,Western Kentucky,-8.0,-18,17,35,-4.75,3.12,-6.8,-5.47,-2.67,-7.33,-6.77,2.0,-0.59,-0.5,-4.59,5.12,-8.91,,-5.42,-0.54,-8.0,-6.95,-6.37,,-11.52,-0.81,-2.16,3.0,-12.6,-4.8,-4.6,-2.83,-7.28,-8.0,-6.5,-3.0,-0.7,-3.81,-13.0,,-4.8,,-11.2,-8.0,-3.26,-17.2,,,,-7.0,-11.9,-8.0,-11.87,-3.2,,-8.0,-10.0,-1.93,-7.1,4.78,52,0.5618309419,0.3718688007,,,,
2022,8,Mississippi,Auburn,15.5,14,48,34,12.35,19.11,10.06,26.39,13.59,23.3,16.23,17.0,22.28,19.0,9.97,17.4,13.31,,15.5,13.68,9.0,15.85,12.64,,17.88,14.62,15.07,15.0,8.6,15.0,14.81,8.59,14.85,16.0,15.0,14.0,17.91,14.19,13.5,,15.5,,13.3,15.5,15.61,20.65,,,,16.0,13.3,19.0,11.01,14.5,,14.5,15.5,18.14,14.27,4.02,82,0.5,0.8280724847,,,,
2022,8,New Mexico St.,New Mexico,-7.0,12,21,9,-10.33,-10.32,-6.98,-9.73,-10.92,-4.79,-11.09,-9.0,-17.94,-7.5,-11.91,-6.22,-5.47,,-8.65,-8.25,-12.0,-13.65,-5.51,,-13.8,-1.1,-10.31,-16.0,-10.0,-9.43,-9.43,-10.1,-7.44,-5.0,-5.5,-12.0,-1.17,-3.77,-10.2,,-11.3,,-8.7,-7.0,-16.22,-7.6,,,,-22.0,-10.6,-11.0,-2.68,-2.7,,-6.5,11.0,-4.73,-15.89,5.42,30,0.4608230215,0.303050334,,,,
2022,8,North Texas,Louisiana Tech,6.5,20,47,27,2.85,3.69,0.45,5.11,4.87,3.49,2.58,5.0,4.12,5.5,2.92,3.46,3.75,,4.91,6.09,4.0,6.85,5.29,,10.57,2.06,2.54,1.0,0.8,4.87,1.31,3.28,3.24,8.0,5.0,7.0,4.96,7.22,8.9,,5.2,,5.0,6.5,1.54,7.35,,,,1.0,6.9,6.0,8.63,4.4,,7.0,10.5,12.08,3.23,2.84,74,0.4607303537,0.6196123916,,,,
2022,8,Notre Dame,Stanford,16.5,-2,14,16,13.42,17.94,19.07,12.6,12.66,15.28,13.36,17.0,15.28,26.0,14.3,19.38,17.85,,18.35,15.18,3.0,21.75,17.36,,20.67,18.16,15.9,22.0,18.6,17.36,17.91,15.26,19.0,27.0,15.5,15.0,26.55,16.82,16.6,,16.5,,15.4,16.5,19.8,18.9,,,,11.0,14.6,23.0,32.77,16.0,,17.0,22.5,28.64,15.34,4.97,30,0.5442744306,0.8650008564,,,,
2022,8,Oklahoma,Kansas,9.0,10,52,42,8.04,-7.75,10.15,-14.5,-1.15,10.6,6.35,-4.0,-8.02,5.5,7.37,-7.6,10.34,,2.93,-7.8,-9.0,-2.45,10.35,,-9.62,-0.39,-8.37,-7.0,6.2,5.5,4.04,13.19,6.88,13.0,7.5,2.0,-3.62,10.41,11.3,,4.9,,10.1,8.5,-6.5,-1.4,,,,-8.0,9.8,5.0,14.03,7.8,,9.0,20.5,6.09,-5.29,8.26,94,0.3672159364,0.5650359765,,,,
2022,8,Oregon St.,Washington St.,3.0,14,24,10,1.52,2.2,1.33,2.28,2.74,0.38,0.69,3.0,4.82,2.0,1.73,0.79,0.45,,1.17,-2.84,-4.0,-1.45,5.75,,-2.24,2.88,-8.43,2.0,-8.3,1.73,1.38,2.51,4.27,2.0,3.5,2.0,-0.35,15.3,6.0,,3.1,,5.1,3.0,0.55,0.2,,,,-3.0,6.7,7.0,-6.06,3.3,,4.0,3.0,-6.79,-0.19,4.25,34,0.4556681287,0.5283779396,,,,
2022,8,Purdue,Nebraska,14.0,6,43,37,12.59,19.82,9.25,21.88,17.72,13.78,13.6,18.0,27.6,16.0,14.63,15.63,13.04,,17.34,22.17,9.0,20.85,9.59,,20.2,14.22,21.76,26.0,14.1,16.0,15.94,10.75,14.86,15.0,12.0,16.0,24.24,20.79,16.9,,15.8,,16.4,14.0,27.85,24.25,,,,27.0,17.0,19.0,13.89,9.9,,14.0,8.5,14.95,22.34,5.16,80,0.579302094,0.8505711374,,,,
2022,8,SMU,Navy,12.5,6,40,34,4.45,11.3,7.06,8.74,8.3,9.85,1.32,8.0,16.5,10.5,7.54,8.5,10.1,,8.27,8.72,14.0,0.35,12.83,,-5.81,7.46,8.94,10.0,3.4,8.5,8.4,7.54,15.24,11.0,12.5,5.0,10.22,12.56,13.0,,13.4,,12.2,12.0,11.82,5.0,,,,7.0,12.3,3.0,9.29,8.4,,12.5,15.0,-3.82,7.89,4.52,74,0.3988735275,0.6918204795,,,,
2022,8,South Alabama,Louisiana-Monroe,17.0,7,41,34,16.61,18.56,12.13,27.29,16.26,14.77,19.33,15.0,23.31,14.0,16.76,16.0,18.05,,17.31,19.71,17.0,21.45,20.92,,17.43,13.81,18.69,18.0,13.5,17.25,17.25,14.69,18.32,17.0,18.0,18.0,23.17,17.93,14.4,,18.0,,12.8,17.0,19.77,18.75,,,,24.0,12.4,16.0,14.95,16.0,,17.0,11.0,15.08,20.63,3.41,75,0.5076164974,0.8568158015,,,,
2022,8,South Florida,Tulane,-12.0,-14,31,45,-12.48,-20.11,-10.17,-19.86,-15.0,-10.72,-14.8,-17.0,-21.64,-17.5,-13.09,-19.27,-8.92,,-13.5,-13.97,-19.0,-12.45,-8.52,,-9.07,-10.46,-15.63,-22.0,-17.0,-13.1,-15.43,-10.86,-13.0,-8.0,-11.0,-10.0,-24.21,-4.86,-8.3,,-13.3,,-8.3,-12.0,-18.24,-13.1,,,,-18.0,-7.6,-9.0,-14.71,-7.5,,-12.0,-6.0,-15.27,-20.08,4.7,76,0.4639051869,0.2074215038,,,,
2022,8,Southern Miss.,Arkansas St.,4.5,1,20,19,4.23,5.41,1.27,4.67,0.01,0.23,5.25,6.0,4.55,4.0,3.56,5.88,-1.36,,4.15,5.09,3.0,5.85,7.5,,15.33,3.3,0.59,4.0,-1.7,4.23,2.86,3.37,5.26,8.0,4.5,10.0,5.26,10.23,6.5,,4.2,,6.3,4.5,1.07,4.05,,,,2.0,7.2,6.0,0.49,2.6,,4.5,5.0,-0.77,0.79,3.26,39,0.4913844766,0.6010576881,,,,
2022,8,Syracuse,NC St.,3.0,15,24,9,-2.93,5.38,-2.02,4.53,3.2,-1.56,-3.52,2.0,6.03,-4.5,-1.65,5.03,0.63,,-0.57,0.52,4.0,0.01,-1.41,,-1.29,-3.1,3.55,3.0,-2.6,-0.88,0.55,-4.28,3.0,0.01,4.0,-3.0,1.9,-3.73,-5.0,,-1.1,,-4.1,2.5,0.54,2.6,,,,4.0,-4.1,-2.0,-13.59,-1.1,,3.5,-5.5,0.01,1.6,3.63,33,0.4132398223,0.4860393465,,,,
2022,8,TCU,Oklahoma St.,4.5,3,43,40,0.14,3.58,-2.28,6.19,7.15,-3.08,-0.01,2.0,2.39,-4.0,1.56,4.22,-3.61,,0.28,7.55,1.0,-0.45,2.17,,-2.76,-3.28,9.03,5.0,-2.7,0.2,-0.43,-1.55,2.6,-8.0,3.0,0.01,4.04,-5.43,-0.6,,0.4,,0.4,4.0,8.96,9.55,,,,4.0,0.2,-6.0,-13.46,-1.0,,4.0,-11.5,-11.82,5.82,5.3,83,0.4004598523,0.5066743109,,,,
