season,week,home,road,line,actual,hscore,vscore,linesag,linepayne,linemass,linepfz,linelaz,linemoore,linesagr,lineargh,linepaynep,linehow,linesagpred,linepaynewl,linekam,linerwp,lineavg,lineelo,lineloud,lineborn,linedokter,linedunk,linebill,linebihl,lineround,linefei,linemedian,lineharville,linesaggm,lineespn,linefox,lineopen,linepig,linecons,linecong,linepibias,linel2,lineteamrank,lineash,linepimean,lineca,linekeep,linekerns,linel2hf,linelog,linedwig,linepiratings,linetalis,linedonchess,linefeng,linemidweek,lineclean,linecurry,linepugh,linestd,total,phcover,phwin
2023,9,Nebraska,Northwestern,11.0,8,17,9,5.74,2.04,10.15,-0.4,4.75,1.7,7.78,4.0,4.82,5.5,4.34,0.54,5.44,7.58,6.36,7.32,1.0,2.4,12.96,3.47,10.16,1.88,4.0,4.0,6.18,7.05,4.14,7.38,8.0,13.5,7.0,,10.46,10.1,-0.98,6.8,,10.5,10.0,14.9,6.8,20.51,-1.09,2.0,9.0,12.33,14.0,,12.0,8.5,11.72,6.18,3.89,26,0.388240679,0.6514170042
2023,9,New Mexico,Hawaii,-2.5,21,42,21,0.46,6.03,-1.03,10.41,0.7,6.69,0.72,6.0,6.03,2.0,0.98,6.02,-2.78,-0.87,0.69,-0.69,3.0,1.15,1.26,-2.37,2.91,-2.82,2.0,-1.2,0.46,0.65,-0.84,3.79,0.01,2.5,-2.0,,-0.25,2.4,-3.64,2.2,,1.3,-2.0,-2.3,-0.9,-18.97,-1.32,-2.0,3.1,-4.1,-0.7,,-1.0,1.0,-3.32,-1.98,3.16,63,0.5781199674,0.5170017338
2023,9,North Carolina,Virginia,23.5,-4,27,31,23.66,32.13,17.46,37.51,21.88,33.19,25.25,32.0,32.68,30.0,21.89,31.84,23.58,18.49,26.45,24.57,26.0,29.65,19.24,28.1,25.69,23.85,34.0,21.6,25.69,22.3,25.84,24.93,25.0,23.0,27.0,,31.82,27.6,26.49,27.9,,25.0,23.5,29.1,31.9,34.03,26.74,30.0,25.5,21.74,24.0,,23.0,8.0,23.89,30.96,5.85,58,0.5692070622,0.9410079799
2023,9,Northern Ill.,Eastern Mich.,12.0,7,20,13,9.18,2.98,6.41,10.09,9.99,8.97,9.35,4.0,15.5,2.0,11.53,-3.76,7.87,9.48,9.82,14.47,1.0,11.95,13.04,21.35,-7.89,16.75,9.0,12.1,9.48,5.32,7.58,11.31,8.0,11.5,10.0,,4.77,11.0,21.1,9.4,,9.3,12.0,24.6,19.8,1.98,3.71,12.0,9.5,1.17,7.4,,12.5,6.0,1.14,18.37,6.86,33,0.4498365695,0.7149528122
2023,9,Ohio,Western Mich.,16.5,3,20,17,13.28,17.38,11.21,22.97,13.08,17.47,12.74,14.0,17.42,15.5,14.13,17.36,16.88,15.69,16.41,16.5,12.0,18.25,21.01,14.53,11.02,22.07,16.0,18.4,16.0,11.74,15.11,12.86,13.0,15.0,12.0,,16.0,13.0,26.2,16.3,,12.1,16.5,23.5,22.8,22.93,10.1,17.0,12.7,16.52,22.5,,17.0,9.0,13.72,20.24,4.31,37,0.4978171934,0.8407727816
2023,9,Ohio St.,Penn St.,4.0,8,20,12,4.54,1.03,6.36,-4.37,3.44,4.31,4.32,4.0,-1.8,8.0,3.71,2.55,6.29,0.92,3.59,0.87,-3.0,2.15,7.27,4.86,7.27,2.82,1.0,6.5,4.0,2.31,6.1,5.03,7.0,5.5,3.0,,3.09,5.9,3.07,3.1,,5.3,4.0,5.1,3.6,20.71,-9.59,-1.0,6.1,-4.2,4.3,,4.5,5.5,5.52,-1.13,3.09,32,0.4898871081,0.5878369779
2023,9,Oklahoma,Central Florida,17.5,2,31,29,20.65,31.56,21.57,36.12,21.84,24.35,21.89,33.0,39.92,28.5,19.6,27.06,21.72,18.2,26.12,33.76,25.0,30.25,17.6,29.77,13.17,30.65,37.0,27.9,24.78,21.3,22.07,24.78,24.0,19.0,23.0,,7.18,23.2,38.25,26.9,,21.6,18.5,36.5,31.5,34.59,67.64,37.0,20.5,23.09,17.5,,18.0,3.5,29.52,32.83,8.39,60,0.684420396,0.9271333236
2023,9,Old Dominion,Appalachian St.,-5.5,7,28,21,-7.71,-5.78,-8.93,-5.1,-6.95,-3.41,-7.31,-3.0,-9.51,-5.5,-9.9,-3.78,-7.64,-4.89,-5.18,-1.66,-3.0,-3.05,-7.22,4.66,-2.61,-2.78,-4.0,-5.2,-5.2,-4.89,-7.83,-7.06,-3.0,-6.5,-3.0,,-11.27,-5.3,-5.25,-7.0,,-5.2,-5.5,-10.6,-2.8,2.41,0.18,-12.0,-5.8,-4.74,-3.9,,-6.5,2.0,-0.94,-11.49,3.54,49,0.5078485126,0.3750596168
2023,9,Oregon,Washington St.,20.0,14,38,24,15.65,12.09,16.34,25.14,17.06,16.62,17.6,14.0,26.07,13.5,15.63,4.56,16.53,10.33,19.35,16.39,13.0,22.75,19.1,29.11,10.28,19.42,13.0,19.4,18.63,17.08,14.25,25.85,20.0,19.5,17.0,,26.59,22.3,26.3,22.7,,21.2,20.0,37.9,25.1,23.76,8.43,22.0,22.2,21.49,17.5,,20.0,12.5,21.19,31.55,6.19,62,0.4847834777,0.8719669617
2023,9,Sam Houston St.,Florida Intl.,5.0,-6,27,33,6.11,1.55,12.0,-0.08,8.76,12.13,7.45,-2.0,11.89,-5.5,8.53,-4.02,10.73,-10.25,6.03,6.8,-5.0,9.75,4.91,-6.63,1.68,6.72,4.0,6.0,6.95,7.2,1.74,8.97,16.0,4.5,7.0,,11.88,,8.66,6.9,,,5.0,13.1,9.0,2.82,-8.59,12.0,,9.11,3.2,,5.0,1.0,10.54,11.05,5.96,60,0.524216691,0.6389268752
2023,9,San Diego St.,Nevada,11.5,-6,0,6,12.62,18.5,11.75,18.74,11.19,10.44,11.96,19.0,16.06,18.0,12.11,19.82,10.79,18.74,13.71,11.27,9.0,9.75,15.11,9.24,17.53,9.3,17.0,10.6,13.01,12.52,15.97,11.11,15.0,13.5,17.0,,15.91,16.1,9.72,13.3,,14.1,11.5,11.8,12.7,5.91,11.07,7.0,14.7,16.23,20.0,,13.5,11.5,16.67,13.01,3.58,6,0.5540097592,0.8002299911
2023,9,San Jose St.,Utah St.,4.0,21,42,21,3.58,-6.02,0.75,-0.77,0.6,-5.55,5.45,-2.0,0.36,-1.5,2.14,-9.45,0.17,-4.84,0.46,0.38,-7.0,5.35,3.46,-1.58,3.95,-4.5,-5.0,-2.2,0.6,1.28,1.75,1.6,3.0,4.5,6.0,,12.98,6.4,-5.49,2.3,,4.7,3.5,-1.3,5.1,-25.0,-10.9,-5.0,5.3,-1.42,3.4,,4.0,5.5,1.3,-2.67,4.44,63,0.4149764558,0.511131806
2023,9,South Alabama,Southern Miss.,18.0,52,55,3,19.31,18.28,15.1,26.86,13.63,23.13,19.53,18.0,23.79,18.0,20.05,15.32,22.36,18.57,21.5,19.17,15.0,22.85,23.33,35.3,14.11,26.38,,21.5,20.65,18.07,20.81,17.25,29.0,17.0,19.0,,24.66,20.8,31.81,26.7,,18.4,18.0,31.9,23.0,5.25,13.04,23.0,18.9,15.1,20.5,,18.0,11.5,24.09,23.78,5.4,58,0.5826774422,0.900132684
2023,9,Stanford,UCLA,-17.5,-35,7,42,-13.6,-21.38,-13.08,-29.38,-12.1,-24.34,-15.57,-16.0,-19.61,-14.5,-13.86,-22.33,-17.79,-8.22,-15.83,-8.94,-18.0,-18.05,-15.09,-13.54,-14.96,-9.43,-15.0,-11.5,-15.27,-16.19,-12.14,-15.27,-19.0,-16.5,-17.0,,-29.73,-17.8,-11.06,-20.1,,-15.2,-17.5,-15.6,-13.8,-6.63,-1.59,-19.0,-14.5,-17.8,-17.5,,-17.0,-9.5,-16.9,-15.78,4.68,49,0.5401908819,0.1693911773
2023,9,Temple,SMU,-23.0,-55,0,55,-21.98,-17.19,-23.3,-21.36,-18.57,-30.09,-24.94,-19.0,-33.79,-18.0,-23.21,-8.26,-25.22,-11.07,-21.91,-19.45,-19.0,-30.55,-21.74,-24.24,-11.87,-24.84,-20.0,-23.1,-21.98,-21.3,-19.09,-25.14,-23.0,-18.0,-23.0,,-17.37,-19.7,-31.55,-24.3,,-19.3,-23.0,-30.6,-23.7,-22.44,-10.87,-31.0,-19.4,-21.66,-15.5,,-20.5,-5.5,-25.67,-29.74,5.99,55,0.5256100636,0.0983060522
2023,9,Tulane,North Texas,20.5,7,35,28,17.07,20.48,18.99,17.47,19.24,26.61,15.96,24.0,23.38,21.5,18.37,18.91,22.74,17.22,21.27,18.67,11.0,26.15,23.12,21.16,25.28,23.64,25.0,22.3,21.5,18.55,20.08,20.98,21.0,20.5,22.0,,22.09,21.4,24.47,21.0,,20.1,20.5,21.1,21.9,43.39,26.06,22.0,22.3,26.18,23.0,,20.5,5.5,22.8,25.35,3.94,63,0.5187739043,0.9032704702
2023,9,Tulsa,Rice,3.5,-32,10,42,3.95,4.98,10.92,3.78,4.55,-0.81,2.27,5.0,5.08,8.0,3.44,4.93,6.12,10.2,5.94,15.37,3.0,0.75,4.43,9.91,2.57,9.75,10.0,9.8,4.98,4.47,7.8,2.85,10.0,1.5,4.0,,-3.11,3.6,10.17,4.7,,4.8,3.5,10.6,6.3,-6.16,5.57,1.0,2.8,11.87,3.5,,3.5,2.0,6.72,5.81,3.85,52,0.5593751457,0.6419467266
2023,9,UAB,Memphis,-7.0,-24,21,45,-5.34,-9.91,-4.25,-11.88,-6.07,-8.34,-3.72,-10.0,-9.09,-8.0,-6.6,-10.36,-2.79,-9.76,-7.06,-5.12,-13.0,-5.05,-9.54,-5.6,-7.58,-9.12,-11.0,-8.5,-8.0,-5.34,-8.22,-6.44,-5.0,-4.5,-8.0,,-4.89,-9.4,-9.35,-8.8,,-8.1,-7.0,-2.5,1.3,-9.34,-13.08,-7.0,-9.9,-12.24,-5.5,,-6.5,3.5,-5.21,-11.09,3.31,66,0.4985239632,0.3316530997
2023,9,UNLV,Colorado St.,7.0,2,25,23,9.27,13.46,9.0,19.28,10.57,15.02,9.92,13.0,12.12,13.0,9.15,14.18,6.89,12.47,10.7,9.52,12.0,14.25,6.58,8.27,7.22,13.13,13.0,8.1,10.57,9.84,9.23,12.5,11.0,6.5,7.0,,9.44,8.6,14.3,10.8,,8.0,7.5,12.2,14.5,14.62,6.02,11.0,8.1,7.49,4.7,,7.5,0.5,11.48,13.56,3.44,48,0.5900952704,0.744969981
2023,9,USC,Utah,7.0,-2,32,34,1.11,4.59,-1.71,-10.49,0.59,-1.77,-0.27,-0.25,6.6,1.5,3.92,3.5,-3.62,2.39,1.4,-4.52,3.0,-8.0,12.99,-8.15,4.18,7.09,1.0,2.4,1.5,2.26,1.02,7.49,-6.0,5.0,-1.0,,1.66,-3.1,7.47,4.3,,-0.3,6.0,8.5,9.2,29.64,-1.2,6.0,-0.8,-4.28,2.6,,7.0,7.0,-2.71,8.9,5.0,66,0.3682666035,0.5335162885
2023,9,UTEP,New Mexico St.,-3.0,-21,7,28,1.09,-6.47,2.0,-3.67,0.32,-2.69,-0.74,-4.0,-5.91,-4.5,1.73,-6.78,3.36,-2.7,-1.18,-2.66,-10.0,-1.45,4.33,-1.84,-0.68,-0.87,-1.0,-0.5,-1.55,2.04,3.65,-1.66,-2.0,-1.5,3.0,,0.46,,0.12,-2.0,,,-3.0,-3.3,5.2,-2.79,-0.06,-3.0,,-2.73,1.5,,-3.0,-4.5,-5.17,-1.64,3.25,35,0.5447166329,0.470972581
2023,9,Wake Forest,Pittsburgh,-1.0,4,21,17,-1.05,7.76,0.53,4.98,0.55,-2.56,-1.66,1.0,-5.21,2.5,-0.49,14.74,0.69,2.52,-0.03,-1.0,-1.0,-1.55,2.22,-4.56,2.79,0.22,1.0,-0.2,-0.71,0.41,-1.04,-2.16,-1.0,1.0,-2.0,,-0.33,-1.0,-1.75,-2.2,,-1.0,-1.0,-3.1,-2.0,7.35,0.54,-6.0,-0.4,-2.58,0.5,,2.5,-1.5,3.95,-3.42,3.39,38,0.5238240791,0.4992627347
2023,9,Washington,Arizona St.,27.5,8,15,7,25.46,35.41,23.67,32.37,27.35,36.97,24.91,33.0,43.65,31.0,26.31,30.98,27.9,19.46,31.82,33.58,31.0,31.55,30.49,30.21,28.14,33.76,39.0,28.1,31.0,29.9,29.0,32.01,31.0,27.5,27.0,,41.02,31.3,36.97,34.4,,29.4,28.0,41.3,35.8,39.95,35.35,37.0,29.0,36.92,29.0,,26.5,14.0,38.65,41.37,6.28,22,0.5998828025,0.9688289483
2023,9,West Va.,Oklahoma St.,3.0,-14,34,48,0.95,12.82,1.67,14.05,3.78,9.13,-0.53,6.0,13.66,3.0,1.96,12.37,5.53,4.13,5.5,6.8,-1.0,8.95,2.98,3.6,-1.11,6.07,5.0,1.7,5.03,5.55,2.46,4.15,8.0,3.0,1.0,,4.68,5.9,7.34,6.9,,3.9,3.0,6.6,5.0,4.73,-0.83,8.0,5.9,10.12,4.4,,3.0,2.0,5.03,8.47,3.75,82,0.5609051265,0.6320100546
2023,10,Appalachian St.,Southern Miss.,17.0,10,48,38,17.81,13.6,17.7,19.16,14.42,18.86,18.67,17.0,18.82,16.5,18.71,10.8,19.24,18.11,16.37,13.48,13.0,15.95,16.39,13.94,8.03,17.2,12.0,19.1,16.5,15.96,17.33,14.78,20.0,17.0,12.0,,8.23,14.0,22.72,15.0,,14.8,17.0,22.0,27.0,29.48,11.41,22.0,13.5,11.0,13.0,,17.0,11.0,12.23,21.17,4.14,86,0.4846840966,0.8408140032
2023,10,Arizona,Oregon St.,-3.0,3,27,24,-6.22,-7.83,-8.69,-2.66,-6.8,-6.76,-6.01,-8.0,-4.07,-10.0,-6.72,-9.87,-6.81,-5.89,-5.28,-2.13,-7.0,-3.95,-3.25,2.98,-5.23,-4.65,-7.0,-4.9,-5.2,-7.85,-7.12,-4.32,-5.0,-4.5,-4.0,,-10.87,-5.2,0.48,-5.6,,-3.6,-3.0,2.0,-4.0,23.47,-0.46,-5.0,-2.8,-10.54,-8.2,,-3.0,0.01,-9.07,-4.39,3.04,51,0.4439086817,0.3719547953
2023,10,Arizona St.,Washington St.,-4.5,11,38,27,-6.96,-15.47,-5.86,-6.88,-5.28,-9.51,-5.18,-14.0,-13.17,-13.0,-8.82,-16.73,-10.42,-9.45,-7.54,-9.14,-12.0,-3.15,-7.85,6.39,-10.47,-8.4,-13.0,-4.4,-7.85,-9.34,-9.41,-6.16,-3.0,-6.5,-4.0,,-6.92,-5.8,-9.03,-8.7,,-5.8,-5.0,-2.9,-2.0,-22.09,-17.88,-12.0,-5.2,-6.98,-8.2,,-5.5,2.0,-12.33,-7.34,4.4,65,0.4267946949,0.3235806816
2023,10,Army,Massachusetts,9.5,-7,14,21,19.58,10.31,24.01,15.39,13.82,21.3,20.97,14.0,16.89,12.0,19.38,6.76,17.11,10.66,16.09,15.4,10.0,21.65,14.21,19.76,11.67,12.44,12.0,13.3,16.89,17.04,19.37,11.01,25.0,10.0,24.0,,21.71,19.2,19.32,17.9,,18.2,10.5,15.3,8.7,6.61,2.42,12.0,18.6,11.72,15.0,,9.5,5.0,26.11,17.82,5.16,35,0.6535115115,0.8324719662
2023,10,Auburn,Mississippi St.,6.5,14,27,13,3.78,1.1,3.41,7.54,4.49,5.35,3.62,2.0,4.87,0.5,5.31,-0.92,4.62,0.64,3.96,3.42,2.0,3.35,8.03,1.02,-2.32,5.69,4.0,5.8,4.49,1.74,2.79,4.72,2.0,6.5,4.0,,5.15,7.5,9.32,5.7,,5.6,6.5,4.8,6.8,33.06,-6.79,5.0,6.4,3.64,3.4,,6.5,2.0,-2.15,5.4,2.65,40,0.4372979875,0.5971803063
2023,10,Baylor,Iowa St.,-3.0,-12,18,30,-5.67,-7.16,-4.89,-12.74,-7.16,-5.3,-5.0,-5.0,-9.41,-5.0,-6.79,-5.94,-5.06,-7.77,-5.82,-9.24,-9.0,-5.65,-1.02,-6.47,-0.78,-9.37,-8.0,-6.2,-5.65,-4.88,-6.6,-7.59,0.01,-2.5,-5.0,,0.27,3.1,-17.66,-3.3,,1.8,-3.5,-11.2,-9.1,-14.05,-3.53,-13.0,1.9,-3.48,-3.3,,-3.0,2.5,-4.42,-11.21,4.42,48,0.432055704,0.3619655789
2023,10,Boise St.,Wyoming,4.5,25,32,7,4.3,-8.42,8.76,-0.1,4.32,-6.91,5.03,-5.0,-1.44,-4.5,4.41,-12.19,6.0,-4.2,0.57,-0.6,-6.0,2.95,5.55,-3.93,-5.94,-4.2,-9.0,1.3,2.7,3.44,3.03,4.41,7.0,5.0,-1.0,,12.3,2.7,-5.75,3.5,,2.8,4.5,3.9,5.6,1.66,-27.55,-4.0,2.4,4.15,5.4,,5.5,10.0,-6.67,-0.1,5.76,39,0.4079859133,0.5134635772
2023,10,Boston College,Connecticut,14.0,7,21,14,14.29,14.3,20.48,11.0,12.86,13.75,14.62,17.0,12.07,18.5,13.35,15.5,17.39,12.48,14.92,18.11,12.0,14.05,14.23,19.64,11.43,15.23,16.0,15.8,14.62,16.1,16.12,13.28,17.0,14.0,18.0,,10.36,11.0,12.14,13.0,,11.4,14.0,21.0,17.3,12.74,3.79,19.0,11.5,14.1,15.0,,14.0,8.5,18.04,14.72,2.99,35,0.5227080929,0.8221540154
2023,10,California,USC,-10.5,-1,49,50,-10.07,-11.18,-6.2,-7.06,-6.61,-8.38,-10.87,-12.0,-12.96,-13.0,-10.18,-10.23,-7.43,-6.48,-9.15,-5.29,-9.0,-4.35,-10.42,-2.66,-11.36,-9.91,-10.0,-10.0,-9.76,-9.76,-10.04,-9.13,-8.0,-10.5,-9.0,,-12.32,-8.0,-13.55,-11.9,,-8.3,-10.5,-9.1,-9.8,-12.52,-8.94,-12.0,-8.4,-7.34,-8.5,,-10.5,-5.0,-7.44,-10.18,2.57,99,0.5334510504,0.2846849121
2023,10,Central Florida,West Va.,7.0,-13,28,41,4.52,-1.77,1.26,-1.08,4.42,4.04,5.69,0.25,1.52,1.5,5.45,-3.55,2.46,0.34,2.48,2.08,3.0,1.05,6.17,5.54,2.9,0.74,1.0,4.1,2.01,1.86,1.93,7.96,3.0,7.0,2.0,,9.36,1.1,-9.83,4.5,,3.2,6.0,5.1,6.5,4.36,-1.35,1.0,2.0,-3.15,6.6,,7.0,10.0,-2.29,4.1,3.46,69,0.3904330927,0.5606571178
2023,10,Charlotte,Florida Atlantic,-3.5,-22,16,38,-6.08,-2.37,-6.82,-1.86,-2.56,-0.48,-6.4,-3.0,-0.25,-3.5,-5.09,-3.5,-7.77,-6.07,-4.77,-4.76,-5.0,-5.45,-0.38,-9.6,-0.34,0.03,-1.0,-5.5,-4.76,-5.25,-7.5,-1.98,-6.0,-3.5,-6.0,,-16.81,-14.2,-9.46,-5.6,,-12.3,-3.5,1.5,-0.5,-18.1,-15.23,-1.0,-12.6,-2.95,-7.5,,-3.5,0.01,-4.56,-4.89,3.99,54,0.4690794592,0.3853733124
2023,10,Coastal Carolina,Marshall,-3.5,28,34,6,2.55,4.53,2.82,3.67,3.72,6.43,3.57,7.0,7.61,5.0,2.71,2.87,-4.01,3.29,2.45,6.11,4.0,4.25,0.43,-3.3,0.16,0.71,7.0,-1.9,2.82,3.39,0.42,3.51,2.0,-3.5,5.0,,7.53,0.4,-0.02,6.0,,0.9,-2.0,4.5,0.8,9.0,-0.24,2.0,0.7,-4.94,-3.2,,-4.0,0.5,4.84,4.49,3.04,40,0.6436089535,0.5602407944
2023,10,Colorado St.,Air Force,-14.5,-17,13,30,-13.17,-19.24,-16.74,-20.5,-12.38,-18.7,-12.95,-20.0,-18.06,-20.0,-12.7,-19.88,-15.68,-10.95,-15.86,-10.87,-18.0,-18.95,-12.69,-13.73,-10.73,-16.38,-17.0,-18.6,-16.0,-14.86,-16.2,-14.8,-18.0,-13.5,-11.0,,-17.56,-16.0,-22.86,-15.7,,-14.4,-14.5,-17.9,-19.7,-7.77,-34.61,-20.0,-13.8,-13.39,-15.5,,-13.5,-3.0,-15.7,-16.31,3.65,43,0.4667305921,0.1651147657
2023,10,Eastern Mich.,Western Mich.,-2.5,-24,21,45,2.35,2.94,1.14,4.97,2.61,3.43,1.96,3.0,-1.77,4.0,2.15,5.48,-0.58,5.17,2.28,0.55,4.0,5.55,1.98,-0.12,4.58,2.19,3.0,0.4,2.61,2.13,3.31,1.07,3.0,-3.0,3.0,,5.92,-0.2,2.73,2.8,,-0.6,-1.0,-4.5,4.5,10.07,5.68,-3.0,-0.4,4.65,1.5,,-3.0,5.0,3.2,0.78,2.38,66,0.6170709322,0.5564779319
2023,10,Florida,Georgia,-14.5,-23,20,43,-14.99,-9.9,-17.55,-12.6,-12.85,-7.28,-15.88,-13.0,-11.16,-13.5,-14.33,-9.22,-17.35,-7.38,-14.22,-10.7,-11.0,-17.2,-10.56,-16.65,-11.82,-8.55,-12.0,-13.6,-14.33,-15.75,-16.12,-15.77,-18.0,-14.5,-15.0,,-16.92,-20.6,-10.27,-14.9,,-20.2,-14.5,-17.6,-11.5,-10.36,-15.69,-10.0,-19.7,-20.33,-23.0,,-14.5,-10.5,-16.82,-14.74,3.71,63,0.5068518055,0.1915267467
2023,10,Florida Intl.,Jacksonville St.,-8.5,-25,16,41,-7.48,-10.51,-10.78,-12.56,-9.37,-16.53,-8.66,-9.0,-9.93,-9.5,-7.54,-10.81,-12.94,-7.6,-10.01,-7.67,-10.0,-11.75,-5.95,-8.16,-19.13,-7.75,-13.0,-5.6,-9.37,-11.03,-6.4,-10.02,-11.0,-4.5,-12.0,,-14.15,-6.9,-9.17,-9.0,,-6.5,-8.5,-13.7,-8.1,-8.1,-4.07,-15.0,-7.6,-15.64,-4.8,,-8.5,-4.0,-16.65,-11.3,3.56,57,0.4630225613,0.2691688343
2023,10,Fresno St.,UNLV,9.5,7,31,24,7.85,2.38,15.49,8.66,9.17,12.49,7.81,7.0,5.79,7.5,8.17,0.55,15.61,4.91,9.93,8.98,2.0,10.35,13.65,15.24,6.37,9.78,3.0,17.6,9.78,9.15,8.4,11.04,18.0,8.5,8.0,,10.85,12.4,10.21,8.0,,11.8,9.5,10.3,15.8,11.66,11.31,5.0,12.7,15.47,12.2,,7.5,11.5,12.99,8.05,4.23,55,0.5104414919,0.7272381543
2023,10,Georgia Southern,Georgia St.,2.5,17,44,27,0.19,-1.4,0.14,2.01,0.26,4.78,0.86,0.25,1.04,-1.5,-0.71,-2.71,0.08,-0.43,-0.81,-0.65,-1.0,0.15,1.05,-1.88,0.2,-3.53,-2.0,-1.7,-0.5,0.42,-0.47,0.49,3.0,3.0,-1.0,,3.03,-3.8,-4.17,2.2,,-2.1,1.5,-0.4,-0.8,8.62,1.43,-6.0,-1.9,-6.16,2.8,,2.5,-0.5,-5.81,-2.16,2.36,71,0.4183017505,0.4798740913
2023,10,Georgia Tech,North Carolina,-12.0,4,46,42,-14.3,-11.27,-11.48,-17.07,-10.76,-11.99,-16.37,-14.0,-12.1,-12.5,-12.05,-10.82,-14.6,-9.83,-12.77,-9.42,-12.0,-17.05,-9.71,-10.66,-8.86,-10.11,-11.0,-12.5,-12.35,-10.48,-14.72,-12.35,-10.0,-11.5,-12.0,,-19.93,-15.1,-13.59,-12.7,,-13.9,-12.0,-15.7,-24.1,-29.47,-14.53,-17.0,-13.8,-7.35,-13.4,,-12.0,-3.0,-10.08,-14.34,3.46,88,0.4810998684,0.2159364238
2023,10,Hawaii,San Jose St.,-10.5,-35,0,35,-14.17,-12.33,-9.75,-12.02,-9.74,-18.54,-17.21,-14.0,-21.06,-12.5,-13.17,-7.62,-14.35,-7.75,-13.42,-12.8,-11.0,-19.75,-9.59,-21.97,-8.1,-13.27,,-12.9,-13.04,-11.73,-11.59,-8.9,-15.0,-7.5,-20.0,,-18.4,-14.4,-6.89,-16.2,,-12.1,-11.0,-18.6,-16.2,-16.53,-0.97,-17.0,-11.9,-8.99,-8.6,,-10.5,-6.0,-18.87,-15.96,4.14,35,0.4293604729,0.2066556479
2023,10,James Madison,Old Dominion,20.0,3,30,27,16.0,23.47,17.86,20.17,16.62,14.57,14.94,21.0,22.87,21.0,16.89,23.79,19.54,17.04,19.47,17.74,12.0,20.35,19.28,16.02,20.64,21.37,28.0,17.1,19.28,16.99,19.29,17.84,17.0,18.0,17.0,,24.98,15.6,22.08,19.6,,14.7,20.0,30.5,16.2,36.89,20.25,23.0,15.0,20.47,24.0,,21.0,9.5,18.56,23.33,4.09,57,0.4871040833,0.8825247996
2023,10,Kansas,Oklahoma,-8.5,5,38,33,-12.35,-15.29,-13.51,-20.18,-11.73,-17.89,-13.32,-20.0,-21.24,-19.5,-12.69,-12.07,-11.32,-7.47,-13.0,-11.73,-15.0,-12.65,-10.74,-11.77,-4.48,-10.33,-16.0,-14.7,-12.69,-12.0,-12.0,-17.33,-8.0,-9.5,-11.0,,-1.28,-7.9,-25.79,-16.7,,-7.7,-9.5,-14.4,-16.6,-0.18,-64.64,-21.0,-6.2,-14.53,-9.5,,-9.0,1.5,-13.35,-14.61,5.25,71,0.3939106664,0.218426647
2023,10,Kansas St.,Houston,17.5,41,41,0,18.47,16.25,21.28,32.95,19.33,20.14,19.1,19.0,21.26,18.5,18.93,13.56,22.74,16.06,20.08,19.01,17.0,23.05,21.49,24.89,7.7,22.15,21.0,21.4,20.6,17.96,18.91,19.65,23.0,17.0,14.0,,18.43,21.5,19.71,20.6,,21.2,18.0,26.5,24.1,44.83,4.27,19.0,21.8,20.7,24.5,,17.5,4.0,21.47,24.74,4.83,41,0.5617798935,0.8868834081
2023,10,Kentucky,Tennessee,-3.5,-6,27,33,-9.81,-3.71,-7.66,-13.97,-8.43,-6.56,-11.08,-5.0,-12.04,-3.0,-11.55,0.77,-11.1,-0.06,-8.38,-4.88,-3.0,-14.85,-6.51,-11.1,0.28,-9.59,-3.0,-8.3,-8.3,-8.86,-7.21,-8.05,-11.0,-3.5,-6.0,,-9.2,-7.5,-14.73,-10.2,,-8.2,-4.5,-14.3,-14.7,10.91,7.88,-17.0,-7.3,-13.45,-3.6,,-3.5,-4.5,-10.94,-13.63,4.48,60,0.3836759841,0.3057193026
2023,10,Louisiana Tech,New Mexico St.,2.5,-3,24,27,1.16,-3.01,3.89,0.85,1.46,1.06,0.9,-3.0,-1.53,-3.5,1.05,-3.81,3.97,-2.51,-0.49,-2.55,-9.0,-4.05,6.48,-2.62,-1.8,-1.02,-3.0,3.0,-1.0,0.32,1.66,2.08,-1.0,2.5,0.01,,-2.82,-2.9,1.88,2.1,,-2.0,2.0,-1.1,3.1,5.76,0.11,-2.0,-1.6,-7.16,3.2,,2.5,-1.0,-8.11,-0.72,3.19,51,0.4267487891,0.4879292031
2023,10,Louisiana-Monroe,Arkansas St.,1.5,-10,24,34,1.88,-1.55,2.03,2.57,3.5,7.45,0.87,-1.0,4.03,-0.5,4.79,-4.56,8.1,2.66,3.22,4.97,-2.0,2.05,4.64,6.55,1.35,3.94,1.0,5.3,3.5,3.91,0.93,0.52,7.0,2.0,0.01,,3.75,3.8,8.04,3.0,,3.5,1.5,2.2,10.1,19.63,-2.01,6.0,3.0,1.05,1.2,,2.5,5.5,5.32,7.92,3.07,58,0.5423609643,0.5789311424
2023,10,Louisville,Duke,4.5,23,23,0,1.06,0.44,6.11,3.86,0.37,-0.1,2.13,2.0,-4.65,5.0,-1.4,3.17,1.85,-3.12,-0.22,-3.47,-1.0,-2.25,2.76,-5.12,2.45,-5.24,2.0,-4.7,0.53,2.62,1.18,1.27,4.0,4.5,-4.0,,-5.04,5.2,-10.46,-2.0,,4.4,3.5,0.8,-1.7,10.97,-0.67,-4.0,6.1,-4.63,3.9,,4.5,1.0,0.15,-7.79,3.91,23,0.3864007386,0.4946316222
