season,week,home,road,line,actual,hscore,vscore,linesag,linepayne,linemass,linepfz,linelaz,linemoore,linesagr,linewayward,lineargh,linepaynep,linehow,linesagpred,linepaynewl,linekam,linerwp,lineavg,lineelo,lineloud,lineborn,linedokter,linedunk,linebill,linepugh,linebihl,linecurry,lineround,lineclean,linefei,linemedian,lineharville,linesaggm,linemidweek,linedonchess,lineespn,linetalis,lineopen,linepig,linepiratings,linecons,linecong,linedwig,linepibias,linel2,lineteamrank,linelog,linepimean,lineca,linel2hf,linekerns,linekeep,linebig200,linecfp,linestd,total,phcover,phwin
2024,10,Florida Intl.,Sam Houston St.,-5.0,-3,7,10,-6.29,0.69,-7.48,-7.01,-4.45,-8.11,-8.79,-4.91,-10.0,-6.23,-9.5,-4.39,4.43,-5.89,,-7.03,-8.01,-9.0,-9.15,-1.97,-11.09,-22.56,-4.69,-4.42,-18.2,-10.0,-1.0,-4.7,-6.6,-4.16,-7.16,-5.0,-4.4,-3.5,-6.07,-7.0,-14.0,-7.7,-11.2,-4.09,-12.0,-8.6,-3.32,-5.0,-30.99,-7.8,-5.0,,-10.2,-6.68,-14.92,-6.6,5.08,17,0.4515298185,0.3365890507
2024,10,Fresno St.,San Jose St.,4.5,23,33,10,5.98,1.65,5.34,2.93,4.24,6.29,6.68,5.2,5.0,-3.01,2.5,5.75,4.15,4.61,1.92,4.47,5.16,-4.0,3.65,7.68,4.91,1.52,4.97,4.8,2.52,5.0,-3.5,2.9,4.8,3.48,6.06,5.0,4.8,3.51,-0.83,6.5,8.0,8.0,4.2,11.55,7.0,10.2,4.65,6.1,8.51,9.4,4.5,,4.45,5.45,7.94,-3.9,3.16,43,0.4992605457,0.608794014
2024,10,Hawaii,Nevada,2.0,21,34,13,-1.78,10.38,-3.84,-4.64,-7.57,0.58,-3.7,-3.88,-2.0,8.0,-3.0,-2.22,11.66,-4.71,-8.21,-3.01,-5.55,-2.0,-3.95,-1.09,-7.59,-4.3,-10.91,-5.23,-2.78,-5.0,2.5,-6.3,-3.91,-4.34,-0.29,-0.5,-5.3,-2.83,-4.57,-2.5,-3.0,1.0,-1.1,5.52,-11.0,0.4,-7.22,-0.5,-41.87,0.6,1.0,,-7.45,-4.95,-9.02,-7.9,4.75,47,0.3811964849,0.4279305381
2024,10,Houston,Utah,-5.0,3,17,14,-7.02,-10.84,-11.73,-18.7,-4.12,-10.1,-8.94,-2.61,-3.0,-10.33,-4.5,-6.96,-11.12,-7.98,-4.16,-5.62,2.49,-12.0,-6.45,-4.96,-4.37,-4.16,-4.47,-1.32,-3.4,-2.0,0.01,-6.2,-5.1,-5.93,-6.65,-3.5,-5.3,-6.38,-5.23,-3.5,-2.0,-8.1,-7.7,-15.34,-3.0,-8.6,-1.86,-7.3,-1.51,-9.0,-5.0,,-0.15,-1.04,-3.04,-3.4,4.22,31,0.4849464906,0.366131196
2024,10,Indiana,Washington,6.0,14,31,17,10.61,-30.37,1.71,16.75,16.46,10.19,11.8,13.43,17.0,-20.93,13.0,10.66,-35.46,4.79,14.84,10.24,17.03,18.0,8.85,10.55,16.81,7.2,25.85,21.05,4.74,18.0,0.5,9.1,11.12,11.24,10.6,6.5,10.8,14.82,8.89,6.0,11.0,4.2,17.5,3.65,21.0,5.9,24.81,16.5,27.59,5.4,6.5,,14.0,23.06,21.92,9.8,12.35,48,0.5834861892,0.6946766418
2024,10,Iowa,Northwestern,14.5,26,40,14,13.55,6.96,15.29,14.2,15.29,13.59,17.79,10.16,8.0,4.02,9.0,11.65,8.54,12.07,11.69,11.14,13.65,5.0,9.65,14.22,3.15,4.95,13.12,9.4,11.83,8.0,5.5,12.4,11.67,11.42,12.95,14.0,16.0,13.89,7.19,14.5,11.0,13.3,16.1,14.34,14.0,14.1,9.98,14.1,1.66,14.1,14.5,,10.45,11.44,10.4,4.8,3.66,54,0.4183011704,0.7529456328
2024,10,Jacksonville St.,Middle Tenn.,20.5,22,42,20,19.14,13.31,14.51,21.62,17.99,19.48,24.38,16.49,16.0,10.29,10.0,21.58,14.93,20.84,14.66,18.99,19.03,15.0,31.95,16.82,32.42,19.59,23.54,17.9,26.36,14.0,11.0,19.7,18.81,16.24,14.63,20.5,13.3,18.82,20.11,22.0,22.0,16.8,11.55,25.76,24.0,17.7,21.27,18.8,36.63,18.0,20.5,,25.7,27.33,23.04,17.2,5.17,62,0.4639697335,0.8723056325
2024,10,James Madison,Southern Miss.,24.0,17,32,15,24.33,27.31,26.36,34.0,28.87,25.73,26.87,29.32,25.0,27.2,27.5,24.74,27.37,37.52,18.29,28.96,31.99,25.0,35.85,29.46,28.44,22.78,34.99,37.92,27.7,30.0,17.5,37.9,27.6,25.61,24.56,24.5,24.5,28.28,26.72,24.0,22.0,26.6,33.95,20.51,34.0,27.5,44.52,28.5,31.03,26.9,25.0,,37.6,35.03,36.18,18.5,5.71,47,0.6156339926,0.9569901709
2024,10,Kansas St.,Kansas,10.0,2,29,27,13.58,7.12,13.31,12.87,15.71,16.33,15.56,16.05,19.0,11.85,23.0,9.93,4.58,15.79,15.81,14.92,17.03,13.0,18.45,12.28,16.15,17.18,13.62,17.22,23.08,26.0,3.5,15.8,15.21,14.29,16.54,10.0,13.7,10.03,9.11,10.0,16.0,13.8,25.9,11.44,15.0,13.5,15.41,10.7,21.19,13.4,11.0,,13.95,19.18,22.07,12.6,4.56,56,0.617105955,0.8168308786
2024,10,Kennesaw St.,Liberty,-26.0,3,27,24,-22.96,,-25.69,-20.67,-14.09,-28.96,-24.59,-19.8,-24.0,,-26.0,-20.42,,-30.09,-13.6,-22.71,-19.52,-23.0,-26.95,-21.09,-41.96,-34.46,-18.3,-20.52,-32.4,-25.0,-14.0,-19.5,-22.06,-19.0,-27.86,-26.0,-31.0,-16.75,-16.05,-24.5,,-24.0,-20.99,-15.49,-27.0,-24.1,-21.21,-22.9,-72.95,-23.9,-25.5,,-20.45,-23.43,-19.3,-15.1,6.0,51,0.5768599851,0.0904135745
2024,10,Kentucky,Auburn,1.0,-14,10,24,2.84,5.15,3.2,3.48,5.53,-0.85,1.97,6.02,5.0,3.24,7.0,1.22,6.18,6.33,11.78,5.62,9.35,-1.0,11.85,3.38,2.04,8.46,5.74,8.58,8.79,11.0,2.5,6.0,5.24,2.47,4.75,2.5,2.3,0.49,13.49,3.0,4.0,2.1,14.0,5.33,5.0,1.9,8.33,2.2,24.22,2.1,1.5,,7.55,5.56,17.55,0.3,3.62,34,0.6117014726,0.6350188034
2024,10,Louisiana Tech,UTEP,6.5,4,14,10,4.74,1.24,6.43,14.38,7.35,10.88,5.37,4.62,6.0,1.36,5.5,5.08,1.18,6.72,5.97,5.83,2.39,7.0,10.95,12.4,3.66,6.25,7.12,1.23,1.88,-1.0,7.5,5.8,5.64,5.67,4.12,6.5,10.8,8.93,6.59,7.0,1.0,5.7,5.6,8.6,1.0,5.3,4.6,8.1,-24.23,6.2,6.5,,12.7,3.5,3.9,14.1,3.38,24,0.4835360645,0.6402786064
2024,10,Memphis,Charlotte,17.5,5,33,28,20.07,26.23,25.06,23.81,18.21,20.9,23.39,18.71,19.0,24.41,21.5,19.13,27.21,21.83,16.36,20.38,17.38,16.0,16.25,19.77,21.9,23.3,18.92,12.5,26.16,14.0,9.5,20.7,20.45,18.6,20.58,18.5,24.5,18.19,30.76,19.0,21.0,20.4,27.3,28.32,16.0,20.5,13.51,19.8,10.69,21.5,18.0,,19.45,10.9,26.24,24.7,4.56,61,0.5692110282,0.8913763057
2024,10,Miami (Fla.),Florida St.,21.0,22,36,14,16.83,-12.58,8.27,45.7,23.16,23.81,19.91,14.51,29.0,-5.04,27.0,13.2,-16.63,14.53,18.35,19.88,20.99,29.0,22.65,21.32,21.28,19.6,28.0,27.23,17.87,26.0,7.5,20.4,20.7,18.12,19.7,21.0,25.5,21.12,18.46,21.0,20.0,18.3,32.9,10.72,29.0,18.8,30.14,21.2,20.46,18.8,21.0,,29.75,25.68,31.72,21.3,10.99,50,0.4768731799,0.8483894817
2024,10,Miami (Ohio),Central Mich.,10.5,39,46,7,12.57,18.86,10.81,3.25,12.93,9.72,12.37,14.54,9.0,18.44,8.5,12.74,19.08,17.49,13.58,14.32,14.94,1.0,7.75,11.97,16.68,19.9,14.5,17.3,15.17,15.0,7.0,14.5,14.5,9.52,13.91,12.5,12.5,10.84,13.26,11.0,16.0,20.0,12.32,18.97,14.0,20.2,21.62,12.7,38.46,19.7,11.5,,15.2,18.97,16.91,16.2,4.55,53,0.5914699276,0.8070773435
2024,10,Michigan,Michigan St.,4.0,7,24,17,7.1,39.52,21.06,4.77,5.89,7.51,5.65,8.89,4.0,41.16,6.0,7.16,38.62,15.83,1.95,9.66,-2.85,-1.0,16.55,9.18,0.32,6.44,4.7,-0.75,14.49,8.0,14.0,13.7,7.34,10.78,9.02,4.0,6.8,6.53,15.59,5.5,3.0,12.9,7.7,14.91,-2.0,14.0,-0.99,7.6,-0.55,12.7,4.5,,6.5,0.19,0.25,16.4,9.98,41,0.618619923,0.6967883232
2024,10,Minnesota,Maryland,5.0,25,48,23,5.13,-5.45,4.22,5.24,4.03,13.52,7.59,4.22,4.0,-11.41,2.5,5.12,-2.23,1.47,2.71,3.01,5.56,-1.0,15.55,3.38,9.8,0.38,3.91,-1.96,3.28,-3.0,-1.5,2.2,3.42,3.02,3.46,4.0,4.7,4.2,-1.83,5.5,9.0,4.3,2.1,11.56,1.0,4.5,-2.95,3.8,-0.21,5.0,5.0,,2.9,8.0,-1.14,1.7,4.81,71,0.45225307,0.5719981633
2024,10,Mississippi,Oklahoma,19.0,12,26,14,13.11,4.71,11.65,23.03,14.19,19.84,17.64,14.17,10.0,-2.5,11.5,12.75,8.6,14.47,12.36,14.81,18.4,16.0,15.95,18.48,17.9,6.91,19.35,17.47,18.33,10.0,6.0,15.2,14.9,13.7,11.15,20.0,24.5,17.76,16.99,19.5,11.0,12.7,12.6,18.39,20.0,14.2,20.58,16.8,0.92,14.6,18.5,,16.85,25.02,16.18,16.3,5.33,40,0.4012173421,0.8117461682
2024,10,Mississippi St.,Arkansas,-7.0,-33,25,58,-3.74,5.55,-1.78,-19.63,1.21,-9.37,-3.34,0.14,-8.0,1.09,-6.0,-0.98,7.96,-4.38,-8.61,-4.72,-10.12,-12.0,-7.05,-7.47,-4.71,-8.15,-1.15,-3.42,-7.0,-4.0,0.5,-4.0,-4.54,-5.37,-6.93,-6.5,-7.7,-3.77,1.43,-7.0,-9.0,-2.1,-11.9,-5.71,-8.0,-2.3,-3.0,-5.4,-12.17,-3.0,-7.0,,-10.45,-0.81,-9.06,-9.0,4.8,83,0.554675006,0.3879709311
2024,10,Navy,Notre Dame,-14.0,-37,14,51,-13.55,-24.23,-23.86,-9.36,-10.37,-11.26,-17.32,-10.63,-13.0,-33.88,-16.5,-13.1,-19.04,-17.91,-7.04,-14.92,0.01,1.0,-23.05,-15.47,-16.17,-4.85,-15.58,-9.96,-16.42,-15.0,-7.0,-12.1,-15.0,-22.31,-12.95,-13.0,-13.0,-20.59,-21.71,-13.0,-15.0,-25.0,-3.5,-21.53,-20.0,-25.4,-11.71,-16.7,15.4,-23.6,-14.0,,-11.95,-16.34,-5.22,-11.1,7.34,65,0.4790230426,0.1967944341
2024,10,North Texas,Tulane,-7.5,-8,37,45,-8.0,-13.09,-9.15,-13.53,-8.47,-17.2,-11.08,-8.32,-9.0,-8.19,-5.0,-9.59,-15.72,-8.04,-2.12,-9.89,-0.92,-9.0,-16.75,-8.2,-8.85,-7.71,-14.17,-8.36,-7.98,-7.0,3.0,-8.2,-9.3,-10.1,-5.33,-8.0,-7.1,-12.07,-10.0,-7.5,-12.0,-11.9,-9.45,-17.33,-18.0,-12.1,-12.65,-13.9,-0.41,-11.4,-7.5,,-13.05,-12.3,-8.81,-12.1,4.21,82,0.4421457392,0.2735141532
2024,10,Ohio,Buffalo,5.5,31,47,16,5.14,19.87,7.16,8.99,0.71,-0.66,4.58,3.52,1.0,15.11,3.0,5.82,22.44,10.52,-0.17,5.34,-1.32,-2.0,2.65,6.87,5.27,14.27,1.98,1.16,5.59,-3.0,6.5,3.3,5.2,5.91,5.29,6.5,6.9,3.49,8.18,5.0,4.0,7.4,1.4,7.75,-3.0,8.2,0.96,5.2,-1.45,7.8,5.5,,9.6,5.19,-0.75,7.5,5.42,63,0.4961950493,0.6248796988
2024,10,Ohio St.,Nebraska,26.0,4,21,17,20.56,25.77,29.57,25.78,24.31,20.78,24.75,27.77,14.0,26.74,16.5,21.66,25.24,32.62,12.25,24.92,23.59,13.0,25.05,26.77,31.04,12.65,32.32,25.69,26.03,18.0,14.5,28.6,25.73,23.48,18.2,25.5,23.5,29.6,23.16,24.5,25.0,28.0,16.45,33.71,33.0,28.7,32.81,28.7,-6.64,28.9,26.0,,27.2,36.28,21.26,27.3,6.31,38,0.4747929747,0.9277034844
2024,10,Old Dominion,Georgia Southern,0.0,28,47,19,-2.02,4.01,-0.12,2.01,-2.03,-3.81,-0.6,-2.17,-4.0,3.59,-5.5,-1.28,4.24,-0.15,-5.21,-1.16,-4.14,-8.0,0.35,-0.46,-1.59,-7.12,-3.79,-5.07,3.52,-8.0,7.5,-1.5,-1.32,-0.27,-4.62,1.0,0.7,-1.35,5.69,2.5,0.01,3.2,-10.15,-0.17,-6.0,3.4,-4.19,-0.3,-3.59,2.7,0.0,,3.8,-2.71,-7.78,4.2,4.0,66,0.4717541415,0.4717541415
2024,10,Oregon,Illinois,21.5,29,38,9,16.45,27.76,19.47,14.73,14.07,10.41,18.29,18.26,11.0,34.67,16.0,16.25,24.04,20.94,11.5,19.15,18.54,6.0,23.65,23.06,21.57,14.09,17.17,20.57,15.96,14.0,11.5,25.1,17.78,15.14,17.02,21.5,16.0,21.1,16.2,21.5,16.0,25.0,12.25,27.73,17.0,26.5,24.41,17.3,1.48,27.7,21.5,,22.5,26.86,19.21,20.5,5.76,47,0.4446603718,0.8716104048
2024,10,Pittsburgh,Syracuse,5.5,28,41,13,5.7,-0.48,8.23,8.62,7.97,6.13,6.53,7.95,10.0,4.57,6.5,5.53,-3.19,3.76,7.3,6.41,6.29,6.0,7.05,5.91,2.13,6.33,9.87,6.54,4.41,8.0,9.5,6.0,6.38,6.43,5.54,5.5,5.0,7.57,13.58,5.0,7.0,3.9,10.5,0.57,6.0,3.6,6.28,5.4,18.26,3.4,5.5,,8.1,13.89,12.52,6.6,3.08,54,0.5224398665,0.6541025564
2024,10,San Diego St.,Washington St.,-14.5,-3,26,29,-13.66,-8.14,-14.86,-12.93,-15.95,-12.73,-15.12,-13.04,-16.0,-15.81,-15.5,-12.89,-4.01,-21.27,-12.38,-15.97,-18.4,-15.0,-12.95,-13.81,-15.26,-15.61,-20.91,-20.76,-15.19,-24.0,2.0,-17.3,-15.6,-17.78,-15.32,-14.0,-18.5,-14.04,-21.0,-14.0,-14.0,-16.8,-27.3,-9.74,-23.0,-16.5,-24.17,-14.3,-60.23,-15.6,-14.5,,-17.95,-16.8,-29.57,-8.3,5.03,55,0.4648284167,0.1687712554
2024,10,South Alabama,Louisiana-Monroe,7.0,29,46,17,6.78,21.34,12.61,7.84,0.54,1.31,5.99,6.54,-1.0,28.25,3.0,10.71,17.61,11.13,-4.43,6.42,-2.68,-2.0,5.65,11.22,6.06,-4.75,3.28,-1.81,2.72,-4.0,8.5,6.2,6.13,10.49,4.25,7.5,14.5,10.2,13.42,7.0,7.0,12.4,-6.65,18.3,-1.0,12.6,-1.39,12.1,-5.16,12.6,7.0,,5.45,5.37,-11.09,21.3,7.75,63,0.4869040353,0.6418555625
2024,10,Stanford,Wake Forest,-3.0,-3,24,27,-0.83,-1.08,-1.71,-1.95,0.84,-2.92,-1.91,-2.69,0.25,-2.25,-2.0,-0.54,-0.44,-3.81,-0.75,-0.5,-0.68,-7.0,1.65,4.63,-4.45,-0.6,0.59,0.76,-6.14,1.0,-0.5,-0.3,-0.5,-0.19,-0.6,-3.0,-2.3,2.5,1.62,-2.5,0.01,2.9,0.7,0.05,-2.0,2.2,-0.99,0.7,1.15,1.6,-2.5,,-0.5,-2.41,0.07,-2.8,2.22,51,0.5619728832,0.4875571661
2024,10,TCU,Texas Tech,6.0,1,35,34,3.59,-0.42,4.54,3.13,3.14,4.75,5.01,2.1,0.25,4.28,-0.5,4.18,-2.94,4.86,1.4,1.5,0.86,-8.0,-8.05,5.16,2.79,-3.58,2.46,-3.28,-3.2,-7.0,6.0,-0.6,2.53,2.59,1.83,6.5,3.8,3.92,2.0,6.5,6.0,4.0,-4.9,6.76,1.0,4.6,-3.7,5.4,-2.19,4.3,5.0,,3.95,7.03,0.02,-1.4,4.11,69,0.3918814256,0.5364415846
2024,10,Texas A&M,LSU,1.0,15,38,23,-0.4,-8.92,-0.9,4.98,2.4,3.4,-2.54,-2.24,4.0,-6.06,2.0,-0.42,-10.47,-0.85,1.27,-0.61,-3.92,1.0,-1.55,3.46,-1.7,-0.92,0.68,-1.32,-7.41,4.0,0.5,-3.7,-0.56,-0.8,1.27,2.5,3.0,0.95,-4.19,3.0,0.01,-1.1,2.8,0.93,-1.0,0.1,-3.32,0.3,0.97,-0.7,1.0,,-1.3,1.97,0.38,2.2,3.25,61,0.4604241209,0.4849842807
2024,10,Toledo,Bowling Green,2.5,-15,26,41,9.05,9.8,9.64,4.96,9.84,1.8,9.03,9.89,9.0,7.57,11.0,7.4,11.01,5.43,11.61,8.0,10.25,6.0,4.75,4.58,6.96,16.99,9.52,6.05,16.22,11.0,6.0,5.7,7.3,7.92,11.59,2.5,3.3,5.6,4.01,3.5,7.0,3.2,16.8,5.36,9.0,2.7,5.17,6.5,11.17,3.9,3.5,,5.3,11.81,15.75,7.2,3.79,67,0.6319464745,0.6880041005
2024,10,Tulsa,Texas-San Antonio,-9.5,1,46,45,-10.38,-13.63,-7.03,-6.82,-5.94,-2.88,-12.0,-4.55,-2.0,-15.06,-3.0,-12.07,-12.85,-11.83,-3.33,-8.46,0.11,-4.0,-10.75,-6.89,-8.39,-9.93,-8.54,-3.47,-13.17,-1.0,-6.0,-7.5,-8.47,-8.2,-8.95,-8.5,-7.0,-7.63,-11.93,-8.0,-9.0,-10.3,-2.1,-16.88,-10.0,-12.8,-6.04,-9.0,-4.0,-11.6,-9.5,,-23.1,-15.28,-3.33,-11.3,4.61,91,0.5250839472,0.304391778
2024,10,UNLV,Boise St.,-3.5,-5,24,29,-1.45,1.55,-3.18,1.89,-1.71,-1.96,-2.05,-4.17,3.0,-2.18,2.5,-1.14,3.56,-3.72,-2.03,-1.89,-9.52,-2.0,-0.95,-1.12,-1.72,1.59,-1.16,-3.44,2.08,-2.0,-2.5,-7.4,-1.74,2.23,-1.77,-3.0,-3.2,-4.41,-6.58,-3.0,-5.0,-1.4,-0.35,-6.03,-1.0,-3.0,-4.35,0.2,-19.47,-1.6,-3.5,,-1.55,-4.76,-7.63,1.0,2.82,53,0.5397689931,0.4533439349
2024,10,USC,Rutgers,14.0,22,42,20,12.09,7.74,15.67,14.93,16.7,13.04,13.09,16.53,8.0,10.29,8.5,12.87,6.36,19.18,8.22,13.53,11.29,3.0,17.45,17.98,12.34,6.21,19.92,13.26,10.78,11.0,9.5,16.1,13.46,12.76,11.72,14.0,14.0,19.19,13.78,14.5,10.0,15.1,13.65,17.16,15.0,16.0,16.62,15.5,0.15,16.0,14.0,,21.0,19.22,10.94,14.8,4.18,62,0.4885790418,0.7950973534
2024,10,Vanderbilt,Texas,-17.5,-3,24,27,-18.7,-31.66,-24.44,-15.46,-14.74,-12.79,-24.32,-17.14,-10.0,-29.44,-12.0,-18.3,-32.85,-28.18,-5.1,-18.4,-7.2,-12.0,-14.45,-19.46,-12.73,-9.13,-20.27,-12.76,-17.04,-12.0,-13.0,-22.4,-18.45,-18.78,-17.33,-19.0,-24.5,-20.25,-19.59,-19.0,-14.0,-26.0,-7.7,-25.32,-15.0,-27.3,-18.61,-22.3,-0.93,-26.6,-17.5,,-22.3,-22.55,-12.25,-21.5,6.83,51,0.4792333109,0.1435050074
2024,10,Virginia,North Carolina,3.0,-27,14,41,4.82,-8.94,-0.45,2.46,5.28,10.67,8.0,4.4,7.0,-9.46,6.0,3.08,-8.66,-0.69,7.37,4.29,8.19,2.0,9.15,3.42,11.97,5.05,5.25,6.32,12.25,6.0,-2.0,4.0,4.73,2.16,4.05,4.0,4.7,2.37,4.83,5.5,9.0,3.9,9.1,2.42,4.0,3.7,6.42,3.1,0.69,4.2,3.0,,5.45,7.58,15.02,-3.2,4.7,55,0.5310530471,0.6022286882
2024,10,Virginia Tech,Georgia Tech,10.5,15,21,6,7.14,2.72,3.92,0.64,9.79,3.39,9.34,7.69,5.0,4.39,3.5,7.23,1.82,3.88,7.42,6.69,11.07,1.0,8.45,6.72,9.43,1.57,9.78,8.08,8.9,7.0,7.5,7.6,7.08,4.56,6.01,10.0,10.5,5.17,9.97,9.0,8.0,5.7,8.05,8.72,8.0,6.1,9.7,7.0,-0.1,6.3,9.5,,8.15,10.84,7.02,1.4,2.82,27,0.4065939996,0.660909786
2024,10,Western Mich.,Kent,18.5,31,52,21,20.16,18.01,15.98,30.03,17.01,18.15,20.75,16.44,30.0,16.14,26.5,18.64,19.01,16.96,19.53,20.63,25.88,19.0,19.15,19.57,22.08,19.07,22.71,19.39,27.29,19.0,8.5,19.7,19.83,18.16,23.56,17.0,23.5,21.26,15.51,17.0,23.0,21.4,18.06,19.95,24.0,21.2,24.15,21.8,58.16,20.8,18.5,,17.25,23.4,34.92,14.0,3.9,73,0.5518361217,0.8965309714
2024,10,Wisconsin,Penn St.,-6.5,-15,13,28,-2.52,-13.45,-8.44,-7.93,-0.39,0.02,-2.3,-0.06,-8.0,-16.99,-6.0,0.02,-11.54,-11.42,-3.31,-4.65,-1.86,-7.0,-1.85,-5.58,3.42,-10.77,-0.55,-1.16,-3.34,-7.0,-3.5,-5.4,-4.42,-5.33,-6.25,-6.5,-7.8,-7.72,-4.42,-6.5,,-4.9,-2.47,-3.96,-4.0,-4.6,-0.59,-6.2,-36.06,-4.3,-6.5,,-3.0,3.92,-6.02,-7.0,4.22,41,0.5448378086,0.3885518171
2024,10,Wyoming,Utah St.,-2.5,-2,25,27,3.91,13.4,6.64,8.32,2.81,-1.05,3.21,6.56,-0.25,11.24,3.5,4.05,14.57,4.42,-1.17,4.69,9.11,-1.0,6.85,3.7,7.91,6.4,2.23,3.49,8.1,6.0,1.0,3.9,4.05,4.64,4.56,-1.5,1.2,2.89,16.17,2.5,,4.4,4.45,5.16,-1.0,4.6,3.14,3.6,-16.5,4.0,-1.0,,-0.5,0.93,6.37,-3.1,3.98,52,0.6697855321,0.6127779996
2024,11,Akron,Buffalo,-1.0,-11,30,41,0.08,-3.75,-5.4,-9.79,0.04,-3.24,-0.48,-1.82,-4.0,-4.3,-5.0,2.3,-3.46,-2.48,-5.29,-2.31,-3.72,-9.0,-11.45,1.82,0.76,-5.27,-1.53,0.48,0.45,-4.0,0.01,-2.5,-2.16,-2.39,-1.91,-1.0,-3.1,-2.22,-2.36,-1.0,0.01,1.1,-2.1,-1.35,-6.0,2.8,1.27,-1.3,-1.81,1.0,-1.0,29.31,-2.25,-0.26,-2.08,-3.9,3.1,71,0.4677247079,0.4432179427
2024,11,Appalachian St.,Old Dominion,-3.0,8,28,20,-1.38,10.15,2.44,-11.49,-8.48,-9.69,-3.88,-3.67,-5.0,11.47,-2.0,-2.86,9.44,-4.05,-5.27,-4.76,-10.91,-7.0,-5.35,0.09,-16.11,5.25,-12.52,-13.06,-10.36,-6.0,2.0,-9.6,-4.85,-3.41,1.74,-3.0,0.9,-5.03,-11.92,2.0,0.01,-1.3,-7.0,-1.16,-13.0,-0.8,-17.82,-4.7,-0.52,-1.0,-3.0,-17.75,-8.95,-10.14,-12.22,-1.2,6.9,48,0.4595088683,0.3916680569
2024,11,Arkansas,Mississippi,-7.5,-32,31,63,-6.37,-21.34,-10.32,-6.47,-7.83,-3.82,-7.94,-6.04,-5.0,-14.98,-5.0,-5.34,-24.78,-15.41,-5.07,-8.94,-6.33,-9.0,-11.65,-12.69,-3.85,-1.97,-11.86,-9.46,-6.35,-7.0,-5.0,-12.2,-8.47,-9.26,-7.06,-7.0,-9.2,-9.42,-10.67,-7.0,-3.0,-9.4,-4.9,-15.71,-13.0,-9.0,-11.26,-10.6,-0.48,-9.8,-7.5,-23.05,-7.55,-7.08,-3.53,-10.6,4.57,94,0.4652689557,0.2941957254
2024,11,Army,Air Force,22.0,17,20,3,21.58,-6.67,14.58,28.77,28.44,31.64,26.14,20.9,26.0,-8.11,25.0,20.36,-5.9,20.18,16.21,25.27,33.54,29.0,29.05,25.6,24.22,22.2,35.28,31.13,28.48,33.0,19.0,24.7,25.3,19.47,21.19,22.0,24.0,25.81,34.45,23.5,24.0,21.6,38.73,22.4,36.0,23.8,35.71,27.3,39.71,23.2,22.5,36.75,36.45,36.12,42.61,24.2,10.6,23,0.5680121398,0.9072313028
2024,11,Auburn,Vanderbilt,8.0,-10,7,17,7.79,16.68,11.97,1.66,1.18,2.37,9.57,6.22,-2.0,17.72,-4.0,9.16,16.12,5.37,-4.63,3.47,-3.88,-5.0,-2.15,7.41,-1.31,-5.31,1.75,-2.21,2.31,-6.0,9.5,3.2,3.48,3.76,6.03,7.0,5.5,4.97,0.42,7.0,2.0,8.6,-5.95,9.69,-2.0,9.7,-1.24,7.1,-2.74,9.6,7.5,-1.75,6.4,9.11,-5.75,8.5,6.53,24,0.3959353265,0.5800943946
2024,11,Baylor,TCU,3.0,3,37,34,5.33,-8.23,1.84,6.24,9.36,9.53,6.74,5.6,3.0,-12.54,3.0,6.01,-5.91,1.85,5.06,4.7,9.69,4.0,4.65,3.24,13.95,0.12,9.38,6.09,4.69,6.0,-2.0,7.8,5.26,2.89,3.89,3.0,2.9,2.83,9.17,2.5,7.0,4.1,5.95,4.51,8.0,5.2,8.44,3.6,0.79,3.8,3.0,4.32,6.35,9.02,6.71,3.0,4.72,71,0.5408758616,0.6117070098
2024,11,Boise St.,San Diego St.,23.5,32,56,24,23.26,16.16,20.06,25.02,24.9,26.44,24.6,22.46,26.0,19.51,26.0,21.7,14.35,26.7,18.37,25.96,31.71,19.0,26.05,28.36,23.7,24.15,30.43,29.9,23.09,32.0,13.5,28.5,26.15,20.73,26.24,23.5,26.5,26.29,31.1,23.5,24.0,26.0,36.75,28.15,32.0,27.5,33.81,25.8,25.7,26.3,24.0,29.1,27.0,28.83,35.89,16.3,4.87,80,0.5588838404,0.9410087458
2024,11,Central Florida,Arizona,6.5,44,56,12,6.63,-10.71,6.27,7.89,10.36,7.79,9.3,9.9,10.0,-8.78,9.0,7.1,-11.74,5.82,6.79,5.73,6.15,3.0,-4.55,9.92,-0.99,0.12,13.59,8.1,-2.84,11.0,1.5,8.4,6.88,6.96,4.28,6.0,3.3,9.69,12.03,6.0,4.0,2.2,10.5,5.02,4.0,2.4,10.43,9.3,0.45,3.2,6.5,-5.19,6.4,15.26,10.8,5.9,5.9,68,0.4818674699,0.6324490045
2024,11,Charlotte,Tulane,-14.5,-31,3,34,-14.88,-19.62,-20.52,-23.04,-16.33,-21.73,-19.88,-13.38,-16.0,-14.7,-14.5,-14.48,-22.26,-20.95,-9.29,-17.49,-8.54,-18.0,-24.45,-16.28,-20.65,-19.49,-18.31,-13.43,-19.13,-14.0,-4.5,-15.1,-18.41,-17.4,-13.16,-14.5,-22.5,-18.54,-19.51,-16.5,-19.0,-17.5,-21.35,-23.52,-28.0,-18.5,-15.43,-19.5,-3.09,-18.6,-15.0,-0.11,-16.5,-16.39,-14.1,-20.5,4.4,37,0.4279801411,0.1441644638
