season,week,home,road,line,actual,hscore,vscore,linesag,linepayne,linemass,linepfz,linelaz,linemoore,linesagr,lineargh,linepaynep,linehow,linesagpred,linepaynewl,linekam,linerwp,lineavg,lineelo,lineloud,lineborn,linedokter,linesuper,linedunk,linebill,linebihl,lineround,linefei,linemedian,lineharville,linesaggm,lineespn,linefox,lineopen,linepig,linecons,linecong,linepibias,linel2,lineteamrank,lineash,linepimean,lineca,linekeep,linekerns,linel2hf,linelog,lineatom,linedwig,linepiratings,linecather,linetalis,linedonchess,linefeng,linemidweek,lineclean,linecurry,linepugh,linestd,total,phcover,phwin
2022,5,Old Dominion,Arkansas St.,5.0,3,29,26,0.55,3.73,0.91,-6.57,5.19,7.6,0.43,4.0,-3.83,0.5,-0.95,7.81,6.5,15.44,5.63,13.28,-8.0,5.35,8.61,,9.32,8.3,,3.0,1.0,5.32,3.83,1.5,-1.27,9.0,3.5,10.0,6.87,17.63,9.0,,1.5,,8.4,5.0,3.88,10.15,,,,5.0,9.8,15,3.99,4.2,,5.5,11.0,9.82,5.32,5.37,55,0.5149932192,0.631539968
2022,5,Oregon St.,USC,-5.5,-3,14,17,-3.94,-1.11,-0.95,-0.83,2.23,-1.24,-4.14,3.0,-7.55,0.5,-5.25,2.35,-0.41,9.17,-0.58,6.44,-7.0,7.15,-3.0,,0.87,2.95,,-7.0,-8.9,-0.41,-1.23,-3.94,-6.97,3.0,-6.5,1.0,0.52,16.6,1.5,,-10.9,,0.5,-5.0,-4.44,-23.05,,,,4.0,1.6,14,5.81,-5.3,,-6.0,6.5,7.32,-3.81,6.79,31,0.6121553866,0.4866017996
2022,5,Penn St.,Central Mich.,28.0,19,33,14,21.84,19.78,25.88,20.5,17.92,21.72,27.12,22.0,20.79,23.5,20.52,19.25,27.31,9.51,23.86,27.23,26.0,30.25,22.13,,29.28,15.44,,28.0,26.9,23.5,27.94,19.35,27.4,20.0,26.0,28.0,30.35,21.41,26.7,,23.5,,27.6,28.0,30.41,36.75,,,,26.0,29.7,23,17.41,23.5,,28.0,6.5,20.65,30.02,5.7,47,0.4030596055,0.9213946254
2022,5,Purdue,Florida Atlantic,16.5,2,28,26,14.33,15.78,18.83,18.26,13.15,9.36,16.42,13.0,28.43,8.5,14.62,8.97,23.58,17.58,20.08,20.75,12.0,26.85,13.54,,29.75,17.29,,22.0,15.2,19.35,19.76,13.31,16.57,25.0,20.5,23.0,24.45,25.95,29.4,,20.4,,28.9,16.5,28.64,19.05,,,,24.0,31.5,27,24.16,16.0,,20.0,16.0,26.93,21.01,6.02,54,0.583497428,0.8815238314
2022,5,Rutgers,Iowa,-8.0,-17,10,27,-12.23,7.56,-10.39,2.92,-10.86,-9.04,-11.6,-1.0,8.84,-5.5,-15.28,6.87,-22.4,-9.41,-9.68,-8.29,5.0,-20.15,-7.39,,-13.56,-5.97,,1.0,-24.3,-10.3,-5.72,-14.32,-2.28,-7.0,-8.0,-8.0,-10.05,-12.67,-10.3,,-2.6,,-8.5,-8.0,-7.99,-13.55,,,,-24.0,-9.2,-16,-12.21,-15.0,,-8.0,-14.0,-16.39,-13.23,7.8,37,0.4621650022,0.2920963326
2022,5,SMU,TCU,-2.0,-8,34,42,-3.89,2.98,-2.8,2.4,1.48,1.81,-8.04,0.25,2.82,5.5,0.01,3.06,4.49,-2.46,0.8,5.98,-4.0,-0.55,0.29,,4.16,5.98,,7.0,0.2,0.25,-3.03,-2.49,0.58,10.0,0.0,-3.0,1.95,-2.96,-3.9,,0.2,,-4.9,-2.0,2.79,-9.05,,,,2.0,-5.7,3,5.5,-1.1,,-2.0,18.5,-4.04,-1.01,4.85,76,0.5669796201,0.5192203966
2022,5,San Diego St.,Toledo,-3.0,3,17,14,1.41,-3.02,4.47,-0.01,5.08,-0.99,1.34,-3.0,-7.9,3.0,1.83,-0.41,-1.77,5.06,0.94,-5.99,-17.0,11.45,3.54,,2.65,6.47,,-10.0,-2.0,1.41,-0.01,0.58,0.98,4.0,0.0,2.0,-0.9,1.59,3.2,,-3.4,,3.2,-2.5,2.47,7.8,,,,-10.0,4.5,2,-1.55,0.2,,-3.0,4.0,7.45,3.13,5.1,31,0.5934044251,0.5224799888
2022,5,San Jose St.,Western Mich.,7.0,28,34,6,1.42,2.19,-3.65,12.1,-3.16,2.93,3.82,2.0,-6.12,0.5,-1.03,6.65,-1.86,-8.1,0.16,3.99,8.0,-4.05,1.56,,-2.97,-4.22,,-1.0,-3.3,-0.97,-3.28,-0.97,4.26,-7.0,4.0,7.0,-0.83,-2.36,-1.5,,-2.3,,-2.4,6.0,1.74,18.05,,,,2.0,-1.7,-1,-7.43,2.5,,6.5,-0.5,0.18,-0.26,4.97,40,0.3404594604,0.503837341
2022,5,South Alabama,Louisiana Tech,13.5,24,38,14,11.28,17.16,8.04,24.51,0.36,11.23,13.07,12.0,27.51,6.5,13.32,11.58,14.37,10.87,14.23,13.6,15.0,20.25,6.15,,24.37,11.21,,18.0,5.2,13.07,12.68,8.58,9.69,15.0,12.5,16.0,17.58,14.43,14.0,,15.3,,10.0,13.5,24.29,36.25,,,,22.0,11.0,14,17.51,7.6,,13.0,12.5,17.77,10.86,6.36,52,0.5170262712,0.7973496512
2022,5,South Carolina,Charlotte,23.5,36,56,20,21.78,20.44,21.43,6.04,22.53,16.79,23.75,16.0,28.15,18.0,23.08,16.3,26.2,17.85,23.67,25.24,8.0,27.85,20.6,,33.73,19.47,,25.0,22.4,24.0,23.61,21.9,20.53,27.0,22.5,27.0,23.86,25.15,29.9,,27.4,,28.1,23.5,27.26,16.05,,,,37.0,30.0,24,28.84,24.5,,22.5,14.5,29.85,25.54,5.91,76,0.5040034616,0.91883472
2022,5,Syracuse,Virginia,9.5,2,22,20,12.37,13.37,7.31,21.11,-1.59,13.76,18.88,12.0,21.06,6.0,10.62,9.24,11.06,9.49,12.54,17.15,15.0,17.55,9.57,,15.54,8.66,,12.0,8.9,12.0,11.52,5.22,15.31,8.0,9.5,16.0,18.22,20.11,11.3,,14.9,,9.4,9.5,14.31,24.4,,,,28.0,10.4,15,7.93,3.7,,9.5,1.5,14.9,11.13,5.71,42,0.5715053073,0.7713673469
2022,5,Temple,Massachusetts,10.0,28,28,0,15.8,8.67,13.56,10.83,10.95,15.22,17.74,5.0,12.95,11.0,15.38,6.36,10.01,4.71,11.47,13.34,7.0,11.45,7.23,,13.45,10.95,,9.0,11.2,10.95,10.32,16.2,7.7,13.0,10.0,7.0,5.68,6.84,9.4,,12.2,,11.2,10.0,19.15,23.8,,,,9.0,9.2,8,5.36,7.2,,9.5,10.5,22.53,14.02,4.32,28,0.5355984999,0.7571551036
2022,5,Tennessee,Florida,10.5,5,38,33,11.56,13.91,6.04,20.57,-0.19,13.23,17.6,12.0,18.33,6.5,9.19,11.54,15.24,13.74,14.35,15.69,24.0,24.15,11.73,,18.81,5.93,,11.0,6.9,14.88,14.88,5.37,16.54,16.0,10.5,12.0,16.01,19.52,16.1,,16.2,,14.4,11.0,28.78,35.6,,,,20.0,15.6,22,19.23,5.4,,10.5,8.5,14.92,11.65,6.85,71,0.5881116677,0.7967382236
2022,5,Texas A&M,Arkansas,2.0,2,23,21,3.48,-1.03,0.83,-3.63,5.02,0.24,5.07,1.0,6.42,3.0,1.54,-5.04,-2.6,-6.22,-0.52,-11.28,-4.0,-0.7,3.61,,-8.74,-7.58,,1.0,3.5,0.5,-2.36,3.68,2.68,2.0,3.0,4.0,-3.99,-1.99,-3.6,,4.4,,-1.7,2.0,-5.76,-5.45,,,,-4.0,-4.6,2,3.98,0.5,,2.0,3.0,-7.58,6.15,4.44,44,0.4392452865,0.4874165444
2022,5,Texas Tech,Texas,-7.0,3,37,34,-11.22,-2.68,-5.56,3.62,-4.11,-11.81,-14.2,-4.0,-6.05,-6.0,-10.91,-0.87,-11.49,5.5,-5.82,-6.06,-8.0,-7.85,-3.67,,-3.75,3.99,,-4.0,-15.7,-5.56,-7.29,-10.16,-12.06,0.01,-4.0,-7.0,-5.85,-2.85,-1.3,,-9.5,,-3.3,-7.0,-3.92,-19.65,,,,-12.0,-2.7,3,1.85,-5.1,,-7.0,-2.5,3.46,-11.45,5.81,71,0.52782378,0.3653215017
2022,5,Troy St.,Marshall,-3.5,9,16,7,-4.67,-2.6,-2.86,-11.17,-4.99,-3.48,-5.3,-2.0,-5.44,-5.5,-5.82,-1.06,-7.59,-2.85,-4.07,-5.4,-10.0,-4.85,-4.72,,-3.84,-4.18,,1.0,-8.0,-4.5,-6.76,-4.5,-3.18,-7.0,-4.0,-2.0,-5.74,2.57,-0.4,,-5.3,,-2.2,-3.5,-4.95,-4.85,,,,-14.0,-1.5,-1,-6.9,-1.5,,-3.5,-4.5,0.15,-7.14,3.2,23,0.4859604837,0.4007779313
2022,5,Tulane,Southern Miss.,12.5,-3,24,27,12.95,14.58,15.03,12.6,10.37,15.61,15.63,14.0,10.87,15.5,12.02,16.57,18.88,13.84,16.19,18.63,20.0,20.75,11.13,,24.33,12.81,,24.0,13.9,15.61,16.1,12.45,13.48,19.0,13.0,16.0,22.96,12.89,16.2,,12.1,,15.9,13.0,19.71,35.45,,,,12.0,17.4,19,19.95,10.1,,13.0,14.5,19.2,16.45,4.54,51,0.5884254245,0.8366045428
2022,5,UTEP,Boise St.,-16.0,17,27,10,-21.46,-10.36,-17.42,-18.12,-21.34,-11.88,-24.1,-13.0,-17.81,-15.5,-22.43,-6.35,-23.91,-10.05,-17.73,-18.14,-21.0,-18.95,-18.31,,-17.86,-9.28,,-28.0,-26.2,-18.14,-17.55,-22.43,-18.57,-16.0,-15.0,-21.0,-19.71,-11.23,-19.3,,-18.8,,-17.8,-16.5,-23.76,-13.55,,,,-25.0,-18.4,-18,-13.95,-13.7,,-15.5,-2.5,-15.92,-22.92,5.32,37,0.4588469876,0.1447828688
2022,5,Utah St.,UNLV,-3.0,-10,24,34,-8.34,-7.42,1.62,-23.9,7.11,2.4,-15.15,-1.0,-25.41,6.0,-8.04,2.26,-2.95,7.31,-1.87,-10.33,-26.0,-8.55,5.04,,5.4,12.55,,-16.0,1.3,1.07,-6.57,0.01,-5.1,5.0,-2.5,4.0,-0.38,10.83,1.7,,-8.5,,3.4,-3.0,-17.57,-10.5,,,,-17.0,1.0,2,8.18,1.5,,-3.0,12.5,8.2,-2.3,9.94,58,0.5240572067,0.4602304562
2022,5,Virginia Tech,West Va.,-2.5,-23,10,33,-3.78,-0.13,-5.57,5.94,2.27,7.5,-4.98,2.0,-10.72,4.5,-5.42,5.59,5.1,-1.98,-0.76,7.86,-4.0,-6.05,-3.7,,5.25,1.14,,-1.0,0.01,-1.5,-6.11,-1.89,-4.54,-3.0,-2.5,0.01,-0.51,0.01,-3.1,,-5.9,,-1.5,-2.5,-10.53,20.65,,,,-3.0,-2.5,-4,-15.13,0.3,,-2.5,8.5,-3.08,-2.44,5.89,43,0.5409260677,0.4820987878
2022,5,Wake Forest,Clemson,-7.5,-6,45,51,-6.88,2.11,-5.66,0.66,-4.71,-3.75,-10.1,-1.0,2.53,-8.0,-4.02,1.88,-7.71,-7.4,-4.21,-2.98,5.0,-4.35,-8.33,,-2.76,3.46,,16.0,-8.2,-4.71,-1.05,-6.36,-11.25,-1.0,-6.5,-7.0,-1.11,-0.78,-12.2,,-7.4,,-11.5,-7.5,-0.14,-11.35,,,,-3.0,-11.2,-3,-5.43,-6.7,,-7.5,1.0,-2.59,-7.22,5.36,96,0.5778408291,0.400796643
2022,5,Washington,Stanford,13.5,18,40,22,13.75,14.57,11.59,20.15,7.43,8.87,19.69,9.0,16.13,14.0,10.51,13.73,12.23,16.61,14.74,20.13,14.0,24.25,9.53,,18.96,16.1,,14.0,11.6,13.75,14.37,9.52,12.98,17.0,12.5,15.0,19.74,2.38,11.3,,13.6,,11.7,13.5,20.47,53.1,,,,12.0,8.0,14,15.58,8.7,,13.5,11.0,21.51,15.91,7.18,62,0.5283700787,0.8012358256
2022,5,Washington St.,Oregon,-7.0,-3,41,44,-6.68,-1.51,-2.38,6.15,-3.53,2.08,-10.52,-1.0,-7.46,-1.0,-4.3,1.69,0.11,1.66,-3.16,-5.65,2.0,-5.85,-7.62,,2.66,-0.6,,-7.0,0.8,-3.81,-3.81,-5.27,-8.22,0.01,-5.0,-10.0,-1.93,-17.53,-6.1,,-9.2,,-6.3,-7.0,-10.05,26.8,,,,-5.0,-7.7,-4,-1.49,-5.2,,-7.0,-3.0,1.06,-7.11,6.29,85,0.5889630495,0.4265924958
2022,5,Western Kentucky,Florida Intl.,31.5,73,73,0,27.13,22.49,24.36,23.58,21.73,31.98,31.74,23.0,34.72,25.5,29.51,15.89,37.99,19.47,31.63,32.23,24.0,47.15,25.28,,46.42,20.12,,31.0,26.9,30.65,31.79,23.29,28.73,44.0,27.0,33.0,26.98,29.25,39.3,,27.5,,32.1,31.5,41.62,30.65,,,,50.0,35.0,50,47.1,24.0,,31.0,28.0,40.63,33.45,8.6,73,0.5028726,0.9601098304
2022,6,Air Force,Navy,14.0,3,13,10,16.16,17.62,11.83,21.16,11.02,23.97,20.12,15.0,22.55,16.0,15.52,14.97,19.18,16.39,18.04,17.66,19.0,23.95,16.84,,17.47,11.3,,19.0,14.8,17.62,18.62,13.44,20.47,20.0,15.5,19.0,21.47,20.25,19.0,,16.9,,17.3,15.0,25.88,18.85,,,,26.0,16.2,23,10.23,16.0,,14.0,22.5,16.39,23.16,4.0,23,0.5974583692,0.8647540966
2022,6,Akron,Bowling Green,-9.5,-3,28,31,-8.1,-0.12,-3.89,-3.25,-0.19,-5.78,-10.49,-1.0,-8.3,-1.5,-8.95,4.29,-12.41,-7.33,-6.05,-7.19,-2.0,-6.75,-7.96,,-9.46,3.03,,-2.0,-11.0,-6.85,-7.59,-5.75,-3.75,-2.0,-6.0,-12.0,-0.01,-4.8,-8.8,,-9.6,,-7.2,-9.5,-4.96,-6.85,,,,-16.0,-9.0,-11,-9.6,-3.5,,-9.5,-2.0,-5.81,-8.39,4.36,59,0.582993348,0.3566288901
2022,6,Arizona,Colorado,17.5,23,43,20,14.38,10.9,4.87,33.51,-1.12,10.14,18.62,11.0,11.21,8.5,13.63,10.73,12.41,10.57,12.18,21.23,17.0,14.65,16.41,,15.85,6.6,,8.0,8.9,10.89,9.48,10.89,14.39,7.0,18.0,18.0,13.61,6.24,8.8,,9.2,,9.5,16.5,19.39,25.05,,,,18.0,7.8,11,10.33,8.0,,17.5,7.5,9.95,15.33,5.92,63,0.3767624508,0.7638935227
2022,6,Arkansas,Alabama,-17.0,-23,26,49,-17.86,-13.18,-14.96,-12.36,-13.42,-15.12,-23.56,-14.0,-26.66,-23.5,-16.84,-5.91,-18.81,-4.12,-15.35,-2.03,-20.0,-19.05,-17.0,,-16.01,-2.16,,-14.0,-22.1,-14.96,-16.88,-15.12,-22.13,-17.0,-16.5,-14.0,-4.92,-13.98,-13.9,,-23.3,,-13.7,-17.0,-33.79,-10.25,,,,-23.0,-12.9,-12,-12.15,-7.4,,-17.0,-11.5,-13.51,-21.02,6.56,75,0.5382611474,0.1857698367
2022,6,Arkansas St.,Louisiana-Monroe,7.5,17,45,28,7.91,1.89,3.81,6.11,5.62,8.88,7.48,4.0,16.2,2.5,11.28,-5.82,6.31,0.01,5.06,-2.44,4.0,4.95,8.04,,3.31,-3.27,,-1.0,2.6,4.95,5.72,6.76,10.63,5.0,7.5,5.0,0.38,2.12,4.4,,11.5,,4.4,7.5,13.64,4.5,,,,10.0,3.1,5,0.96,3.4,,7.5,1.0,-0.6,10.7,4.72,73,0.4414362045,0.6200173519
2022,6,Army,Georgia St.,8.0,-17,14,31,13.4,16.14,6.49,10.05,7.5,5.63,17.54,14.0,24.22,16.0,12.67,11.8,7.74,7.69,11.53,16.84,13.0,18.95,11.24,,11.45,9.3,,22.0,12.7,11.45,13.82,9.79,15.0,11.0,9.5,15.0,13.59,5.91,5.1,,11.4,,7.8,8.5,24.85,-7.15,,,,14.0,6.8,5,4.83,3.7,,8.0,9.5,13.95,15.53,5.66,45,0.5829527621,0.7530549226
2022,6,Auburn,LSU,-8.0,-4,17,21,-11.34,-3.64,-2.69,-14.27,3.99,-2.29,-19.13,0.25,-18.44,0.5,-7.52,4.33,-5.14,-4.52,-6.43,-11.22,-9.0,-12.35,-3.91,,-8.54,2.14,,-3.0,-8.8,-5.02,-3.85,-4.57,-11.24,-3.0,-7.0,-8.0,-5.02,1.38,-7.1,,-12.4,,-6.8,-8.0,-26.36,-12.05,,,,-15.0,-6.0,2,-3.66,-2.0,,-8.0,0.5,-4.41,-8.55,6.38,38,0.5365613705,0.3535082651
2022,6,BYU,Utah St.,24.0,12,38,26,20.32,27.91,15.79,34.34,14.39,22.51,24.19,26.0,37.88,25.0,20.56,22.53,20.12,12.21,23.52,25.79,23.0,25.25,24.7,,14.46,16.08,,29.0,16.0,23.2,24.07,17.83,25.4,22.0,24.0,26.0,30.92,27.76,22.5,,28.1,,21.6,24.0,41.76,29.6,,,,28.0,23.2,25,16.16,22.5,,24.0,16.5,19.75,26.86,6.13,64,0.4887490893,0.9165254988
2022,6,Ball St.,Northern Ill.,-4.5,6,44,38,-5.04,5.35,-0.81,4.21,3.3,2.55,-4.89,0.25,0.39,3.5,-7.41,8.03,-4.05,-6.96,-3.3,-6.32,-7.0,-2.85,-2.7,,-7.4,0.91,,1.0,-9.2,-4.09,-3.02,-4.84,-2.36,2.0,-3.5,-7.0,-1.34,-9.88,-11.2,,-6.3,,-10.5,-4.5,-4.09,-11.15,,,,-8.0,-10.9,-7,-5.61,-0.01,,-3.5,0.5,1.29,-5.04,4.75,82,0.5288644984,0.4210752559
2022,6,Baylor,Oklahoma St.,2.5,-11,25,36,3.3,2.74,2.64,8.91,-1.31,3.28,3.14,2.0,4.02,0.5,5.04,2.05,0.3,1.44,3.18,4.96,-1.0,2.35,4.64,,-1.26,1.3,,11.0,-0.9,2.59,4.52,1.88,5.39,2.0,1.0,3.0,4.78,2.59,0.8,,2.5,,1.5,2.5,17.73,11.05,,,,6.0,1.0,4,-2.51,1.5,,2.0,-1.0,-2.67,5.79,3.77,61,0.5166228559,0.5772692433
2022,6,Boise St.,San Diego St.,6.0,22,35,13,6.99,2.69,8.36,12.88,9.38,3.99,5.86,4.0,5.33,3.5,9.24,1.26,4.5,2.49,5.95,4.37,3.0,3.05,9.59,,0.97,3.59,,3.0,3.1,6.2,6.06,8.03,9.68,7.0,6.5,4.0,6.2,8.93,7.5,,5.8,,6.6,6.0,7.15,7.1,,,,8.0,7.3,12,6.26,6.5,,6.5,5.5,-1.48,7.2,2.89,48,0.4987637421,0.6438475963
2022,6,Boston College,Louisville,-13.5,1,34,33,-13.43,-12.09,-7.71,-7.99,-2.33,-8.77,-18.99,-9.0,-17.8,-6.5,-12.58,-9.01,-11.98,-8.66,-12.11,-9.4,-11.0,-18.15,-7.81,,-14.59,-4.22,,-22.0,-14.5,-10.9,-11.11,-8.46,-9.46,-8.0,-15.5,-12.0,-16.18,-8.69,-10.9,,-13.0,,-8.3,-13.5,-31.96,-18.0,,,,-25.0,-10.6,-13,-14.63,-7.5,,-15.5,-7.5,-13.64,-15.7,5.49,67,0.5329734905,0.2354831976
2022,6,Buffalo,Miami (Ohio),2.0,4,24,20,-0.14,-4.05,-0.01,-0.33,-0.16,0.01,-1.61,-4.0,-1.2,-2.5,2.58,-5.58,1.26,-9.65,-1.29,2.02,-1.0,-0.75,0.53,,0.59,-3.36,,-4.0,-1.1,-1.1,0.97,-0.94,5.06,-3.0,1.0,-2.0,-2.08,-8.54,-4.8,,-1.3,,-4.5,1.5,12.95,4.55,,,,-1.0,-4.3,-4,-8.29,-0.8,,1.5,-7.0,-3.9,3.17,3.93,44,0.4202745606,0.4685614528
2022,6,Charlotte,UTEP,-3.0,-6,35,41,-7.55,-8.97,-0.99,-9.95,0.27,-2.57,-11.81,-4.0,-14.16,-4.5,-5.75,-6.17,-2.63,-8.31,-5.91,-0.67,-9.0,-11.65,-4.04,,-11.44,-1.48,,-10.0,-7.3,-6.0,-6.0,-4.59,-0.32,-6.0,-3.5,-6.0,-0.66,-5.66,-4.9,,-5.9,,-3.3,-3.5,-14.16,-10.05,,,,-10.0,-4.4,-6,-10.25,-0.7,,-3.0,-6.5,-9.14,-6.43,4.02,76,0.4294805784,0.3590911288
2022,6,Clemson,NC St.,7.0,10,30,20,7.43,3.64,10.37,4.54,10.89,6.8,8.05,2.0,0.91,12.5,6.76,5.11,6.92,7.44,6.99,6.6,-1.0,8.35,10.03,,7.17,5.27,,2.0,6.4,6.92,5.02,8.55,13.83,8.0,7.0,8.0,6.93,3.41,5.0,,5.1,,5.3,7.0,9.06,14.85,,,,-1.0,4.5,9,5.28,7.0,,7.0,5.5,4.0,8.54,3.53,50,0.4997546803,0.6663413808
2022,6,Coastal Carolina,Georgia Southern,9.5,4,34,30,5.67,5.17,7.54,6.99,11.98,5.62,4.27,9.0,-7.12,15.5,6.11,11.79,15.4,9.82,9.28,9.82,1.0,4.95,8.98,,11.66,17.67,,5.0,11.1,9.42,6.72,8.52,4.07,11.0,10.5,12.0,14.08,8.82,9.5,,4.5,,9.5,9.5,9.42,13.6,,,,3.0,7.7,11,10.54,7.8,,10.5,22.5,11.12,8.35,4.92,64,0.4947191104,0.7117097958
2022,6,Connecticut,Fresno St.,-23.5,5,19,14,-18.65,-10.76,-15.29,-18.48,-13.47,-12.06,-19.26,-10.0,-21.41,-14.5,-21.86,-5.02,-26.02,-12.05,-17.96,-17.93,-14.0,-15.55,-19.91,,-19.7,-13.63,,-8.0,-26.8,-18.65,-17.64,-19.9,-18.67,-19.0,-24.0,-25.0,-13.12,-12.26,-24.0,,-22.0,,-19.0,-22.5,-36.02,-19.1,,,,-21.0,-20.6,-22,-17.37,-16.5,,-24.0,-13.0,-18.78,-24.95,5.47,33,0.6292917265,0.142366301
2022,6,Duke,Virginia,2.5,21,38,17,2.65,7.41,-4.17,8.51,-10.59,2.09,4.79,3.0,10.74,0.5,1.75,5.6,-3.7,3.27,-0.63,7.96,11.0,-4.55,-1.23,,-3.29,-1.1,,6.0,-5.1,-0.79,-1.94,-0.3,3.18,-6.0,1.5,-5.0,2.52,-2.72,-9.5,,0.3,,-6.5,2.5,4.69,10.4,,,,2.0,-8.9,-10,-10.77,-3.6,,3.0,-7.5,-5.26,-3.24,5.82,55,0.4265667399,0.4851384733
2022,6,Eastern Mich.,Massachusetts,20.0,7,20,13,23.01,9.69,17.13,7.9,19.56,24.72,24.1,14.0,9.09,22.5,24.77,10.01,25.36,17.08,19.63,16.46,11.0,25.85,19.44,,29.35,14.75,,10.0,23.7,19.44,20.67,24.74,15.54,26.0,20.0,19.0,10.06,18.24,19.3,,17.6,,16.8,20.0,14.35,13.8,,,,23.0,16.6,26,25.89,22.0,,20.0,17.0,35.78,25.48,6.15,33,0.4913307698,0.8755414949
2022,6,Florida St.,Wake Forest,6.5,-10,21,31,5.21,6.62,1.47,11.89,-1.98,0.32,6.72,10.0,10.48,2.5,4.9,4.54,4.5,2.96,5.32,6.65,-2.0,2.85,7.46,,0.01,-1.52,,6.0,1.7,4.54,2.89,3.61,8.67,0.01,6.0,5.0,7.07,0.98,10.5,,8.6,,10.4,6.5,24.35,16.95,,,,3.0,10.4,3,0.78,3.2,,7.0,-2.5,1.89,4.95,5.14,52,0.4718106145,0.625074476
2022,6,Houston,Tulane,3.5,-3,24,27,0.3,2.66,2.92,-6.07,10.72,-1.23,-3.83,1.0,-3.08,4.0,3.11,5.75,4.64,6.12,2.74,0.01,-13.0,3.45,1.51,,4.72,10.27,,1.0,-1.4,3.0,0.59,4.58,-1.17,6.0,3.0,3.0,3.52,9.02,4.0,,0.6,,2.8,3.5,-7.08,2.95,,,,-4.0,3.1,4,5.66,4.9,,2.5,15.5,9.63,-1.87,5.03,51,0.4817982812,0.5653497387
2022,6,Iowa,Michigan,-10.5,-13,14,27,-5.7,-7.03,-7.53,1.23,-0.24,-5.54,-8.67,0.25,-10.36,0.5,-4.95,-5.24,-7.88,-1.04,-6.7,-7.42,-15.0,-12.05,-6.55,,-16.13,-3.36,,-2.0,-10.0,-7.03,-8.07,-3.71,-10.23,-11.0,-9.5,-10.0,-4.92,-5.43,-9.0,,-11.1,,-7.3,-10.0,-11.34,-1.3,,,,-14.0,-7.4,-6,-14.08,-3.6,,-11.0,-6.5,-8.88,-10.36,4.3,41,0.5913607286,0.3418674802
2022,6,James Madison,Texas St.,21.5,27,40,13,23.21,23.8,16.02,27.13,17.15,31.23,23.89,13.0,44.46,6.0,25.82,12.68,18.3,18.85,23.03,26.24,21.0,27.65,21.01,,,12.29,,37.0,17.8,23.12,26.21,25.02,16.55,18.0,20.5,35.0,29.23,9.81,20.4,,25.9,,17.1,21.5,29.6,7.85,,,,44.0,16.2,31,28.59,18.5,,22.0,21.5,26.35,31.75,8.48,53,0.5338780185,0.8996877575
2022,6,Kansas,Iowa St.,-3.0,3,14,11,-3.66,10.22,-10.24,3.88,-19.19,-11.44,-2.55,1.0,13.61,-9.0,-4.73,8.4,-12.53,8.56,-3.93,6.6,5.0,-6.95,-4.25,,-4.19,2.91,,10.0,-18.2,-4.25,-5.81,-6.15,-3.91,-12.0,-3.0,-5.0,-0.44,-1.49,-5.4,,-0.6,,-4.2,-3.0,0.12,-0.01,,,,-4.0,-2.7,-8,-11.4,-6.7,,-3.0,-12.0,-10.18,-7.11,7.41,25,0.4788334812,0.4112571946
2022,6,Kansas St.,Texas Tech,7.5,9,37,28,9.52,2.26,7.48,3.99,7.89,4.63,10.72,4.0,4.74,7.0,10.16,0.92,8.75,5.96,6.84,5.46,3.0,9.05,8.25,,5.9,-2.16,,5.0,8.9,7.34,7.28,8.78,6.76,8.0,7.0,6.0,7.04,7.56,6.3,,5.8,,7.6,7.5,7.34,8.15,,,,8.0,7.5,10,8.71,3.4,,8.0,9.5,4.78,10.85,2.92,65,0.483690933,0.66414106
2022,6,Kent,Ohio,11.5,7,31,24,13.57,8.79,5.48,14.23,4.72,8.41,20.57,6.0,24.87,7.0,11.47,0.13,9.27,-5.82,9.19,3.88,-3.0,20.65,5.7,,11.58,7.82,,9.0,0.01,8.79,9.43,6.46,12.74,11.0,6.5,13.0,5.74,9.99,8.3,,13.7,,9.2,11.0,19.26,6.15,,,,11.0,9.2,11,8.54,3.1,,11.5,8.5,7.9,13.98,5.76,55,0.4456008414,0.7068393161
2022,6,Louisiana-Lafayette,South Alabama,-8.5,-3,17,20,-2.35,-6.77,6.73,-10.87,15.65,3.42,-8.42,-2.0,-15.61,9.0,0.81,-2.01,1.14,6.37,-1.09,-8.65,-10.0,-8.45,1.56,,-4.87,6.16,,-16.0,-1.7,-0.5,-2.69,3.2,-3.3,6.0,-5.0,-5.0,-4.29,2.08,1.8,,-5.1,,1.4,-7.5,-19.59,-8.45,,,,-10.0,1.9,3,8.62,-0.5,,-9.0,13.0,6.06,-4.63,7.54,37,0.6633457738,0.4752740666
2022,6,Maryland,Michigan St.,7.5,14,27,13,3.59,6.45,2.78,7.63,-4.71,7.21,5.84,6.0,3.85,4.5,1.89,7.84,1.43,1.79,4.07,11.73,5.0,6.35,2.96,,7.91,1.9,,7.0,0.5,3.59,3.25,2.02,5.14,5.0,7.5,3.0,8.45,1.44,3.0,,2.4,,2.5,7.0,9.24,9.1,,,,5.0,1.3,6,-0.14,3.1,,8.5,-4.0,-0.01,3.37,3.25,40,0.4161790329,0.5991606146
