season,week,away,home,market_home_margin_close,canonical_model_id,model_name,prediction_home_margin,picker,source_table,orientation_method
2026,2,Jacksonville St.,North Dakota St.,7.0,linecfbp_power_rank,Power Rank,10.9,Power Rank,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linecfbp_power_rank,Power Rank,9.5,Power Rank,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linecfbp_power_rank,Power Rank,4.1,Power Rank,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linecfbp_power_rank,Power Rank,24.3,Power Rank,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linecfbp_power_rank,Power Rank,5.2,Power Rank,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,linecfbp_power_rank_free,Power Rank: Free,6.2,Power Rank: Free,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,linecfbp_power_rank_free,Power Rank: Free,31.2,Power Rank: Free,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,linecfbp_power_rank_free,Power Rank: Free,4.8,Power Rank: Free,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,linecfbp_power_rank_free,Power Rank: Free,8.1,Power Rank: Free,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linecfbp_power_rank_free,Power Rank: Free,3.0,Power Rank: Free,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linecfbp_power_rank_free,Power Rank: Free,3.5,Power Rank: Free,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linecfbp_power_rank_free,Power Rank: Free,27.1,Power Rank: Free,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linecfbp_power_rank_free,Power Rank: Free,4.0,Power Rank: Free,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,linecfbp_room44_bets,Room44 Bets,8.3,Room44 Bets,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,linecfbp_room44_bets,Room44 Bets,34.6,Room44 Bets,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,linecfbp_room44_bets,Room44 Bets,5.0,Room44 Bets,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,linecfbp_room44_bets,Room44 Bets,-3.7,Room44 Bets,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linecfbp_room44_bets,Room44 Bets,4.3,Room44 Bets,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linecfbp_room44_bets,Room44 Bets,-0.9,Room44 Bets,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linecfbp_room44_bets,Room44 Bets,31.9,Room44 Bets,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linecfbp_room44_bets,Room44 Bets,-3.3,Room44 Bets,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,linecfbp_ryder_analytics,Ryder Analytics,5.2,Ryder Analytics,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,linecfbp_ryder_analytics,Ryder Analytics,48.4,Ryder Analytics,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,linecfbp_ryder_analytics,Ryder Analytics,2.4,Ryder Analytics,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,linecfbp_ryder_analytics,Ryder Analytics,5.4,Ryder Analytics,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linecfbp_ryder_analytics,Ryder Analytics,9.6,Ryder Analytics,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linecfbp_ryder_analytics,Ryder Analytics,5.9,Ryder Analytics,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linecfbp_ryder_analytics,Ryder Analytics,34.4,Ryder Analytics,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linecfbp_ryder_analytics,Ryder Analytics,4.1,Ryder Analytics,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,linecfbp_sp,SP+,5.8,SP+,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,linecfbp_sp,SP+,35.9,SP+,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,linecfbp_sp,SP+,4.9,SP+,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,linecfbp_sp,SP+,8.5,SP+,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linecfbp_sp,SP+,9.8,SP+,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linecfbp_sp,SP+,2.9,SP+,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linecfbp_sp,SP+,30.1,SP+,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linecfbp_sp,SP+,5.8,SP+,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,sagarin,Sagarin Ratings,6.2,Sagarin,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,sagarin,Sagarin Ratings,43.8,Sagarin,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,sagarin,Sagarin Ratings,4.7,Sagarin,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,sagarin,Sagarin Ratings,10.5,Sagarin,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,sagarin,Sagarin Ratings,8.4,Sagarin,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,sagarin,Sagarin Ratings,8.8,Sagarin,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,sagarin,Sagarin Ratings,31.9,Sagarin,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,sagarin,Sagarin Ratings,3.5,Sagarin,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,sagarin_golden_mean,Sagarin Golden Mean,6.2,Sagarin: Golden,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,sagarin_golden_mean,Sagarin Golden Mean,43.8,Sagarin: Golden,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,sagarin_golden_mean,Sagarin Golden Mean,4.7,Sagarin: Golden,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,sagarin_golden_mean,Sagarin Golden Mean,10.5,Sagarin: Golden,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,sagarin_golden_mean,Sagarin Golden Mean,8.4,Sagarin: Golden,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,sagarin_golden_mean,Sagarin Golden Mean,8.8,Sagarin: Golden,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,sagarin_golden_mean,Sagarin Golden Mean,31.9,Sagarin: Golden,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,sagarin_golden_mean,Sagarin Golden Mean,3.5,Sagarin: Golden,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,sagarin_predictor,Sagarin Predictor,6.2,Sagarin: Predictor,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,sagarin_predictor,Sagarin Predictor,43.8,Sagarin: Predictor,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,sagarin_predictor,Sagarin Predictor,4.7,Sagarin: Predictor,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,sagarin_predictor,Sagarin Predictor,10.5,Sagarin: Predictor,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,sagarin_predictor,Sagarin Predictor,8.4,Sagarin: Predictor,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,sagarin_predictor,Sagarin Predictor,8.8,Sagarin: Predictor,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,sagarin_predictor,Sagarin Predictor,31.9,Sagarin: Predictor,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,sagarin_predictor,Sagarin Predictor,3.5,Sagarin: Predictor,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,sagarin_recent,Sagarin Recent,6.2,Sagarin: Recent,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,sagarin_recent,Sagarin Recent,43.8,Sagarin: Recent,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,sagarin_recent,Sagarin Recent,4.7,Sagarin: Recent,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,sagarin_recent,Sagarin Recent,10.5,Sagarin: Recent,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,sagarin_recent,Sagarin Recent,8.4,Sagarin: Recent,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,sagarin_recent,Sagarin Recent,8.8,Sagarin: Recent,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,sagarin_recent,Sagarin Recent,31.9,Sagarin: Recent,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,sagarin_recent,Sagarin Recent,3.5,Sagarin: Recent,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,linept_fluker,Slate Fluker,9.8,Slate Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,linept_fluker,Slate Fluker,34.7,Slate Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,linept_fluker,Slate Fluker,6.8,Slate Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,linept_fluker,Slate Fluker,10.0,Slate Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linept_fluker,Slate Fluker,14.1,Slate Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linept_fluker,Slate Fluker,5.0,Slate Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linept_fluker,Slate Fluker,30.3,Slate Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linept_fluker,Slate Fluker,3.9,Slate Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,linecfbp_sportsline,SportsLine,5.0,SportsLine,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,linecfbp_sportsline,SportsLine,33.0,SportsLine,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,linecfbp_sportsline,SportsLine,5.0,SportsLine,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,linecfbp_sportsline,SportsLine,5.0,SportsLine,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linecfbp_sportsline,SportsLine,9.0,SportsLine,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linecfbp_sportsline,SportsLine,-2.0,SportsLine,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linecfbp_sportsline,SportsLine,21.0,SportsLine,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linecfbp_sportsline,SportsLine,4.0,SportsLine,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,linecfbp_sportsratings,SportsRatings,16.8,SportsRatings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,linecfbp_sportsratings,SportsRatings,39.6,SportsRatings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,linecfbp_sportsratings,SportsRatings,5.1,SportsRatings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,linecfbp_sportsratings,SportsRatings,20.8,SportsRatings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linecfbp_sportsratings,SportsRatings,0.3,SportsRatings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linecfbp_sportsratings,SportsRatings,3.8,SportsRatings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linecfbp_sportsratings,SportsRatings,34.5,SportsRatings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linecfbp_sportsratings,SportsRatings,-1.3,SportsRatings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,linecfbp_tshoe_index,TShoe Index,5.0,TShoe Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,linecfbp_tshoe_index,TShoe Index,34.5,TShoe Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,linecfbp_tshoe_index,TShoe Index,4.0,TShoe Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,linecfbp_tshoe_index,TShoe Index,9.0,TShoe Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linecfbp_tshoe_index,TShoe Index,6.5,TShoe Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linecfbp_tshoe_index,TShoe Index,5.0,TShoe Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linecfbp_tshoe_index,TShoe Index,23.0,TShoe Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linecfbp_tshoe_index,TShoe Index,1.5,TShoe Index,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,teamrankings,TeamRankings.com,6.3,TeamRankings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,teamrankings,TeamRankings.com,38.4,TeamRankings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,teamrankings,TeamRankings.com,5.4,TeamRankings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,teamrankings,TeamRankings.com,10.5,TeamRankings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,teamrankings,TeamRankings.com,7.9,TeamRankings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,teamrankings,TeamRankings.com,5.9,TeamRankings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,teamrankings,TeamRankings.com,28.3,TeamRankings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,teamrankings,TeamRankings.com,3.3,TeamRankings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,linecfbp_wilson_ratings,Wilson Ratings,9.8,Wilson Ratings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,linecfbp_wilson_ratings,Wilson Ratings,26.7,Wilson Ratings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,linecfbp_wilson_ratings,Wilson Ratings,-0.7,Wilson Ratings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,linecfbp_wilson_ratings,Wilson Ratings,-5.4,Wilson Ratings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,linecfbp_wilson_ratings,Wilson Ratings,6.1,Wilson Ratings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,linecfbp_wilson_ratings,Wilson Ratings,5.2,Wilson Ratings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,linecfbp_wilson_ratings,Wilson Ratings,23.7,Wilson Ratings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,linecfbp_wilson_ratings,Wilson Ratings,1.2,Wilson Ratings,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,cfbpicker_actionnetwork,Action Network,13.3,Action Network,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,cfbpicker_actionnetwork,Action Network,39.4,Action Network,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,cfbpicker_actionnetwork,Action Network,0.1,Action Network,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,cfbpicker_actionnetwork,Action Network,15.7,Action Network,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,cfbpicker_actionnetwork,Action Network,5.3,Action Network,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,cfbpicker_actionnetwork,Action Network,3.0,Action Network,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,cfbpicker_actionnetwork,Action Network,40.8,Action Network,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,cfbpicker_actionnetwork,Action Network,0.8,Action Network,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,cfbpicker_alltakes,All-Takes,16.0,All-Takes,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,cfbpicker_alltakes,All-Takes,33.6,All-Takes,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,cfbpicker_alltakes,All-Takes,4.9,All-Takes,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,cfbpicker_alltakes,All-Takes,11.5,All-Takes,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,cfbpicker_alltakes,All-Takes,-2.4,All-Takes,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,cfbpicker_alltakes,All-Takes,2.9,All-Takes,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,cfbpicker_alltakes,All-Takes,27.7,All-Takes,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,cfbpicker_alltakes,All-Takes,2.6,All-Takes,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,cfbpicker_cfbinsiders,CFB Insiders,11.6,CFB Insiders,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,cfbpicker_cfbinsiders,CFB Insiders,44.7,CFB Insiders,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,cfbpicker_cfbinsiders,CFB Insiders,6.4,CFB Insiders,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,cfbpicker_cfbinsiders,CFB Insiders,0.4,CFB Insiders,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,cfbpicker_cfbinsiders,CFB Insiders,16.7,CFB Insiders,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,cfbpicker_cfbinsiders,CFB Insiders,-2.4,CFB Insiders,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,cfbpicker_cfbinsiders,CFB Insiders,24.1,CFB Insiders,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,cfbpicker_cfbinsiders,CFB Insiders,7.6,CFB Insiders,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,cfbpicker_g3projections,G3 Projections,2.9,G3 Projections,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,cfbpicker_g3projections,G3 Projections,21.4,G3 Projections,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,cfbpicker_g3projections,G3 Projections,4.4,G3 Projections,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,cfbpicker_g3projections,G3 Projections,7.0,G3 Projections,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,cfbpicker_g3projections,G3 Projections,7.8,G3 Projections,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,cfbpicker_g3projections,G3 Projections,4.6,G3 Projections,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,cfbpicker_g3projections,G3 Projections,17.5,G3 Projections,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,cfbpicker_g3projections,G3 Projections,5.7,G3 Projections,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,cfbpicker_mcconnell,McConnell,5.5,McConnell,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,cfbpicker_mcconnell,McConnell,33.0,McConnell,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,cfbpicker_mcconnell,McConnell,0.8,McConnell,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,cfbpicker_mcconnell,McConnell,7.0,McConnell,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,cfbpicker_mcconnell,McConnell,9.5,McConnell,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,cfbpicker_mcconnell,McConnell,10.2,McConnell,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,cfbpicker_mcconnell,McConnell,31.6,McConnell,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,cfbpicker_mcconnell,McConnell,0.0,McConnell,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,North Carolina,TCU,9.0,cfbpicker_universityfootball,University Foot-Ball,7.0,University Foot-Ball,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,San Jose St.,USC,38.5,cfbpicker_universityfootball,University Foot-Ball,41.0,University Foot-Ball,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,NC St.,Virginia,4.0,cfbpicker_universityfootball,University Foot-Ball,7.0,University Foot-Ball,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Jacksonville St.,North Dakota St.,7.0,cfbpicker_universityfootball,University Foot-Ball,3.0,University Foot-Ball,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Sacramento St.,Eastern Mich.,9.5,cfbpicker_universityfootball,University Foot-Ball,7.0,University Foot-Ball,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Hawaii,Stanford,4.0,cfbpicker_universityfootball,University Foot-Ball,7.0,University Foot-Ball,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,New Mexico St.,Florida St.,32.0,cfbpicker_universityfootball,University Foot-Ball,35.0,University Foot-Ball,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
2026,2,Memphis,UNLV,4.5,cfbpicker_universityfootball,University Foot-Ball,-2.0,University Foot-Ball,tableau_embedding_api_tooltip,explicit_home_margin_tooltip
