lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepve,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linesag,linesagpred,linesaggm,linesagr,linenewbury,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,linelaz,linekam,linel2hf,linekerns,lineteamrank,linefluker,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineborn,lineavg,linestd,linemedian,phcover,phwin,lineca
-20.5,-17.5,BYU,Colorado St.,-15.5,-20.36,,-17.5,-34.83,-24.73,-25.387,-19.71,-26.067,-22.2,-34.6,-32.7,-34.3,-19.8,-11.16,-22.32,-9.5,,-17.5,-12.23,-18.0,-20.11,-2.99,,-13.14,-26,-19.62866713,-24.54,,,-27.55976592,0,,-13.11,-23.66,-21.13891178,-6.07,-24.3423,,5.3,-18.5,-24.3,,-33.95,-5,-20.08,-26.57,-15.64,-25.47,,-20.58930644,8.7557376971,-20.74945589,0.4494253469,0.1287610425,-18.0
5.0,5.0,Coastal Carolina,Delaware,-3.0,,,4.5,2.92,7.16,2.893,4.55,14.09,0.1,4.6,4.8,5.7,0.9,-0.08,-2.79,9.5,,3.9,5.34,4.25,4.59,8.34,,2.63,7,8.5903866111,7.42,,,6.5263283044,0,,7.41,13.1,3.766021403,0.48,6.067,,8.5,2.9,9.4,,4.55,4,5.96,5.169,4.95,7.85,,5.1359928735,3.695121694,4.95,0.5023618325,0.6232142111,5.0
10.0,10.0,Stanford,Duke,22.0,15.06,,10.0,18.7,11.06,15.561,14.21,24.32,12.2,12.7,15.1,14.9,15.8,7.41,15.05,14.0,,7.2,12.86,8.92,9.25,20.75,,14.87,17,15.342834934,14.89,,,9.2824590355,0,,21.23,19.78,14.093087074,15.04,17.342,,14.0,13.0,13.9,,18.55,21,16.27,12.589,11.69,21.45,,14.930799501,3.9944290144,14.895,0.584800258,0.8182548485,11.0
7.5,6.5,Florida Intl.,Florida Atlantic,3.5,7.19,,7.0,-0.72,9.71,14.933,-1.11,4.158,4.4,6.9,5.8,6.2,3.5,3.35,3.94,0.01,,5.0,5.87,6.53,7.39,3.94,,1.58,-7,0.3624850332,-1.08,,,8.2577936051,0,,-5.38,0.16,6.613362792,-2.47,-2.811,,-5.9,6.4,6.3,,7.049,-11,4.48,5.532,6.76,22.47,,3.994858985,5.497469888,4.44,0.4572417339,0.5936555458,6.5
44.0,44.5,Western Kentucky,Indiana,31.0,42.97,,44.5,52.99,39.54,31.586,40.97,38.218,26.2,56.6,52.4,58.0,40.9,19.4,39.77,25.5,,33.5,41.05,39.84,40.63,48.1,,50.16,65,43.363481383,45.31,,,45.929044793,0,,40.84,52.52,41.303523677,41.24,52.8504,,53.2,51.0,42.8,,33.0645,61,40.0,64.351,33.7,42.87,,43.122788154,10.097533539,41.271761839,0.4778735543,0.9888620731,44.5
22.5,23.5,Bowling Green,Iowa St.,21.5,,,24.0,37.61,17.83,17.502,24.24,28.51,22.7,34.2,30.9,34.7,28.9,16.0,34.21,17.5,,17.5,21.46,22.61,20.99,22.77,,27.16,26,23.578759751,29.77,,,27.5,0,,23.21,31.22,29.97454929,21.21,32.564,,25.0,29.2,22.5,,29.757,25,26.87,37.541,27.89,33.35,,26.376413758,5.8538328984,26.87,0.5488848202,0.939851019,23.5
3.0,3.5,Georgia Southern,Jacksonville St.,1.5,3.85,,3.0,4.35,2.26,-0.544,2.81,4.572,2.1,0.5,0.3,0.8,-0.2,-1.53,1.3,12.0,,3.3,3.97,3.47,3.63,4.94,,3.36,3,0.887315447,4.57,,,5.9376579569,0,,2.94,6.39,2.680947622,1.11,8.0398,,5.5,1.2,1.7,,2.1,1,-1.54,,4.22,3.43,,2.9433438115,2.6356324435,2.94,0.4902712405,0.5722898849,3.5
-5.5,-5.5,Arizona St.,Kansas,-5.0,,,-5.5,-13.51,-15.42,-1.663,-5.81,-7.161,6.4,-4.9,-5.8,-5.1,-0.4,-10.58,-2.62,-9.5,,-4.6,-6.02,-3.72,-3.28,-10.18,,-4.11,-7,-1.206000675,-3.26,,,2.5917405017,1,,-3.01,-3.79,-5.229062126,-4.94,-5.6296,,-11.3,-6.2,2.9,,-7.896,-2,-5.36,-3.299,-1.18,-0.65,,-4.795457359,4.3190808331,-4.94,0.5121766302,0.385748186,-5.5
19.5,20.5,Tulane,Kansas St.,6.0,,,20.5,6.78,9.91,5.358,17.74,17.327,4.5,18.6,19.1,20.6,17.0,9.59,16.7,0.01,,17.0,8.94,16.36,16.03,-1.72,,26.51,29,15.022992157,11.39,,,21.797984966,0,,15.97,19.48,14.793346039,20.24,18.0599,,4.4,25.3,14.3,,10.5,24,17.48,10.544,17.2,15.67,,14.418195221,6.9515357405,16.03,0.3987933666,0.7965126973,19.5
14.5,14.5,Ball St.,Liberty,11.5,12.55,,14.0,12.02,9.15,10.126,9.03,14.604,-2.3,14.2,14.9,17.8,13.5,-6.36,11.57,17.5,,13.5,10.05,11.82,13.25,5.67,,11.42,11,11.387656246,12.46,,,15.537296846,0,,14.6,19.13,7.3833721796,5.38,17.2223,,21.9,12.6,20.7,,14.6755,9,10.36,11.148,13.21,14.31,,12.065898033,5.3331477012,12.505,0.4583819269,0.7636061735,14.5
9.5,7.5,UAB,Louisiana-Lafayette,12.5,15.23,,8.0,9.78,17.08,12.394,7.81,12.456,9.5,8.0,9.1,9.7,8.0,14.18,8.24,7.5,,7.8,9.22,10.8,9.21,9.35,,13.43,19,13.87441298,7.93,,,19.022854808,0,,8.86,10.35,6.725587506,14.04,10.3479,,-12.2,14.5,9.7,,10.731,16,14.25,5.879,9.73,14.31,,10.482388297,4.9974783603,9.755,0.5511089338,0.7348645472,8.0
2.0,1.5,SMU,Louisville,0.01,1.96,,1.5,0.3,3.98,-1.432,0.27,-4.208,0.7,0.8,0.6,0.3,4.3,-11.6,3.24,-1.0,,0.7,-2.37,1.54,0.34,-6.13,,0.74,2,0.955181803,0.9,,,-1.626533995,0,,-0.14,9.08,1.471580723,0.7,7.9585,,-6.0,2.7,1.5,,2.254,-12,1.03,,4.58,2.75,,0.6254791495,3.6324971019,0.74,0.4848088873,0.5152616939,1.5
-3.0,-3.0,Virginia Tech,Maryland,5.0,-6.59,,-3.0,6.78,-3.82,1.748,1.88,9.205,-0.1,-1.3,-2.1,-1.8,3.3,-6.01,3.69,4.5,,-3.1,-6.07,0.09,0.06,-18.15,,-0.74,-1,-2.856168566,3.6,,,0.8456600198,0,,2.89,1.4,3.772884643,-1.04,4.3555,,10.0,-1.1,-0.9,,2.3485,-2,-0.46,-0.999,2.04,0.37,,0.2563256868,4.8349855423,0.075,0.5558562711,0.5061397369,-2.0
36.5,35.0,UTEP,Michigan,28.0,36.72,,35.0,48.37,31.87,35.047,30.28,31.196,45.1,50.8,48.1,50.9,38.9,19.02,38.81,20.5,,32.0,32.27,36.47,37.65,27.23,,35.94,36,36.935479809,33.03,,,42.845836462,0,,23.44,39.73,32.540457178,27.19,36.4285,,44.1,35.8,38.5,,45.031,11,38.61,47.313,37.71,45.25,,36.727033512,7.8686314437,36.595,0.5286851261,0.980601514,35.0
-6.0,-3.5,Nevada,Middle Tenn.,4.5,-1.64,,-3.5,-4.61,-1.0,5.848,-5.44,-1.765,0.2,-11.4,-9.6,-9.9,-3.3,-6.82,-3.9,7.5,,-4.1,-3.55,-5.21,-3.93,-2.19,,-9.94,-19,-6.825486945,-4.57,,,-7.599211483,0,,1.67,-3.7,3.073227391,-10.73,-9.0924,,-20.0,0.4,-6.4,,0.7,-2,0.21,-14.129,-6.15,-6.09,,-4.696838711,5.9832736544,-4.335,0.4796457573,0.3913111969,-3.5
26.5,23.5,Akron,Minnesota,17.0,,,23.5,30.41,22.35,21.623,16.7,20.591,19.3,35.8,32.2,34.7,25.6,-7.29,27.66,11.5,,23.5,26.45,25.71,26.1,29.37,,21.58,23,17.879833264,18.87,,,27.117638408,0,,11.16,22.07,13.405957889,16.35,22.6644,,9.0,22.0,22.3,,32.97,3,17.77,20.66,23.06,35.73,,22.077346745,8.3093438716,22.3,0.4765087129,0.8903385369,23.5
-2.5,-3.0,LSU,Mississippi,10.0,-5.61,,-2.5,5.78,3.75,6.679,0.39,4.523,9.6,2.7,1.5,1.5,5.2,0.71,5.98,10.5,,-2.9,-13.97,-0.12,0.51,-28.16,,-7.08,-17,-5.27813479,7.19,,,1.3855196649,0,,-1.26,-1.55,10.720566635,-9.92,3.52,,-6.0,-8.1,1.5,,7.9135,-17,-0.16,13.453,3.63,4.79,,0.4293803029,8.2942878731,1.5,0.5564818657,0.5095333887,-2.5
27.0,27.0,Troy St.,Missouri,13.5,29.96,,27.0,24.46,17.21,19.947,20.67,25.49,17.6,34.7,33.7,35.7,24.2,11.89,28.48,14.5,,23.5,20.63,26.73,26.82,13.51,,24.62,30,25.074205698,25.9,,,33.56785167,0,,16.12,30.71,23.025343111,,28.0935,,26.0,30.2,28.8,,26.9815,17,26.76,31.993,24.99,28.93,,24.998983797,6.2228752796,25.9,0.4660857406,0.9280120545,27.0
-3.5,-4.0,Marshall,Missouri St.,-4.5,-2.65,,-4.0,7.78,-3.28,1.136,0.8,5.112,7.7,-4.2,-4.9,-5.8,-1.1,-0.52,-4.22,9.5,,-3.3,-0.91,-0.79,-3.56,1.31,,1.34,4,4.6891536712,1.92,,,-0.489677186,0,,3.88,5.21,5.845655004,1.15,-3.1971,,-18.3,0.4,-6.0,,-3.703,6,2.86,-1.742,-4.14,-2.35,,-0.395236013,5.0451998929,-0.655,0.5616692877,0.4905687139,-3.5
3.5,3.5,Colorado,Northwestern,3.0,7.93,,3.5,15.36,12.9,4.151,4.45,3.316,10.0,9.2,9.3,8.5,6.4,1.33,4.25,11.5,,3.7,4.08,10.19,16.32,-4.42,,5.38,3,-0.072945951,8.67,,,11.256738985,0,,3.71,6.43,10.511084676,4.4,7.6012,,1.0,2.4,5.6,,15.4,-2,0.74,,3.7,9.21,,6.4971102084,4.6361222841,5.6,0.5515255692,0.652263735,3.5
29.5,29.5,Michigan St.,Notre Dame,23.5,28.21,,29.5,36.83,29.9,21.689,20.0,23.102,17.7,33.7,33.9,36.2,27.2,16.69,27.32,33.0,,24.5,23.88,23.83,25.64,24.21,,27.09,25,27.805100489,28.06,,,31.110634047,0,,29.27,26.46,23.352007392,18.93,23.1258,,27.1,30.9,27.8,,27.657,14,27.48,28.572,24.16,24.17,,26.553777419,4.6555833329,27.095,0.449353025,0.9451222474,29.0
52.5,52.5,Kent,Ohio St.,35.5,,,52.5,52.07,34.28,34.664,43.33,35.555,49.0,58.7,57.7,61.3,55.1,18.29,49.54,30.5,,41.0,36.18,49.01,49.51,25.46,,55.62,57,56.460298844,50.84,,,61.220129038,0,,42.68,49.57,37.736662382,41.04,60.9233,,72.6,58.6,51.9,,47.936,25,46.46,52.319,51.09,48.99,,47.558767304,11.237287182,49.51,0.4225879824,0.9926324646,52.5
21.5,21.5,New Mexico,Oklahoma,13.5,18.7,,21.5,20.76,19.99,13.726,13.7,18.45,19.3,27.7,28.0,27.5,22.7,5.73,25.12,11.0,,24.5,16.83,22.62,24.14,7.82,,16.33,9,18.451860733,18.66,,,20.841869144,0,,14.15,16.82,9.457442436,13.31,20.556,,21.8,18.8,19.6,,26.95,-13,13.47,11.913,21.11,18.05,,18.185688745,5.7135295034,18.68,0.4436364496,0.8586184336,21.0
2.0,3.0,East Carolina,Old Dominion,9.5,4.4,,3.0,4.68,9.01,6.963,1.97,7.381,4.9,1.1,1.6,2.0,0.01,11.82,-1.09,10.0,,2.3,1.81,1.15,2.65,1.15,,-0.07,-2,-0.861712571,0.51,,,4.0079446481,0,,11.69,7.03,4.078534239,0.1,5.3823,,13.7,3.4,7.8,,2.205,13,2.46,5.867,2.9,10.23,,4.2558701662,4.0048201855,3.15,0.5217513254,0.602176788,3.0
39.5,41.0,Buffalo,Penn St.,27.5,,,41.0,44.29,28.56,28.804,30.68,28.927,24.1,47.3,45.1,48.7,38.8,19.57,41.44,13.5,,31.5,34.56,35.87,36.12,34.41,,41.49,46,34.715077287,39.18,,,39.402173424,0,,25.09,39.39,33.207047591,34.94,41.933,,47.3,40.4,33.8,,39.6095,31,38.52,41.052,34.98,41.51,,36.006751305,7.8787071263,36.12,0.4175993903,0.9785817569,40.5
10.0,10.5,Syracuse,Pittsburgh,15.0,,,10.5,17.98,11.33,16.988,14.12,22.328,14.8,13.3,13.3,14.1,17.9,16.72,14.06,22.0,,7.8,10.26,9.3,11.61,10.39,,15.32,23,13.184375193,19.84,,,14.301129228,0,,11.99,24.83,19.639554274,14.37,20.4098,,30.5,13.4,16.0,,21.7,11,17.7,26.398,14.65,22.47,,16.567266451,5.0753578224,15.0,0.6030122755,0.8390374142,11.5
-11.5,-9.5,Western Mich.,Rice,-4.5,-15.76,,-9.5,-15.45,-10.09,-7.908,-12.53,-19.25,2.0,-14.2,-12.6,-16.1,-14.4,-6.19,-8.66,-12.5,,-7.5,-6.99,-6.9,-6.78,-10.73,,-14.65,-19,-13.16919997,-14.01,,,-17.28295205,0,,-9.34,-15.87,-13.03019182,-8.9,-13.7133,,-25.0,-10.7,-16.0,,-10.1325,-14,-12.74,-23.412,-7.79,-9.49,,-12.13863536,5.1829510434,-12.565,0.4548336647,0.2344386748,-9.5
-24.5,-22.0,USC,Rutgers,-19.5,-18.91,,-21.5,-16.37,-19.09,-18.789,-18.28,-28.5,-16.8,-23.7,-26.0,-24.5,-27.0,-12.61,-15.34,-16.5,,-24.0,-15.31,-16.9,-17.67,-13.99,,-26.01,-35,-26.66317369,-20.11,,,-20.76372071,0,,-16.88,-17.63,-14.34268278,-27.3,-22.8427,,-29.2,-25.4,-16.3,,-12.95,-40,-20.56,-27.039,-17.05,-29.21,,-20.92132308,5.4579376853,-19.295,0.5184472381,0.1071342629,-22.0
-27.5,-27.0,North Dakota St.,Sacramento St.,-8.0,-18.17,,-27.5,-29.56,-11.17,-10.515,-17.81,-27.099,-6.8,-24.5,-22.3,-28.8,-9.1,-12.13,-20.0,-14.0,,-24.5,-18.71,-18.89,-16.82,-22.52,,-24.33,-30,-23.64387241,-20.69,,,-24.59118487,0,,-7.82,-29.93,-10.58791413,-23.4,-31.8865,,-26.0,-19.1,-22.9,,-18.2,-23,-20.5,,-24.44,-21.73,,-20.03090463,6.8896075415,-20.69,0.6156642698,0.1243181273,-26.0
-47.5,1.5,James Madison,San Diego St.,-8.5,0.68,,1.5,-2.02,4.49,0.527,-13.32,4.85,0.6,4.8,4.2,4.1,-5.6,-6.41,-6.23,-2.0,,1.3,4.64,2.08,2.48,9.05,,-7.97,-9,3.1416263617,-5.41,,,2.6681722757,0,,-8.06,-3.71,-6.452049313,-0.99,-5.5964,,-9.0,-2.5,-1.3,,-7.0,-24,-2.66,-5.575,-5.78,-7.45,,-2.182280281,5.23594064,-2.26,0.4371287613,0.4482484479,1.5
-7.5,-6.5,Fresno St.,San Jose St.,0.5,-13.46,,-6.5,-15.24,-18.72,-8.942,-4.13,-3.093,-2.3,-14.5,-12.6,-15.1,-7.6,0.96,-6.01,-4.0,,-7.0,-1.99,-4.14,-3.82,1.73,,-5.57,-7,-8.470099819,-9.06,,,-10.63148837,0,,-0.2,2.69,-10.45657295,2.7,-4.024,,2.0,-10.7,-9.5,,-11.949,-1,-6.89,-2.682,-0.3,-6.09,,-6.199688451,5.5538254796,-6.05,0.5051325554,0.3566835428,-6.5
3.5,7.0,Ohio,South Alabama,-1.5,3.96,,7.0,-4.68,5.18,-5.825,-0.36,-5.201,-5.1,0.5,0.8,0.6,0.4,-1.04,3.11,-3.0,,4.3,4.57,3.92,3.07,7.35,,4.4,1,4.354943222,-1.18,,,3.5549857257,0,,5.58,3.04,0.899521186,2.63,0.6458,,7.0,5.1,2.8,,-4.858,5,3.44,3.18,2.89,-2.35,,1.3995065825,3.5369082175,2.715,0.4035864114,0.5341583431,5.5
4.0,4.0,Mississippi St.,South Carolina,5.5,3.06,,4.0,-1.64,5.0,8.034,0.37,-5.925,3.4,9.1,9.0,11.6,4.1,16.02,4.49,3.0,,2.8,0.85,5.32,5.23,-12.22,,1.87,3,5.0733981247,3.62,,,9.3874126566,0,,4.71,4.3,1.030789037,0.06,3.9252,,7.0,2.4,7.7,,12.9535,1,5.62,5.32,8.08,7.51,,4.4907710478,4.8958303116,4.6,0.5084406892,0.6061711642,4.0
-3.0,-3.0,Connecticut,Southern Miss.,-1.0,1.53,,-3.0,0.02,-2.95,-0.097,-5.71,-6.586,-0.5,-5.4,-5.1,-7.3,-1.4,-9.53,-3.62,12.5,,-2.8,4.01,-3.6,-3.52,19.91,,-4.67,-8,7.0420132042,-1.98,,,-4.997981766,0,,-1.89,2.03,0.309334235,0.53,-1.6893,,-9.0,-2.8,-0.8,,-4.956,-3,-1.01,,-4.27,-5.07,,-1.685538766,5.6116454322,-2.8,0.5224406281,0.4602686703,-3.0
20.5,18.5,Arkansas St.,TCU,13.0,19.41,,19.5,24.18,11.59,15.016,17.49,12.041,16.1,25.1,23.3,24.9,22.7,15.65,26.75,14.0,,17.5,17.84,20.2,20.62,15.7,,21.13,10,18.422398253,21.54,,,22.445991524,0,,17.76,16.86,16.638135347,14.73,22.9452,,19.2,22.0,21.3,,25.9,8,16.67,19.923,21.69,23.15,,19.089255924,4.2042463202,19.305,0.5101939701,0.8765979339,18.5
34.5,35.0,Kennesaw St.,Tennessee,25.0,34.24,,34.5,22.46,23.47,28.407,25.76,32.901,16.5,39.9,39.6,41.8,35.4,18.09,38.3,7.5,,30.5,29.71,30.6,33.12,29.03,,34.16,19,32.154004489,24.23,,,44.422117148,0,,21.83,28.77,30.159789457,24.78,31.9859,,24.0,33.6,33.1,,31.4475,9,31.06,39.534,38.39,35.39,,30.007929239,7.6695637547,30.83,0.41738841,0.9551167184,34.5
30.0,30.0,Texas-San Antonio,Texas,22.0,27.74,,30.0,28.05,29.3,18.651,24.19,21.088,26.1,32.0,32.4,32.8,25.8,10.99,26.2,11.5,,26.5,25.47,28.52,30.17,29.98,,31.47,32,37.625466832,17.9,,,33.327423249,0,,18.96,25.19,17.412374952,21.85,31.6579,,29.0,34.3,25.7,,23.9715,13,28.62,28.548,23.43,24.51,,26.18214908,5.9526760579,26.35,0.4353074482,0.938094233,30.0
15.0,16.5,Kentucky,Texas A&M,20.0,16.98,,17.0,29.43,22.14,13.664,17.81,20.864,14.9,23.9,25.6,25.6,16.8,14.23,17.54,21.5,,16.0,12.22,13.12,14.87,9.78,,20.97,29,22.756155369,19.96,,,27.682596256,0,,22.72,25.61,19.258832962,15.15,25.8596,,58.5,25.3,18.8,,15.5085,26,22.8,24.324,17.18,14.99,,20.876781173,7.9981148793,19.98,0.5722301581,0.8791538319,16.5
3.0,2.5,North Texas,Texas St.,-7.5,,,3.0,-13.6,3.66,5.428,-11.43,-18.743,-6.1,-5.1,-3.8,-3.1,-8.6,-12.0,-8.14,-5.0,,2.6,-6.94,1.01,2.26,-27.28,,-10.19,-23,-7.361159702,-16.39,,,6.347987754,0,,-7.16,-7.79,-9.534250293,-8.11,-13.4906,,-21.0,-2.7,-0.1,,-3.5,-16,-5.03,-14.292,-6.85,-0.65,,-7.383108709,7.7008317531,-7.16,0.3398898606,0.3382966867,1.5
9.5,7.5,Houston,Texas Tech,13.0,,,7.5,8.24,4.99,6.307,5.48,20.477,7.4,11.5,11.1,12.3,14.3,15.91,12.2,11.5,,8.5,4.5,9.43,12.09,-1.67,,3.33,9,9.6918844299,19.51,,,15.915563035,0,,9.98,16.92,18.930929948,1.35,19.6663,,9.0,3.4,9.3,,12.236,-16,16.13,20.661,11.6,12.61,,10.994207498,5.4554836973,11.5,0.5595568042,0.7430120504,8.0
3.5,6.0,Temple,Toledo,13.5,8.5,,6.0,9.47,0.69,7.31,10.07,17.053,3.4,0.3,3.1,2.8,14.7,15.97,10.19,22.0,,3.4,0.01,3.16,2.47,-8.99,,7.16,3,7.0304728559,13.37,,,9.0446546555,0,,15.95,4.99,13.430688886,1.42,18.6469,,3.1,8.5,13.3,,12.95,7,5.13,13.747,12.43,7.17,,8.1440188526,6.3540010619,7.905,0.5362775245,0.6824880237,6.0
13.5,14.0,Purdue,UCLA,16.5,17.4,,14.0,13.97,10.6,14.312,11.58,19.28,15.0,12.4,14.9,15.0,9.5,12.02,11.96,10.5,,13.0,13.46,11.13,12.45,17.04,,15.11,14,11.829295998,8.65,,,13.980194448,0,,11.58,15.05,11.276990577,14.25,7.586,,24.0,18.8,11.1,,12.096,12,16.39,14.817,13.75,19.75,,13.84256529,3.2636744228,13.86,0.4972579735,0.8025879933,14.0
27.5,28.0,Utah St.,Utah,23.5,28.92,,28.0,28.75,15.07,32.293,29.75,28.229,22.6,31.7,31.1,33.9,28.2,14.14,30.66,16.5,,24.5,28.12,24.29,27.25,34.92,,31.58,39,25.078234096,28.8,,,31.705825954,0,,25.17,28.73,22.389513289,27.48,28.82,,28.5,27.4,22.2,,29.0815,41,31.67,28.826,22.37,34.03,,27.55850193,5.2285889023,28.615,0.4924303029,0.9498099951,28.0
4.5,3.0,NC St.,Vanderbilt,8.0,2.92,,3.0,5.76,1.51,7.544,-0.56,9.967,3.5,7.4,7.7,10.4,8.1,11.11,4.77,15.5,,3.2,0.44,3.43,7.13,-17.25,,0.47,7,6.857124169,11.84,,,6.0657290653,0,,4.85,13.61,10.633478498,6.95,15.8144,,28.0,-2.8,10.0,,12.1695,4,8.61,14.429,7.02,14.31,,7.2736903087,6.9378870579,7.265,0.5715231076,0.6621948885,3.5
9.5,10.5,West Va.,Virginia,6.0,13.32,,10.5,23.04,14.26,9.037,11.28,22.503,9.2,12.3,12.9,12.9,10.6,13.14,8.02,18.0,,7.9,11.11,4.86,5.09,38.06,,12.15,26,14.198440569,16.27,,,13.766230464,1,,12.44,23.21,8.108324822,15.39,17.16,,26.0,12.7,14.4,,18.55,4,11.47,18.722,8.54,23.49,,14.63381568,6.8117136337,13.02,0.5693121915,0.8007552053,11.0
