canonical_model_id,model_name,predictions,bets,wins,losses,pushes,units,mae,bias,ats_pct,roi,wilson_low,seasons,rank,pool_rank,fold,line_reference,ranking_method,incremental_corr,incremental_gamma,incremental_score,residual_mae
massey,Massey Ratings,1425.0,1382,728.0,654.0,41.0,7.818181818181801,12.977761403508772,-0.18466666666666676,0.5267727930535456,0.005657150374950652,0.5004116688936594,2.0,1.0,1,1,Open,wilson,,,,
linept_round,lineround,1034.0,956,498.0,458.0,31.0,-5.272727272727284,13.359767891682786,0.27852998065764023,0.5209205020920502,-0.005515405096995067,0.4892329689249496,2.0,2.0,2,1,Open,wilson,,,,
linept_bihl,Bihl System,750.0,729,383.0,346.0,21.0,2.181818181818174,13.006906666666664,-0.2236,0.5253772290809328,0.00299289188178076,0.48909024078441676,2.0,3.0,3,1,Open,wilson,,,,
linept_rwp,Laffaye RWP,1311.0,1272,656.0,616.0,38.0,-19.636363636363654,13.747955758962624,0.25489702517162466,0.5157232704402516,-0.015437392795883376,0.4882535234762215,2.0,4.0,4,1,Open,wilson,,,,
keeper,Keeper,1418.0,1376,708.0,668.0,41.0,-24.36363636363638,13.362827926657262,-0.16398448519040898,0.5145348837209303,-0.017706131078224115,0.4881237931628594,2.0,5.0,5,1,Open,wilson,,,,
linept_elo,Beck Elo,1425.0,1382,711.0,671.0,41.0,-24.636363636363654,13.35094035087719,-0.30385263157894743,0.5144717800289436,-0.017826601762925946,0.4881180913018758,2.0,6.0,6,1,Open,wilson,,,,
linept_argh,Argh Ratings,1425.0,1302,668.0,634.0,41.0,-26.727272727272744,13.313157894736841,-0.0412280701754386,0.5130568356374808,-0.02052785923753667,0.48590869667788283,2.0,7.0,7,1,Open,wilson,,,,
linept_how,Howell,1423.0,1339,686.0,653.0,41.0,-29.36363636363638,13.450091356289532,-0.29762473647224175,0.5123226288274833,-0.021929526783895727,0.48555274807823207,2.0,9.0,8,1,Open,wilson,,,,
espn_fpi,ESPN FPI,1425.0,1380,704.0,676.0,41.0,-36.00000000000002,12.69581754385965,-0.28245614035087735,0.5101449275362319,-0.026086956521739146,0.48377858582693767,2.0,10.0,9,1,Open,wilson,,,,
congrove,Congrove Computer Rankings,1424.0,1379,703.0,676.0,41.0,-36.90909090909093,13.401362359550562,0.10431179775280912,0.5097897026831038,-0.026765113059529316,0.483414433639725,2.0,11.0,10,1,Open,wilson,,,,
linept_paynewl,linepaynewl,1425.0,1382,702.0,680.0,41.0,-41.81818181818184,13.980715789473681,0.14008421052631578,0.507959479015919,-0.030259176424154734,0.48161617023822134,2.0,12.0,11,1,Open,wilson,,,,
linept_payne,linepayne,1425.0,1382,701.0,681.0,41.0,-43.72727272727275,13.265887719298245,0.15075789473684206,0.5072358900144718,-0.031640573608735706,0.480894009626604,2.0,13.0,12,1,Open,wilson,,,,
linept_laz,Laz Index,1423.0,1381,698.0,683.0,41.0,-48.454545454545475,13.045172171468728,-0.17560084328882639,0.5054308472121651,-0.03508656441313937,0.4790832566064575,2.0,14.0,13,1,Open,wilson,,,,
linept_loud,Loudsound.org,1408.0,1315,665.0,650.0,40.0,-45.454545454545475,14.417613636363637,0.30113636363636365,0.5057034220532319,-0.03456619426201177,0.4787035986124561,2.0,15.0,14,1,Open,wilson,,,,
dokter_entropy,Dokter Entropy,1424.0,1382,696.0,686.0,41.0,-53.272727272727295,12.690730337078653,-0.39092696629213486,0.5036179450072359,-0.03854755953164059,0.4772840314575398,2.0,16.0,15,1,Open,wilson,,,,
linept_kerns,Stephen Kerns,1425.0,1379,694.0,685.0,41.0,-54.09090909090911,14.026224561403508,0.42268771929824556,0.5032632342277013,-0.03922473465620675,0.4769016173373062,2.0,17.0,16,1,Open,wilson,,,,
linecfbp_professor_sides,Professor Sides,931.0,893,455.0,438.0,27.0,-24.363636363636374,12.87798066595059,-0.036090225563909735,0.509518477043673,-0.027282907462078808,0.47676007274734766,2.0,18.0,17,1,Open,wilson,,,,
linept_bill,Billingsley,1424.0,1383,695.0,688.0,41.0,-56.1818181818182,13.716088483146066,-0.11184691011235953,0.502530730296457,-0.04062315125221851,0.4762089769313904,2.0,19.0,18,1,Open,wilson,,,,
linecfbp_power_rank_free,Power Rank: Free,427.0,418,219.0,199.0,9.0,0.09090909090908506,12.80023419203747,-1.3637002341920377,0.5239234449760766,0.00021748586341886376,0.4760459973027177,1.0,20.0,19,1,Open,wilson,,,,
linept_dunk,Dunkel Index,1256.0,1223,616.0,607.0,33.0,-47.00000000000002,13.381942675159237,-0.40136942675159226,0.5036794766966476,-0.038430089942763715,0.47569024648108876,2.0,21.0,20,1,Open,wilson,,,,
harville,David Harville,1425.0,1382,692.0,690.0,41.0,-60.90909090909093,12.848287719298243,-0.17564210526315788,0.5007235890014472,-0.044073148269964495,0.474397038649562,2.0,23.0,21,1,Open,wilson,,,,
linecfbp_sp,SP+,933.0,894,453.0,441.0,27.0,-29.181818181818194,12.872454448017148,-0.0006430868167204643,0.5067114093959731,-0.03264185478950581,0.4739803182994178,2.0,24.0,22,1,Open,wilson,,,,
linecfbp_cfbwe_average,CFBWE: Average,427.0,417,217.0,200.0,9.0,-2.727272727272733,12.848946135831381,-0.9510538641686181,0.5203836930455635,-0.006540222367560511,0.47246658492026367,1.0,25.0,23,1,Open,wilson,,,,
linept_dwig,DP Dwiggins,1421.0,1322,658.0,664.0,41.0,-65.81818181818183,13.7009148486981,-0.1330049261083744,0.4977307110438729,-0.04978682437078807,0.4708239311634621,2.0,27.0,24,1,Open,wilson,,,,
linecfbp_power_rank,Power Rank,931.0,894,450.0,444.0,27.0,-34.90909090909092,12.779806659505908,-0.07368421052631569,0.5033557046979866,-0.03904820012202564,0.47063677076128385,2.0,29.0,25,1,Open,wilson,,,,
sagarin_predictor,Sagarin Predictor,1425.0,1383,687.0,696.0,41.0,-71.45454545454547,12.977263157894736,-0.32380350877192987,0.4967462039045553,-0.051666338000394406,0.47044069281829554,2.0,30.0,26,1,Open,wilson,,,,
linecfbp_cfb_graphs,CFB Graphs,427.0,413,214.0,199.0,9.0,-4.454545454545459,12.431147540983607,-0.42786885245901635,0.5181598062953995,-0.010785824345146388,0.47002477877619997,1.0,31.0,27,1,Open,wilson,,,,
linecfbp_room44_bets,Room44 Bets,931.0,878,441.0,437.0,27.0,-36.0909090909091,13.654027926960257,-0.3809881847475834,0.5022779043280182,-0.04110581901014704,0.4692676461469549,2.0,33.0,28,1,Open,wilson,,,,
linept_donchess,Donchess Inference,1425.0,1346,667.0,679.0,41.0,-72.63636363636365,12.89320701754386,-0.10621754385964913,0.49554234769687966,-0.05396460894232069,0.4688827927750295,2.0,34.0,29,1,Open,wilson,,,,
teamrankings,TeamRankings.com,1425.0,1368,676.0,692.0,41.0,-77.45454545454547,12.769677192982456,-0.2687789473684211,0.49415204678362573,-0.05661881977671452,0.467711671327715,2.0,35.0,30,1,Open,wilson,,,,
linecfbp_beta_rank,Beta_Rank,933.0,902,451.0,451.0,27.0,-41.000000000000014,13.869239013933548,0.3506966773847802,0.5,-0.04545454545454547,0.467439430035674,2.0,36.0,31,1,Open,wilson,,,,
fei,FEI Projections,1425.0,1372,677.0,695.0,41.0,-79.54545454545456,13.567101754385964,-0.20268070175438604,0.4934402332361516,-0.05797773654916513,0.46704075004710294,2.0,37.0,32,1,Open,wilson,,,,
piratings,Pi-Ratings,1425.0,1373,677.0,696.0,41.0,-80.54545454545456,12.818821052631579,-0.3614035087719297,0.49308084486525855,-0.05866384162087004,0.4666922016398199,2.0,38.0,33,1,Open,wilson,,,,
linecfbp_cfbwe,CFBWE,427.0,416,214.0,202.0,9.0,-7.4545454545454595,12.792974238875876,-0.9053864168618267,0.5144230769230769,-0.01791958041958043,0.46648357678911984,1.0,39.0,34,1,Open,wilson,,,,
linept_pugh,Pugh Ratings,1419.0,1378,679.0,699.0,41.0,-81.72727272727275,13.077033121916841,-0.2065327695560254,0.4927431059506531,-0.05930861591238951,0.4664034035896566,2.0,40.0,35,1,Open,wilson,,,,
linept_pig,Pigskin Index,1425.0,1291,637.0,654.0,41.0,-74.90909090909092,12.9052,-0.35654035087719305,0.49341595662277304,-0.058024082811069654,0.4662039466163928,2.0,41.0,36,1,Open,wilson,,,,
linept_curry,Daniel Curry Index,1425.0,1383,681.0,702.0,41.0,-82.90909090909093,13.542533333333333,-0.2142807017543859,0.4924078091106291,-0.059948728061526346,0.4661167848671192,2.0,42.0,37,1,Open,wilson,,,,
linept_fox,linefox,1417.0,1295,638.0,657.0,41.0,-77.00000000000003,13.112971065631617,-0.3958645024700071,0.49266409266409267,-0.059459459459459484,0.4654967781727067,2.0,43.0,38,1,Open,wilson,,,,
linecfbp_tshoe_index,TShoe Index,427.0,407,209.0,198.0,9.0,-8.000000000000005,12.795550351288055,-0.5838407494145197,0.5135135135135135,-0.01965601965601967,0.46505638265025157,1.0,44.0,39,1,Open,wilson,,,,
linept_pfz,PerformanZ Ratings,1425.0,1384,678.0,706.0,41.0,-89.63636363636365,14.073417543859652,0.03541052631578946,0.48988439306358383,-0.06476615869679454,0.46361216428149216,2.0,45.0,40,1,Open,wilson,,,,
linecfbp_cfbwe_margin,CFBWE: Margin,427.0,417,213.0,204.0,9.0,-10.363636363636369,13.033723653395784,-1.1030444964871196,0.5107913669064749,-0.024852844996729902,0.46293349315681864,1.0,46.0,41,1,Open,wilson,,,,
linept_talis,Talisman Red,1373.0,1332,652.0,680.0,40.0,-87.2727272727273,13.206270939548435,-0.35139839766933717,0.4894894894894895,-0.06552006552006553,0.462712916669311,2.0,47.0,42,1,Open,wilson,,,,
linept_log,Logistic Regression,631.0,612,307.0,305.0,19.0,-25.90909090909092,15.14657686212361,0.2535182250396196,0.5016339869281046,-0.04233511586452765,0.46213432231375523,2.0,48.0,43,1,Open,wilson,,,,
moore_ratings,Moore Power Ratings,1425.0,1383,675.0,708.0,41.0,-94.36363636363639,13.319291228070174,-0.3483859649122807,0.4880694143167028,-0.06823111812265827,0.461794853321868,2.0,49.0,44,1,Open,wilson,,,,
sagarin_golden_mean,Sagarin Golden Mean,1425.0,1383,674.0,709.0,41.0,-96.2727272727273,13.02618947368421,-0.3090245614035087,0.48734634851771513,-0.06961151646618026,0.46107472361208396,2.0,50.0,45,1,Open,wilson,,,,
linecfbp_cfbwe_rounded,CFBWE: Rounded,427.0,394,201.0,193.0,9.0,-10.272727272727277,12.822014051522249,-0.9156908665105387,0.5101522842639594,-0.0260729118597139,0.4609324421444432,1.0,51.0,46,1,Open,wilson,,,,
piratings_bias,PI-Rate Bias,1425.0,1375,668.0,707.0,41.0,-99.72727272727275,12.83114385964912,-0.4662035087719298,0.4858181818181818,-0.07252892561983472,0.4594769720032569,2.0,52.0,47,1,Open,wilson,,,,
piratings_mean,Pi-Ratings Mean,1425.0,1371,666.0,705.0,41.0,-99.54545454545456,12.754000000000001,-0.38619649122807026,0.48577680525164113,-0.07260791724686692,0.4593975393823599,2.0,53.0,48,1,Open,wilson,,,,
linept_born,Born Power Index,1425.0,1384,672.0,712.0,41.0,-101.09090909090911,13.331508771929826,-0.22843508771929824,0.48554913294797686,-0.07304256437204415,0.45929449332185995,2.0,54.0,49,1,Open,wilson,,,,
linept_kam,Edward Kambour,1423.0,1382,667.0,715.0,41.0,-108.63636363636365,12.979739985945185,-0.5212157413914266,0.48263386396526775,-0.0786080778844889,0.456373268440376,2.0,55.0,50,1,Open,wilson,,,,
sagarin_recent,Sagarin Recent,1425.0,1382,666.0,716.0,41.0,-110.54545454545456,13.1684,-0.11327017543859663,0.48191027496382055,-0.07998947506906987,0.45565303301862364,2.0,56.0,51,1,Open,wilson,,,,
linecfbp_jp,JP+,427.0,414,208.0,206.0,9.0,-16.909090909090914,13.153629976580795,-0.6266978922716628,0.5024154589371981,-0.040843214756258246,0.45445222783994105,1.0,57.0,52,1,Open,wilson,,,,
linept_paynep,linepaynep,1425.0,1382,664.0,718.0,41.0,-114.36363636363639,13.581873684210525,0.11498245614035077,0.4804630969609262,-0.08275226943823183,0.4542127274455891,2.0,58.0,53,1,Open,wilson,,,,
linecfbp_dratings,DRatings,933.0,881,428.0,453.0,27.0,-63.90909090909092,13.293569131832799,-0.10878885316184339,0.4858115777525539,-0.07254153338148799,0.4529416995040325,2.0,59.0,54,1,Open,wilson,,,,
linecfbp_cfb_professor,CFB Professor,931.0,897,435.0,462.0,27.0,-66.54545454545456,13.319011815252416,0.09752953813104166,0.48494983277591974,-0.07418668288233507,0.4523779362999165,2.0,60.0,55,1,Open,wilson,,,,
linecfbp_wilson_ratings,Wilson Ratings,933.0,896,434.0,462.0,27.0,-67.45454545454547,13.295819935691318,-0.16720257234726688,0.484375,-0.07528409090909093,0.45178864717639844,2.0,61.0,56,1,Open,wilson,,,,
sagarin,Sagarin Ratings,1425.0,1383,658.0,725.0,41.0,-126.81818181818184,12.887950877192983,-0.28977543859649113,0.4757772957339118,-0.09169788996253206,0.4495601241555712,2.0,62.0,57,1,Open,wilson,,,,
linept_clean,Cleanup Hitter,1425.0,1350,639.0,711.0,41.0,-130.09090909090912,14.175101754385965,-0.00036491228070174164,0.47333333333333333,-0.09636363636363639,0.4468129325201635,2.0,63.0,58,1,Open,wilson,,,,
linecfbp_cfbwe_talent,CFBWE: Talent,427.0,414,202.0,212.0,9.0,-28.36363636363637,13.85128805620609,-0.8957845433255269,0.48792270531400966,-0.06851119894598157,0.44010601926280696,1.0,64.0,59,1,Open,wilson,,,,
linept_cather,linecather,805.0,763,351.0,412.0,19.0,-92.90909090909092,13.457142857142857,-0.09813664596273292,0.4600262123197903,-0.12176814011676398,0.4249504113109016,2.0,65.0,60,1,Open,wilson,,,,
linecfbp_cfb_graphs,CFB Graphs,427.0,413,214.0,199.0,9.0,-4.454545454545459,12.431147540983607,-0.42786885245901635,0.5181598062953995,-0.010785824345146388,0.47002477877619997,1.0,31.0,1,1,Open,mae,,,,
dokter_entropy,Dokter Entropy,1424.0,1382,696.0,686.0,41.0,-53.272727272727295,12.690730337078653,-0.39092696629213486,0.5036179450072359,-0.03854755953164059,0.4772840314575398,2.0,16.0,2,1,Open,mae,,,,
espn_fpi,ESPN FPI,1425.0,1380,704.0,676.0,41.0,-36.00000000000002,12.69581754385965,-0.28245614035087735,0.5101449275362319,-0.026086956521739146,0.48377858582693767,2.0,10.0,3,1,Open,mae,,,,
piratings_mean,Pi-Ratings Mean,1425.0,1371,666.0,705.0,41.0,-99.54545454545456,12.754000000000001,-0.38619649122807026,0.48577680525164113,-0.07260791724686692,0.4593975393823599,2.0,53.0,4,1,Open,mae,,,,
teamrankings,TeamRankings.com,1425.0,1368,676.0,692.0,41.0,-77.45454545454547,12.769677192982456,-0.2687789473684211,0.49415204678362573,-0.05661881977671452,0.467711671327715,2.0,35.0,5,1,Open,mae,,,,
linecfbp_power_rank,Power Rank,931.0,894,450.0,444.0,27.0,-34.90909090909092,12.779806659505908,-0.07368421052631569,0.5033557046979866,-0.03904820012202564,0.47063677076128385,2.0,29.0,6,1,Open,mae,,,,
linecfbp_cfbwe,CFBWE,427.0,416,214.0,202.0,9.0,-7.4545454545454595,12.792974238875876,-0.9053864168618267,0.5144230769230769,-0.01791958041958043,0.46648357678911984,1.0,39.0,7,1,Open,mae,,,,
linecfbp_tshoe_index,TShoe Index,427.0,407,209.0,198.0,9.0,-8.000000000000005,12.795550351288055,-0.5838407494145197,0.5135135135135135,-0.01965601965601967,0.46505638265025157,1.0,44.0,8,1,Open,mae,,,,
linecfbp_power_rank_free,Power Rank: Free,427.0,418,219.0,199.0,9.0,0.09090909090908506,12.80023419203747,-1.3637002341920377,0.5239234449760766,0.00021748586341886376,0.4760459973027177,1.0,20.0,9,1,Open,mae,,,,
piratings,Pi-Ratings,1425.0,1373,677.0,696.0,41.0,-80.54545454545456,12.818821052631579,-0.3614035087719297,0.49308084486525855,-0.05866384162087004,0.4666922016398199,2.0,38.0,10,1,Open,mae,,,,
linecfbp_cfbwe_rounded,CFBWE: Rounded,427.0,394,201.0,193.0,9.0,-10.272727272727277,12.822014051522249,-0.9156908665105387,0.5101522842639594,-0.0260729118597139,0.4609324421444432,1.0,51.0,11,1,Open,mae,,,,
piratings_bias,PI-Rate Bias,1425.0,1375,668.0,707.0,41.0,-99.72727272727275,12.83114385964912,-0.4662035087719298,0.4858181818181818,-0.07252892561983472,0.4594769720032569,2.0,52.0,12,1,Open,mae,,,,
harville,David Harville,1425.0,1382,692.0,690.0,41.0,-60.90909090909093,12.848287719298243,-0.17564210526315788,0.5007235890014472,-0.044073148269964495,0.474397038649562,2.0,23.0,13,1,Open,mae,,,,
linecfbp_cfbwe_average,CFBWE: Average,427.0,417,217.0,200.0,9.0,-2.727272727272733,12.848946135831381,-0.9510538641686181,0.5203836930455635,-0.006540222367560511,0.47246658492026367,1.0,25.0,14,1,Open,mae,,,,
linecfbp_sp,SP+,933.0,894,453.0,441.0,27.0,-29.181818181818194,12.872454448017148,-0.0006430868167204643,0.5067114093959731,-0.03264185478950581,0.4739803182994178,2.0,24.0,15,1,Open,mae,,,,
linecfbp_professor_sides,Professor Sides,931.0,893,455.0,438.0,27.0,-24.363636363636374,12.87798066595059,-0.036090225563909735,0.509518477043673,-0.027282907462078808,0.47676007274734766,2.0,18.0,16,1,Open,mae,,,,
sagarin,Sagarin Ratings,1425.0,1383,658.0,725.0,41.0,-126.81818181818184,12.887950877192983,-0.28977543859649113,0.4757772957339118,-0.09169788996253206,0.4495601241555712,2.0,62.0,17,1,Open,mae,,,,
linept_donchess,Donchess Inference,1425.0,1346,667.0,679.0,41.0,-72.63636363636365,12.89320701754386,-0.10621754385964913,0.49554234769687966,-0.05396460894232069,0.4688827927750295,2.0,34.0,18,1,Open,mae,,,,
linept_pig,Pigskin Index,1425.0,1291,637.0,654.0,41.0,-74.90909090909092,12.9052,-0.35654035087719305,0.49341595662277304,-0.058024082811069654,0.4662039466163928,2.0,41.0,19,1,Open,mae,,,,
sagarin_predictor,Sagarin Predictor,1425.0,1383,687.0,696.0,41.0,-71.45454545454547,12.977263157894736,-0.32380350877192987,0.4967462039045553,-0.051666338000394406,0.47044069281829554,2.0,30.0,20,1,Open,mae,,,,
massey,Massey Ratings,1425.0,1382,728.0,654.0,41.0,7.818181818181801,12.977761403508772,-0.18466666666666676,0.5267727930535456,0.005657150374950652,0.5004116688936594,2.0,1.0,21,1,Open,mae,,,,
linept_kam,Edward Kambour,1423.0,1382,667.0,715.0,41.0,-108.63636363636365,12.979739985945185,-0.5212157413914266,0.48263386396526775,-0.0786080778844889,0.456373268440376,2.0,55.0,22,1,Open,mae,,,,
linept_bihl,Bihl System,750.0,729,383.0,346.0,21.0,2.181818181818174,13.006906666666664,-0.2236,0.5253772290809328,0.00299289188178076,0.48909024078441676,2.0,3.0,23,1,Open,mae,,,,
sagarin_golden_mean,Sagarin Golden Mean,1425.0,1383,674.0,709.0,41.0,-96.2727272727273,13.02618947368421,-0.3090245614035087,0.48734634851771513,-0.06961151646618026,0.46107472361208396,2.0,50.0,24,1,Open,mae,,,,
linecfbp_cfbwe_margin,CFBWE: Margin,427.0,417,213.0,204.0,9.0,-10.363636363636369,13.033723653395784,-1.1030444964871196,0.5107913669064749,-0.024852844996729902,0.46293349315681864,1.0,46.0,25,1,Open,mae,,,,
linept_laz,Laz Index,1423.0,1381,698.0,683.0,41.0,-48.454545454545475,13.045172171468728,-0.17560084328882639,0.5054308472121651,-0.03508656441313937,0.4790832566064575,2.0,14.0,26,1,Open,mae,,,,
linept_pugh,Pugh Ratings,1419.0,1378,679.0,699.0,41.0,-81.72727272727275,13.077033121916841,-0.2065327695560254,0.4927431059506531,-0.05930861591238951,0.4664034035896566,2.0,40.0,27,1,Open,mae,,,,
linept_fox,linefox,1417.0,1295,638.0,657.0,41.0,-77.00000000000003,13.112971065631617,-0.3958645024700071,0.49266409266409267,-0.059459459459459484,0.4654967781727067,2.0,43.0,28,1,Open,mae,,,,
linecfbp_jp,JP+,427.0,414,208.0,206.0,9.0,-16.909090909090914,13.153629976580795,-0.6266978922716628,0.5024154589371981,-0.040843214756258246,0.45445222783994105,1.0,57.0,29,1,Open,mae,,,,
sagarin_recent,Sagarin Recent,1425.0,1382,666.0,716.0,41.0,-110.54545454545456,13.1684,-0.11327017543859663,0.48191027496382055,-0.07998947506906987,0.45565303301862364,2.0,56.0,30,1,Open,mae,,,,
linept_talis,Talisman Red,1373.0,1332,652.0,680.0,40.0,-87.2727272727273,13.206270939548435,-0.35139839766933717,0.4894894894894895,-0.06552006552006553,0.462712916669311,2.0,47.0,31,1,Open,mae,,,,
linept_payne,linepayne,1425.0,1382,701.0,681.0,41.0,-43.72727272727275,13.265887719298245,0.15075789473684206,0.5072358900144718,-0.031640573608735706,0.480894009626604,2.0,13.0,32,1,Open,mae,,,,
linecfbp_dratings,DRatings,933.0,881,428.0,453.0,27.0,-63.90909090909092,13.293569131832799,-0.10878885316184339,0.4858115777525539,-0.07254153338148799,0.4529416995040325,2.0,59.0,33,1,Open,mae,,,,
linecfbp_wilson_ratings,Wilson Ratings,933.0,896,434.0,462.0,27.0,-67.45454545454547,13.295819935691318,-0.16720257234726688,0.484375,-0.07528409090909093,0.45178864717639844,2.0,61.0,34,1,Open,mae,,,,
linept_argh,Argh Ratings,1425.0,1302,668.0,634.0,41.0,-26.727272727272744,13.313157894736841,-0.0412280701754386,0.5130568356374808,-0.02052785923753667,0.48590869667788283,2.0,7.0,35,1,Open,mae,,,,
linecfbp_cfb_professor,CFB Professor,931.0,897,435.0,462.0,27.0,-66.54545454545456,13.319011815252416,0.09752953813104166,0.48494983277591974,-0.07418668288233507,0.4523779362999165,2.0,60.0,36,1,Open,mae,,,,
moore_ratings,Moore Power Ratings,1425.0,1383,675.0,708.0,41.0,-94.36363636363639,13.319291228070174,-0.3483859649122807,0.4880694143167028,-0.06823111812265827,0.461794853321868,2.0,49.0,37,1,Open,mae,,,,
linept_born,Born Power Index,1425.0,1384,672.0,712.0,41.0,-101.09090909090911,13.331508771929826,-0.22843508771929824,0.48554913294797686,-0.07304256437204415,0.45929449332185995,2.0,54.0,38,1,Open,mae,,,,
linept_elo,Beck Elo,1425.0,1382,711.0,671.0,41.0,-24.636363636363654,13.35094035087719,-0.30385263157894743,0.5144717800289436,-0.017826601762925946,0.4881180913018758,2.0,6.0,39,1,Open,mae,,,,
linept_round,lineround,1034.0,956,498.0,458.0,31.0,-5.272727272727284,13.359767891682786,0.27852998065764023,0.5209205020920502,-0.005515405096995067,0.4892329689249496,2.0,2.0,40,1,Open,mae,,,,
keeper,Keeper,1418.0,1376,708.0,668.0,41.0,-24.36363636363638,13.362827926657262,-0.16398448519040898,0.5145348837209303,-0.017706131078224115,0.4881237931628594,2.0,5.0,41,1,Open,mae,,,,
linept_dunk,Dunkel Index,1256.0,1223,616.0,607.0,33.0,-47.00000000000002,13.381942675159237,-0.40136942675159226,0.5036794766966476,-0.038430089942763715,0.47569024648108876,2.0,21.0,42,1,Open,mae,,,,
congrove,Congrove Computer Rankings,1424.0,1379,703.0,676.0,41.0,-36.90909090909093,13.401362359550562,0.10431179775280912,0.5097897026831038,-0.026765113059529316,0.483414433639725,2.0,11.0,43,1,Open,mae,,,,
linept_how,Howell,1423.0,1339,686.0,653.0,41.0,-29.36363636363638,13.450091356289532,-0.29762473647224175,0.5123226288274833,-0.021929526783895727,0.48555274807823207,2.0,9.0,44,1,Open,mae,,,,
linept_cather,linecather,805.0,763,351.0,412.0,19.0,-92.90909090909092,13.457142857142857,-0.09813664596273292,0.4600262123197903,-0.12176814011676398,0.4249504113109016,2.0,65.0,45,1,Open,mae,,,,
linept_curry,Daniel Curry Index,1425.0,1383,681.0,702.0,41.0,-82.90909090909093,13.542533333333333,-0.2142807017543859,0.4924078091106291,-0.059948728061526346,0.4661167848671192,2.0,42.0,46,1,Open,mae,,,,
fei,FEI Projections,1425.0,1372,677.0,695.0,41.0,-79.54545454545456,13.567101754385964,-0.20268070175438604,0.4934402332361516,-0.05797773654916513,0.46704075004710294,2.0,37.0,47,1,Open,mae,,,,
linept_paynep,linepaynep,1425.0,1382,664.0,718.0,41.0,-114.36363636363639,13.581873684210525,0.11498245614035077,0.4804630969609262,-0.08275226943823183,0.4542127274455891,2.0,58.0,48,1,Open,mae,,,,
linecfbp_room44_bets,Room44 Bets,931.0,878,441.0,437.0,27.0,-36.0909090909091,13.654027926960257,-0.3809881847475834,0.5022779043280182,-0.04110581901014704,0.4692676461469549,2.0,33.0,49,1,Open,mae,,,,
linept_dwig,DP Dwiggins,1421.0,1322,658.0,664.0,41.0,-65.81818181818183,13.7009148486981,-0.1330049261083744,0.4977307110438729,-0.04978682437078807,0.4708239311634621,2.0,27.0,50,1,Open,mae,,,,
linept_bill,Billingsley,1424.0,1383,695.0,688.0,41.0,-56.1818181818182,13.716088483146066,-0.11184691011235953,0.502530730296457,-0.04062315125221851,0.4762089769313904,2.0,19.0,51,1,Open,mae,,,,
linept_rwp,Laffaye RWP,1311.0,1272,656.0,616.0,38.0,-19.636363636363654,13.747955758962624,0.25489702517162466,0.5157232704402516,-0.015437392795883376,0.4882535234762215,2.0,4.0,52,1,Open,mae,,,,
linecfbp_cfbwe_talent,CFBWE: Talent,427.0,414,202.0,212.0,9.0,-28.36363636363637,13.85128805620609,-0.8957845433255269,0.48792270531400966,-0.06851119894598157,0.44010601926280696,1.0,64.0,53,1,Open,mae,,,,
linecfbp_beta_rank,Beta_Rank,933.0,902,451.0,451.0,27.0,-41.000000000000014,13.869239013933548,0.3506966773847802,0.5,-0.04545454545454547,0.467439430035674,2.0,36.0,54,1,Open,mae,,,,
linept_paynewl,linepaynewl,1425.0,1382,702.0,680.0,41.0,-41.81818181818184,13.980715789473681,0.14008421052631578,0.507959479015919,-0.030259176424154734,0.48161617023822134,2.0,12.0,55,1,Open,mae,,,,
linept_kerns,Stephen Kerns,1425.0,1379,694.0,685.0,41.0,-54.09090909090911,14.026224561403508,0.42268771929824556,0.5032632342277013,-0.03922473465620675,0.4769016173373062,2.0,17.0,56,1,Open,mae,,,,
linept_pfz,PerformanZ Ratings,1425.0,1384,678.0,706.0,41.0,-89.63636363636365,14.073417543859652,0.03541052631578946,0.48988439306358383,-0.06476615869679454,0.46361216428149216,2.0,45.0,57,1,Open,mae,,,,
linept_clean,Cleanup Hitter,1425.0,1350,639.0,711.0,41.0,-130.09090909090912,14.175101754385965,-0.00036491228070174164,0.47333333333333333,-0.09636363636363639,0.4468129325201635,2.0,63.0,58,1,Open,mae,,,,
linept_loud,Loudsound.org,1408.0,1315,665.0,650.0,40.0,-45.454545454545475,14.417613636363637,0.30113636363636365,0.5057034220532319,-0.03456619426201177,0.4787035986124561,2.0,15.0,59,1,Open,mae,,,,
linept_log,Logistic Regression,631.0,612,307.0,305.0,19.0,-25.90909090909092,15.14657686212361,0.2535182250396196,0.5016339869281046,-0.04233511586452765,0.46213432231375523,2.0,48.0,60,1,Open,mae,,,,
linecfbp_cfb_graphs,,,427,,,,,,,,,,,,1,1,Open,incremental,0.08977741189877417,0.40403593772049484,0.08494187227462473,12.431147540983607
linecfbp_sp,,,933,,,,,,,,,,,,2,1,Open,incremental,0.0678663103827758,0.24824236182825127,0.06611778591822758,12.872454448017148
linecfbp_power_rank,,,931,,,,,,,,,,,,3,1,Open,incremental,0.05674046883493629,0.27323768676790106,0.05527557344370546,12.779806659505908
dokter_entropy,,,1424,,,,,,,,,,,,4,1,Open,incremental,0.05331875202096502,0.21541770541229968,0.05240662943133154,12.690730337078652
piratings,,,1425,,,,,,,,,,,,5,1,Open,incremental,0.047485401152398285,0.15868579476395775,0.04667362507637636,12.818821052631579
piratings_mean,,,1425,,,,,,,,,,,,6,1,Open,incremental,0.044528400472129324,0.16881025786084874,0.04376717514119469,12.753999999999998
