fold,ranking_method,top_n,top_n_label,line_reference,market_intercept,market_beta,signal_intercept,signal_market_beta,gamma,train_games,selected_models
2,wilson,10,10,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.16405007073668462,0.9656574306568293,-0.050410871090838416,1695,10
2,wilson,15,15,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.16202256294122502,0.9554042096932729,-0.11880854551491454,1695,15
2,wilson,20,20,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.16195231759165507,0.9492546897389107,-0.17126929644676525,1695,20
2,wilson,25,25,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.16560743632699254,0.9443507710897626,-0.19153053376443635,1695,25
2,wilson,35,35,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15682426276424713,0.9460634089210814,-0.1987619355135049,1695,35
2,wilson,999,All,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15385644563186815,0.9458398565403717,-0.2454884897061874,1695,58
2,mae,3,3,Close (PT Updated/final),-0.5659329206424909,1.0074640262612573,-0.38640945806011434,1.0221654770301742,0.3548795299189407,112,3
2,mae,5,5,Close (PT Updated/final),-0.5659329206424909,1.0074640262612573,-0.6329926357998152,0.9974020377640587,-0.1844058424523462,112,5
2,mae,8,8,Close (PT Updated/final),0.16411692549858803,0.9685015355223671,0.1636330768262211,0.9683175892627268,-0.003962842154581203,1694,8
2,mae,10,10,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15225360832102403,0.9668493564260298,-0.05737583895824305,1695,10
2,mae,15,15,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15594226667272507,0.9678568713980623,-0.01821208190907958,1695,15
2,mae,20,20,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.14752655869171988,0.965081577974764,-0.090687998976341,1695,20
2,mae,25,25,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.14409536114340077,0.9631293310015993,-0.10482377330420228,1695,25
2,mae,35,35,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.14269576623086763,0.9599028418590643,-0.14705489221952556,1695,35
2,mae,999,All,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15385644563186812,0.9458398565403715,-0.24548848970618722,1695,58
2,incremental,3,3,Close (PT Updated/final),-0.5659329206424909,1.0074640262612573,-0.5643741158711129,1.0082381025937277,0.016890962777503044,112,3
2,incremental,5,5,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15848364211481505,0.9662358632806582,-0.00804666765572043,1695,5
2,incremental,8,8,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.1587769940910422,0.965731877744221,-0.014993191634110475,1695,8
2,incremental,10,10,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15899484531922514,0.9628900874712925,-0.03047337533726327,1695,10
2,incremental,15,15,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15711313683378392,0.96058884248718,-0.052712661843205076,1695,15
2,incremental,20,20,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15787313530923297,0.9576214870231983,-0.0695380370497889,1695,20
2,incremental,25,25,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15491594765880737,0.9494326302879649,-0.11813925647654816,1695,25
2,incremental,35,35,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.15424967743092616,0.9480293202805891,-0.15776949020138176,1695,35
2,incremental,999,All,Close (PT Updated/final),0.15816915748144594,0.9683020577873387,0.1538564456318682,0.9458398565403713,-0.24548848970618703,1695,58
3,wilson,3,3,Open,0.0894731663875958,0.9858083197789531,0.0691279105288725,0.9970378065068858,0.14694604604851724,2025,3
3,wilson,5,5,Open,0.0914655371318653,0.9858711425505888,0.06952757376529357,0.9986656034762066,0.17624698355330226,2026,5
3,wilson,8,8,Open,0.0914655371318653,0.9858711425505888,0.08131276133635487,0.9950945227323384,0.189208222006414,2026,8
3,wilson,10,10,Open,0.0914655371318653,0.9858711425505888,0.07994703215840541,0.9979469762867836,0.1207121042491302,2026,10
3,wilson,15,15,Open,0.0914655371318653,0.9858711425505888,0.08618020279417404,0.9933226070871177,0.09158804348785499,2026,15
3,wilson,20,20,Open,0.0914655371318653,0.9858711425505888,0.08868000196724216,0.9901090285031192,0.03593633873328417,2026,20
3,wilson,25,25,Open,0.0914655371318653,0.9858711425505888,0.08559443257605677,0.9942750091779419,0.07764289292149379,2026,25
3,wilson,35,35,Open,0.0914655371318653,0.9858711425505888,0.08921796354587619,0.9952087853660737,0.09117031549734195,2026,35
3,wilson,999,All,Open,0.0914655371318653,0.9858711425505888,0.08955278744977682,0.9892481416629263,0.050086950990798185,2026,60
3,mae,3,3,Open,0.06962877302543569,1.0263425039004421,0.13098880749272468,1.0327923138325,0.37429141536625987,322,3
3,mae,5,5,Open,0.06962877302543569,1.0263425039004421,0.11934807262830056,1.0342340485719825,0.3858662006413178,322,5
3,mae,8,8,Open,0.250447827772365,0.9700442034809198,0.30880190390834533,0.9837357833742897,0.28208281007630787,844,8
3,mae,10,10,Open,0.09645925589094342,0.9860532215652679,0.13469602101020975,0.9925906013194057,0.36431321788107773,2025,10
3,mae,15,15,Open,0.0914655371318653,0.9858711425505888,0.11111656477477291,0.9888247796041181,0.34915070387827335,2026,15
3,mae,20,20,Open,0.0914655371318653,0.9858711425505888,0.11118080959768903,0.9901661930863697,0.3471997336402364,2026,20
3,mae,25,25,Open,0.0914655371318653,0.9858711425505888,0.11266520072929034,0.990762798798446,0.27214926223603625,2026,25
3,mae,35,35,Open,0.0914655371318653,0.9858711425505888,0.10072338523601582,0.9920449835260192,0.19709805011331058,2026,35
3,mae,999,All,Open,0.0914655371318653,0.9858711425505888,0.08955278744977657,0.9892481416629263,0.05008695099079832,2026,60
3,incremental,3,3,Open,0.06962877302543569,1.0263425039004421,0.10671491735226031,1.0191154756208283,0.4163513728299111,322,3
3,incremental,5,5,Open,-0.007304391264487493,0.9980556456350607,0.0040002549328219,0.9898133352455663,0.3248130752219644,1345,5
3,incremental,8,8,Open,0.0914655371318653,0.9858711425505888,0.09554067821971625,0.9729953795117882,0.3285394729708091,2026,8
3,incremental,10,10,Open,0.0914655371318653,0.9858711425505888,0.08334295166609745,0.9630900333594157,0.36126739364428917,2026,10
3,incremental,15,15,Open,0.0914655371318653,0.9858711425505888,0.10480812571078882,0.9694582418109494,0.3990014340472965,2026,15
3,incremental,20,20,Open,0.0914655371318653,0.9858711425505888,0.10515523216812682,0.9809552403199397,0.37615515738455263,2026,20
3,incremental,25,25,Open,0.0914655371318653,0.9858711425505888,0.09130770103768943,0.9856854785031137,0.3280143516149138,2026,25
3,incremental,35,35,Open,0.0914655371318653,0.9858711425505888,0.08812387618258519,0.9918992978131411,0.24194327697497314,2026,35
3,incremental,999,All,Open,0.0914655371318653,0.9858711425505888,0.08955278744977674,0.9892481416629274,0.050086950990797435,2026,60
3,wilson,3,3,Midweek,0.007512198845504147,0.96859139745322,0.009888212092534475,0.9689717119615227,0.035329252879598705,2026,3
3,wilson,5,5,Midweek,0.007512198845504147,0.96859139745322,0.006605659742742409,0.9689287303391457,0.019675258798748818,2026,5
3,wilson,8,8,Midweek,0.007512198845504147,0.96859139745322,0.009008954645023865,0.9646656057862651,-0.04294203785713696,2026,8
3,wilson,10,10,Midweek,0.007512198845504147,0.96859139745322,0.009991927301485076,0.9628421404666542,-0.060175799672487595,2026,10
3,wilson,15,15,Midweek,0.007512198845504147,0.96859139745322,0.008306905998412967,0.9662445547990184,-0.028266098311517912,2026,15
3,wilson,20,20,Midweek,0.007512198845504147,0.96859139745322,0.007392099151777252,0.9681661420764301,-0.006891855650256464,2026,20
3,wilson,25,25,Midweek,0.007512198845504147,0.96859139745322,0.00578956568439258,0.9665637732819143,-0.02932972335132164,2026,25
3,wilson,35,35,Midweek,0.007512198845504147,0.96859139745322,0.0007786919703938078,0.9611606916654784,-0.08552508427566863,2026,35
3,wilson,999,All,Midweek,0.007512198845504147,0.96859139745322,0.0003909067118398285,0.9537900869783695,-0.1689655471137413,2026,60
3,mae,3,3,Midweek,-0.11573156080949139,1.015624229390817,-0.03360636284354557,1.0229344794494022,0.24103813372760485,322,3
3,mae,5,5,Midweek,-0.11573156080949139,1.015624229390817,-0.03925328570121314,1.02433419476401,0.2509561301772729,322,5
3,mae,8,8,Midweek,0.19989004553344733,0.9592615557117457,0.2176170791569346,0.9639827438315514,0.06938311719320112,844,8
3,mae,10,10,Midweek,0.012386519157260398,0.9687592731377026,0.0436086866847605,0.9753455019968295,0.1644324388157723,2025,10
3,mae,15,15,Midweek,0.007512198845504147,0.96859139745322,0.021176203215423475,0.9714269807810941,0.09651864860833614,2026,15
3,mae,20,20,Midweek,0.007512198845504147,0.96859139745322,0.022230856162091965,0.9721397588900095,0.10366814833497467,2026,20
3,mae,25,25,Midweek,0.007512198845504147,0.96859139745322,0.013245990666919954,0.9700070433638347,0.03523695860809367,2026,25
3,mae,35,35,Midweek,0.007512198845504147,0.96859139745322,0.0046656797120558325,0.9674281088221118,-0.021781394892173123,2026,35
