model_a,model_b,model_a_name,model_b_name,n_common,meets_min_common,prediction_correlation,edge_correlation,error_correlation,same_side_rate,mean_absolute_prediction_difference,mean_absolute_edge_difference,a_lower_error_rate,b_lower_error_rate,a_only_ats_correct,b_only_ats_correct
linecfbp_power_rank,linept_born,Power Rank,Born Power Index,2085,True,0.9295654477266151,0.10775302081032437,0.9178803707156848,0.5220552593310712,5.201227817745803,5.237410071942446,0.5456292026897214,0.4543707973102786,508,478
linecfbp_sportsratings,linept_pig,SportsRatings,Pigskin Index,238,True,0.9142737812503574,0.10747294182359321,0.868200769808531,0.5394736842105263,6.332016806722689,6.334957983193276,0.43037974683544306,0.569620253164557,57,51
keeper,linecfbp_cfb_graphs,Keeper,CFB Graphs,2126,True,0.9022885218260003,0.1073539198828395,0.889115251662542,0.5302525011910434,6.015150517403574,6.090333960489181,0.48539114043355325,0.5146088595664468,514,484
linecfbp_sportsratings,linecfbp_wilson_ratings,SportsRatings,Wilson Ratings,550,True,0.9257834305811234,0.10725719819133045,0.884313272761807,0.5341959334565619,5.760181818181818,5.7601818181818185,0.45871559633027525,0.5412844036697247,133,117
linecfbp_jp,linept_born,JP+,Born Power Index,1578,True,0.8836497445793197,0.10725283592373773,0.8841441377634612,0.5246636771300448,6.184328263624841,6.2275475285171105,0.527584020291693,0.4724159797083069,398,349
linecfbp_cfb_graphs,linecfbp_matt_grissom,CFB Graphs,Matt Grissom,1092,True,0.8829151978320072,0.10709662502875161,0.9054176106151873,0.5484171322160148,5.308974358974359,5.308974358974359,0.4412580943570768,0.5587419056429233,213,274
linecfbp_obmodel,massey,OBModel,Massey Ratings,507,True,0.9023830954526255,0.10688149308065358,0.913856660647288,0.5513833992094862,5.263471400394478,5.274358974358975,0.5502958579881657,0.44970414201183434,117,108
linecfbp_sv_bettor,linept_kam,SV Bettor,Edward Kambour,507,True,0.8917678660634005,0.10676034541091986,0.8986595522952191,0.5420944558521561,5.809092702169625,5.8974161735700195,0.4990138067061144,0.5009861932938856,114,119
keeper,linecfbp_oddstrader_ai,Keeper,OddsTrader AI,1063,True,0.8883946032677912,0.10641573198500906,0.873559992243692,0.4926829268292683,6.3118062088428974,6.363546566321731,0.5014164305949008,0.4985835694050991,270,262
linecfbp_cfb_graphs,piratings_mean,CFB Graphs,Pi-Ratings Mean,2128,True,0.9060026024867297,0.10640387389469137,0.921268430639787,0.5148752399232246,4.927984022556391,5.007645676691729,0.4834905660377358,0.5165094339622641,514,509
linecfbp_cfb_graphs,piratings,CFB Graphs,Pi-Ratings,2128,True,0.8990223227095238,0.10627765081691935,0.9119133392216715,0.5274988043998087,5.191437969924812,5.270704887218046,0.49030732860520093,0.509692671394799,494,495
linecfbp_cfb_graphs,linecfbp_cfb_professor,CFB Graphs,CFB Professor,514,True,0.9115321290716346,0.10597726877147347,0.9348536225019942,0.500998003992016,4.5649805447470815,4.5649805447470815,0.5254901960784314,0.4745098039215686,139,117
linecfbp_power_rank,linept_curry,Power Rank,Daniel Curry Index,2586,True,0.904095392992417,0.10568665683517307,0.9067809498118478,0.5238467552775606,5.489640371229698,5.510978344934261,0.5562862669245648,0.4437137330754352,621,603
linecfbp_room44_bets,piratings,Room44 Bets,Pi-Ratings,2636,True,0.8954544968526855,0.10534452977317008,0.9083872403447681,0.5455249903138318,5.274749620637329,5.378922610015175,0.514525993883792,0.48547400611620795,622,572
linecfbp_dratings,linept_cather,DRatings,linecather,625,True,0.9153713698097251,0.10492122480035554,0.902222172997268,0.5740740740740741,5.703999999999999,5.70672,0.5345104333868379,0.4654895666131621,142,126
congrove,linecfbp_obmodel,Congrove Computer Rankings,OBModel,507,True,0.8804259394059074,0.1048668906103251,0.9115961860324019,0.5207920792079208,5.61051282051282,5.613116370808679,0.44970414201183434,0.5502958579881657,114,125
linecfbp_cbcr2_power,linept_loud,CBCR2: Power,Loudsound.org,1049,True,0.7059710530153023,0.10479004756969441,0.8078706831469398,0.541828793774319,8.097426120114394,8.163870352716875,0.5325047801147228,0.46749521988527726,252,228
linecfbp_cbcr2_sam,linept_kerns,CBCR2: Sam,Stephen Kerns,515,True,0.8560942098544139,0.10474221717647195,0.8594320760044435,0.5342465753424658,6.583980582524272,6.6290291262135925,0.5283757338551859,0.47162426614481406,127,110
linecfbp_sportsline,linept_rwp,SportsLine,Laffaye RWP,1553,True,0.797339244982897,0.10423789665879644,0.8507449330316149,0.5398288347597103,6.98386992916935,7.073541532517707,0.5370728562217923,0.4629271437782076,361,347
linecfbp_sv_bettor,piratings_mean,SV Bettor,Pi-Ratings Mean,507,True,0.8807879063780317,0.10416050782948928,0.9053396014089653,0.5280665280665281,5.773629191321499,5.832800788954636,0.503968253968254,0.49603174603174605,118,115
linept_fluker,linept_pugh,Slate Fluker,Pugh Ratings,693,True,0.9295416845632826,0.10404946788104792,0.9161908356811498,0.5680473372781065,4.611399711399711,4.611399711399711,0.5512265512265512,0.44877344877344877,149,144
congrove,linecfbp_wilson_ratings,Congrove Computer Rankings,Wilson Ratings,2638,True,0.8652738290981091,0.10397136475080121,0.8927262903095233,0.5356868764389869,5.829689158453374,5.902335102350266,0.47933257489571485,0.5206674251042852,626,595
keeper,linept_laz,Keeper,Laz Index,3885,True,0.9071213786502723,0.10379538742127933,0.8823916104256054,0.5618383681900335,5.649222651222652,5.649222651222652,0.4719361483007209,0.528063851699279,844,836
linecfbp_david_sasser,linept_dunk,David Sasser,Dunkel Index,434,True,0.883267820738348,0.10353510471879691,0.8908349509776656,0.5571095571095571,5.701751152073733,5.760184331797235,0.5599078341013825,0.4400921658986175,117,76
congrove,linecfbp_blake_atkinson,Congrove Computer Rankings,Blake Atkinson,515,True,0.8980182268360187,0.10318452991627419,0.8967250831882756,0.547244094488189,5.556097087378641,5.532135922330098,0.42524271844660194,0.574757281553398,109,116
linecfbp_jp,linept_log,JP+,Logistic Regression,977,True,0.5288624892583891,0.10294639647379471,0.8107534606510582,0.5190525231719877,8.322784032753326,8.375148413510745,0.5532786885245902,0.44672131147540983,228,238
linecfbp_jp,piratings_mean,JP+,Pi-Ratings Mean,2129,True,0.8995486809770373,0.10285404708238283,0.9142767429783788,0.5376860297647623,5.11156881164866,5.179722874589008,0.4921985815602837,0.5078014184397163,523,456
linept_clean,moore_ratings,Cleanup Hitter,Moore Power Ratings,3853,True,0.7221861580718996,0.10285029796338353,0.8298674213821186,0.5098561534363346,7.88225279003374,7.881863483000259,0.4685714285714286,0.5314285714285715,914,941
dokter_entropy,linecfbp_cfb_victory,Dokter Entropy,CFB Victory,1098,True,0.8448674988966364,0.10226146458276333,0.8805521226423308,0.525974025974026,6.055255009107468,6.159244080145719,0.5501824817518248,0.4498175182481752,265,250
linecfbp_obmodel,linept_log,OBModel,Logistic Regression,258,True,0.5932022532757227,0.10219203785645727,0.8206367026028559,0.5155038759689923,8.738333333333335,8.640813953488372,0.5503875968992248,0.4496124031007752,65,59
linept_donchess,piratings_bias,Donchess Inference,PI-Rate Bias,3896,True,0.9376280489028673,0.10210056898973088,0.9313245309894501,0.5673534072900158,4.4324897330595485,4.432233059548254,0.5193355826628601,0.4806644173371399,837,833
congrove,linecfbp_cfbwe,Congrove Computer Rankings,CFBWE,516,True,0.8645471972211566,0.10176506285798441,0.9001431078934421,0.5618860510805501,5.657558139534884,5.680581395348838,0.44854368932038835,0.5514563106796116,114,111
congrove,linept_wayward,Congrove Computer Rankings,Waywardtrends,1559,True,0.878120233969866,0.10174743049911855,0.8953457402400458,0.542068079640334,5.732155227710071,5.732796664528544,0.4833119383825417,0.5166880616174583,360,341
linept_bihl,piratings,Bihl System,Pi-Ratings,2161,True,0.8947862705539457,0.10139835577394603,0.9300608532733389,0.5416860735910572,4.578843128181397,4.579305876908838,0.47894493290143453,0.5210550670985655,468,513
linecfbp_cbcr2_sam,linept_log,CBCR2: Sam,Logistic Regression,263,True,0.52576062357859,0.10132670143970265,0.7998594669961214,0.5285171102661597,8.934752851711027,8.85361216730038,0.5152671755725191,0.4847328244274809,54,68
linecfbp_cfb_geek,linept_kerns,CFB Geek,Stephen Kerns,2075,True,0.850869672427763,0.10015429626339732,0.850658173882097,0.5362530413625304,6.861922891566266,6.934857831325301,0.5517408123791102,0.44825918762088973,480,469
linecfbp_cfb_victory,linept_fluker,CFB Victory,Slate Fluker,468,True,0.8421487364486865,0.10011322376556771,0.8523429290537755,0.5615212527964206,6.239594017094017,6.335534188034187,0.42116630669546434,0.5788336933045356,96,112
congrove,keeper,Congrove Computer Rankings,Keeper,3933,True,0.8769576478043652,0.10004994937737421,0.8720061533181894,0.5187452180566182,6.514612255275871,6.514357996440377,0.4946564885496183,0.5053435114503817,936,920
linept_big200,linept_fluker,Big 200,Slate Fluker,694,True,0.8684929781676828,0.09981681233715728,0.8761496299109366,0.518463810930576,6.168198847262247,6.168198847262247,0.46176046176046176,0.5382395382395382,171,157
linept_elo,linept_super,Beck Elo,linesuper,769,True,0.9014912413822611,0.09977466873633722,0.7955273172236254,0.5332464146023468,9.136111833550066,9.136111833550066,0.5703125,0.4296875,174,181
linept_argh,linept_cather,Argh Ratings,linecather,923,True,0.8860550204878223,0.09940461126187713,0.8698266389443382,0.5378346915017462,6.657908992416035,6.657908992416035,0.5172018348623854,0.4827981651376147,218,201
linecfbp_david_sasser,piratings,David Sasser,Pi-Ratings,550,True,0.9026505690040122,0.09937903976474376,0.8995389828220101,0.5627306273062731,5.464890909090909,5.485981818181818,0.53125,0.46875,137,104
dokter_entropy,linecfbp_cfb_graphs,Dokter Entropy,CFB Graphs,2128,True,0.9090900677331899,0.09933020467548948,0.9288984128971045,0.5168967158495954,4.595512218045113,4.677260338345865,0.541862652869238,0.458137347130762,534,496
linecfbp_blake_atkinson,linept_log,Blake Atkinson,Logistic Regression,263,True,0.5548288166425952,0.09927311333455141,0.8300426967813547,0.5077519379844961,8.039011406844107,8.117338403041826,0.5992366412213741,0.40076335877862596,64,65
linept_clean,linept_pfz,Cleanup Hitter,PerformanZ Ratings,3855,True,0.701624382019721,0.09892531575611879,0.7944365368061327,0.5131824234354194,8.78491569390402,8.78491569390402,0.48378728923476005,0.51621271076524,888,945
linecfbp_dratings,piratings_bias,DRatings,PI-Rate Bias,2638,True,0.9320594759110433,0.09846756916148959,0.92587539370605,0.5630804953560371,4.636902956785443,4.698684609552692,0.5222052067381318,0.4777947932618683,590,565
harville,linecfbp_obmodel,David Harville,OBModel,507,True,0.924339430777731,0.09792309668154459,0.940014766838277,0.5079051383399209,4.4099211045364894,4.456706114398423,0.4930966469428008,0.5069033530571992,112,135
linecfbp_cfb_professor,linept_kerns,CFB Professor,Stephen Kerns,1022,True,0.8017359166774577,0.09701716581223295,0.8652885339222318,0.5351137487636004,6.640185909980431,6.738326810176125,0.5147058823529411,0.4852941176470588,221,253
linept_kerns,linept_pig,Stephen Kerns,Pigskin Index,3443,True,0.8502964340199769,0.09687642567125594,0.8623669892435126,0.5363076923076923,6.649665988963115,6.649665988963115,0.4533762057877814,0.5466237942122186,836,742
linecfbp_sportsline,linecfbp_trent_sorensen,SportsLine,Trent Sorensen,1098,True,0.7273996466890861,0.09677702077008572,0.8153197586305333,0.5439252336448598,7.841712204007287,7.841712204007287,0.5338208409506399,0.46617915904936014,235,258
congrove,linecfbp_cfbwe_rounded,Congrove Computer Rankings,CFBWE: Rounded,516,True,0.8638597839346793,0.09619921998572781,0.8999733474665803,0.5580448065173116,5.675038759689923,5.70531007751938,0.4476744186046512,0.5523255813953488,119,111
linept_kerns,linept_payne,Stephen Kerns,linepayne,3124,True,0.7646819758614304,0.09580195134239079,0.8224450533319811,0.5639871382636656,7.677874519846351,7.677874519846351,0.5006406149903908,0.49935938500960925,681,648
linecfbp_power_rank,linecfbp_sv_bettor,Power Rank,SV Bettor,507,True,0.8733469841343884,0.09524213592372997,0.9169241681537661,0.5392561983471075,5.320907297830375,5.320907297830375,0.5329341317365269,0.46706586826347307,122,110
linept_fluker,linept_laz,Slate Fluker,Laz Index,694,True,0.8672910750802927,0.09498243717533891,0.8926981660697747,0.5553914327917282,4.5299711815561965,4.5299711815561965,0.5238095238095238,0.47619047619047616,145,160
linecfbp_ryder_analytics,moore_ratings,Ryder Analytics,Moore Power Ratings,550,True,0.7297343723654729,0.09494822967418995,0.82812884758562,0.5210237659963437,7.427763636363635,7.461909090909091,0.4553734061930783,0.5446265938069217,121,143
linecfbp_oddstrader_ai,linept_round,OddsTrader AI,lineround,312,True,0.7333819804589202,0.09486394849787873,0.810647183362225,0.5618729096989966,7.701923076923077,7.801282051282051,0.47750865051903113,0.5224913494809689,66,66
linecfbp_sportsline,linept_elo,SportsLine,Beck Elo,1566,True,0.846022848053181,0.094764226201689,0.8796125673020331,0.5195822454308094,6.25198595146871,6.296021711366539,0.5060702875399361,0.4939297124600639,381,370
linecfbp_kford,linept_log,KFord,Logistic Regression,748,True,0.5878657117192295,0.094644487839236,0.8265084254499382,0.5006747638326585,7.950641711229946,8.029679144385026,0.589572192513369,0.410427807486631,185,189
linecfbp_jp,linept_curry,JP+,Daniel Curry Index,2079,True,0.8694515593598245,0.09459654522970544,0.8779195861454048,0.5311284046692607,6.347412217412217,6.364468494468494,0.5235803657362849,0.4764196342637151,513,457
congrove,linecfbp_beta_rank,Congrove Computer Rankings,Beta_Rank,2638,True,0.8426475007810788,0.09425151110435394,0.8676052296446785,0.5185185185185185,6.765826383623957,6.834499620924943,0.5054986727341676,0.4945013272658324,667,583
linecfbp_sv_bettor,linept_fox,SV Bettor,linefox,507,True,0.8845227564015683,0.09397081624994712,0.8909839506532651,0.527542372881356,6.2111045364891515,6.252485207100592,0.4989816700610998,0.5010183299389002,119,117
linecfbp_dratings,linept_pig,DRatings,Pigskin Index,2307,True,0.928361865151656,0.09394158555210301,0.9291698687575396,0.544605324614666,4.619440832249675,4.65187256176853,0.526039387308534,0.4739606126914661,558,497
linept_round,linept_talis,lineround,Talisman Red,2105,True,0.8061707878720548,0.09368765118869209,0.8615171490080682,0.5648148148148148,6.511857482185273,6.511857482185273,0.4788598574821853,0.5211401425178147,440,462
linept_bill,piratings_bias,Billingsley,PI-Rate Bias,3895,True,0.8692783838179579,0.09356812945754588,0.8780966149324564,0.5351784790481118,6.325250320924263,6.324993581514763,0.47277863379558294,0.5272213662044171,889,894
linecfbp_room44_bets,linept_talis,Room44 Bets,Talisman Red,2546,True,0.8712165665213628,0.09343493746245987,0.8900943080516789,0.5425616547334925,5.788491751767478,5.874328358208955,0.5015710919088767,0.49842890809112333,571,587
linept_dwig,linept_super,DP Dwiggins,linesuper,765,True,0.8558934717373493,0.0934331778985358,0.7611450019348535,0.5836734693877551,9.511450980392157,9.511450980392157,0.5490196078431373,0.45098039215686275,150,167
linept_kerns,sagarin_golden_mean,Stephen Kerns,Sagarin Golden Mean,3896,True,0.8475835727205268,0.09295797329894327,0.8586268428931108,0.5529775715390565,6.603842402464066,6.603842402464066,0.4531209863858207,0.5468790136141793,847,859
linecfbp_power_rank,linept_kerns,Power Rank,Stephen Kerns,2589,True,0.8664993491522808,0.09194987890862504,0.8722017680361166,0.5244810027418723,6.412537659327925,6.493657782927772,0.5589147286821705,0.44108527131782943,602,614
linecfbp_si_composite,linept_fox,SI Composite,linefox,505,True,0.9268563299881423,0.0919269135658558,0.9244266811291805,0.5215605749486653,5.11689108910891,5.103188118811881,0.5436507936507936,0.45634920634920634,123,114
linept_cather,massey,linecather,Massey Ratings,923,True,0.9088790771642623,0.09158872419227275,0.8839726076854885,0.5514124293785311,6.032134344528711,6.032134344528711,0.4566160520607375,0.5433839479392625,171,238
linecfbp_beta_rank,linept_cather,Beta_Rank,linecather,625,True,0.8584282675247685,0.09156029527643747,0.8678629014530687,0.5240464344941956,6.861279999999999,6.9017599999999995,0.48870967741935484,0.5112903225806451,143,145
linecfbp_cbcr2_power,linept_bill,CBCR2: Power,Billingsley,1063,True,0.7971911551844902,0.0909655192778789,0.8486547064943312,0.5099337748344371,7.327836312323612,7.328946378174977,0.5329566854990584,0.4670433145009416,281,234
linecfbp_jp,linept_dunk,JP+,Dunkel Index,1806,True,0.8552659161235712,0.09095573586892637,0.8743831851261337,0.5187255449972051,6.39576965669989,6.429678848283499,0.5415282392026578,0.4584717607973422,469,396
linecfbp_john_harris,linecfbp_oddstrader_ai,John Harris,OddsTrader AI,546,True,0.9682805047894593,0.09081030856182183,0.9648283407840234,0.4843137254901961,3.291208791208791,3.291208791208791,0.511070110701107,0.488929889298893,142,137
linecfbp_cfb_victory,massey,CFB Victory,Massey Ratings,1098,True,0.8102109495320128,0.09032215241230536,0.8615664525256665,0.524074074074074,6.677659380692167,6.773979963570127,0.47176684881602915,0.5282331511839709,261,263
congrove,linept_rwp,Congrove Computer Rankings,Laffaye RWP,3766,True,0.7996235203126545,0.09006965755218935,0.8460760885655405,0.5231506120276743,7.206471056824217,7.206736590546999,0.5233669676048858,0.4766330323951142,916,850
linecfbp_cfb_graphs,linept_donchess,CFB Graphs,Donchess Inference,2081,True,0.8924906396593388,0.08994354131720181,0.9214247643236743,0.5237154150197628,4.79570879384911,4.898592023065834,0.44859359844810864,0.5514064015518914,475,502
linept_argh,piratings,Argh Ratings,Pi-Ratings,3135,True,0.8803411250495601,0.08967558775570003,0.9001374129545218,0.5350701402805611,5.652771929824562,5.652452950558215,0.478330658105939,0.521669341894061,689,748
linept_dunk,linept_rwp,Dunkel Index,Laffaye RWP,3352,True,0.8558290644778923,0.08957756936366554,0.8519419121759625,0.5593068419480132,6.813943914081144,6.813943914081144,0.5014925373134328,0.49850746268656715,718,728
linept_elo,piratings,Beck Elo,Pi-Ratings,3896,True,0.8862420784997731,0.0890744582531265,0.9042179342285961,0.5212435233160622,5.580854722792608,5.581111396303901,0.48086308759311586,0.5191369124068842,899,929
linecfbp_sportsratings,sagarin_golden_mean,SportsRatings,Sagarin Golden Mean,550,True,0.9066439856309092,0.088743409891144,0.886102452733951,0.5496323529411765,5.575563636363636,5.633927272727273,0.4808743169398907,0.5191256830601093,127,122
keeper,linecfbp_cfbwe_margin,Keeper,CFBWE: Margin,515,True,0.8876919934581743,0.08853418824021811,0.8823868166406856,0.518664047151277,6.277825242718446,6.314330097087378,0.45048543689320386,0.5495145631067961,126,118
linept_pugh,linept_rwp,Pugh Ratings,Laffaye RWP,3761,True,0.8816090767179976,0.08844030425677744,0.8631274206224038,0.5560585885486019,6.538617388992289,6.538617388992289,0.5190210162277201,0.4809789837722799,818,827
linept_pig,linept_rwp,Pigskin Index,Laffaye RWP,3315,True,0.8616741258535808,0.088139983033671,0.8710232964080434,0.5660076530612245,6.332546003016591,6.332546003016591,0.5438066465256798,0.4561933534743202,691,737
linecfbp_obmodel,linept_pfz,OBModel,PerformanZ Ratings,507,True,0.866691369145082,0.08813151302161622,0.896155913781013,0.5434782608695652,6.149408284023669,6.272090729783037,0.52465483234714,0.47534516765285995,123,107
linept_cather,sagarin_golden_mean,linecather,Sagarin Golden Mean,923,True,0.8792866584148443,0.08802199461295541,0.8796279851262485,0.5467869222096956,5.9266305525460465,5.9266305525460465,0.4685466377440347,0.5314533622559653,182,229
linecfbp_pearatings,linecfbp_ryder_analytics,PEARatings,Ryder Analytics,550,True,0.7900078546387868,0.0879490568656721,0.8609692336620984,0.5,6.601454545454546,6.601454545454546,0.5622710622710623,0.43772893772893773,139,127
linept_cather,sagarin_predictor,linecather,Sagarin Predictor,923,True,0.906340595549047,0.08794418625896076,0.897168751502149,0.5502824858757062,5.6826002166847225,5.682600216684723,0.4561213434452871,0.5438786565547129,179,230
linept_kerns,piratings,Stephen Kerns,Pi-Ratings,3896,True,0.8467574735271873,0.0877295312966036,0.8564660122637522,0.5186915887850467,6.803411190965091,6.8036678644763855,0.4559958826556871,0.5440041173443129,922,912
linecfbp_cfb_geek,linecfbp_mcillece_sports,CFB Geek,McIllece Sports,550,True,0.8845501601143952,0.08771375619904538,0.8966633339539496,0.5267034990791897,5.290363636363636,5.290363636363636,0.5191956124314442,0.48080438756855576,133,124
linecfbp_cfbwe_average,linept_kam,CFBWE: Average,Edward Kambour,514,True,0.9229737383349493,0.0865609191636242,0.9165999963196053,0.5244618395303327,5.072101167315175,5.089416342412451,0.5428015564202334,0.4571984435797665,125,113
linecfbp_room44_bets,piratings_bias,Room44 Bets,PI-Rate Bias,2636,True,0.9016346418509877,0.0865031727119316,0.9067233524433127,0.5208655332302936,5.336559180576631,5.4203983308042485,0.5101260985861674,0.48987390141383264,646,602
linecfbp_mcillece_sports,linecfbp_oddstrader_ai,McIllece Sports,OddsTrader AI,547,True,0.9198561095595268,0.08580735854428968,0.9234158909852545,0.4797687861271676,4.793053016453382,4.793053016453382,0.4907749077490775,0.5092250922509225,149,128
linecfbp_sportsline,linept_pugh,SportsLine,Pugh Ratings,1566,True,0.8809945034655853,0.08542331788247161,0.8836022550859953,0.5225048923679061,6.08705619412516,6.161040868454661,0.4961636828644501,0.5038363171355499,371,361
linept_laz,piratings,Laz Index,Pi-Ratings,3894,True,0.8884573052744639,0.08526390797678043,0.9024065351791284,0.5281160922518787,5.188656908063688,5.188913713405239,0.49074550128534705,0.509254498714653,921,885
linecfbp_cfb_graphs,linept_paynep,CFB Graphs,linepaynep,1569,True,0.8212413465670202,0.08522687511538078,0.8594798244524109,0.5382636655948553,6.771759082217973,6.834053537284896,0.545280612244898,0.45471938775510207,366,349
linecfbp_john_harris,linept_rwp,John Harris,Laffaye RWP,1044,True,0.860454265881606,0.08474858777598529,0.8839966244100249,0.5551219512195122,5.822212643678161,5.908266283524904,0.5681381957773513,0.43186180422264875,243,224
linecfbp_blake_atkinson,linept_rwp,Blake Atkinson,Laffaye RWP,509,True,0.8413962295251538,0.0847152037072201,0.8894032747389132,0.56312625250501,5.783104125736738,5.840785854616896,0.5877712031558185,0.41222879684418146,123,98
linept_big200,piratings,Big 200,Pi-Ratings,1558,True,0.8626673052111912,0.08466436418224364,0.8699902552580375,0.5210628645495787,6.523446726572529,6.523446726572529,0.4778135048231511,0.5221864951768489,398,338
linept_dunk,linept_paynewl,Dunkel Index,linepaynewl,2791,True,0.7346837628749936,0.0846590421816876,0.8076114339260212,0.5382131324004306,8.326159082766033,8.326159082766033,0.546594982078853,0.45340501792114696,637,627
linecfbp_power_rank,linept_pfz,Power Rank,PerformanZ Ratings,2589,True,0.84985917650359,0.08448461786210631,0.8793273569894963,0.5185474424053105,6.360876786404016,6.423202008497489,0.553150367220719,0.446849632779281,605,634
linecfbp_sp,linept_clean,SP+,Cleanup Hitter,2552,True,0.7789619864210567,0.08429139185382147,0.8467821825213303,0.5305544314042897,7.29351880877743,7.382648902821317,0.566193853427896,0.43380614657210403,622,568
linecfbp_room44_bets,linept_fox,Room44 Bets,linefox,1531,True,0.8707155654561016,0.08425579182224592,0.8892539312238188,0.5421521590130226,5.925519268451993,5.936766819072502,0.48458445040214476,0.5154155495978552,347,340
linept_kerns,linept_loud,Stephen Kerns,Loudsound.org,3814,True,0.7101108111997495,0.0841659141463896,0.7729591485622131,0.528794402583423,8.777792343995804,8.777792343995804,0.5148410822169688,0.4851589177830313,894,870
linecfbp_cfb_graphs,linept_clean,CFB Graphs,Cleanup Hitter,2042,True,0.6990756521412385,0.08375325226243817,0.8307750342465233,0.5255696202531646,7.611224289911851,7.674368266405485,0.5417895771878073,0.4582104228121927,472,490
congrove,linept_dwig,Congrove Computer Rankings,DP Dwiggins,3887,True,0.8356322676825193,0.08359541332891653,0.8522595294206068,0.5199362041467305,7.107206071520452,7.107463339336249,0.5101620787239516,0.48983792127604836,960,868
linecfbp_dratings,linept_dwig,DRatings,DP Dwiggins,2585,True,0.8734616478357363,0.08347594152941759,0.8806848706834448,0.5164433617539586,6.240735009671179,6.323404255319149,0.533281127642913,0.4667188723570869,637,608
linecfbp_trent_sorensen,linept_big200,Trent Sorensen,Big 200,1050,True,0.7475410511577109,0.08338471137307257,0.7975032231488941,0.5100671140939598,8.369571428571428,8.393514285714284,0.4747378455672069,0.5252621544327931,261,248
linecfbp_dratings,linept_paynep,DRatings,linepaynep,2078,True,0.8520413854836543,0.08280220231882247,0.8773824427667628,0.5355218030377266,6.340158806544755,6.423556304138595,0.5474241694752047,0.4525758305247954,487,481
linept_kerns,linept_paynewl,Stephen Kerns,linepaynewl,3124,True,0.689188060363163,0.08221172465919707,0.7855110598692511,0.5302445302445302,8.91641485275288,8.91641485275288,0.529788597053171,0.47021140294682895,733,700
linept_clean,linept_paynep,Cleanup Hitter,linepaynep,3084,True,0.7236382905808606,0.08158325130288611,0.7990684291906348,0.48917748917748916,8.849610894941634,8.849610894941634,0.4946480700616283,0.5053519299383717,783,779
linecfbp_oddstrader_ai,piratings,OddsTrader AI,Pi-Ratings,1064,True,0.8699408021112766,0.08147874729573523,0.8813908890689088,0.5097276264591439,6.0896522556390975,6.112772556390977,0.4796594134342479,0.5203405865657521,245,264
linept_argh,linept_born,Argh Ratings,Born Power Index,3133,True,0.8870973573387668,0.08146322823610999,0.8791605694323854,0.5335102853351028,6.218094478135972,6.218094478135972,0.5111821086261981,0.48881789137380194,700,735
linecfbp_cfbwe_average,sagarin_recent,CFBWE: Average,Sagarin Recent,516,True,0.9021696624271486,0.08105723417280923,0.922033281190306,0.513671875,4.96015503875969,4.953527131782946,0.5155038759689923,0.4844961240310077,129,116
linecfbp_oddstrader_ai,piratings_bias,OddsTrader AI,PI-Rate Bias,1064,True,0.8781505571531323,0.08066655314041254,0.8816869349137278,0.4819863680623174,6.069830827067668,6.113815789473684,0.47962085308056873,0.5203791469194313,262,274
linecfbp_dratings,linept_pugh,DRatings,Pugh Ratings,2589,True,0.9218983254637182,0.08038700375896121,0.9152862925743542,0.5470957613814756,5.077651602935496,5.143893395133256,0.509273570324575,0.490726429675425,597,567
linecfbp_david_sasser,linecfbp_ryder_analytics,David Sasser,Ryder Analytics,550,True,0.7582482878163688,0.08005364671386901,0.846779656327568,0.5092250922509225,6.962727272727273,6.962727272727273,0.5685557586837294,0.43144424131627057,146,116
linecfbp_cfbwe_rounded,sagarin_recent,CFBWE: Rounded,Sagarin Recent,516,True,0.9029700975764137,0.07978858474608219,0.9247334030694044,0.5,4.873333333333334,4.879961240310077,0.5387596899224806,0.46124031007751937,129,121
linecfbp_cfbwe,sagarin_recent,CFBWE,Sagarin Recent,516,True,0.9026390150969502,0.07940913813765844,0.9242253598605922,0.4921259842519685,4.868449612403101,4.86515503875969,0.5465116279069767,0.45348837209302323,135,122
linecfbp_cfbwe_margin,linept_log,CFBWE: Margin,Logistic Regression,229,True,0.5513700086664565,0.07921274240870488,0.831053145065587,0.5288888888888889,7.894061135371178,7.887336244541484,0.5458515283842795,0.45414847161572053,39,69
linept_curry,linept_loud,Daniel Curry Index,Loudsound.org,3814,True,0.7356656939140763,0.07894624271141557,0.8013590160337446,0.5297906602254429,8.263563188253801,8.263563188253801,0.5302911093627065,0.4697088906372935,876,885
linecfbp_cfbwe_average,linept_bihl,CFBWE: Average,Bihl System,258,True,0.8701946821706937,0.07871821047184674,0.932703964770918,0.5310077519379846,4.7787984496124025,4.819186046511628,0.5697674418604651,0.43023255813953487,63,59
linept_bill,linept_born,Billingsley,Born Power Index,3132,True,0.8531759966378955,0.07846525373984779,0.8546830531286997,0.5130990415335464,7.1269093231162195,7.1269093231162195,0.4964856230031949,0.5035143769968051,740,754
dokter_entropy,linept_loud,Dokter Entropy,Loudsound.org,3813,True,0.733433226510262,0.07818344015805805,0.8394136580529626,0.5130551816958278,7.265617623918175,7.265617623918175,0.5659931776436631,0.4340068223563369,919,904
linecfbp_sp,linecfbp_sv_bettor,SP+,SV Bettor,507,True,0.870877011296094,0.07804717094885594,0.9061258733836774,0.5229166666666667,5.716370808678501,5.716370808678501,0.532803180914513,0.4671968190854871,129,112
