model_a,model_b,model_a_name,model_b_name,n_common,meets_min_common,prediction_correlation,edge_correlation,error_correlation,same_side_rate,mean_absolute_prediction_difference,mean_absolute_edge_difference,a_lower_error_rate,b_lower_error_rate,a_only_ats_correct,b_only_ats_correct
linecfbp_cfbwe,linecfbp_cfbwe_rounded,CFBWE,CFBWE: Rounded,516,True,0.9993329518647074,0.9963668775253782,0.9996705853608858,0.9775051124744376,0.34728682170542635,0.34728682170542635,0.5147058823529411,0.4852941176470588,14,9
linecfbp_wilson_ratings,linept_wayward,Wilson Ratings,Waywardtrends,1051,True,0.9988428378585141,0.9618958241833316,0.999046177187577,0.9170684667309547,0.5512559467174121,0.9425023786869647,0.5211538461538462,0.47884615384615387,57,63
linecfbp_sv_bettor,linept_how,SV Bettor,Howell,505,True,0.9902197739054782,0.9544021093355497,0.9944012720204982,0.9665271966527197,0.46469306930693066,0.8925346534653466,0.5064935064935064,0.4935064935064935,11,19
piratings,piratings_mean,Pi-Ratings,Pi-Ratings Mean,3943,True,0.9950924647112059,0.9506559112435531,0.9953578270815243,0.9228179228179229,1.0874182094851637,1.0874182094851637,0.47339449541284406,0.5266055045871559,173,150
piratings_bias,piratings_mean,PI-Rate Bias,Pi-Ratings Mean,3943,True,0.9969108359678608,0.9495713463605592,0.9953758674753571,0.9014485256078634,1.1635150900329698,1.1635150900329698,0.4620617477760335,0.5379382522239665,221,192
linept_payne,linept_paynewl,linepayne,linepaynewl,3124,True,0.9676552222601239,0.9389512582125833,0.9821687953387729,0.8970493906350224,2.489647887323944,2.489647887323944,0.5789810958026274,0.42101890419737265,159,159
piratings,piratings_bias,Pi-Ratings,PI-Rate Bias,3943,True,0.9949950912587461,0.9380557807638192,0.9944900058539805,0.8987635239567233,1.2071595232056809,1.2071595232056809,0.5039246467817896,0.49607535321821034,206,212
sagarin,sagarin_predictor,Sagarin Ratings,Sagarin Predictor,3943,True,0.9933818802218785,0.9270111144585235,0.9954116958466813,0.8798676508017307,1.1298782652802435,1.1298782652802435,0.5091189314153609,0.4908810685846391,232,238
linecfbp_cfbwe,linecfbp_cfbwe_average,CFBWE,CFBWE: Average,516,True,0.9851457090323179,0.9235076743900803,0.992793213883396,0.8700787401574803,1.4397286821705428,1.4397286821705428,0.4871287128712871,0.5128712871287129,34,34
linecfbp_dratings,linept_donchess,DRatings,Donchess Inference,2591,True,0.995258761312898,0.9232723824592811,0.9964611592401086,0.9270625747309685,0.3602277113083753,0.9362292551138558,0.468363136176066,0.5316368638239339,133,117
linecfbp_cfbwe_average,linecfbp_cfbwe_rounded,CFBWE: Average,CFBWE: Rounded,516,True,0.9848791365761552,0.9210730148097275,0.992588826524805,0.8775510204081632,1.4664728682170542,1.4664728682170542,0.5128205128205128,0.48717948717948717,40,35
linecfbp_cfbwe_average,linecfbp_cfbwe_talent,CFBWE: Average,CFBWE: Talent,516,True,0.8992504710555366,0.8641327443727975,0.9611998266588645,0.8414872798434442,3.812790697674419,3.812790697674419,0.56640625,0.43359375,42,37
sagarin,sagarin_golden_mean,Sagarin Ratings,Sagarin Golden Mean,3943,True,0.9841447440082858,0.8597020355786602,0.9887956274088295,0.8570338336301195,1.4791174232817652,1.4791174232817652,0.5237231008555873,0.47627689914441274,271,281
linecfbp_sportsratings,linept_pugh,SportsRatings,Pugh Ratings,503,True,0.9815324629058498,0.8392037880700052,0.9765161235059208,0.82,2.2596023856858847,2.4453677932405564,0.48902195608782434,0.5109780439121756,52,43
linecfbp_obmodel,linecfbp_sp,OBModel,SP+,507,True,0.9855143475414198,0.8174220068749429,0.9879160588947854,0.8817635270541082,1.3057199211045365,1.3057199211045365,0.4711934156378601,0.5288065843621399,32,29
linecfbp_john_harris,linecfbp_kford,John Harris,KFord,1097,True,0.9918097074512796,0.8139829784851415,0.9922563462706562,0.8289719626168224,1.3681859617137648,1.3681859617137648,0.5160075329566854,0.4839924670433145,100,91
linept_argh,linept_how,Argh Ratings,Howell,3133,True,0.9569377564926766,0.8127831505081946,0.972191215421951,0.8478708791208791,2.8769645706990103,2.8769645706990103,0.5147563486616334,0.4852436513383665,280,263
linecfbp_kford,teamrankings,KFord,TeamRankings.com,1613,True,0.9935932106640593,0.8127698775581721,0.9925273425354775,0.8025396825396826,1.353384996900186,1.6237259764414136,0.514030612244898,0.48596938775510207,183,166
linecfbp_sv_bettor,linept_paynewl,SV Bettor,linepaynewl,507,True,0.9155469268555008,0.8082464992212152,0.9585114928180419,0.8234086242299795,3.8446745562130182,3.8759960552268247,0.5445544554455446,0.45544554455445546,47,48
linecfbp_sv_bettor,linept_argh,SV Bettor,Argh Ratings,507,True,0.950122794196092,0.793420323149305,0.9720240503290153,0.843010752688172,2.786686390532544,2.950394477317554,0.5075921908893709,0.4924078091106291,47,48
sagarin,sagarin_recent,Sagarin Ratings,Sagarin Recent,3943,True,0.9834035528878052,0.7693563086554644,0.9816589448758272,0.8037668617968949,1.9763961450672078,1.9763961450672078,0.520164397636784,0.47983560236321604,397,368
linecfbp_cfbwe,linecfbp_cfbwe_talent,CFBWE,CFBWE: Talent,516,True,0.8659067413964244,0.7666561128473511,0.9456843296565669,0.777120315581854,4.425387596899225,4.425387596899225,0.5692007797270955,0.43079922027290446,59,54
linecfbp_cfbwe_rounded,linecfbp_cfbwe_talent,CFBWE: Rounded,CFBWE: Talent,516,True,0.8664626441117683,0.7657062580962062,0.9454202727850918,0.787321063394683,4.437790697674418,4.437790697674418,0.5688976377952756,0.4311023622047244,57,57
linecfbp_sv_bettor,linept_payne,SV Bettor,linepayne,507,True,0.9458370755973806,0.7613688861347933,0.9682453556822679,0.8151950718685832,3.0549309664694277,3.152603550295858,0.5128712871287129,0.4871287128712871,49,49
linept_bihl,linept_round,Bihl System,lineround,1354,True,0.959986773542339,0.7608363392849947,0.973670985819393,0.776425855513308,3.006757754800591,3.006757754800591,0.5302806499261448,0.46971935007385524,154,155
linept_payne,linept_paynep,linepayne,linepaynep,3124,True,0.9477083754057186,0.7592613483276092,0.9524625021647602,0.7481576417814803,4.10963828425096,4.10963828425096,0.4931067649887785,0.5068932350112215,397,377
sagarin_golden_mean,sagarin_predictor,Sagarin Golden Mean,Sagarin Predictor,3943,True,0.9734994162582445,0.7584951155051215,0.9813467303209678,0.7868226914271178,2.097897539944205,2.097897539944205,0.4917864476386037,0.5082135523613963,413,409
linecfbp_sportsratings,linept_bihl,SportsRatings,Bihl System,254,True,0.9762026266979786,0.7467780094002657,0.9729064620791906,0.7351778656126482,2.850275590551181,2.962952755905512,0.4881889763779528,0.5118110236220472,38,26
linept_bihl,linept_elo,Bihl System,Beck Elo,2161,True,0.9627938177135371,0.7446569997946655,0.9771481576657809,0.7639146567717996,2.7686348912540493,2.7686348912540493,0.4895785085687818,0.5104214914312182,246,258
linecfbp_david_sasser,linecfbp_sp,David Sasser,SP+,550,True,0.9723504829584204,0.7409765339997189,0.9753182239284782,0.7966728280961183,2.4089090909090904,2.4089090909090904,0.5149253731343284,0.48507462686567165,60,53
linept_argh,linept_round,Argh Ratings,lineround,2105,True,0.937041688782571,0.7378454536212348,0.9582215567504772,0.82744702320888,3.4566508313539193,3.4566508313539193,0.5359692476661175,0.46403075233388247,181,200
espn_fpi,linecfbp_kford,ESPN FPI,KFord,1613,True,0.9859923743780221,0.7371895053112737,0.987673891435854,0.7608015028177834,1.7978735275883448,2.0628828270303785,0.48479205462445685,0.5152079453755432,200,211
linept_bihl,linept_pugh,Bihl System,Pugh Ratings,2161,True,0.9757515566993551,0.7354681453971781,0.975375295574453,0.7591477535896248,2.830370198981953,2.830370198981953,0.5108745950948634,0.4891254049051365,257,260
linept_argh,linept_rwp,Argh Ratings,Laffaye RWP,3007,True,0.9022135941760072,0.7172234498612854,0.9522693896760288,0.7740484429065744,3.9209211839042233,3.9209211839042233,0.5281385281385281,0.47186147186147187,337,361
linecfbp_cfb_victory,linept_round,CFB Victory,lineround,347,True,0.9226022298568409,0.7086032684008744,0.9527499911297235,0.7857142857142857,4.020172910662824,4.1685878962536025,0.5047619047619047,0.49523809523809526,46,36
linecfbp_kford,linecfbp_pearatings,KFord,PEARatings,550,True,0.9785772822052321,0.6904936415135657,0.9817905970395798,0.7712177121771218,2.0470909090909086,2.0470909090909086,0.4962825278810409,0.5037174721189591,63,61
linecfbp_sv_bettor,linept_bill,SV Bettor,Billingsley,507,True,0.8999902782053653,0.6898331467319239,0.9485569790420009,0.7530864197530864,4.507021696252465,4.555029585798816,0.52465483234714,0.47534516765285995,63,64
linept_big200,linept_bihl,Big 200,Bihl System,864,True,0.9410930676012685,0.6873209680659025,0.9543555438775116,0.7331786542923434,3.735173611111111,3.735173611111111,0.46697566628041715,0.5330243337195828,127,101
linept_argh,linept_bill,Argh Ratings,Billingsley,3134,True,0.891587615805901,0.6863548587242353,0.9475300585353524,0.7523209549071618,4.27432992980217,4.27432992980217,0.533205619412516,0.466794380587484,386,407
linecfbp_power_rank_free,linecfbp_wilson_ratings,Power Rank: Free,Wilson Ratings,1579,True,0.9514922668044964,0.6861528333680437,0.9712089646897836,0.7296774193548388,3.044901836605446,3.044901836605446,0.5060858424087123,0.49391415759128765,213,210
harville,massey,David Harville,Massey Ratings,3943,True,0.95781772338727,0.6838050019898718,0.9721784630640085,0.7366548042704626,2.9202992645194015,2.9210601065178796,0.5232765199694734,0.47672348003052656,497,532
linept_bill,linept_paynewl,Billingsley,linepaynewl,3123,True,0.8364888354337496,0.682348971573834,0.9231950554868568,0.7607440667094291,5.048738392571246,5.048738392571246,0.5285439384220654,0.47145606157793457,364,366
linecfbp_cfb_victory,linept_argh,CFB Victory,Argh Ratings,548,True,0.9144083888181928,0.6792335755201186,0.9494098749051243,0.7854406130268199,3.9916058394160587,4.202372262773723,0.4715447154471545,0.5284552845528455,68,58
linept_bill,linept_rwp,Billingsley,Laffaye RWP,3766,True,0.8645489946771134,0.6792095593037517,0.9408071590417418,0.7414893617021276,4.486072756240042,4.486072756240042,0.49960138187616265,0.5003986181238373,477,472
linecfbp_cbcr2_power,linept_bihl,CBCR2: Power,Bihl System,598,True,0.9584700485565575,0.6789300840863498,0.9616299395622837,0.7154882154882155,3.365986622073579,3.4617056856187296,0.5050505050505051,0.494949494949495,99,77
linept_fox,linept_kam,linefox,Edward Kambour,2328,True,0.9650394534125472,0.6735271166953758,0.9683548593565068,0.7294170004450379,3.217272336769759,3.217272336769759,0.48301075268817206,0.5169892473118279,304,329
linept_bill,linept_how,Billingsley,Howell,3893,True,0.9072863503224865,0.6698610375872689,0.9445712375693488,0.7401490947816827,4.413210891343437,4.413210891343437,0.4934430444844433,0.5065569555155567,530,490
linept_argh,linept_loud,Argh Ratings,Loudsound.org,3053,True,0.8267205382993118,0.6692052002886092,0.9222165111334167,0.7459101983988862,5.106616442843105,5.106616442843105,0.5682866264632849,0.43171337353671513,381,406
sagarin_golden_mean,sagarin_recent,Sagarin Golden Mean,Sagarin Recent,3943,True,0.9678637556882,0.6664510390941114,0.9709994519006995,0.71177817349275,2.9227922901344154,2.9227922901344154,0.49884704073789393,0.5011529592621061,576,537
linept_born,linept_dunk,Born Power Index,Dunkel Index,2798,True,0.9517280857719538,0.6619525734282896,0.955256814521569,0.75831247765463,3.561497498213009,3.561497498213009,0.5050071530758226,0.4949928469241774,330,336
linecfbp_wilson_ratings,massey,Wilson Ratings,Massey Ratings,2638,True,0.9498023922473959,0.6600991028380665,0.9679993931023259,0.7333077513430545,3.137134192570129,3.2261561789234268,0.49962006079027355,0.5003799392097265,341,389
linecfbp_john_harris,linecfbp_matt_grissom,John Harris,Matt Grissom,1097,True,0.9769487684200221,0.6598610903945855,0.9788892092704158,0.7413632119514473,2.37848678213309,2.37848678213309,0.521860465116279,0.4781395348837209,141,142
linept_bihl,linept_dwig,Bihl System,DP Dwiggins,2155,True,0.9623603662151882,0.6591435767934729,0.9634960339587427,0.7263969171483622,3.47922505800464,3.47922505800464,0.5099860659544821,0.4900139340455179,312,286
harville,linecfbp_kford,David Harville,KFord,1613,True,0.9776144817038923,0.6590942853843279,0.980563288714035,0.7110694183864915,2.3025728456292622,2.466342219466832,0.4860335195530726,0.5139664804469274,229,257
linecfbp_john_harris,teamrankings,John Harris,TeamRankings.com,1098,True,0.9865455711221246,0.6583240645695989,0.987274779601704,0.7523452157598499,1.7967122040072858,1.9718306010928963,0.5209692451071761,0.4790307548928239,150,131
linept_cather,linept_fox,linecather,linefox,915,True,0.9588876966474649,0.6583137738761343,0.9571942726073897,0.7637426900584795,3.687508196721311,3.687508196721311,0.4606879606879607,0.5393120393120393,104,122
linept_dwig,linept_pugh,DP Dwiggins,Pugh Ratings,3881,True,0.945425853806311,0.6572095891113228,0.9482985758417948,0.7687599787120809,3.718152538005668,3.718152538005668,0.47949445447510963,0.5205055455248904,447,464
fei,linept_wayward,FEI Projections,Waywardtrends,1559,True,0.969596740215822,0.6571129969046707,0.9726103858644863,0.7044270833333334,2.952501603592046,2.952501603592046,0.4961489088575096,0.5038510911424904,225,229
espn_fpi,harville,ESPN FPI,David Harville,3943,True,0.9705148836295523,0.6538398102081893,0.9786761096186603,0.7220950928044749,2.5165812832868375,2.515947248288106,0.5099085365853658,0.49009146341463417,547,533
linept_born,linept_cather,Born Power Index,linecather,923,True,0.9562345913063315,0.6516049232464719,0.9538218413326033,0.7226606538895152,3.852481040086674,3.852481040086674,0.5102925243770314,0.48970747562296857,142,114
linecfbp_power_rank_free,linept_wayward,Power Rank: Free,Waywardtrends,548,True,0.9520934966030543,0.6511958169717222,0.9710273725791437,0.7111517367458866,3.0655839416058397,3.186386861313869,0.5127737226277372,0.48722627737226276,89,76
linept_wayward,massey,Waywardtrends,Massey Ratings,1559,True,0.9590299721940418,0.650300193400047,0.969719986289926,0.7335907335907336,3.0611289288005135,3.0630532392559333,0.5061093247588424,0.49389067524115754,201,206
dokter_entropy,linecfbp_kford,Dokter Entropy,KFord,1613,True,0.9827651752713916,0.6491120062431123,0.9842879030976139,0.7120451693851945,2.07042777433354,2.2508369497830127,0.47885572139303484,0.5211442786069652,240,235
linecfbp_sportsratings,linept_dwig,SportsRatings,DP Dwiggins,503,True,0.9470152840981169,0.6490776352920132,0.9366380813802004,0.7378048780487805,4.251292246520874,4.349105367793241,0.4959839357429719,0.5040160642570282,69,70
linecfbp_john_harris,linecfbp_sp,John Harris,SP+,1097,True,0.9715987793686112,0.6474794810581055,0.974699604443935,0.7390084190832554,2.731084776663628,2.731084776663628,0.5341328413284133,0.46586715867158673,147,147
linept_argh,linept_bihl,Argh Ratings,Bihl System,1748,True,0.9448154348318644,0.6468284069713868,0.9671301052921963,0.7365591397849462,3.316201372997712,3.316201372997712,0.5031518624641834,0.49684813753581664,226,246
linept_how,linept_round,Howell,lineround,2105,True,0.9119671301925183,0.6424789464538762,0.9425696880650575,0.7929292929292929,4.0845700712589075,4.0845700712589075,0.5075225677031093,0.49247743229689067,219,239
harville,sagarin,David Harville,Sagarin Ratings,3943,True,0.966685449602932,0.6302585086881787,0.9769657971056613,0.7317569285532672,2.4847806238904386,2.4847806238904386,0.4908443540183113,0.5091556459816887,513,531
linecfbp_sv_bettor,linept_rwp,SV Bettor,Laffaye RWP,471,True,0.8874820419592727,0.6292329674993036,0.9386028381148191,0.7716186252771619,4.492696390658175,4.4823354564755835,0.47983014861995754,0.5201698513800425,50,64
keeper,linecfbp_sportsratings,Keeper,SportsRatings,550,True,0.9551273706583481,0.6256790377576721,0.9473417058074751,0.7216117216117216,3.8164909090909096,3.9375454545454547,0.5209471766848816,0.4790528233151184,75,85
linept_elo,linept_rwp,Beck Elo,Laffaye RWP,3767,True,0.9074373603459965,0.6245690291391329,0.9380340398212086,0.7476710141070003,4.274648261215822,4.274648261215821,0.5298963592878023,0.47010364071219773,460,475
linept_elo,linept_round,Beck Elo,lineround,2105,True,0.9106003073354324,0.6242268147845833,0.9423690222566113,0.7170731707317073,4.397833729216152,4.397833729216152,0.527592768791627,0.47240723120837297,282,316
linecfbp_cfbwe_average,linecfbp_power_rank_free,CFBWE: Average,Power Rank: Free,516,True,0.9443238376828386,0.6235022064458063,0.9672951337201915,0.695049504950495,3.3251937984496127,3.3251937984496127,0.5252918287937743,0.47470817120622566,79,77
linept_log,linept_rwp,Logistic Regression,Laffaye RWP,1846,True,0.6357297585374013,0.6229789730193311,0.9039611542605996,0.7059142702116115,6.193120260021669,6.193120260021669,0.40487804878048783,0.5951219512195122,272,261
linecfbp_tshoe_index,linept_bihl,TShoe Index,Bihl System,1110,True,0.9458766803347287,0.6226142630188324,0.9649478540288217,0.712037037037037,3.193081081081081,3.3413693693693696,0.5171480144404332,0.48285198555956677,176,160
linept_curry,linept_dunk,Daniel Curry Index,Dunkel Index,3469,True,0.9419938826800599,0.6225577481774703,0.9471540888908451,0.7194805194805195,3.98738541366388,3.98738541366388,0.5012987012987012,0.4987012987012987,473,473
linept_born,linept_fox,Born Power Index,linefox,2329,True,0.9578968630169755,0.6225404749572615,0.9572466009411426,0.7054642381163927,3.780382138256763,3.780382138256763,0.469475494411006,0.530524505588994,340,330
sagarin_predictor,sagarin_recent,Sagarin Predictor,Sagarin Recent,3943,True,0.9691240243891205,0.6194030607578604,0.970071919385606,0.7323155216284988,2.6869490235861018,2.6869490235861018,0.5087301587301587,0.49126984126984125,538,503
linept_how,linept_rwp,Howell,Laffaye RWP,3765,True,0.8963650849810126,0.6189065028583972,0.9327722931440706,0.7451790633608816,4.6846613545816735,4.6846613545816735,0.5097100292631019,0.4902899707368981,470,495
harville,linept_wayward,David Harville,Waywardtrends,1559,True,0.9580456447758015,0.6188203492686863,0.9723379127286728,0.7130937098844673,2.931725465041693,2.931725465041693,0.5093008338678641,0.490699166132136,217,225
linept_pugh,teamrankings,Pugh Ratings,TeamRankings.com,3889,True,0.9681762711648885,0.6186636420994667,0.966921892086313,0.7330375782881002,3.189940858832605,3.189940858832605,0.4611425630468348,0.5388574369531652,506,530
linept_bihl,linept_laz,Bihl System,Laz Index,2159,True,0.9474953659292992,0.6179565227391723,0.9673534985573348,0.7619489559164733,2.504543770264011,2.504543770264011,0.46960556844547563,0.5303944315545244,235,274
linept_born,linept_pugh,Born Power Index,Pugh Ratings,3127,True,0.9563430224310105,0.6179560938797645,0.9560570603345038,0.72192,3.771765270227055,3.771765270227055,0.4913572343149808,0.5086427656850192,438,415
linecfbp_kford,linecfbp_tshoe_index,KFord,TShoe Index,1611,True,0.9599011937394364,0.6172250963885506,0.9682080391283551,0.7067524115755627,3.0280571073867164,3.028057107386717,0.532156368221942,0.467843631778058,249,223
linecfbp_pearatings,linecfbp_sp,PEARatings,SP+,550,True,0.9665071849211836,0.6148296629950211,0.9701604619979443,0.7430683918669131,2.697454545454545,2.697454545454545,0.5074349442379182,0.49256505576208176,65,76
linecfbp_wilson_ratings,sagarin,Wilson Ratings,Sagarin Ratings,2638,True,0.9561293165348003,0.6132988445195281,0.9701858493756047,0.7285988483685221,2.8654169825625475,3.0039764973464744,0.48347892138245346,0.5165210786175465,360,371
linecfbp_john_harris,sagarin_recent,John Harris,Sagarin Recent,1098,True,0.9782820143555951,0.6121503661094253,0.9783318694660902,0.7189239332096475,2.5056830601092894,2.610910746812386,0.5296262534184139,0.47037374658158615,172,152
linecfbp_cfb_victory,linept_how,CFB Victory,Howell,1051,True,0.9021968192938654,0.6120951405446826,0.9293965956496107,0.7404809619238477,4.618201712654614,4.738334919124643,0.4940239043824701,0.5059760956175299,151,148
linecfbp_john_harris,linecfbp_pearatings,John Harris,PEARatings,549,True,0.9760839564560435,0.6115961255454093,0.9780543028582696,0.7612781954887218,2.1364298724954462,2.1364298724954462,0.5277777777777778,0.4722222222222222,67,66
linept_fox,linept_talis,linefox,Talisman Red,2276,True,0.9467372545449066,0.6111066243409362,0.9536773528262662,0.6797088262056415,3.955650263620387,3.955650263620387,0.5046153846153846,0.49538461538461537,330,399
linecfbp_power_rank_free,massey,Power Rank: Free,Massey Ratings,1579,True,0.9505762440270745,0.6106086507958383,0.966157100832898,0.6856230031948882,3.2576630778974036,3.359943001899937,0.5028499050031665,0.49715009499683344,243,258
harville,linecfbp_wilson_ratings,David Harville,Wilson Ratings,2638,True,0.9532572090140398,0.60940068263108,0.9691047538397422,0.7088607594936709,3.05486353297953,3.177987111448067,0.5089319650323071,0.4910680349676929,393,394
linecfbp_sv_bettor,linept_round,SV Bettor,lineround,342,True,0.9025300431815347,0.6053293194339713,0.9402873672602431,0.7891373801916933,4.328947368421052,4.342105263157895,0.48297213622291024,0.5170278637770898,35,42
linecfbp_kford,sagarin_predictor,KFord,Sagarin Predictor,1613,True,0.9767474142079986,0.6044074852537467,0.9803051542674751,0.7034482758620689,2.2817172969621824,2.4593242405455675,0.49968963376784603,0.500310366232154,248,247
harville,sagarin_predictor,David Harville,Sagarin Predictor,3943,True,0.962115902277305,0.6037338717094453,0.9741390965142273,0.7172641749300788,2.6723205680953592,2.6723205680953592,0.49898477157360405,0.5010152284263959,539,563
linecfbp_kford,linept_pugh,KFord,Pugh Ratings,1566,True,0.9708752263027919,0.6023796886308287,0.9624556666767634,0.7105093488072212,3.337375478927203,3.4794572158365256,0.5501597444089457,0.44984025559105434,249,216
fei,linecfbp_wilson_ratings,FEI Projections,Wilson Ratings,2591,True,0.9383437182489105,0.601087700929036,0.9579275567968988,0.7278456085072863,3.2411038209185645,3.392991123118487,0.49122122512680455,0.5087787748731954,380,348
fei,linept_bihl,FEI Projections,Bihl System,2161,True,0.9523162752732356,0.600589474462626,0.9693714701983881,0.724508886810103,2.941457658491439,2.941457658491439,0.5226851851851851,0.4773148148148148,310,283
linecfbp_power_rank_free,sagarin_golden_mean,Power Rank: Free,Sagarin Golden Mean,1579,True,0.9543720674827073,0.600495843055006,0.9696394349786185,0.6790044671346522,3.0665041165294493,3.1706586447118426,0.48319594166138236,0.5168040583386176,272,243
linecfbp_cfb_victory,linept_bihl,CFB Victory,Bihl System,555,True,0.9169973915506779,0.5998247211473635,0.944694470869276,0.717948717948718,4.0355855855855856,4.14827027027027,0.48194945848375453,0.5180505415162455,85,78
linecfbp_kford,sagarin,KFord,Sagarin Ratings,1613,True,0.9770332886226687,0.5997185542315723,0.9806133842900211,0.7030075187969925,2.2904773713577185,2.449869807811531,0.4987562189054726,0.5012437810945274,257,245
linecfbp_cfbwe_average,linept_bill,CFBWE: Average,Billingsley,515,True,0.8414923750025014,0.5984903017835596,0.9382219706591269,0.6471734892787524,4.905747572815534,4.873242718446602,0.5553398058252427,0.4446601941747573,85,92
harville,linept_laz,David Harville,Laz Index,3894,True,0.9366852338426549,0.5984378706065411,0.9587503889511351,0.7177772060715204,2.9979943502824855,2.9979943502824855,0.512107161257084,0.487892838742916,518,563
linecfbp_kford,linecfbp_matt_grissom,KFord,Matt Grissom,1098,True,0.9733131375974828,0.5974115601036131,0.9751036687172835,0.7042513863216266,2.6494535519125684,2.6494535519125684,0.5138376383763837,0.48616236162361626,156,166
linecfbp_john_harris,sagarin,John Harris,Sagarin Ratings,1098,True,0.9828783489087195,0.5950844154033345,0.9832519786702412,0.712430426716141,2.182941712204008,2.343779599271403,0.5009124087591241,0.4990875912408759,172,167
linecfbp_john_harris,piratings_mean,John Harris,Pi-Ratings Mean,1098,True,0.9789373399323462,0.5941410877954468,0.9787410728329619,0.704331450094162,2.5097267759562842,2.7096357012750456,0.5751152073732719,0.4248847926267281,200,145
linecfbp_kford,linecfbp_power_rank_free,KFord,Power Rank: Free,1063,True,0.9622469333083593,0.5941222577575591,0.9695496712700726,0.6847619047619048,3.053809971777987,3.0538099717779867,0.5299714557564225,0.47002854424357754,166,166
linept_clean,linept_rwp,Cleanup Hitter,Laffaye RWP,3728,True,0.7124572700611911,0.5935155889930999,0.9081328302386181,0.6646459079636263,5.977073497854077,5.977073497854077,0.4697986577181208,0.5302013422818792,610,628
linept_born,linept_curry,Born Power Index,Daniel Curry Index,3130,True,0.9399838448550976,0.593283844307972,0.9415032973050782,0.7016309561880396,4.309744408945687,4.309744408945687,0.5057581573896354,0.4942418426103647,464,445
harville,linecfbp_power_rank_free,David Harville,Power Rank: Free,1579,True,0.9542523488804064,0.591283290110462,0.970470305468119,0.6651757188498403,3.0441165294490182,3.1826219126029134,0.5022165927802407,0.49778340721975933,264,273
linept_argh,linept_elo,Argh Ratings,Beck Elo,3135,True,0.9118826597827434,0.5911647245874363,0.9475830949801203,0.7125788250912711,4.181078149920255,4.181078149920255,0.5078199808490265,0.4921800191509735,444,457
linept_loud,linept_rwp,Loudsound.org,Laffaye RWP,3685,True,0.7445353822066727,0.5905724855588387,0.9008011415407635,0.7127777777777777,5.828561736770692,5.828561736770692,0.4680966603312517,0.5319033396687483,522,530
linept_cather,linept_dunk,linecather,Dunkel Index,752,True,0.9448289121950698,0.5875882343337687,0.9484645495269294,0.7097222222222223,4.150452127659575,4.150452127659575,0.4940079893475366,0.5059920106524634,92,131
linept_how,linept_paynewl,Howell,linepaynewl,3122,True,0.8248287179244935,0.5872969756447312,0.9047851605782298,0.751827242524917,5.2870307495195386,5.2870307495195386,0.549887712544113,0.45011228745588705,369,410
linept_paynewl,linept_rwp,linepaynewl,Laffaye RWP,2996,True,0.781613408204151,0.5872441907871236,0.9018974667876272,0.7238031469702042,5.707383177570093,5.707383177570093,0.45542570951585976,0.5445742904841402,403,404
keeper,linept_pugh,Keeper,Pugh Ratings,3881,True,0.954133240099261,0.5861975471603319,0.9489092718157135,0.7182334710743802,3.911468693635661,3.911726359185777,0.4838792881093629,0.5161207118906371,576,503
linecfbp_cfbwe_average,linecfbp_cfbwe_margin,CFBWE: Average,CFBWE: Margin,516,True,0.9520926374052422,0.5859467910432833,0.9578718284762259,0.6974459724950884,3.663178294573643,3.6631782945736435,0.5459882583170255,0.45401174168297453,83,74
linept_argh,linept_paynewl,Argh Ratings,linepaynewl,3124,True,0.8077026585776559,0.5859076867562228,0.9057747405455437,0.7608261159227182,5.130841869398208,5.130841869398208,0.5751843539596024,0.42481564604039757,367,391
massey,sagarin,Massey Ratings,Sagarin Ratings,3943,True,0.9475398556451755,0.5856478817269677,0.9649817785284356,0.6961832061068702,3.3040857215318287,3.3048465635303064,0.47538071065989845,0.5246192893401015,596,579
linecfbp_trent_sorensen,linept_loud,Trent Sorensen,Loudsound.org,1046,True,0.7426342037303308,0.5849405817092733,0.8848999623640204,0.6516634050880626,6.649713193116634,6.755353728489484,0.5110683349374399,0.48893166506256014,194,176
linept_big200,linept_elo,Big 200,Beck Elo,1558,True,0.9315633967554547,0.5841624645727392,0.9342525784989986,0.6917148362235067,4.633786906290116,4.633786906290116,0.4691516709511568,0.5308483290488432,254,220
linecfbp_cfbwe,linept_rwp,CFBWE,Laffaye RWP,480,True,0.8416491672086704,0.5835518057161722,0.9349844565441391,0.6624472573839663,4.7213125,4.7469375,0.5708333333333333,0.42916666666666664,85,76
linecfbp_wilson_ratings,sagarin_predictor,Wilson Ratings,Sagarin Predictor,2638,True,0.9511283165076317,0.5818218396572369,0.967403642639723,0.6979246733282091,3.0461258529188777,3.1868006065200913,0.48347892138245346,0.5165210786175465,389,424
linecfbp_cfbwe,linept_bill,CFBWE,Billingsley,515,True,0.8415428595210731,0.5808140006046852,0.9360054851083515,0.6640471512770137,4.862019417475727,4.820194174757281,0.5825242718446602,0.4174757281553398,82,90
linecfbp_cfbwe_average,linept_rwp,CFBWE: Average,Laffaye RWP,480,True,0.8318979459839931,0.5794961978017912,0.9343965183897235,0.6485355648535565,4.843979166666666,4.873520833333333,0.5729166666666666,0.4270833333333333,89,77
harville,linept_round,David Harville,lineround,2105,True,0.9044142413242412,0.5790671791012455,0.9381778299641508,0.7151219512195122,4.51265083135392,4.51265083135392,0.5492154065620543,0.4507845934379458,287,310
