Date,Bet,American Odds,Decimal Odds,Win/Loss,Profit if risk 1u,bet_team,bet_team_norm,bet_spread,is_moneyline,game_key,season,week,road,home,match_similarity,market_selected_spread,spread_difference,market_home_margin,actual_home_margin,consensus_home_margin,model_residual_home,adjusted_home_margin,adjusted_edge_home,model_edge_selected_side,adjusted_edge_selected_side,models_available,gamma
8-Nov,Iowa State +8,-118,1.85,W,0.85,Iowa State,iowa state,8.0,False,2025_w12_iowastate_tcu,2025,12,Iowa St.,TCU,1.0,7.5,0.5,7.5,-3.0,5.867,-1.633,7.291377044793493,-0.20862295520650687,1.633,0.20862295520650687,10,0.07078141613474465
8-Nov,Utah State -8,-120,1.83,W,0.83,Utah State,utah state,-8.0,False,2025_w12_nevada_utahstate,2025,12,Nevada,Utah St.,1.0,-9.0,1.0,9.0,37.0,12.138333333333334,3.1383333333333336,9.11798379032061,0.11798379032060957,3.1383333333333336,0.11798379032060957,6,0.07078141613474465
8-Nov,Virginia -6.5,-105,1.95,L,-1.0,Virginia,virginia,-6.5,False,2025_w7_louisville_virginia,2025,7,Virginia,Louisville,1.0,-6.5,0.0,-6.5,3.0,-5.572,0.9279999999999999,-6.490693072909139,0.009306927090860562,-0.9279999999999999,-0.009306927090860562,10,0.04083846384304679
8-Nov,BYU +12,-110,1.91,L,-1.0,BYU,byu,12.0,False,2025_w12_byu_texastech,2025,12,BYU,Texas Tech,1.0,10.5,1.5,10.5,22.0,8.735000000000001,-1.7649999999999988,10.25980392854945,-0.24019607145054955,1.7649999999999988,0.24019607145054955,10,0.07078141613474465
8-Nov,Missouri +7,-120,1.83,L,-1.0,Missouri,missouri,7.0,False,2025_w14_missouri_oklahoma,2025,14,Missouri,Oklahoma,1.0,6.5,0.5,6.5,11.0,6.384,-0.11599999999999966,6.40616244284132,-0.09383755715867981,0.11599999999999966,0.09383755715867981,10,0.07078141613474465
8-Nov,Nebraska -1,-110,1.91,W,0.91,Nebraska,nebraska,-1.0,False,2025_w12_nebraska_ucla,2025,12,Nebraska,UCLA,1.0,-1.0,0.0,-1.0,-7.0,-4.551666666666667,-3.5516666666666667,-1.2814439859066373,-0.28144398590663733,3.5516666666666667,0.28144398590663733,6,0.07078141613474465
12-Nov,Central Michigan -1.5,-109,1.92,W,0.92,Central Michigan,central michigan,-1.5,False,2025_w13_buffalo_centralmichigan,2025,13,Buffalo,Central Mich.,0.8571428571428571,-2.0,0.5,2.0,19.0,2.075,0.07500000000000018,1.9530266472944446,-0.04697335270555536,0.07500000000000018,-0.04697335270555536,10,0.07078141613474465
15-Nov,Penn State -6.5,-132,1.76,W,0.76,Penn State,penn state,-6.5,False,2025_w14_nebraska_pennstate,2025,14,Nebraska,Penn St.,1.0,-8.0,1.5,8.0,27.0,10.718333333333334,2.7183333333333337,8.095665585315436,0.09566558531543556,2.7183333333333337,0.09566558531543556,6,0.07078141613474465
15-Nov,Alabama -6.5,-101,1.99,L,-1.0,Alabama,alabama,-6.5,False,2025_w15_alabama_auburn,2025,15,Alabama,Auburn,1.0,-5.5,1.0,-5.5,-7.0,-6.970000000000001,-1.4700000000000006,-5.60075571734809,-0.10075571734808975,1.4700000000000006,0.10075571734808975,5,0.07078141613474465
15-Nov,Western Kentucky -12.5,-114,1.88,W,0.88,Western Kentucky,western kentucky,-12.5,False,2025_w13_middletennessee_westernkentucky,2025,13,Middle Tenn.,Western Kentucky,1.0,-13.0,0.5,13.0,16.0,15.813999999999998,2.8139999999999983,13.065387058601896,0.06538705860189609,2.8139999999999983,0.06538705860189609,10,0.07078141613474465
15-Nov,Utah -7.5,-130,1.77,W,0.77,Utah,utah,-7.5,False,2025_w8_arizonastate_utah,2025,8,Arizona St.,Utah,1.0,-9.5,2.0,9.5,32.0,4.619999999999999,-4.880000000000001,9.150503618514103,-0.34949638148589734,-4.880000000000001,-0.34949638148589734,7,0.04083846384304679
15-Nov,BYU -2.5,-133,1.75,W,0.75,BYU,byu,-2.5,False,2025_w14_byu_cincinnati,2025,14,BYU,Cincinnati,1.0,-2.5,0.0,-2.5,-12.0,-5.3116666666666665,-2.8116666666666665,-2.7179507533097973,-0.2179507533097973,2.8116666666666665,0.2179507533097973,6,0.07078141613474465
18-Nov,Bowling Green -2.5,-112,1.89,L,-1.0,Bowling Green,bowling green,-2.5,False,2025_w14_akron_bowlinggreen,2025,14,Akron,Bowling Green,1.0,-3.0,0.5,3.0,-3.0,4.473,1.4729999999999999,3.044569077279398,0.04456907727939807,1.4729999999999999,0.04456907727939807,10,0.07078141613474465
22-Nov,Army -9,-114,1.88,L,-1.0,Army,army,-9.0,False,2025_w7_army_uab,2025,7,Army,UAB,1.0,-6.5,2.5,-6.5,-18.0,-9.661,-3.1609999999999996,-6.657681551563358,-0.15768155156335784,3.1609999999999996,0.15768155156335784,10,0.04083846384304679
22-Nov,Arizona -5.5,-128,1.78,W,0.78,Arizona,arizona,-5.5,False,2025_w11_arizona_colorado,2025,11,Arizona,Colorado,1.0,-4.5,1.0,-4.5,-35.0,-0.9133333333333336,3.5866666666666664,-4.250247679531483,0.2497523204685166,-3.5866666666666664,-0.2497523204685166,6,0.07078141613474465
22-Nov,Maryland +14.5,-114,1.88,L,-1.0,Maryland,maryland,14.5,False,2025_w3_maryland_northernillinois,2025,3,Northern Ill.,Maryland,1.0,16.5,2.0,-16.5,-11.0,-14.123333333333333,2.376666666666667,-16.392768896862407,0.10723110313759321,2.376666666666667,0.10723110313759321,9,-0.029778037512505295
22-Nov,Texas -7,-122,1.82,W,0.82,Texas,texas,-7.0,False,2025_w13_georgia_texas,2025,13,Texas,Georgia,1.0,-6.5,0.5,-6.5,-25.0,-5.408333333333332,1.0916666666666677,-6.412027333244833,0.08797266675516724,-1.0916666666666677,-0.08797266675516724,6,0.07078141613474465
22-Nov,BYU -2.5,-117,1.85,W,0.85,BYU,byu,-2.5,False,2025_w14_byu_cincinnati,2025,14,BYU,Cincinnati,1.0,-2.5,0.0,-2.5,-12.0,-5.3116666666666665,-2.8116666666666665,-2.7179507533097973,-0.2179507533097973,2.8116666666666665,0.2179507533097973,6,0.07078141613474465
26-Nov,Memphis -3,-125,1.8,L,-1.0,Memphis,memphis,-3.0,False,2025_w13_eastcarolina_memphis,2025,13,Memphis,East Carolina,1.0,-3.0,0.0,-3.0,-4.0,-1.1116666666666666,1.8883333333333334,-2.881573102590788,0.1184268974092122,-1.8883333333333334,-0.1184268974092122,6,0.07078141613474465
29-Nov,Iowa State -13.5,-103,1.97,L,-1.0,Iowa State,iowa state,-13.5,False,2025_w15_iowastate_oklahomastate,2025,15,Iowa St.,Oklahoma St.,1.0,-14.0,0.5,-14.0,-7.0,-20.081111111111113,-6.081111111111113,-14.364151778690124,-0.3641517786901236,6.081111111111113,0.3641517786901236,9,0.07078141613474465
29-Nov,Ohio State -8.5,-115,1.87,W,0.87,Ohio State,ohio state,-8.5,False,2025_w6_ohiostate_washington,2025,6,Ohio St.,Washington,1.0,-7.5,1.0,-7.5,-18.0,-9.196000000000002,-1.6960000000000015,-7.590252357622274,-0.09025235762227357,1.6960000000000015,0.09025235762227357,10,0.04083846384304679
29-Nov,Syracuse +3,-108,1.93,L,-1.0,Syracuse,syracuse,3.0,False,2025_w15_bostoncollege_syracuse,2025,15,Boston College,Syracuse,1.0,3.0,0.0,-3.0,-22.0,2.338,5.338,-2.6374008107312967,0.36259918926870327,5.338,0.36259918926870327,5,0.07078141613474465
29-Nov,Louisiana -9,-112,1.89,L,-1.0,Louisiana,louisiana,-9.0,False,2025_w15_louisiana_ulm,2025,15,Louisiana-Monroe,Louisiana-Lafayette,0.72,-10.0,1.0,-10.0,-3.0,-14.622,-4.622,-10.290513787033417,-0.2905137870334169,4.622,0.2905137870334169,5,0.07078141613474465
29-Nov,Vanderbilt +3.5,-110,1.91,W,0.91,Vanderbilt,vanderbilt,3.5,False,2025_w3_vanderbilt_virginiatech,2025,3,Vanderbilt,Virginia Tech,1.0,2.5,1.0,2.5,-24.0,0.42142857142857143,-2.0785714285714287,2.451146688796924,-0.04885331120307601,2.0785714285714287,0.04885331120307601,7,-0.029778037512505295
29-Nov,Coastal Carolina +24,-110,1.91,L,-1.0,Coastal Carolina,coastal carolina,24.0,False,2025_w14_coastalcarolina_southcarolina,2025,14,Coastal Carolina,South Carolina,1.0,24.0,0.0,24.0,44.0,25.19,1.1900000000000013,23.868928151313458,-0.13107184868654187,-1.1900000000000013,0.13107184868654187,6,0.07078141613474465
29-Nov,UVA -7,-112,1.89,W,0.89,UVA,virginia,-7.0,False,2025_w7_louisville_virginia,2025,7,Virginia,Louisville,1.0,-6.5,0.5,-6.5,3.0,-5.572,0.9279999999999999,-6.490693072909139,0.009306927090860562,-0.9279999999999999,-0.009306927090860562,10,0.04083846384304679
29-Nov,Illinois -6.5,-113,1.88,W,0.88,Illinois,illinois,-6.5,False,2025_w6_illinois_usc,2025,6,USC,Illinois,1.0,-7.0,0.5,7.0,-2.0,6.3069999999999995,-0.6930000000000005,6.840496377652494,-0.15950362234750592,-0.6930000000000005,-0.15950362234750592,10,0.04083846384304679
29-Nov,NC State -6.5,-130,1.77,W,0.77,NC State,nc state,-6.5,False,2025_w4_ncstate_wakeforest,2025,4,NC St.,Wake Forest,1.0,-7.0,0.5,-7.0,-10.0,-6.8100000000000005,0.1899999999999995,-7.0170314370197975,-0.01703143701979748,-0.1899999999999995,0.01703143701979748,10,0.04083846384304679
29-Nov,UNLV -6.5,-130,1.77,W,0.77,UNLV,unlv,-6.5,False,2025_w8_airforce_unlv,2025,8,Air Force,UNLV,1.0,-7.0,0.5,7.0,3.0,9.159,2.1590000000000007,6.956967676532863,-0.04303232346713681,2.1590000000000007,-0.04303232346713681,10,0.04083846384304679
