ranking_method,top_n,top_n_label,line_reference,model_residual_bin,games,mean_model_residual,mean_actual_residual,median_actual_residual
mae,10,10,Open,0 to 2,724,0.942189226519337,-0.4005524861878453,0.0
mae,10,10,Open,2 to 4,339,2.8445563749590295,0.7595870206489675,0.5
mae,10,10,Open,4 to 7,110,4.898327272727274,1.7545454545454546,1.25
mae,10,10,Open,≥7,12,8.153222222222222,-1.125,-2.25
mae,15,15,Close (PT Updated/final),≤-7,14,-8.7485731292517,5.321428571428571,12.25
mae,15,15,Close (PT Updated/final),-7 to -4,122,-5.046595758521989,-0.6967213114754098,0.25
mae,15,15,Close (PT Updated/final),-4 to -2,351,-2.8569991181657852,-0.7065527065527065,0.0
mae,15,15,Close (PT Updated/final),-2 to 0,711,-0.9575634809010336,-1.3523206751054853,-1.0
mae,15,15,Close (PT Updated/final),0 to 2,713,0.9270611990471738,0.8737727910238429,0.0
mae,15,15,Close (PT Updated/final),2 to 4,388,2.7879860292914413,1.5193298969072164,1.25
mae,15,15,Close (PT Updated/final),4 to 7,109,5.086075797291395,-1.5688073394495412,-1.5
mae,15,15,Close (PT Updated/final),≥7,18,9.051936507936508,-1.5833333333333333,-4.0
mae,15,15,Midweek,≤-7,12,-8.560101190476189,-4.208333333333333,-9.75
mae,15,15,Midweek,-7 to -4,121,-5.101326183917093,-0.05371900826446281,0.0
mae,15,15,Midweek,-4 to -2,343,-2.848371720116618,-0.6720116618075802,0.0
mae,15,15,Midweek,-2 to 0,743,-0.9422553782392276,-1.1621803499327052,-0.5
mae,15,15,Midweek,0 to 2,698,0.938830070041388,0.7550143266475645,0.0
mae,15,15,Midweek,2 to 4,393,2.8081933640292416,1.6284987277353689,0.5
mae,15,15,Midweek,4 to 7,99,4.95614277697611,-2.5454545454545454,-2.0
mae,15,15,Midweek,≥7,17,13.36698319327731,4.147058823529412,-4.0
mae,15,15,Open,≤-7,7,-7.821241496598639,-6.857142857142857,-13.5
mae,15,15,Open,-7 to -4,110,-4.946131890331889,-2.118181818181818,-4.5
mae,15,15,Open,-4 to -2,344,-2.786282715023994,0.09447674418604651,1.5
mae,15,15,Open,-2 to 0,686,-0.9472504627701421,-0.7361516034985423,-0.5
mae,15,15,Open,0 to 2,810,0.930270242994317,0.26358024691358023,0.0
mae,15,15,Open,2 to 4,373,2.828046555172561,0.4477211796246649,0.5
mae,15,15,Open,4 to 7,87,5.003453475643131,3.074712643678161,2.0
mae,15,15,Open,≥7,9,8.076539682539682,-3.388888888888889,-2.5
mae,20,20,Close (PT Updated/final),≤-7,15,-8.565789483065952,4.966666666666667,10.5
mae,20,20,Close (PT Updated/final),-7 to -4,123,-5.022334275448488,-0.3170731707317073,0.5
mae,20,20,Close (PT Updated/final),-4 to -2,360,-2.8375695936402203,-1.2986111111111112,-0.5
mae,20,20,Close (PT Updated/final),-2 to 0,709,-0.937205663258143,-1.127644569816643,-1.0
mae,20,20,Close (PT Updated/final),0 to 2,729,0.9571581636844347,0.8319615912208504,0.5
mae,20,20,Close (PT Updated/final),2 to 4,363,2.8099266617337135,1.2369146005509641,0.5
mae,20,20,Close (PT Updated/final),4 to 7,109,4.988670904517665,-0.05045871559633028,-1.0
mae,20,20,Close (PT Updated/final),≥7,18,9.068447671156004,-1.4166666666666667,-2.5
mae,20,20,Midweek,≤-7,13,-8.082891711229946,-2.1923076923076925,-9.0
mae,20,20,Midweek,-7 to -4,114,-5.133990878929428,-0.18421052631578946,0.0
mae,20,20,Midweek,-4 to -2,347,-2.8790222719743004,-1.2881844380403458,-0.5
mae,20,20,Midweek,-2 to 0,751,-0.9479845834599743,-0.774300932090546,-0.5
mae,20,20,Midweek,0 to 2,715,0.9546545813522873,0.4783216783216783,0.0
mae,20,20,Midweek,2 to 4,365,2.798020236419927,1.832876712328767,1.0
mae,20,20,Midweek,4 to 7,105,4.888190686460655,-1.880952380952381,-1.5
mae,20,20,Midweek,≥7,16,13.639081755050507,6.1875,-3.0
mae,20,20,Open,≤-7,10,-7.752302777777777,-6.55,-10.5
mae,20,20,Open,-7 to -4,96,-4.938430334612248,-1.1666666666666667,-2.75
mae,20,20,Open,-4 to -2,320,-2.8235148856013694,-0.8140625,0.0
mae,20,20,Open,-2 to 0,748,-0.9391272010827804,-0.5066844919786097,0.0
mae,20,20,Open,0 to 2,812,0.9428134046006899,0.6988916256157636,0.5
mae,20,20,Open,2 to 4,348,2.8132109857650915,-0.11350574712643678,0.0
mae,20,20,Open,4 to 7,84,4.923830566742912,2.4166666666666665,1.25
mae,20,20,Open,≥7,8,7.8714517045454535,-6.25,-3.25
mae,25,25,Close (PT Updated/final),≤-7,16,-8.619815098443222,4.96875,7.75
mae,25,25,Close (PT Updated/final),-7 to -4,130,-5.014446053895937,0.48846153846153845,0.5
mae,25,25,Close (PT Updated/final),-4 to -2,370,-2.853041069089547,-1.6418918918918919,-0.5
mae,25,25,Close (PT Updated/final),-2 to 0,710,-0.8920044391931807,-0.6190140845070422,-0.5
mae,25,25,Close (PT Updated/final),0 to 2,710,0.9513840641956532,0.7943661971830986,0.25
mae,25,25,Close (PT Updated/final),2 to 4,354,2.8119589105645844,0.4025423728813559,0.0
mae,25,25,Close (PT Updated/final),4 to 7,117,5.008543979877427,0.26495726495726496,0.5
mae,25,25,Close (PT Updated/final),≥7,19,8.835823549257759,-2.1315789473684212,-4.0
mae,25,25,Midweek,≤-7,15,-8.130473199023198,-3.7,-9.0
mae,25,25,Midweek,-7 to -4,125,-5.065769378818284,-0.004,-0.5
mae,25,25,Midweek,-4 to -2,361,-2.858967705009672,-1.077562326869806,-0.5
mae,25,25,Midweek,-2 to 0,731,-0.9042500816923317,-0.6757865937072504,-0.5
mae,25,25,Midweek,0 to 2,703,0.9300743770794114,0.4118065433854908,0.0
mae,25,25,Midweek,2 to 4,368,2.811411343777914,1.46875,1.25
mae,25,25,Midweek,4 to 7,109,4.993253943257914,-1.0045871559633028,-1.5
mae,25,25,Midweek,≥7,14,14.5085097985348,3.7857142857142856,-3.0
mae,25,25,Open,≤-7,9,-7.949189743589743,-6.888888888888889,-14.0
mae,25,25,Open,-7 to -4,93,-5.096338249276047,-0.3118279569892473,-2.0
mae,25,25,Open,-4 to -2,347,-2.8202635549035184,-0.9351585014409222,0.0
mae,25,25,Open,-2 to 0,729,-0.9127235431811386,-0.2736625514403292,0.0
mae,25,25,Open,0 to 2,824,0.9490010604510868,0.14684466019417475,0.0
mae,25,25,Open,2 to 4,321,2.7971018702436212,0.35669781931464173,0.5
mae,25,25,Open,4 to 7,95,4.880860514626487,2.863157894736842,2.5
mae,25,25,Open,≥7,8,7.8792269230769225,-3.5625,-2.25
mae,35,35,Close (PT Updated/final),≤-7,22,-8.353509485612427,2.659090909090909,4.25
mae,35,35,Close (PT Updated/final),-7 to -4,152,-5.012547572210545,1.2039473684210527,2.0
mae,35,35,Close (PT Updated/final),-4 to -2,362,-2.8372935578323872,-1.7582872928176796,-0.75
mae,35,35,Close (PT Updated/final),-2 to 0,657,-0.9400969909506434,-1.0281582952815829,-1.0
mae,35,35,Close (PT Updated/final),0 to 2,709,0.9694248842586751,0.8540197461212976,0.5
mae,35,35,Close (PT Updated/final),2 to 4,381,2.8431478496158875,0.7335958005249343,0.0
mae,35,35,Close (PT Updated/final),4 to 7,116,5.051379832011725,-0.02586206896551724,0.25
mae,35,35,Close (PT Updated/final),≥7,27,8.756564928115496,-0.6851851851851852,-1.0
mae,35,35,Midweek,≤-7,19,-8.147140129736107,-1.5526315789473684,0.0
mae,35,35,Midweek,-7 to -4,148,-5.0781893234574635,0.3783783783783784,1.75
mae,35,35,Midweek,-4 to -2,350,-2.8639890947080584,-0.8328571428571429,-0.25
mae,35,35,Midweek,-2 to 0,700,-0.9294591568936187,-0.975,-1.0
mae,35,35,Midweek,0 to 2,693,0.9735931421353842,0.5447330447330447,0.5
mae,35,35,Midweek,2 to 4,379,2.8684796785641407,1.2532981530343008,0.0
mae,35,35,Midweek,4 to 7,118,5.035416295722463,-1.6440677966101696,-1.5
mae,35,35,Midweek,≥7,19,13.019619121332743,6.5,-1.0
mae,35,35,Open,≤-7,11,-8.122991341991344,-7.409090909090909,-14.0
mae,35,35,Open,-7 to -4,103,-5.066948219351768,1.1359223300970873,1.5
mae,35,35,Open,-4 to -2,364,-2.830467798282054,-1.1758241758241759,-0.5
mae,35,35,Open,-2 to 0,685,-0.917986544532888,-0.15036496350364964,0.0
mae,35,35,Open,0 to 2,804,0.9500485550600719,0.2574626865671642,0.0
mae,35,35,Open,2 to 4,338,2.7968325704124406,-0.29289940828402367,0.0
mae,35,35,Open,4 to 7,109,4.916906861899758,2.2477064220183487,1.5
mae,35,35,Open,≥7,12,8.230732873851293,0.5416666666666666,-1.0
mae,999,All,Close (PT Updated/final),≤-7,29,-8.563957819554306,4.844827586206897,4.5
mae,999,All,Close (PT Updated/final),-7 to -4,185,-5.005064446218604,1.0162162162162163,1.0
mae,999,All,Close (PT Updated/final),-4 to -2,350,-2.856560821920268,-1.97,-0.75
mae,999,All,Close (PT Updated/final),-2 to 0,623,-0.9235814526202115,-0.5585874799357945,0.0
mae,999,All,Close (PT Updated/final),0 to 2,650,0.9606313713043598,0.4084615384615385,-0.5
mae,999,All,Close (PT Updated/final),2 to 4,389,2.8592826146714265,1.5089974293059125,1.0
mae,999,All,Close (PT Updated/final),4 to 7,169,5.055417680154158,-1.8727810650887573,-2.0
mae,999,All,Close (PT Updated/final),≥7,31,9.078912666083237,-1.096774193548387,-1.0
mae,999,All,Midweek,≤-7,29,-8.254672405074801,3.9827586206896552,0.0
mae,999,All,Midweek,-7 to -4,177,-4.999864971863748,-0.05084745762711865,0.5
mae,999,All,Midweek,-4 to -2,363,-2.8567380150075605,-1.06198347107438,0.0
mae,999,All,Midweek,-2 to 0,638,-0.8713029900523058,-0.6880877742946708,-0.5
mae,999,All,Midweek,0 to 2,638,0.9555684878102529,0.5329153605015674,0.0
mae,999,All,Midweek,2 to 4,387,2.847065344053263,1.0348837209302326,0.5
mae,999,All,Midweek,4 to 7,168,5.049099819898252,-1.4702380952380953,-2.0
mae,999,All,Midweek,≥7,26,12.386039647359897,2.269230769230769,-1.75
mae,999,All,Open,≤-7,18,-8.293730962928713,-0.75,-7.75
mae,999,All,Open,-7 to -4,141,-4.8725216717433515,0.3546099290780142,1.5
mae,999,All,Open,-4 to -2,358,-2.8638183986023895,-0.6298882681564246,-0.5
mae,999,All,Open,-2 to 0,643,-0.8987868802035628,0.1150855365474339,0.5
mae,999,All,Open,0 to 2,758,0.9823877853204301,-0.27242744063324537,-0.5
mae,999,All,Open,2 to 4,344,2.8832755417834757,1.052325581395349,1.5
mae,999,All,Open,4 to 7,144,5.041761778588908,-1.0590277777777777,-1.75
mae,999,All,Open,≥7,20,8.548660851676061,-1.2,-2.25
wilson,3,3,Close (PT Updated/final),≤-7,70,-9.08285714285714,-1.4428571428571428,-1.25
wilson,3,3,Close (PT Updated/final),-7 to -4,222,-5.2252027027027035,1.2004504504504505,1.5
wilson,3,3,Close (PT Updated/final),-4 to -2,321,-2.9317964693665632,-1.341121495327103,-1.5
wilson,3,3,Close (PT Updated/final),-2 to 0,446,-0.9889237668161435,-0.39349775784753366,-0.5
wilson,3,3,Close (PT Updated/final),0 to 2,406,0.9447824302134648,-0.22783251231527094,0.5
wilson,3,3,Close (PT Updated/final),2 to 4,331,2.8431923464249746,1.1117824773413898,1.0
wilson,3,3,Close (PT Updated/final),4 to 7,211,5.200150078988941,0.8151658767772512,-0.5
wilson,3,3,Close (PT Updated/final),≥7,73,8.95785388127854,1.726027397260274,2.0
wilson,3,3,Midweek,≤-7,87,-8.804176245210728,-1.5459770114942528,-2.5
wilson,3,3,Midweek,-7 to -4,259,-5.138256113256113,0.8667953667953668,1.5
wilson,3,3,Midweek,-4 to -2,389,-2.907553556126821,-0.9652956298200515,-1.0
wilson,3,3,Midweek,-2 to 0,510,-0.9298366013071895,-0.5617647058823529,-0.5
wilson,3,3,Midweek,0 to 2,507,0.9542176199868507,0.8037475345167653,1.5
wilson,3,3,Midweek,2 to 4,370,2.9536216216216213,0.23378378378378378,0.0
wilson,3,3,Midweek,4 to 7,222,5.182424924924924,-0.6013513513513513,-1.5
wilson,3,3,Midweek,≥7,82,9.796402439024389,0.5609756097560976,-1.5
wilson,3,3,Open,≤-7,57,-8.732105263157894,-0.7105263157894737,0.0
wilson,3,3,Open,-7 to -4,218,-5.202484709480124,-2.126146788990826,-2.25
wilson,3,3,Open,-4 to -2,344,-2.9101550387596897,-0.6831395348837209,-0.5
wilson,3,3,Open,-2 to 0,454,-0.9033516886930983,-0.08149779735682819,-0.5
wilson,3,3,Open,0 to 2,515,0.984453074433657,0.5097087378640777,0.5
wilson,3,3,Open,2 to 4,354,2.8735687382297552,0.8375706214689266,0.5
wilson,3,3,Open,4 to 7,212,5.195550314465408,0.5778301886792453,1.5
wilson,3,3,Open,≥7,85,8.78970588235294,-0.4764705882352941,-2.0
wilson,5,5,Close (PT Updated/final),≤-7,47,-9.32900709219858,0.9148936170212766,0.0
wilson,5,5,Close (PT Updated/final),-7 to -4,253,-5.1179571805006585,-0.5889328063241107,0.5
wilson,5,5,Close (PT Updated/final),-4 to -2,382,-2.89310427574171,-1.7787958115183247,-1.25
wilson,5,5,Close (PT Updated/final),-2 to 0,537,-0.9937911235257605,0.05865921787709497,0.0
wilson,5,5,Close (PT Updated/final),0 to 2,567,0.9651219870664315,0.46825396825396826,0.0
wilson,5,5,Close (PT Updated/final),2 to 4,383,2.9254221061792864,0.8707571801566579,0.5
wilson,5,5,Close (PT Updated/final),4 to 7,192,5.129789930555556,0.0703125,-0.5
wilson,5,5,Close (PT Updated/final),≥7,65,8.840220512820514,-1.0076923076923077,-2.0
wilson,5,5,Midweek,≤-7,54,-8.403280864197528,1.0,2.5
wilson,5,5,Midweek,-7 to -4,189,-5.17212962962963,-0.9074074074074074,0.0
wilson,5,5,Midweek,-4 to -2,369,-2.863199638663053,-1.0447154471544715,-0.5
wilson,5,5,Midweek,-2 to 0,595,-0.9667005602240896,-0.9134453781512605,-1.0
wilson,5,5,Midweek,0 to 2,589,0.9902558007923034,1.2801358234295417,1.0
wilson,5,5,Midweek,2 to 4,361,2.831770083102493,0.03185595567867036,0.0
wilson,5,5,Midweek,4 to 7,214,5.008177570093458,0.4182242990654206,-0.5
wilson,5,5,Midweek,≥7,55,10.382560606060604,0.4727272727272727,-3.0
wilson,5,5,Open,≤-7,26,-9.028423076923078,-5.5576923076923075,-6.25
wilson,5,5,Open,-7 to -4,206,-5.0851723300970875,-1.1432038834951457,-0.5
wilson,5,5,Open,-4 to -2,369,-2.908784101174345,-0.5704607046070461,-1.0
wilson,5,5,Open,-2 to 0,559,-0.9210363744782349,0.04740608228980322,0.5
wilson,5,5,Open,0 to 2,651,0.9735545314900155,0.17204301075268819,0.0
wilson,5,5,Open,2 to 4,383,2.8558107049608354,0.6866840731070496,0.5
wilson,5,5,Open,4 to 7,181,5.081838858195212,0.6629834254143646,1.0
wilson,5,5,Open,≥7,51,8.599725490196077,-1.3137254901960784,-2.5
wilson,8,8,Close (PT Updated/final),≤-7,41,-8.596453832752612,1.646341463414634,0.0
wilson,8,8,Close (PT Updated/final),-7 to -4,186,-5.050454045058883,1.1370967741935485,2.25
wilson,8,8,Close (PT Updated/final),-4 to -2,393,-2.869488913122501,-1.2124681933842238,-0.5
wilson,8,8,Close (PT Updated/final),-2 to 0,572,-0.9573947718947718,-1.1713286713286712,-0.5
wilson,8,8,Close (PT Updated/final),0 to 2,613,0.9447465819933193,0.41190864600326266,0.0
wilson,8,8,Close (PT Updated/final),2 to 4,397,2.8415683699172365,1.207808564231738,0.5
wilson,8,8,Close (PT Updated/final),4 to 7,172,5.029716638981174,0.5697674418604651,-0.5
wilson,8,8,Close (PT Updated/final),≥7,52,8.631778159340659,-3.2596153846153846,-3.0
wilson,8,8,Midweek,≤-7,30,-8.162389285714285,-0.03333333333333333,-2.75
wilson,8,8,Midweek,-7 to -4,179,-5.143963221601489,1.0502793296089385,2.0
wilson,8,8,Midweek,-4 to -2,350,-2.890565918367347,-1.8271428571428572,-1.0
wilson,8,8,Midweek,-2 to 0,634,-0.9826060350007512,-0.9124605678233438,-1.5
wilson,8,8,Midweek,0 to 2,638,0.9627780638901328,0.7547021943573667,0.5
wilson,8,8,Midweek,2 to 4,386,2.842559986429805,1.2085492227979275,1.5
wilson,8,8,Midweek,4 to 7,170,5.038547198879552,-0.4823529411764706,-1.75
wilson,8,8,Midweek,≥7,39,10.817635225885224,-0.01282051282051282,-3.0
wilson,8,8,Open,≤-7,35,-8.949958163265308,-2.1,-2.0
wilson,8,8,Open,-7 to -4,170,-5.134068277310924,0.4470588235294118,0.5
wilson,8,8,Open,-4 to -2,365,-2.8690563600782784,-0.13424657534246576,0.5
wilson,8,8,Open,-2 to 0,581,-0.9491983034177527,-1.1411359724612737,-1.5
wilson,8,8,Open,0 to 2,647,0.9405577574151764,0.23338485316846985,0.0
wilson,8,8,Open,2 to 4,399,2.840927437641723,0.7167919799498746,0.5
wilson,8,8,Open,4 to 7,196,5.192717504859086,0.49489795918367346,0.25
wilson,8,8,Open,≥7,33,8.802575757575758,1.196969696969697,0.0
wilson,10,10,Close (PT Updated/final),≤-7,27,-8.628215167548502,1.7592592592592593,3.0
wilson,10,10,Close (PT Updated/final),-7 to -4,179,-5.07244590759954,1.1592178770949721,2.0
wilson,10,10,Close (PT Updated/final),-4 to -2,361,-2.8454888976828037,-1.8282548476454294,-1.5
wilson,10,10,Close (PT Updated/final),-2 to 0,608,-0.9551398026315789,-0.7508223684210527,-0.5
wilson,10,10,Close (PT Updated/final),0 to 2,660,0.9305706048581049,0.5037878787878788,0.0
wilson,10,10,Close (PT Updated/final),2 to 4,381,2.8413311669374663,0.8149606299212598,0.0
wilson,10,10,Close (PT Updated/final),4 to 7,171,5.152199201707973,1.0380116959064327,-0.5
wilson,10,10,Close (PT Updated/final),≥7,39,8.815199430199431,-4.256410256410256,-4.0
wilson,10,10,Midweek,≤-7,28,-8.294392998866213,2.857142857142857,3.0
wilson,10,10,Midweek,-7 to -4,174,-5.122153211092866,-0.382183908045977,0.25
wilson,10,10,Midweek,-4 to -2,359,-2.849579718795596,-1.16991643454039,0.0
wilson,10,10,Midweek,-2 to 0,652,-0.8986630514168857,-0.7998466257668712,-0.5
wilson,10,10,Midweek,0 to 2,620,0.9629220942140299,0.43629032258064515,0.5
wilson,10,10,Midweek,2 to 4,384,2.8404165633267198,1.21484375,1.5
wilson,10,10,Midweek,4 to 7,176,5.044288216991341,0.36079545454545453,-1.5
wilson,10,10,Midweek,≥7,33,11.320176046176046,-1.1515151515151516,-4.0
wilson,10,10,Open,≤-7,29,-8.613113163656267,-3.6206896551724137,-6.5
wilson,10,10,Open,-7 to -4,180,-5.170167746913581,0.37777777777777777,0.0
wilson,10,10,Open,-4 to -2,349,-2.8806800495747487,-0.45558739255014324,0.5
wilson,10,10,Open,-2 to 0,592,-0.9590109395109396,-0.28631756756756754,-0.5
wilson,10,10,Open,0 to 2,661,0.9717852160026895,-0.40998487140695916,0.0
wilson,10,10,Open,2 to 4,394,2.830004079042785,1.0710659898477157,0.0
wilson,10,10,Open,4 to 7,185,5.1078716001716,0.4135135135135135,0.0
wilson,10,10,Open,≥7,36,8.528886574074074,0.05555555555555555,0.25
wilson,15,15,Close (PT Updated/final),≤-7,23,-8.560589685676643,2.0869565217391304,1.5
wilson,15,15,Close (PT Updated/final),-7 to -4,156,-5.10415376201434,0.9775641025641025,1.5
wilson,15,15,Close (PT Updated/final),-4 to -2,364,-2.886209629274877,-1.0796703296703296,-0.5
wilson,15,15,Close (PT Updated/final),-2 to 0,636,-0.9331485253041857,-0.22327044025157233,0.0
wilson,15,15,Close (PT Updated/final),0 to 2,674,0.9470473828018339,-0.4035608308605341,-0.5
wilson,15,15,Close (PT Updated/final),2 to 4,388,2.8289935809465447,1.2641752577319587,0.25
wilson,15,15,Close (PT Updated/final),4 to 7,162,5.053342915486433,-0.41975308641975306,-1.5
wilson,15,15,Close (PT Updated/final),≥7,23,8.90804705439488,-1.0,-1.0
wilson,15,15,Midweek,≤-7,29,-8.235152184979771,0.5517241379310345,-4.0
wilson,15,15,Midweek,-7 to -4,167,-5.110880844371863,0.9491017964071856,1.5
wilson,15,15,Midweek,-4 to -2,331,-2.8890067770430305,-1.283987915407855,-1.0
wilson,15,15,Midweek,-2 to 0,676,-0.9676267964448437,-1.0465976331360947,-0.5
wilson,15,15,Midweek,0 to 2,656,0.9791914795485679,1.1379573170731707,1.0
wilson,15,15,Midweek,2 to 4,388,2.8520510022623426,0.5734536082474226,-0.5
wilson,15,15,Midweek,4 to 7,151,5.051620769223417,-1.4172185430463575,-2.0
wilson,15,15,Midweek,≥7,28,11.716517117802832,1.3392857142857142,-5.25
wilson,15,15,Open,≤-7,32,-8.600376498501497,-2.53125,-6.75
wilson,15,15,Open,-7 to -4,164,-5.093092758867148,0.18292682926829268,0.5
wilson,15,15,Open,-4 to -2,352,-2.8889652653218,-1.0,-0.5
wilson,15,15,Open,-2 to 0,605,-0.9666390931382667,-0.45454545454545453,0.0
wilson,15,15,Open,0 to 2,701,0.9972651623222234,0.4079885877318117,0.5
wilson,15,15,Open,2 to 4,350,2.917380709766424,1.3728571428571428,0.0
wilson,15,15,Open,4 to 7,188,5.005583516660645,-0.9680851063829787,0.0
wilson,15,15,Open,≥7,34,8.888509470921234,-1.25,-2.5
wilson,20,20,Close (PT Updated/final),≤-7,24,-8.691230883069602,3.9375,2.5
wilson,20,20,Close (PT Updated/final),-7 to -4,159,-5.102547318115407,1.2106918238993711,1.5
wilson,20,20,Close (PT Updated/final),-4 to -2,385,-2.8674331419575556,-1.6454545454545455,-0.5
wilson,20,20,Close (PT Updated/final),-2 to 0,623,-0.913041235636319,-0.41813804173354735,-0.5
wilson,20,20,Close (PT Updated/final),0 to 2,667,0.9768279364270055,0.09145427286356822,0.0
wilson,20,20,Close (PT Updated/final),2 to 4,385,2.83580447225633,1.0402597402597402,0.5
wilson,20,20,Close (PT Updated/final),4 to 7,159,5.074412871894274,-0.012578616352201259,-1.5
wilson,20,20,Close (PT Updated/final),≥7,24,9.416308243034054,-2.4791666666666665,-2.25
wilson,20,20,Midweek,≤-7,25,-8.293580944669367,1.66,2.5
wilson,20,20,Midweek,-7 to -4,143,-5.110497904889426,0.23076923076923078,0.5
wilson,20,20,Midweek,-4 to -2,370,-2.8699583867182934,-1.6581081081081082,-0.5
wilson,20,20,Midweek,-2 to 0,644,-0.9212298270713556,-0.1669254658385093,0.0
wilson,20,20,Midweek,0 to 2,690,0.9389561795114494,0.39492753623188404,0.5
wilson,20,20,Midweek,2 to 4,391,2.8736495847587475,1.0997442455242967,-0.5
wilson,20,20,Midweek,4 to 7,137,4.939502228104419,-1.9306569343065694,-3.0
wilson,20,20,Midweek,≥7,26,11.834274237048707,1.6538461538461537,-3.0
wilson,20,20,Open,≤-7,32,-8.342107623797665,-2.5625,-6.25
wilson,20,20,Open,-7 to -4,156,-5.12798282368503,-0.25961538461538464,0.25
wilson,20,20,Open,-4 to -2,367,-2.879079222892223,0.44550408719346046,0.5
wilson,20,20,Open,-2 to 0,599,-0.9305358370992762,-0.513355592654424,-0.5
wilson,20,20,Open,0 to 2,692,0.9657575116285622,-0.12716763005780346,-0.5
wilson,20,20,Open,2 to 4,374,2.8771629604498274,1.1336898395721926,1.25
wilson,20,20,Open,4 to 7,176,5.021872131832199,-0.8494318181818182,-1.25
wilson,20,20,Open,≥7,30,8.909913939464674,-1.8666666666666667,-2.25
wilson,25,25,Close (PT Updated/final),≤-7,25,-8.600481692921369,5.28,4.5
wilson,25,25,Close (PT Updated/final),-7 to -4,167,-4.97380341899054,0.46107784431137727,1.0
wilson,25,25,Close (PT Updated/final),-4 to -2,362,-2.844010838426642,-1.4033149171270718,-1.0
wilson,25,25,Close (PT Updated/final),-2 to 0,630,-0.9382090504996271,-0.7714285714285715,-0.25
wilson,25,25,Close (PT Updated/final),0 to 2,676,0.9639999803654984,0.4275147928994083,0.0
wilson,25,25,Close (PT Updated/final),2 to 4,392,2.8834035328827112,0.9426020408163265,0.5
wilson,25,25,Close (PT Updated/final),4 to 7,150,5.021643363927593,-0.27666666666666667,-2.0
wilson,25,25,Close (PT Updated/final),≥7,24,9.277026261711315,-1.625,-1.5
wilson,25,25,Midweek,≤-7,23,-8.439910376861555,-0.45652173913043476,-7.0
wilson,25,25,Midweek,-7 to -4,167,-4.985753231298714,0.9880239520958084,1.0
wilson,25,25,Midweek,-4 to -2,353,-2.8154943809633464,-1.7011331444759208,-0.5
wilson,25,25,Midweek,-2 to 0,648,-0.933390019021418,-0.1257716049382716,0.0
wilson,25,25,Midweek,0 to 2,676,0.9316397474527792,0.21745562130177515,0.0
wilson,25,25,Midweek,2 to 4,379,2.796427462009707,1.4419525065963061,0.5
wilson,25,25,Midweek,4 to 7,156,4.896163648429613,-2.871794871794872,-3.75
wilson,25,25,Midweek,≥7,24,12.659485929614606,4.854166666666667,-1.5
wilson,25,25,Open,≤-7,26,-8.463372442457112,-1.1730769230769231,-5.5
wilson,25,25,Open,-7 to -4,171,-5.0133658481708325,-0.7543859649122807,-1.0
wilson,25,25,Open,-4 to -2,339,-2.8966283181363757,0.2713864306784661,0.5
wilson,25,25,Open,-2 to 0,617,-0.9774868798405785,-0.1580226904376013,0.5
wilson,25,25,Open,0 to 2,694,0.9653933893587482,-0.3025936599423631,-0.5
wilson,25,25,Open,2 to 4,378,2.8636467341356795,1.0542328042328042,0.75
wilson,25,25,Open,4 to 7,172,5.057724641812606,-0.7877906976744186,-0.75
wilson,25,25,Open,≥7,29,8.677936944738297,-0.8275862068965517,-2.0
wilson,35,35,Close (PT Updated/final),≤-7,29,-8.389762939034185,4.172413793103448,3.5
wilson,35,35,Close (PT Updated/final),-7 to -4,164,-4.988023679658733,0.43597560975609756,1.25
wilson,35,35,Close (PT Updated/final),-4 to -2,369,-2.871182271989392,-0.9119241192411924,0.0
wilson,35,35,Close (PT Updated/final),-2 to 0,611,-0.9382364065422225,-0.869885433715221,-0.5
wilson,35,35,Close (PT Updated/final),0 to 2,680,0.9403240165331761,0.5,0.0
wilson,35,35,Close (PT Updated/final),2 to 4,387,2.8514551057569557,0.6640826873385013,0.5
wilson,35,35,Close (PT Updated/final),4 to 7,159,5.029989069813408,-0.4025157232704403,-1.5
wilson,35,35,Close (PT Updated/final),≥7,27,9.046508526684933,-2.388888888888889,-2.0
wilson,35,35,Midweek,≤-7,27,-8.214799270909838,1.6481481481481481,-1.5
wilson,35,35,Midweek,-7 to -4,174,-4.9503887533051145,0.5574712643678161,2.0
wilson,35,35,Midweek,-4 to -2,359,-2.8184137284026685,-1.416434540389972,-0.5
wilson,35,35,Midweek,-2 to 0,622,-0.9301334341996217,-0.4397106109324759,-0.25
wilson,35,35,Midweek,0 to 2,682,0.9496072583143417,0.39222873900293254,0.0
wilson,35,35,Midweek,2 to 4,379,2.8274110216232358,1.0105540897097625,0.5
wilson,35,35,Midweek,4 to 7,158,5.006318828342765,-1.2436708860759493,-2.75
wilson,35,35,Midweek,≥7,25,12.391614388402923,0.84,-3.0
wilson,35,35,Open,≤-7,20,-8.381117447555717,0.425,-6.75
wilson,35,35,Open,-7 to -4,160,-4.959461773143561,-0.575,-0.5
wilson,35,35,Open,-4 to -2,349,-2.869140256285186,0.07020057306590258,0.5
wilson,35,35,Open,-2 to 0,641,-0.8982732267615952,0.0686427457098284,0.0
wilson,35,35,Open,0 to 2,717,0.966095694347771,-0.4525801952580195,-0.5
wilson,35,35,Open,2 to 4,366,2.8938302743906448,0.8278688524590164,0.75
wilson,35,35,Open,4 to 7,148,4.960569599979904,-0.3141891891891892,-0.25
