fold,architecture,architecture_name,line_reference,threshold,bets,wins,losses,pushes,ats_pct,wilson_low,wilson_high,units_flat,roi_flat,units_win1,roi_win1,oos_start,oos_end
1,D,Top-N diversified model consensus,Open,1.0,204,106,98,1,0.5196078431372549,0.4513200858691358,0.5871707648556469,-1.6363636363636402,-0.008021390374331569,-1.8000000000000114,-0.008021390374331602,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Open,1.25,193,100,93,1,0.5181347150259067,0.44797565863758115,0.587585929969705,-2.0909090909090935,-0.010833725859632609,-2.3000000000000114,-0.010833725859632649,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Open,1.5,180,93,87,1,0.5166666666666667,0.44408004568569426,0.5885567459871371,-2.4545454545454533,-0.013636363636363629,-2.700000000000003,-0.01363636363636365,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Open,1.75,161,85,76,0,0.5279503105590062,0.45108596072929746,0.6035119077699164,1.2727272727272663,0.007905138339920908,1.3999999999999915,0.0079051383399209,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Open,2.0,142,74,68,0,0.5211267605633803,0.4394914157148381,0.6016491093479698,-0.7272727272727337,-0.005121638924455872,-0.8000000000000114,-0.005121638924455898,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Open,0.0,191,99,92,1,0.518324607329843,0.4478017669722617,0.5881248523944446,-2.0,-0.010471204188481676,-2.200000000000003,-0.010471204188481688,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Open,0.25,152,80,72,1,0.5263157894736842,0.44727054784415565,0.6040636273696511,0.7272727272727195,0.00478468899521526,0.7999999999999972,0.0047846889952152935,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Open,0.5,111,58,53,0,0.5225225225225225,0.43041035948715833,0.6131278705618831,-0.2727272727272734,-0.002457002457002463,-0.30000000000000426,-0.0024570024570024916,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Open,0.75,81,44,37,0,0.5432098765432098,0.43523822983845284,0.6472684649904988,3.0,0.037037037037037035,3.299999999999997,0.037037037037037,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Open,1.0,55,31,24,0,0.5636363636363636,0.43269584078681317,0.686267613639987,4.18181818181818,0.07603305785123964,4.599999999999998,0.07603305785123962,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Open,1.25,40,21,19,0,0.525,0.37497106853929735,0.6706477044981831,0.09090909090908994,0.0022727272727272483,0.09999999999999787,0.0022727272727272245,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Open,1.5,24,13,11,0,0.5416666666666666,0.35074553553106635,0.7210894164831857,0.8181818181818183,0.034090909090909095,0.8999999999999986,0.03409090909090903,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Open,1.75,17,9,8,0,0.5294117647058824,0.30962897311549487,0.738351988039119,0.18181818181818166,0.010695187165775392,0.1999999999999993,0.010695187165775362,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Open,2.0,7,4,3,0,0.5714285714285714,0.2504542304090258,0.8417830777373732,0.6363636363636362,0.0909090909090909,0.6999999999999997,0.09090909090909086,2022 W14,2023 W4
1,A,All-model consensus,Midweek,0.0,256,126,130,5,0.4921875,0.4315147730833839,0.5530912330372681,-15.454545454545453,-0.06036931818181818,-17.0,-0.06036931818181818,2022 W14,2023 W4
1,A,All-model consensus,Midweek,0.25,184,89,95,2,0.483695652173913,0.41256237000304147,0.5554958237091076,-14.090909090909093,-0.0765810276679842,-15.500000000000014,-0.07658102766798426,2022 W14,2023 W4
1,A,All-model consensus,Midweek,0.5,131,64,67,2,0.48854961832061067,0.4045028423085701,0.5732488307656145,-8.81818181818182,-0.0673143650242887,-9.700000000000003,-0.0673143650242887,2022 W14,2023 W4
1,A,All-model consensus,Midweek,0.75,74,36,38,0,0.4864864864864865,0.37611598006562663,0.5981908173280549,-5.272727272727273,-0.07125307125307126,-5.800000000000004,-0.0712530712530713,2022 W14,2023 W4
1,A,All-model consensus,Midweek,1.0,42,21,21,0,0.5,0.3552574591652803,0.6447425408347197,-1.90909090909091,-0.04545454545454548,-2.1000000000000014,-0.045454545454545484,2022 W14,2023 W4
1,A,All-model consensus,Midweek,1.25,19,6,13,0,0.3157894736842105,0.15364171004428598,0.5398998982493537,-7.545454545454546,-0.39712918660287083,-8.3,-0.39712918660287083,2022 W14,2023 W4
1,A,All-model consensus,Midweek,1.5,8,1,7,0,0.125,0.02241690886329617,0.4708948057698615,-6.090909090909091,-0.7613636363636364,-6.700000000000001,-0.7613636363636365,2022 W14,2023 W4
1,A,All-model consensus,Midweek,1.75,4,1,3,0,0.25,0.045586062644636216,0.6993639475573634,-2.090909090909091,-0.5227272727272727,-2.3000000000000003,-0.5227272727272727,2022 W14,2023 W4
1,A,All-model consensus,Midweek,2.0,3,1,2,0,0.3333333333333333,0.0614903152761605,0.7923450448735121,-1.0909090909090908,-0.3636363636363636,-1.2000000000000002,-0.36363636363636365,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Midweek,0.0,256,124,132,5,0.484375,0.4238397175749127,0.5453722946663914,-19.27272727272728,-0.07528409090909094,-21.200000000000017,-0.07528409090909097,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Midweek,0.25,188,90,98,3,0.4787234042553192,0.4084576700802953,0.5498412598702472,-16.181818181818187,-0.08607350096711802,-17.80000000000001,-0.08607350096711804,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Midweek,0.5,131,63,68,2,0.48091603053435117,0.3971249733448441,0.5657944817787972,-10.727272727272727,-0.08188757807078417,-11.800000000000011,-0.08188757807078424,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Midweek,0.75,80,38,42,1,0.475,0.3692454986165162,0.5830454881967124,-7.454545454545453,-0.09318181818181817,-8.200000000000003,-0.09318181818181821,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Midweek,1.0,42,18,24,0,0.42857142857142855,0.2911742951914822,0.5779402208812553,-7.636363636363637,-0.18181818181818182,-8.400000000000002,-0.18181818181818185,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Midweek,1.25,18,9,9,0,0.5,0.2903070395897999,0.7096929604102,-0.8181818181818183,-0.04545454545454546,-0.9000000000000004,-0.04545454545454547,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Midweek,1.5,10,3,7,0,0.3,0.10778928748621183,0.6032267800204347,-4.272727272727273,-0.42727272727272736,-4.700000000000001,-0.42727272727272736,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Midweek,1.75,6,2,4,0,0.3333333333333333,0.09676933255921683,0.7000116786584712,-2.1818181818181817,-0.3636363636363636,-2.4000000000000004,-0.36363636363636365,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Midweek,2.0,4,2,2,0,0.5,0.15003570882017148,0.8499642911798285,-0.18181818181818188,-0.04545454545454547,-0.20000000000000018,-0.04545454545454549,2022 W14,2023 W4
1,C,Best prior single model,Midweek,0.0,256,133,123,5,0.51953125,0.45849266507745623,0.5799923196209139,-2.0909090909090935,-0.008167613636363646,-2.3000000000000114,-0.008167613636363676,2022 W14,2023 W4
1,C,Best prior single model,Midweek,0.25,256,133,123,5,0.51953125,0.45849266507745623,0.5799923196209139,-2.0909090909090935,-0.008167613636363646,-2.3000000000000114,-0.008167613636363676,2022 W14,2023 W4
1,C,Best prior single model,Midweek,0.5,256,133,123,5,0.51953125,0.45849266507745623,0.5799923196209139,-2.0909090909090935,-0.008167613636363646,-2.3000000000000114,-0.008167613636363676,2022 W14,2023 W4
1,C,Best prior single model,Midweek,0.75,256,133,123,5,0.51953125,0.45849266507745623,0.5799923196209139,-2.0909090909090935,-0.008167613636363646,-2.3000000000000114,-0.008167613636363676,2022 W14,2023 W4
1,C,Best prior single model,Midweek,1.0,256,133,123,5,0.51953125,0.45849266507745623,0.5799923196209139,-2.0909090909090935,-0.008167613636363646,-2.3000000000000114,-0.008167613636363676,2022 W14,2023 W4
1,C,Best prior single model,Midweek,1.25,256,133,123,5,0.51953125,0.45849266507745623,0.5799923196209139,-2.0909090909090935,-0.008167613636363646,-2.3000000000000114,-0.008167613636363676,2022 W14,2023 W4
1,C,Best prior single model,Midweek,1.5,256,133,123,5,0.51953125,0.45849266507745623,0.5799923196209139,-2.0909090909090935,-0.008167613636363646,-2.3000000000000114,-0.008167613636363676,2022 W14,2023 W4
1,C,Best prior single model,Midweek,1.75,256,133,123,5,0.51953125,0.45849266507745623,0.5799923196209139,-2.0909090909090935,-0.008167613636363646,-2.3000000000000114,-0.008167613636363676,2022 W14,2023 W4
1,C,Best prior single model,Midweek,2.0,256,133,123,5,0.51953125,0.45849266507745623,0.5799923196209139,-2.0909090909090935,-0.008167613636363646,-2.3000000000000114,-0.008167613636363676,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Midweek,0.0,256,125,131,5,0.48828125,0.427675415913936,0.549233593267042,-17.363636363636374,-0.06782670454545459,-19.100000000000023,-0.06782670454545463,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Midweek,0.25,242,117,125,5,0.4834710743801653,0.4212603442626112,0.5461983771254697,-18.63636363636364,-0.07700976709241174,-20.5,-0.07700976709241171,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Midweek,0.5,209,98,111,5,0.4688995215311005,0.40241510362018634,0.5365066109318563,-21.909090909090907,-0.10482818616789907,-24.10000000000001,-0.10482818616789912,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Midweek,0.75,185,87,98,4,0.4702702702702703,0.39968426627871717,0.5420658565755693,-18.909090909090907,-0.1022113022113022,-20.80000000000001,-0.10221130221130226,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Midweek,1.0,164,78,86,3,0.47560975609756095,0.4006116856765146,0.5517243263729414,-15.090909090909093,-0.0920177383592018,-16.60000000000001,-0.09201773835920182,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Midweek,1.25,146,65,81,2,0.4452054794520548,0.3670211374202465,0.5261994368395053,-21.909090909090914,-0.1500622665006227,-24.10000000000001,-0.1500622665006227,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Midweek,1.5,137,58,79,2,0.4233576642335766,0.34381999698482746,0.5070763291006474,-26.272727272727273,-0.19177173191771732,-28.900000000000006,-0.19177173191771735,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Midweek,1.75,126,55,71,2,0.4365079365079365,0.3530579106505297,0.523715018826618,-21.0,-0.16666666666666666,-23.10000000000001,-0.1666666666666667,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Midweek,2.0,112,46,66,1,0.4107142857142857,0.3240369028320017,0.5033135481286204,-24.18181818181818,-0.21590909090909088,-26.60000000000001,-0.21590909090909094,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Midweek,0.0,85,48,37,2,0.5647058823529412,0.4587719281568645,0.6650439418859984,6.636363636363633,0.07807486631016039,7.299999999999997,0.07807486631016039,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Midweek,0.25,75,43,32,2,0.5733333333333334,0.46052588692688007,0.6789943663404308,7.090909090909086,0.09454545454545449,7.799999999999997,0.09454545454545452,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Midweek,0.5,59,34,25,2,0.576271186440678,0.4493425547283663,0.6938746771689757,5.9090909090909065,0.10015408320493062,6.4999999999999964,0.1001540832049306,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Midweek,0.75,49,29,20,2,0.5918367346938775,0.4524706997204626,0.7178496539402894,6.363636363636363,0.12987012987012986,7.0,0.12987012987012986,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Midweek,1.0,37,23,14,1,0.6216216216216216,0.4610014255281996,0.7593621253610898,6.90909090909091,0.18673218673218675,7.599999999999998,0.18673218673218667,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Midweek,1.25,27,16,11,0,0.5925925925925926,0.4072638305536409,0.7548548662714265,3.545454545454545,0.1313131313131313,3.8999999999999986,0.13131313131313124,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Midweek,1.5,23,14,9,0,0.6086956521739131,0.4078517960374599,0.7784262201761787,3.7272727272727266,0.16205533596837943,4.1,0.16205533596837943,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Midweek,1.75,17,9,8,0,0.5294117647058824,0.30962897311549487,0.738351988039119,0.18181818181818166,0.010695187165775392,0.1999999999999993,0.010695187165775362,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Midweek,2.0,11,6,5,0,0.5454545454545454,0.28008775568998817,0.7872904245601196,0.45454545454545414,0.04132231404958674,0.5,0.04132231404958677,2022 W14,2023 W4
1,A,All-model consensus,Close (PT Updated/final),0.0,258,124,134,3,0.4806201550387597,0.42038641464006726,0.5414225568908126,-21.27272727272728,-0.08245243128964062,-23.400000000000006,-0.08245243128964061,2022 W14,2023 W4
1,A,All-model consensus,Close (PT Updated/final),0.25,192,96,96,1,0.5,0.42997169712955335,0.5700283028704467,-8.727272727272734,-0.04545454545454549,-9.600000000000009,-0.04545454545454549,2022 W14,2023 W4
1,A,All-model consensus,Close (PT Updated/final),0.5,130,63,67,1,0.4846153846153846,0.4003867324592215,0.5697271932559522,-9.727272727272727,-0.07482517482517483,-10.700000000000003,-0.07482517482517484,2022 W14,2023 W4
1,A,All-model consensus,Close (PT Updated/final),0.75,84,43,41,0,0.5119047619047619,0.40684997372055176,0.6159182818667781,-1.9090909090909136,-0.02272727272727278,-2.1000000000000014,-0.022727272727272742,2022 W14,2023 W4
1,A,All-model consensus,Close (PT Updated/final),1.0,40,19,21,0,0.475,0.32935229550181694,0.6250289314607027,-3.7272727272727266,-0.09318181818181817,-4.100000000000001,-0.09318181818181821,2022 W14,2023 W4
1,A,All-model consensus,Close (PT Updated/final),1.25,21,8,13,0,0.38095238095238093,0.20750767797982506,0.5912170418449848,-5.7272727272727275,-0.27272727272727276,-6.300000000000001,-0.27272727272727276,2022 W14,2023 W4
1,A,All-model consensus,Close (PT Updated/final),1.5,8,1,7,0,0.125,0.02241690886329617,0.4708948057698615,-6.090909090909091,-0.7613636363636364,-6.700000000000001,-0.7613636363636365,2022 W14,2023 W4
1,A,All-model consensus,Close (PT Updated/final),1.75,6,1,5,0,0.16666666666666666,0.03005258587173032,0.563509436563646,-4.090909090909091,-0.6818181818181818,-4.5,-0.6818181818181818,2022 W14,2023 W4
1,A,All-model consensus,Close (PT Updated/final),2.0,3,1,2,0,0.3333333333333333,0.0614903152761605,0.7923450448735121,-1.0909090909090908,-0.3636363636363636,-1.2000000000000002,-0.36363636363636365,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Close (PT Updated/final),0.0,258,123,135,3,0.47674418604651164,0.4165870525407178,0.537583713296338,-23.181818181818187,-0.08985200845665964,-25.5,-0.08985200845665961,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Close (PT Updated/final),0.25,195,97,98,1,0.49743589743589745,0.4279883087282199,0.5669825625582715,-9.818181818181827,-0.050349650349650395,-10.800000000000011,-0.050349650349650395,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Close (PT Updated/final),0.5,124,59,65,1,0.47580645161290325,0.3899577057750623,0.5631092145388261,-11.363636363636367,-0.09164222873900296,-12.5,-0.09164222873900293,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Close (PT Updated/final),0.75,84,41,43,1,0.4880952380952381,0.3840817181332218,0.5931500262794481,-5.727272727272727,-0.06818181818181818,-6.300000000000004,-0.06818181818181822,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Close (PT Updated/final),1.0,45,22,23,0,0.4888888888888889,0.3495678935302451,0.6299577567351026,-3.0,-0.06666666666666667,-3.3000000000000007,-0.06666666666666667,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Close (PT Updated/final),1.25,19,9,10,0,0.47368421052631576,0.27329505487448547,0.6829251748817489,-1.8181818181818183,-0.09569377990430623,-2.0,-0.0956937799043062,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Close (PT Updated/final),1.5,9,3,6,0,0.3333333333333333,0.12058159868274293,0.6458026525009102,-3.272727272727273,-0.36363636363636365,-3.6000000000000005,-0.3636363636363637,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Close (PT Updated/final),1.75,6,1,5,0,0.16666666666666666,0.03005258587173032,0.563509436563646,-4.090909090909091,-0.6818181818181818,-4.5,-0.6818181818181818,2022 W14,2023 W4
1,B,Prior-ranked Top-N consensus,Close (PT Updated/final),2.0,2,0,2,0,0.0,0.0,0.6576280471103807,-2.0,-1.0,-2.2,-1.0,2022 W14,2023 W4
1,C,Best prior single model,Close (PT Updated/final),0.0,187,90,97,2,0.48128342245989303,0.41076916791365214,0.5525511982958115,-15.181818181818187,-0.08118619348565875,-16.700000000000003,-0.08118619348565874,2022 W14,2023 W4
1,C,Best prior single model,Close (PT Updated/final),0.25,187,90,97,2,0.48128342245989303,0.41076916791365214,0.5525511982958115,-15.181818181818187,-0.08118619348565875,-16.700000000000003,-0.08118619348565874,2022 W14,2023 W4
1,C,Best prior single model,Close (PT Updated/final),0.5,187,90,97,2,0.48128342245989303,0.41076916791365214,0.5525511982958115,-15.181818181818187,-0.08118619348565875,-16.700000000000003,-0.08118619348565874,2022 W14,2023 W4
1,C,Best prior single model,Close (PT Updated/final),0.75,187,90,97,2,0.48128342245989303,0.41076916791365214,0.5525511982958115,-15.181818181818187,-0.08118619348565875,-16.700000000000003,-0.08118619348565874,2022 W14,2023 W4
1,C,Best prior single model,Close (PT Updated/final),1.0,187,90,97,2,0.48128342245989303,0.41076916791365214,0.5525511982958115,-15.181818181818187,-0.08118619348565875,-16.700000000000003,-0.08118619348565874,2022 W14,2023 W4
1,C,Best prior single model,Close (PT Updated/final),1.25,187,90,97,2,0.48128342245989303,0.41076916791365214,0.5525511982958115,-15.181818181818187,-0.08118619348565875,-16.700000000000003,-0.08118619348565874,2022 W14,2023 W4
1,C,Best prior single model,Close (PT Updated/final),1.5,187,90,97,2,0.48128342245989303,0.41076916791365214,0.5525511982958115,-15.181818181818187,-0.08118619348565875,-16.700000000000003,-0.08118619348565874,2022 W14,2023 W4
1,C,Best prior single model,Close (PT Updated/final),1.75,187,90,97,2,0.48128342245989303,0.41076916791365214,0.5525511982958115,-15.181818181818187,-0.08118619348565875,-16.700000000000003,-0.08118619348565874,2022 W14,2023 W4
1,C,Best prior single model,Close (PT Updated/final),2.0,187,90,97,2,0.48128342245989303,0.41076916791365214,0.5525511982958115,-15.181818181818187,-0.08118619348565875,-16.700000000000003,-0.08118619348565874,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Close (PT Updated/final),0.0,258,123,135,3,0.47674418604651164,0.4165870525407178,0.537583713296338,-23.181818181818187,-0.08985200845665964,-25.5,-0.08985200845665961,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Close (PT Updated/final),0.25,247,118,129,3,0.4777327935222672,0.41625768347569114,0.5398899411607329,-21.727272727272734,-0.08796466691203536,-23.900000000000006,-0.08796466691203533,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Close (PT Updated/final),0.5,234,110,124,3,0.4700854700854701,0.40713552494817506,0.5340017697891627,-24.0,-0.10256410256410256,-26.400000000000006,-0.10256410256410257,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Close (PT Updated/final),0.75,221,105,116,2,0.4751131221719457,0.4102616147758983,0.5408150543102496,-20.545454545454547,-0.09296585767174002,-22.60000000000001,-0.09296585767174005,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Close (PT Updated/final),1.0,213,103,110,2,0.4835680751173709,0.4173434681157716,0.5503749032668412,-16.36363636363636,-0.07682458386683737,-18.000000000000014,-0.07682458386683745,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Close (PT Updated/final),1.25,202,99,103,1,0.4900990099009901,0.4219908325762931,0.5585767494868079,-13.0,-0.06435643564356436,-14.300000000000011,-0.0643564356435644,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Close (PT Updated/final),1.5,188,95,93,1,0.5053191489361702,0.43446195718828906,0.5759633103240753,-6.63636363636364,-0.03529980657640234,-7.300000000000011,-0.03529980657640237,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Close (PT Updated/final),1.75,176,87,89,1,0.4943181818181818,0.42136712066567095,0.567511981833417,-9.909090909090907,-0.05630165289256197,-10.900000000000006,-0.056301652892562004,2022 W14,2023 W4
1,D,Top-N diversified model consensus,Close (PT Updated/final),2.0,166,83,83,1,0.5,0.4248023896888422,0.5751976103111578,-7.545454545454547,-0.04545454545454546,-8.300000000000011,-0.04545454545454551,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Close (PT Updated/final),0.0,190,98,92,2,0.5157894736842106,0.4451223223409469,0.585830785763815,-2.9090909090909065,-0.015311004784688982,-3.200000000000003,-0.015311004784689006,2022 W14,2023 W4
1,E,Exact combinations → Top-50 → META,Close (PT Updated/final),0.25,159,82,77,2,0.5157232704402516,0.4385925792303735,0.5921121055676145,-2.4545454545454533,-0.015437392795883353,-2.700000000000003,-0.015437392795883378,2022 W14,2023 W4
