source_row,season,week,away,home,picker,candidate_matches,reason
24699,2024,7,Texas State,Troy,PiRate,0,no_match
24700,2024,7,Texas State,Troy,PiRate: Bias,0,no_match
24701,2024,7,Texas State,Troy,PiRate: Mean,0,no_match
24702,2024,7,Texas State,Troy,Power Rank,0,no_match
24703,2024,7,Texas State,Troy,Power Rank: Free,0,no_match
24704,2024,7,Texas State,Troy,Professor Sides,0,no_match
24705,2024,7,Texas State,Troy,Room44 Bets,0,no_match
24706,2024,7,Texas State,Troy,SP+,0,no_match
24707,2024,7,Texas State,Troy,Sagarin,0,no_match
24708,2024,7,Texas State,Troy,Sagarin: Golden,0,no_match
24709,2024,7,Texas State,Troy,Sagarin: Predictor,0,no_match
24710,2024,7,Texas State,Troy,Sagarin: Recent,0,no_match
24711,2024,7,Texas State,Troy,SportsLine,0,no_match
24712,2024,7,Texas State,Troy,TShoe Index,0,no_match
24713,2024,7,Texas State,Troy,TeamRankings,0,no_match
24714,2024,7,Texas State,Troy,Trent Sorensen,0,no_match
24715,2024,7,Texas State,Troy,Wilson Ratings,0,no_match
24856,2024,7,West Virginia,Oklahoma State,Beta_Rank,0,no_match
24857,2024,7,West Virginia,Oklahoma State,CBCR2: Power,0,no_match
24858,2024,7,West Virginia,Oklahoma State,CFB Geek,0,no_match
24859,2024,7,West Virginia,Oklahoma State,CFB Graphs,0,no_match
24860,2024,7,West Virginia,Oklahoma State,CFB Victory,0,no_match
24861,2024,7,West Virginia,Oklahoma State,Congrove,0,no_match
24862,2024,7,West Virginia,Oklahoma State,DRatings,0,no_match
24863,2024,7,West Virginia,Oklahoma State,Dokter Entropy,0,no_match
24864,2024,7,West Virginia,Oklahoma State,ESPN FPI,0,no_match
24865,2024,7,West Virginia,Oklahoma State,FEI,0,no_match
24866,2024,7,West Virginia,Oklahoma State,Harville,0,no_match
24867,2024,7,West Virginia,Oklahoma State,JP+,0,no_match
24868,2024,7,West Virginia,Oklahoma State,John Harris,0,no_match
24869,2024,7,West Virginia,Oklahoma State,KFord,0,no_match
24870,2024,7,West Virginia,Oklahoma State,Keeper,0,no_match
24871,2024,7,West Virginia,Oklahoma State,Massey,0,no_match
24872,2024,7,West Virginia,Oklahoma State,Matt Grissom,0,no_match
24873,2024,7,West Virginia,Oklahoma State,Moore Ratings,0,no_match
24874,2024,7,West Virginia,Oklahoma State,PiRate,0,no_match
24875,2024,7,West Virginia,Oklahoma State,PiRate: Bias,0,no_match
24876,2024,7,West Virginia,Oklahoma State,PiRate: Mean,0,no_match
24877,2024,7,West Virginia,Oklahoma State,Power Rank,0,no_match
24878,2024,7,West Virginia,Oklahoma State,Power Rank: Free,0,no_match
24879,2024,7,West Virginia,Oklahoma State,Professor Sides,0,no_match
24880,2024,7,West Virginia,Oklahoma State,Room44 Bets,0,no_match
24881,2024,7,West Virginia,Oklahoma State,SP+,0,no_match
24882,2024,7,West Virginia,Oklahoma State,Sagarin,0,no_match
24883,2024,7,West Virginia,Oklahoma State,Sagarin: Golden,0,no_match
24884,2024,7,West Virginia,Oklahoma State,Sagarin: Predictor,0,no_match
24885,2024,7,West Virginia,Oklahoma State,Sagarin: Recent,0,no_match
24886,2024,7,West Virginia,Oklahoma State,SportsLine,0,no_match
24887,2024,7,West Virginia,Oklahoma State,TShoe Index,0,no_match
24888,2024,7,West Virginia,Oklahoma State,TeamRankings,0,no_match
24889,2024,7,West Virginia,Oklahoma State,Trent Sorensen,0,no_match
24890,2024,7,West Virginia,Oklahoma State,Wilson Ratings,0,no_match
24891,2024,7,Western Michigan,Ball State,Beta_Rank,0,no_match
24892,2024,7,Western Michigan,Ball State,CBCR2: Power,0,no_match
24893,2024,7,Western Michigan,Ball State,CFB Geek,0,no_match
24894,2024,7,Western Michigan,Ball State,CFB Graphs,0,no_match
24895,2024,7,Western Michigan,Ball State,CFB Victory,0,no_match
24896,2024,7,Western Michigan,Ball State,Congrove,0,no_match
24897,2024,7,Western Michigan,Ball State,DRatings,0,no_match
24898,2024,7,Western Michigan,Ball State,Dokter Entropy,0,no_match
24899,2024,7,Western Michigan,Ball State,ESPN FPI,0,no_match
24900,2024,7,Western Michigan,Ball State,FEI,0,no_match
24901,2024,7,Western Michigan,Ball State,Harville,0,no_match
24902,2024,7,Western Michigan,Ball State,JP+,0,no_match
24903,2024,7,Western Michigan,Ball State,John Harris,0,no_match
24904,2024,7,Western Michigan,Ball State,KFord,0,no_match
24905,2024,7,Western Michigan,Ball State,Keeper,0,no_match
24906,2024,7,Western Michigan,Ball State,Massey,0,no_match
24907,2024,7,Western Michigan,Ball State,Matt Grissom,0,no_match
24908,2024,7,Western Michigan,Ball State,Moore Ratings,0,no_match
24909,2024,7,Western Michigan,Ball State,PiRate,0,no_match
24910,2024,7,Western Michigan,Ball State,PiRate: Bias,0,no_match
24911,2024,7,Western Michigan,Ball State,PiRate: Mean,0,no_match
24912,2024,7,Western Michigan,Ball State,Power Rank,0,no_match
24913,2024,7,Western Michigan,Ball State,Power Rank: Free,0,no_match
24914,2024,7,Western Michigan,Ball State,Professor Sides,0,no_match
24915,2024,7,Western Michigan,Ball State,Room44 Bets,0,no_match
24916,2024,7,Western Michigan,Ball State,SP+,0,no_match
24917,2024,7,Western Michigan,Ball State,Sagarin,0,no_match
24918,2024,7,Western Michigan,Ball State,Sagarin: Golden,0,no_match
24919,2024,7,Western Michigan,Ball State,Sagarin: Predictor,0,no_match
24920,2024,7,Western Michigan,Ball State,Sagarin: Recent,0,no_match
24921,2024,7,Western Michigan,Ball State,SportsLine,0,no_match
24922,2024,7,Western Michigan,Ball State,TShoe Index,0,no_match
24923,2024,7,Western Michigan,Ball State,TeamRankings,0,no_match
24924,2024,7,Western Michigan,Ball State,Trent Sorensen,0,no_match
24925,2024,7,Western Michigan,Ball State,Wilson Ratings,0,no_match
24926,2024,8,Akron,Western Michigan,Beta_Rank,0,no_match
24927,2024,8,Akron,Western Michigan,CBCR2: Power,0,no_match
24928,2024,8,Akron,Western Michigan,CFB Geek,0,no_match
24929,2024,8,Akron,Western Michigan,CFB Graphs,0,no_match
24930,2024,8,Akron,Western Michigan,CFB Victory,0,no_match
24931,2024,8,Akron,Western Michigan,Congrove,0,no_match
24932,2024,8,Akron,Western Michigan,DRatings,0,no_match
24933,2024,8,Akron,Western Michigan,Dokter Entropy,0,no_match
24934,2024,8,Akron,Western Michigan,ESPN FPI,0,no_match
24935,2024,8,Akron,Western Michigan,FEI,0,no_match
24936,2024,8,Akron,Western Michigan,Harville,0,no_match
24937,2024,8,Akron,Western Michigan,JP+,0,no_match
24938,2024,8,Akron,Western Michigan,John Harris,0,no_match
24939,2024,8,Akron,Western Michigan,KFord,0,no_match
24940,2024,8,Akron,Western Michigan,Keeper,0,no_match
24941,2024,8,Akron,Western Michigan,Massey,0,no_match
24942,2024,8,Akron,Western Michigan,Matt Grissom,0,no_match
24943,2024,8,Akron,Western Michigan,Moore Ratings,0,no_match
24944,2024,8,Akron,Western Michigan,PiRate,0,no_match
24945,2024,8,Akron,Western Michigan,PiRate: Bias,0,no_match
24946,2024,8,Akron,Western Michigan,PiRate: Mean,0,no_match
24947,2024,8,Akron,Western Michigan,Power Rank,0,no_match
24948,2024,8,Akron,Western Michigan,Power Rank: Free,0,no_match
24949,2024,8,Akron,Western Michigan,Professor Sides,0,no_match
24950,2024,8,Akron,Western Michigan,Room44 Bets,0,no_match
24951,2024,8,Akron,Western Michigan,SP+,0,no_match
24952,2024,8,Akron,Western Michigan,Sagarin,0,no_match
24953,2024,8,Akron,Western Michigan,Sagarin: Golden,0,no_match
24954,2024,8,Akron,Western Michigan,Sagarin: Predictor,0,no_match
24955,2024,8,Akron,Western Michigan,Sagarin: Recent,0,no_match
24956,2024,8,Akron,Western Michigan,SportsLine,0,no_match
24957,2024,8,Akron,Western Michigan,TShoe Index,0,no_match
24958,2024,8,Akron,Western Michigan,TeamRankings,0,no_match
24959,2024,8,Akron,Western Michigan,Trent Sorensen,0,no_match
24960,2024,8,Akron,Western Michigan,Wilson Ratings,0,no_match
24996,2024,8,Ball State,Kent State,Beta_Rank,0,no_match
24997,2024,8,Ball State,Kent State,CBCR2: Power,0,no_match
24998,2024,8,Ball State,Kent State,CFB Geek,0,no_match
24999,2024,8,Ball State,Kent State,CFB Graphs,0,no_match
25000,2024,8,Ball State,Kent State,CFB Victory,0,no_match
25001,2024,8,Ball State,Kent State,Congrove,0,no_match
25002,2024,8,Ball State,Kent State,DRatings,0,no_match
25003,2024,8,Ball State,Kent State,Dokter Entropy,0,no_match
25004,2024,8,Ball State,Kent State,ESPN FPI,0,no_match
25005,2024,8,Ball State,Kent State,FEI,0,no_match
25006,2024,8,Ball State,Kent State,Harville,0,no_match
25007,2024,8,Ball State,Kent State,JP+,0,no_match
25008,2024,8,Ball State,Kent State,John Harris,0,no_match
25009,2024,8,Ball State,Kent State,KFord,0,no_match
25010,2024,8,Ball State,Kent State,Keeper,0,no_match
25011,2024,8,Ball State,Kent State,Massey,0,no_match
25012,2024,8,Ball State,Kent State,Matt Grissom,0,no_match
25013,2024,8,Ball State,Kent State,Moore Ratings,0,no_match
25014,2024,8,Ball State,Kent State,PiRate,0,no_match
25015,2024,8,Ball State,Kent State,PiRate: Bias,0,no_match
25016,2024,8,Ball State,Kent State,PiRate: Mean,0,no_match
25017,2024,8,Ball State,Kent State,Power Rank,0,no_match
25018,2024,8,Ball State,Kent State,Power Rank: Free,0,no_match
25019,2024,8,Ball State,Kent State,Professor Sides,0,no_match
25020,2024,8,Ball State,Kent State,Room44 Bets,0,no_match
25021,2024,8,Ball State,Kent State,SP+,0,no_match
25022,2024,8,Ball State,Kent State,Sagarin,0,no_match
25023,2024,8,Ball State,Kent State,Sagarin: Golden,0,no_match
25024,2024,8,Ball State,Kent State,Sagarin: Predictor,0,no_match
25025,2024,8,Ball State,Kent State,Sagarin: Recent,0,no_match
25026,2024,8,Ball State,Kent State,SportsLine,0,no_match
25027,2024,8,Ball State,Kent State,TShoe Index,0,no_match
25028,2024,8,Ball State,Kent State,TeamRankings,0,no_match
25029,2024,8,Ball State,Kent State,Trent Sorensen,0,no_match
25030,2024,8,Ball State,Kent State,Wilson Ratings,0,no_match
25171,2024,8,Florida International,Liberty,Beta_Rank,0,no_match
25172,2024,8,Florida International,Liberty,CBCR2: Power,0,no_match
25173,2024,8,Florida International,Liberty,CFB Geek,0,no_match
25174,2024,8,Florida International,Liberty,CFB Graphs,0,no_match
25175,2024,8,Florida International,Liberty,CFB Victory,0,no_match
25176,2024,8,Florida International,Liberty,Congrove,0,no_match
25177,2024,8,Florida International,Liberty,DRatings,0,no_match
25178,2024,8,Florida International,Liberty,Dokter Entropy,0,no_match
25179,2024,8,Florida International,Liberty,ESPN FPI,0,no_match
25180,2024,8,Florida International,Liberty,FEI,0,no_match
25181,2024,8,Florida International,Liberty,Harville,0,no_match
25182,2024,8,Florida International,Liberty,JP+,0,no_match
25183,2024,8,Florida International,Liberty,John Harris,0,no_match
25184,2024,8,Florida International,Liberty,KFord,0,no_match
25185,2024,8,Florida International,Liberty,Keeper,0,no_match
25186,2024,8,Florida International,Liberty,Massey,0,no_match
25187,2024,8,Florida International,Liberty,Matt Grissom,0,no_match
25188,2024,8,Florida International,Liberty,Moore Ratings,0,no_match
25189,2024,8,Florida International,Liberty,PiRate,0,no_match
25190,2024,8,Florida International,Liberty,PiRate: Bias,0,no_match
25191,2024,8,Florida International,Liberty,PiRate: Mean,0,no_match
25192,2024,8,Florida International,Liberty,Power Rank,0,no_match
25193,2024,8,Florida International,Liberty,Power Rank: Free,0,no_match
25194,2024,8,Florida International,Liberty,Professor Sides,0,no_match
25195,2024,8,Florida International,Liberty,Room44 Bets,0,no_match
25196,2024,8,Florida International,Liberty,SP+,0,no_match
25197,2024,8,Florida International,Liberty,Sagarin,0,no_match
25198,2024,8,Florida International,Liberty,Sagarin: Golden,0,no_match
25199,2024,8,Florida International,Liberty,Sagarin: Predictor,0,no_match
25200,2024,8,Florida International,Liberty,Sagarin: Recent,0,no_match
25201,2024,8,Florida International,Liberty,SportsLine,0,no_match
25202,2024,8,Florida International,Liberty,TShoe Index,0,no_match
25203,2024,8,Florida International,Liberty,TeamRankings,0,no_match
25204,2024,8,Florida International,Liberty,Trent Sorensen,0,no_match
25205,2024,8,Florida International,Liberty,Wilson Ratings,0,no_match
25311,2024,8,Miami OH,Eastern Michigan,Beta_Rank,0,no_match
25312,2024,8,Miami OH,Eastern Michigan,CBCR2: Power,0,no_match
25313,2024,8,Miami OH,Eastern Michigan,CFB Geek,0,no_match
25314,2024,8,Miami OH,Eastern Michigan,CFB Graphs,0,no_match
25315,2024,8,Miami OH,Eastern Michigan,CFB Victory,0,no_match
25316,2024,8,Miami OH,Eastern Michigan,Congrove,0,no_match
25317,2024,8,Miami OH,Eastern Michigan,DRatings,0,no_match
25318,2024,8,Miami OH,Eastern Michigan,Dokter Entropy,0,no_match
25319,2024,8,Miami OH,Eastern Michigan,ESPN FPI,0,no_match
25320,2024,8,Miami OH,Eastern Michigan,FEI,0,no_match
25321,2024,8,Miami OH,Eastern Michigan,Harville,0,no_match
25322,2024,8,Miami OH,Eastern Michigan,JP+,0,no_match
25323,2024,8,Miami OH,Eastern Michigan,John Harris,0,no_match
25324,2024,8,Miami OH,Eastern Michigan,KFord,0,no_match
25325,2024,8,Miami OH,Eastern Michigan,Keeper,0,no_match
25326,2024,8,Miami OH,Eastern Michigan,Massey,0,no_match
25327,2024,8,Miami OH,Eastern Michigan,Matt Grissom,0,no_match
25328,2024,8,Miami OH,Eastern Michigan,Moore Ratings,0,no_match
25329,2024,8,Miami OH,Eastern Michigan,PiRate,0,no_match
25330,2024,8,Miami OH,Eastern Michigan,PiRate: Bias,0,no_match
25331,2024,8,Miami OH,Eastern Michigan,PiRate: Mean,0,no_match
25332,2024,8,Miami OH,Eastern Michigan,Power Rank,0,no_match
25333,2024,8,Miami OH,Eastern Michigan,Power Rank: Free,0,no_match
25334,2024,8,Miami OH,Eastern Michigan,Professor Sides,0,no_match
25335,2024,8,Miami OH,Eastern Michigan,Room44 Bets,0,no_match
25336,2024,8,Miami OH,Eastern Michigan,SP+,0,no_match
25337,2024,8,Miami OH,Eastern Michigan,Sagarin,0,no_match
25338,2024,8,Miami OH,Eastern Michigan,Sagarin: Golden,0,no_match
25339,2024,8,Miami OH,Eastern Michigan,Sagarin: Predictor,0,no_match
25340,2024,8,Miami OH,Eastern Michigan,Sagarin: Recent,0,no_match
25341,2024,8,Miami OH,Eastern Michigan,SportsLine,0,no_match
25342,2024,8,Miami OH,Eastern Michigan,TShoe Index,0,no_match
25343,2024,8,Miami OH,Eastern Michigan,TeamRankings,0,no_match
25344,2024,8,Miami OH,Eastern Michigan,Trent Sorensen,0,no_match
25345,2024,8,Miami OH,Eastern Michigan,Wilson Ratings,0,no_match
25346,2024,8,Middle Tennessee,Louisiana Tech,Beta_Rank,0,no_match
25347,2024,8,Middle Tennessee,Louisiana Tech,CBCR2: Power,0,no_match
25348,2024,8,Middle Tennessee,Louisiana Tech,CFB Geek,0,no_match
25349,2024,8,Middle Tennessee,Louisiana Tech,CFB Graphs,0,no_match
25350,2024,8,Middle Tennessee,Louisiana Tech,CFB Victory,0,no_match
25351,2024,8,Middle Tennessee,Louisiana Tech,Congrove,0,no_match
25352,2024,8,Middle Tennessee,Louisiana Tech,DRatings,0,no_match
25353,2024,8,Middle Tennessee,Louisiana Tech,Dokter Entropy,0,no_match
25354,2024,8,Middle Tennessee,Louisiana Tech,ESPN FPI,0,no_match
25355,2024,8,Middle Tennessee,Louisiana Tech,FEI,0,no_match
25356,2024,8,Middle Tennessee,Louisiana Tech,Harville,0,no_match
25357,2024,8,Middle Tennessee,Louisiana Tech,JP+,0,no_match
25358,2024,8,Middle Tennessee,Louisiana Tech,John Harris,0,no_match
25359,2024,8,Middle Tennessee,Louisiana Tech,KFord,0,no_match
25360,2024,8,Middle Tennessee,Louisiana Tech,Keeper,0,no_match
25361,2024,8,Middle Tennessee,Louisiana Tech,Massey,0,no_match
25362,2024,8,Middle Tennessee,Louisiana Tech,Matt Grissom,0,no_match
25363,2024,8,Middle Tennessee,Louisiana Tech,Moore Ratings,0,no_match
25364,2024,8,Middle Tennessee,Louisiana Tech,PiRate,0,no_match
25365,2024,8,Middle Tennessee,Louisiana Tech,PiRate: Bias,0,no_match
25366,2024,8,Middle Tennessee,Louisiana Tech,PiRate: Mean,0,no_match
25367,2024,8,Middle Tennessee,Louisiana Tech,Power Rank,0,no_match
25368,2024,8,Middle Tennessee,Louisiana Tech,Power Rank: Free,0,no_match
25369,2024,8,Middle Tennessee,Louisiana Tech,Professor Sides,0,no_match
25370,2024,8,Middle Tennessee,Louisiana Tech,Room44 Bets,0,no_match
25371,2024,8,Middle Tennessee,Louisiana Tech,SP+,0,no_match
25372,2024,8,Middle Tennessee,Louisiana Tech,Sagarin,0,no_match
25373,2024,8,Middle Tennessee,Louisiana Tech,Sagarin: Golden,0,no_match
25374,2024,8,Middle Tennessee,Louisiana Tech,Sagarin: Predictor,0,no_match
25375,2024,8,Middle Tennessee,Louisiana Tech,Sagarin: Recent,0,no_match
25376,2024,8,Middle Tennessee,Louisiana Tech,SportsLine,0,no_match
25377,2024,8,Middle Tennessee,Louisiana Tech,TShoe Index,0,no_match
25378,2024,8,Middle Tennessee,Louisiana Tech,TeamRankings,0,no_match
25379,2024,8,Middle Tennessee,Louisiana Tech,Trent Sorensen,0,no_match
25380,2024,8,Middle Tennessee,Louisiana Tech,Wilson Ratings,0,no_match
25486,2024,8,Northern Illinois,Bowling Green,Beta_Rank,0,no_match
25487,2024,8,Northern Illinois,Bowling Green,CBCR2: Power,0,no_match
25488,2024,8,Northern Illinois,Bowling Green,CFB Geek,0,no_match
25489,2024,8,Northern Illinois,Bowling Green,CFB Graphs,0,no_match
25490,2024,8,Northern Illinois,Bowling Green,CFB Victory,0,no_match
25491,2024,8,Northern Illinois,Bowling Green,Congrove,0,no_match
25492,2024,8,Northern Illinois,Bowling Green,DRatings,0,no_match
25493,2024,8,Northern Illinois,Bowling Green,Dokter Entropy,0,no_match
25494,2024,8,Northern Illinois,Bowling Green,ESPN FPI,0,no_match
25495,2024,8,Northern Illinois,Bowling Green,FEI,0,no_match
25496,2024,8,Northern Illinois,Bowling Green,Harville,0,no_match
25497,2024,8,Northern Illinois,Bowling Green,JP+,0,no_match
25498,2024,8,Northern Illinois,Bowling Green,John Harris,0,no_match
25499,2024,8,Northern Illinois,Bowling Green,KFord,0,no_match
25500,2024,8,Northern Illinois,Bowling Green,Keeper,0,no_match
25501,2024,8,Northern Illinois,Bowling Green,Massey,0,no_match
25502,2024,8,Northern Illinois,Bowling Green,Matt Grissom,0,no_match
25503,2024,8,Northern Illinois,Bowling Green,Moore Ratings,0,no_match
25504,2024,8,Northern Illinois,Bowling Green,PiRate,0,no_match
25505,2024,8,Northern Illinois,Bowling Green,PiRate: Bias,0,no_match
25506,2024,8,Northern Illinois,Bowling Green,PiRate: Mean,0,no_match
25507,2024,8,Northern Illinois,Bowling Green,Power Rank,0,no_match
25508,2024,8,Northern Illinois,Bowling Green,Power Rank: Free,0,no_match
25509,2024,8,Northern Illinois,Bowling Green,Professor Sides,0,no_match
25510,2024,8,Northern Illinois,Bowling Green,Room44 Bets,0,no_match
25511,2024,8,Northern Illinois,Bowling Green,SP+,0,no_match
25512,2024,8,Northern Illinois,Bowling Green,Sagarin,0,no_match
25513,2024,8,Northern Illinois,Bowling Green,Sagarin: Golden,0,no_match
25514,2024,8,Northern Illinois,Bowling Green,Sagarin: Predictor,0,no_match
25515,2024,8,Northern Illinois,Bowling Green,Sagarin: Recent,0,no_match
25516,2024,8,Northern Illinois,Bowling Green,SportsLine,0,no_match
25517,2024,8,Northern Illinois,Bowling Green,TShoe Index,0,no_match
25518,2024,8,Northern Illinois,Bowling Green,TeamRankings,0,no_match
25519,2024,8,Northern Illinois,Bowling Green,Trent Sorensen,0,no_match
25520,2024,8,Northern Illinois,Bowling Green,Wilson Ratings,0,no_match
25556,2024,8,Ohio,Central Michigan,Beta_Rank,0,no_match
25557,2024,8,Ohio,Central Michigan,CBCR2: Power,0,no_match
25558,2024,8,Ohio,Central Michigan,CFB Geek,0,no_match
25559,2024,8,Ohio,Central Michigan,CFB Graphs,0,no_match
25560,2024,8,Ohio,Central Michigan,CFB Victory,0,no_match
25561,2024,8,Ohio,Central Michigan,Congrove,0,no_match
25562,2024,8,Ohio,Central Michigan,DRatings,0,no_match
25563,2024,8,Ohio,Central Michigan,Dokter Entropy,0,no_match
25564,2024,8,Ohio,Central Michigan,ESPN FPI,0,no_match
25565,2024,8,Ohio,Central Michigan,FEI,0,no_match
25566,2024,8,Ohio,Central Michigan,Harville,0,no_match
25567,2024,8,Ohio,Central Michigan,JP+,0,no_match
25568,2024,8,Ohio,Central Michigan,John Harris,0,no_match
25569,2024,8,Ohio,Central Michigan,KFord,0,no_match
25570,2024,8,Ohio,Central Michigan,Keeper,0,no_match
25571,2024,8,Ohio,Central Michigan,Massey,0,no_match
25572,2024,8,Ohio,Central Michigan,Matt Grissom,0,no_match
25573,2024,8,Ohio,Central Michigan,Moore Ratings,0,no_match
25574,2024,8,Ohio,Central Michigan,PiRate,0,no_match
25575,2024,8,Ohio,Central Michigan,PiRate: Bias,0,no_match
25576,2024,8,Ohio,Central Michigan,PiRate: Mean,0,no_match
25577,2024,8,Ohio,Central Michigan,Power Rank,0,no_match
25578,2024,8,Ohio,Central Michigan,Power Rank: Free,0,no_match
25579,2024,8,Ohio,Central Michigan,Professor Sides,0,no_match
25580,2024,8,Ohio,Central Michigan,Room44 Bets,0,no_match
25581,2024,8,Ohio,Central Michigan,SP+,0,no_match
25582,2024,8,Ohio,Central Michigan,Sagarin,0,no_match
25583,2024,8,Ohio,Central Michigan,Sagarin: Golden,0,no_match
25584,2024,8,Ohio,Central Michigan,Sagarin: Predictor,0,no_match
25585,2024,8,Ohio,Central Michigan,Sagarin: Recent,0,no_match
25586,2024,8,Ohio,Central Michigan,SportsLine,0,no_match
25587,2024,8,Ohio,Central Michigan,TShoe Index,0,no_match
25588,2024,8,Ohio,Central Michigan,TeamRankings,0,no_match
25589,2024,8,Ohio,Central Michigan,Trent Sorensen,0,no_match
25590,2024,8,Ohio,Central Michigan,Wilson Ratings,0,no_match
25801,2024,8,Southern Mississippi,ULM,Beta_Rank,0,no_match
25802,2024,8,Southern Mississippi,ULM,CBCR2: Power,0,no_match
25803,2024,8,Southern Mississippi,ULM,CFB Geek,0,no_match
25804,2024,8,Southern Mississippi,ULM,CFB Graphs,0,no_match
25805,2024,8,Southern Mississippi,ULM,CFB Victory,0,no_match
25806,2024,8,Southern Mississippi,ULM,Congrove,0,no_match
25807,2024,8,Southern Mississippi,ULM,DRatings,0,no_match
25808,2024,8,Southern Mississippi,ULM,Dokter Entropy,0,no_match
25809,2024,8,Southern Mississippi,ULM,ESPN FPI,0,no_match
25810,2024,8,Southern Mississippi,ULM,FEI,0,no_match
25811,2024,8,Southern Mississippi,ULM,Harville,0,no_match
25812,2024,8,Southern Mississippi,ULM,JP+,0,no_match
25813,2024,8,Southern Mississippi,ULM,John Harris,0,no_match
25814,2024,8,Southern Mississippi,ULM,KFord,0,no_match
25815,2024,8,Southern Mississippi,ULM,Keeper,0,no_match
25816,2024,8,Southern Mississippi,ULM,Massey,0,no_match
25817,2024,8,Southern Mississippi,ULM,Matt Grissom,0,no_match
25818,2024,8,Southern Mississippi,ULM,Moore Ratings,0,no_match
25819,2024,8,Southern Mississippi,ULM,PiRate,0,no_match
25820,2024,8,Southern Mississippi,ULM,PiRate: Bias,0,no_match
25821,2024,8,Southern Mississippi,ULM,PiRate: Mean,0,no_match
25822,2024,8,Southern Mississippi,ULM,Power Rank,0,no_match
25823,2024,8,Southern Mississippi,ULM,Power Rank: Free,0,no_match
25824,2024,8,Southern Mississippi,ULM,Professor Sides,0,no_match
25825,2024,8,Southern Mississippi,ULM,Room44 Bets,0,no_match
25826,2024,8,Southern Mississippi,ULM,SP+,0,no_match
25827,2024,8,Southern Mississippi,ULM,Sagarin,0,no_match
25828,2024,8,Southern Mississippi,ULM,Sagarin: Golden,0,no_match
25829,2024,8,Southern Mississippi,ULM,Sagarin: Predictor,0,no_match
25830,2024,8,Southern Mississippi,ULM,Sagarin: Recent,0,no_match
25831,2024,8,Southern Mississippi,ULM,SportsLine,0,no_match
25832,2024,8,Southern Mississippi,ULM,TShoe Index,0,no_match
25833,2024,8,Southern Mississippi,ULM,TeamRankings,0,no_match
25834,2024,8,Southern Mississippi,ULM,Trent Sorensen,0,no_match
25835,2024,8,Southern Mississippi,ULM,Wilson Ratings,0,no_match
26291,2024,9,Central Michigan,Eastern Michigan,Beta_Rank,0,no_match
26292,2024,9,Central Michigan,Eastern Michigan,CBCR2: Power,0,no_match
26293,2024,9,Central Michigan,Eastern Michigan,CFB Geek,0,no_match
26294,2024,9,Central Michigan,Eastern Michigan,CFB Graphs,0,no_match
26295,2024,9,Central Michigan,Eastern Michigan,CFB Victory,0,no_match
26296,2024,9,Central Michigan,Eastern Michigan,Congrove,0,no_match
26297,2024,9,Central Michigan,Eastern Michigan,DRatings,0,no_match
26298,2024,9,Central Michigan,Eastern Michigan,Dokter Entropy,0,no_match
26299,2024,9,Central Michigan,Eastern Michigan,ESPN FPI,0,no_match
26300,2024,9,Central Michigan,Eastern Michigan,FEI,0,no_match
26301,2024,9,Central Michigan,Eastern Michigan,Harville,0,no_match
26302,2024,9,Central Michigan,Eastern Michigan,JP+,0,no_match
26303,2024,9,Central Michigan,Eastern Michigan,John Harris,0,no_match
26304,2024,9,Central Michigan,Eastern Michigan,KFord,0,no_match
26305,2024,9,Central Michigan,Eastern Michigan,Keeper,0,no_match
26306,2024,9,Central Michigan,Eastern Michigan,Massey,0,no_match
26307,2024,9,Central Michigan,Eastern Michigan,Matt Grissom,0,no_match
26308,2024,9,Central Michigan,Eastern Michigan,Moore Ratings,0,no_match
26309,2024,9,Central Michigan,Eastern Michigan,PiRate,0,no_match
26310,2024,9,Central Michigan,Eastern Michigan,PiRate: Bias,0,no_match
26311,2024,9,Central Michigan,Eastern Michigan,PiRate: Mean,0,no_match
26312,2024,9,Central Michigan,Eastern Michigan,Power Rank,0,no_match
26313,2024,9,Central Michigan,Eastern Michigan,Power Rank: Free,0,no_match
26314,2024,9,Central Michigan,Eastern Michigan,Professor Sides,0,no_match
26315,2024,9,Central Michigan,Eastern Michigan,Room44 Bets,0,no_match
26316,2024,9,Central Michigan,Eastern Michigan,SP+,0,no_match
26317,2024,9,Central Michigan,Eastern Michigan,Sagarin,0,no_match
26318,2024,9,Central Michigan,Eastern Michigan,Sagarin: Golden,0,no_match
26319,2024,9,Central Michigan,Eastern Michigan,Sagarin: Predictor,0,no_match
26320,2024,9,Central Michigan,Eastern Michigan,Sagarin: Recent,0,no_match
26321,2024,9,Central Michigan,Eastern Michigan,SportsLine,0,no_match
26322,2024,9,Central Michigan,Eastern Michigan,TShoe Index,0,no_match
26323,2024,9,Central Michigan,Eastern Michigan,TeamRankings,0,no_match
26324,2024,9,Central Michigan,Eastern Michigan,Trent Sorensen,0,no_match
26325,2024,9,Central Michigan,Eastern Michigan,Wilson Ratings,0,no_match
26431,2024,9,Florida International,UTEP,Beta_Rank,0,no_match
26432,2024,9,Florida International,UTEP,CBCR2: Power,0,no_match
26433,2024,9,Florida International,UTEP,CFB Geek,0,no_match
26434,2024,9,Florida International,UTEP,CFB Graphs,0,no_match
26435,2024,9,Florida International,UTEP,CFB Victory,0,no_match
26436,2024,9,Florida International,UTEP,Congrove,0,no_match
26437,2024,9,Florida International,UTEP,DRatings,0,no_match
26438,2024,9,Florida International,UTEP,Dokter Entropy,0,no_match
