source_row,season,week,away,home,picker,candidate_matches,reason
14557,2023,14,Bowling Green,Western Michigan,Dokter Entropy,0,no_match
14558,2023,14,Bowling Green,Western Michigan,ESPN FPI,0,no_match
14559,2023,14,Bowling Green,Western Michigan,FEI,0,no_match
14560,2023,14,Bowling Green,Western Michigan,Harville,0,no_match
14561,2023,14,Bowling Green,Western Michigan,JP+,0,no_match
14562,2023,14,Bowling Green,Western Michigan,KFord,0,no_match
14563,2023,14,Bowling Green,Western Michigan,Keeper,0,no_match
14564,2023,14,Bowling Green,Western Michigan,Massey,0,no_match
14565,2023,14,Bowling Green,Western Michigan,Moore Ratings,0,no_match
14566,2023,14,Bowling Green,Western Michigan,OddsTrader AI,0,no_match
14567,2023,14,Bowling Green,Western Michigan,PiRate,0,no_match
14568,2023,14,Bowling Green,Western Michigan,PiRate: Bias,0,no_match
14569,2023,14,Bowling Green,Western Michigan,PiRate: Mean,0,no_match
14570,2023,14,Bowling Green,Western Michigan,Power Rank,0,no_match
14571,2023,14,Bowling Green,Western Michigan,Power Rank: Free,0,no_match
14572,2023,14,Bowling Green,Western Michigan,Professor Sides,0,no_match
14573,2023,14,Bowling Green,Western Michigan,Room44 Bets,0,no_match
14574,2023,14,Bowling Green,Western Michigan,SP+,0,no_match
14575,2023,14,Bowling Green,Western Michigan,Sagarin,0,no_match
14576,2023,14,Bowling Green,Western Michigan,Sagarin: Golden,0,no_match
14577,2023,14,Bowling Green,Western Michigan,Sagarin: Predictor,0,no_match
14578,2023,14,Bowling Green,Western Michigan,Sagarin: Recent,0,no_match
14579,2023,14,Bowling Green,Western Michigan,SportsLine,0,no_match
14580,2023,14,Bowling Green,Western Michigan,TShoe Index,0,no_match
14581,2023,14,Bowling Green,Western Michigan,TeamRankings,0,no_match
14582,2023,14,Bowling Green,Western Michigan,Wilson Ratings,0,no_match
14651,2023,14,Eastern Michigan,Buffalo,Beta_Rank,0,no_match
14652,2023,14,Eastern Michigan,Buffalo,Blake Atkinson,0,no_match
14653,2023,14,Eastern Michigan,Buffalo,CBCR2: Power,0,no_match
14654,2023,14,Eastern Michigan,Buffalo,CBCR2: Sam,0,no_match
14655,2023,14,Eastern Michigan,Buffalo,CFB Geek,0,no_match
14656,2023,14,Eastern Michigan,Buffalo,CFB Graphs,0,no_match
14657,2023,14,Eastern Michigan,Buffalo,Congrove,0,no_match
14658,2023,14,Eastern Michigan,Buffalo,DRatings,0,no_match
14659,2023,14,Eastern Michigan,Buffalo,Dokter Entropy,0,no_match
14660,2023,14,Eastern Michigan,Buffalo,ESPN FPI,0,no_match
14661,2023,14,Eastern Michigan,Buffalo,FEI,0,no_match
14662,2023,14,Eastern Michigan,Buffalo,Harville,0,no_match
14663,2023,14,Eastern Michigan,Buffalo,JP+,0,no_match
14664,2023,14,Eastern Michigan,Buffalo,KFord,0,no_match
14665,2023,14,Eastern Michigan,Buffalo,Keeper,0,no_match
14666,2023,14,Eastern Michigan,Buffalo,Massey,0,no_match
14667,2023,14,Eastern Michigan,Buffalo,Moore Ratings,0,no_match
14668,2023,14,Eastern Michigan,Buffalo,OddsTrader AI,0,no_match
14669,2023,14,Eastern Michigan,Buffalo,PiRate,0,no_match
14670,2023,14,Eastern Michigan,Buffalo,PiRate: Bias,0,no_match
14671,2023,14,Eastern Michigan,Buffalo,PiRate: Mean,0,no_match
14672,2023,14,Eastern Michigan,Buffalo,Power Rank,0,no_match
14673,2023,14,Eastern Michigan,Buffalo,Power Rank: Free,0,no_match
14674,2023,14,Eastern Michigan,Buffalo,Professor Sides,0,no_match
14675,2023,14,Eastern Michigan,Buffalo,Room44 Bets,0,no_match
14676,2023,14,Eastern Michigan,Buffalo,SP+,0,no_match
14677,2023,14,Eastern Michigan,Buffalo,Sagarin,0,no_match
14678,2023,14,Eastern Michigan,Buffalo,Sagarin: Golden,0,no_match
14679,2023,14,Eastern Michigan,Buffalo,Sagarin: Predictor,0,no_match
14680,2023,14,Eastern Michigan,Buffalo,Sagarin: Recent,0,no_match
14681,2023,14,Eastern Michigan,Buffalo,SportsLine,0,no_match
14682,2023,14,Eastern Michigan,Buffalo,TShoe Index,0,no_match
14683,2023,14,Eastern Michigan,Buffalo,TeamRankings,0,no_match
14684,2023,14,Eastern Michigan,Buffalo,Wilson Ratings,0,no_match
14923,2023,14,Miami,Boston College,Beta_Rank,0,no_match
14924,2023,14,Miami,Boston College,Blake Atkinson,0,no_match
14925,2023,14,Miami,Boston College,CBCR2: Power,0,no_match
14926,2023,14,Miami,Boston College,CBCR2: Sam,0,no_match
14927,2023,14,Miami,Boston College,CFB Geek,0,no_match
14928,2023,14,Miami,Boston College,CFB Graphs,0,no_match
14929,2023,14,Miami,Boston College,Congrove,0,no_match
14930,2023,14,Miami,Boston College,DRatings,0,no_match
14931,2023,14,Miami,Boston College,Dokter Entropy,0,no_match
14932,2023,14,Miami,Boston College,ESPN FPI,0,no_match
14933,2023,14,Miami,Boston College,FEI,0,no_match
14934,2023,14,Miami,Boston College,Harville,0,no_match
14935,2023,14,Miami,Boston College,JP+,0,no_match
14936,2023,14,Miami,Boston College,KFord,0,no_match
14937,2023,14,Miami,Boston College,Keeper,0,no_match
14938,2023,14,Miami,Boston College,Massey,0,no_match
14939,2023,14,Miami,Boston College,Moore Ratings,0,no_match
14940,2023,14,Miami,Boston College,OddsTrader AI,0,no_match
14941,2023,14,Miami,Boston College,PiRate,0,no_match
14942,2023,14,Miami,Boston College,PiRate: Bias,0,no_match
14943,2023,14,Miami,Boston College,PiRate: Mean,0,no_match
14944,2023,14,Miami,Boston College,Power Rank,0,no_match
14945,2023,14,Miami,Boston College,Power Rank: Free,0,no_match
14946,2023,14,Miami,Boston College,Professor Sides,0,no_match
14947,2023,14,Miami,Boston College,Room44 Bets,0,no_match
14948,2023,14,Miami,Boston College,SP+,0,no_match
14949,2023,14,Miami,Boston College,Sagarin,0,no_match
14950,2023,14,Miami,Boston College,Sagarin: Golden,0,no_match
14951,2023,14,Miami,Boston College,Sagarin: Predictor,0,no_match
14952,2023,14,Miami,Boston College,Sagarin: Recent,0,no_match
14953,2023,14,Miami,Boston College,SportsLine,0,no_match
14954,2023,14,Miami,Boston College,TShoe Index,0,no_match
14955,2023,14,Miami,Boston College,TeamRankings,0,no_match
14956,2023,14,Miami,Boston College,Wilson Ratings,0,no_match
14957,2023,14,Miami OH,Ball State,Beta_Rank,0,no_match
14958,2023,14,Miami OH,Ball State,Blake Atkinson,0,no_match
14959,2023,14,Miami OH,Ball State,CBCR2: Power,0,no_match
14960,2023,14,Miami OH,Ball State,CBCR2: Sam,0,no_match
14961,2023,14,Miami OH,Ball State,CFB Geek,0,no_match
14962,2023,14,Miami OH,Ball State,CFB Graphs,0,no_match
14963,2023,14,Miami OH,Ball State,Congrove,0,no_match
14964,2023,14,Miami OH,Ball State,DRatings,0,no_match
14965,2023,14,Miami OH,Ball State,Dokter Entropy,0,no_match
14966,2023,14,Miami OH,Ball State,ESPN FPI,0,no_match
14967,2023,14,Miami OH,Ball State,FEI,0,no_match
14968,2023,14,Miami OH,Ball State,Harville,0,no_match
14969,2023,14,Miami OH,Ball State,JP+,0,no_match
14970,2023,14,Miami OH,Ball State,KFord,0,no_match
14971,2023,14,Miami OH,Ball State,Keeper,0,no_match
14972,2023,14,Miami OH,Ball State,Massey,0,no_match
14973,2023,14,Miami OH,Ball State,Moore Ratings,0,no_match
14974,2023,14,Miami OH,Ball State,OddsTrader AI,0,no_match
14975,2023,14,Miami OH,Ball State,PiRate,0,no_match
14976,2023,14,Miami OH,Ball State,PiRate: Bias,0,no_match
14977,2023,14,Miami OH,Ball State,PiRate: Mean,0,no_match
14978,2023,14,Miami OH,Ball State,Power Rank,0,no_match
14979,2023,14,Miami OH,Ball State,Power Rank: Free,0,no_match
14980,2023,14,Miami OH,Ball State,Professor Sides,0,no_match
14981,2023,14,Miami OH,Ball State,Room44 Bets,0,no_match
14982,2023,14,Miami OH,Ball State,SP+,0,no_match
14983,2023,14,Miami OH,Ball State,Sagarin,0,no_match
14984,2023,14,Miami OH,Ball State,Sagarin: Golden,0,no_match
14985,2023,14,Miami OH,Ball State,Sagarin: Predictor,0,no_match
14986,2023,14,Miami OH,Ball State,Sagarin: Recent,0,no_match
14987,2023,14,Miami OH,Ball State,SportsLine,0,no_match
14988,2023,14,Miami OH,Ball State,TShoe Index,0,no_match
14989,2023,14,Miami OH,Ball State,TeamRankings,0,no_match
14990,2023,14,Miami OH,Ball State,Wilson Ratings,0,no_match
14991,2023,14,Middle Tennessee,Sam Houston,Beta_Rank,0,no_match
14992,2023,14,Middle Tennessee,Sam Houston,Blake Atkinson,0,no_match
14993,2023,14,Middle Tennessee,Sam Houston,CBCR2: Power,0,no_match
14994,2023,14,Middle Tennessee,Sam Houston,CBCR2: Sam,0,no_match
14995,2023,14,Middle Tennessee,Sam Houston,CFB Geek,0,no_match
14996,2023,14,Middle Tennessee,Sam Houston,CFB Graphs,0,no_match
14997,2023,14,Middle Tennessee,Sam Houston,Congrove,0,no_match
14998,2023,14,Middle Tennessee,Sam Houston,DRatings,0,no_match
14999,2023,14,Middle Tennessee,Sam Houston,Dokter Entropy,0,no_match
15000,2023,14,Middle Tennessee,Sam Houston,ESPN FPI,0,no_match
15001,2023,14,Middle Tennessee,Sam Houston,FEI,0,no_match
15002,2023,14,Middle Tennessee,Sam Houston,Harville,0,no_match
15003,2023,14,Middle Tennessee,Sam Houston,JP+,0,no_match
15004,2023,14,Middle Tennessee,Sam Houston,KFord,0,no_match
15005,2023,14,Middle Tennessee,Sam Houston,Keeper,0,no_match
15006,2023,14,Middle Tennessee,Sam Houston,Massey,0,no_match
15007,2023,14,Middle Tennessee,Sam Houston,Moore Ratings,0,no_match
15008,2023,14,Middle Tennessee,Sam Houston,OddsTrader AI,0,no_match
15009,2023,14,Middle Tennessee,Sam Houston,PiRate,0,no_match
15010,2023,14,Middle Tennessee,Sam Houston,PiRate: Bias,0,no_match
15011,2023,14,Middle Tennessee,Sam Houston,PiRate: Mean,0,no_match
15012,2023,14,Middle Tennessee,Sam Houston,Power Rank,0,no_match
15013,2023,14,Middle Tennessee,Sam Houston,Power Rank: Free,0,no_match
15014,2023,14,Middle Tennessee,Sam Houston,Professor Sides,0,no_match
15015,2023,14,Middle Tennessee,Sam Houston,Room44 Bets,0,no_match
15016,2023,14,Middle Tennessee,Sam Houston,SP+,0,no_match
15017,2023,14,Middle Tennessee,Sam Houston,Sagarin,0,no_match
15018,2023,14,Middle Tennessee,Sam Houston,Sagarin: Golden,0,no_match
15019,2023,14,Middle Tennessee,Sam Houston,Sagarin: Predictor,0,no_match
15020,2023,14,Middle Tennessee,Sam Houston,Sagarin: Recent,0,no_match
15021,2023,14,Middle Tennessee,Sam Houston,SportsLine,0,no_match
15022,2023,14,Middle Tennessee,Sam Houston,TShoe Index,0,no_match
15023,2023,14,Middle Tennessee,Sam Houston,TeamRankings,0,no_match
15024,2023,14,Middle Tennessee,Sam Houston,Wilson Ratings,0,no_match
15127,2023,14,Northern Illinois,Kent State,Beta_Rank,0,no_match
15128,2023,14,Northern Illinois,Kent State,Blake Atkinson,0,no_match
15129,2023,14,Northern Illinois,Kent State,CBCR2: Power,0,no_match
15130,2023,14,Northern Illinois,Kent State,CBCR2: Sam,0,no_match
15131,2023,14,Northern Illinois,Kent State,CFB Geek,0,no_match
15132,2023,14,Northern Illinois,Kent State,CFB Graphs,0,no_match
15133,2023,14,Northern Illinois,Kent State,Congrove,0,no_match
15134,2023,14,Northern Illinois,Kent State,DRatings,0,no_match
15135,2023,14,Northern Illinois,Kent State,Dokter Entropy,0,no_match
15136,2023,14,Northern Illinois,Kent State,ESPN FPI,0,no_match
15137,2023,14,Northern Illinois,Kent State,FEI,0,no_match
15138,2023,14,Northern Illinois,Kent State,Harville,0,no_match
15139,2023,14,Northern Illinois,Kent State,JP+,0,no_match
15140,2023,14,Northern Illinois,Kent State,KFord,0,no_match
15141,2023,14,Northern Illinois,Kent State,Keeper,0,no_match
15142,2023,14,Northern Illinois,Kent State,Massey,0,no_match
15143,2023,14,Northern Illinois,Kent State,Moore Ratings,0,no_match
15144,2023,14,Northern Illinois,Kent State,OddsTrader AI,0,no_match
15145,2023,14,Northern Illinois,Kent State,PiRate,0,no_match
15146,2023,14,Northern Illinois,Kent State,PiRate: Bias,0,no_match
15147,2023,14,Northern Illinois,Kent State,PiRate: Mean,0,no_match
15148,2023,14,Northern Illinois,Kent State,Power Rank,0,no_match
15149,2023,14,Northern Illinois,Kent State,Power Rank: Free,0,no_match
15150,2023,14,Northern Illinois,Kent State,Professor Sides,0,no_match
15151,2023,14,Northern Illinois,Kent State,Room44 Bets,0,no_match
15152,2023,14,Northern Illinois,Kent State,SP+,0,no_match
15153,2023,14,Northern Illinois,Kent State,Sagarin,0,no_match
15154,2023,14,Northern Illinois,Kent State,Sagarin: Golden,0,no_match
15155,2023,14,Northern Illinois,Kent State,Sagarin: Predictor,0,no_match
15156,2023,14,Northern Illinois,Kent State,Sagarin: Recent,0,no_match
15157,2023,14,Northern Illinois,Kent State,SportsLine,0,no_match
15158,2023,14,Northern Illinois,Kent State,TShoe Index,0,no_match
15159,2023,14,Northern Illinois,Kent State,TeamRankings,0,no_match
15160,2023,14,Northern Illinois,Kent State,Wilson Ratings,0,no_match
15467,2023,14,Toledo,Central Michigan,Beta_Rank,0,no_match
15468,2023,14,Toledo,Central Michigan,Blake Atkinson,0,no_match
15469,2023,14,Toledo,Central Michigan,CBCR2: Power,0,no_match
15470,2023,14,Toledo,Central Michigan,CBCR2: Sam,0,no_match
15471,2023,14,Toledo,Central Michigan,CFB Geek,0,no_match
15472,2023,14,Toledo,Central Michigan,CFB Graphs,0,no_match
15473,2023,14,Toledo,Central Michigan,Congrove,0,no_match
15474,2023,14,Toledo,Central Michigan,DRatings,0,no_match
15475,2023,14,Toledo,Central Michigan,Dokter Entropy,0,no_match
15476,2023,14,Toledo,Central Michigan,ESPN FPI,0,no_match
15477,2023,14,Toledo,Central Michigan,FEI,0,no_match
15478,2023,14,Toledo,Central Michigan,Harville,0,no_match
15479,2023,14,Toledo,Central Michigan,JP+,0,no_match
15480,2023,14,Toledo,Central Michigan,KFord,0,no_match
15481,2023,14,Toledo,Central Michigan,Keeper,0,no_match
15482,2023,14,Toledo,Central Michigan,Massey,0,no_match
15483,2023,14,Toledo,Central Michigan,Moore Ratings,0,no_match
15484,2023,14,Toledo,Central Michigan,OddsTrader AI,0,no_match
15485,2023,14,Toledo,Central Michigan,PiRate,0,no_match
15486,2023,14,Toledo,Central Michigan,PiRate: Bias,0,no_match
15487,2023,14,Toledo,Central Michigan,PiRate: Mean,0,no_match
15488,2023,14,Toledo,Central Michigan,Power Rank,0,no_match
15489,2023,14,Toledo,Central Michigan,Power Rank: Free,0,no_match
15490,2023,14,Toledo,Central Michigan,Professor Sides,0,no_match
15491,2023,14,Toledo,Central Michigan,Room44 Bets,0,no_match
15492,2023,14,Toledo,Central Michigan,SP+,0,no_match
15493,2023,14,Toledo,Central Michigan,Sagarin,0,no_match
15494,2023,14,Toledo,Central Michigan,Sagarin: Golden,0,no_match
15495,2023,14,Toledo,Central Michigan,Sagarin: Predictor,0,no_match
15496,2023,14,Toledo,Central Michigan,Sagarin: Recent,0,no_match
15497,2023,14,Toledo,Central Michigan,SportsLine,0,no_match
15498,2023,14,Toledo,Central Michigan,TShoe Index,0,no_match
15499,2023,14,Toledo,Central Michigan,TeamRankings,0,no_match
15500,2023,14,Toledo,Central Michigan,Wilson Ratings,0,no_match
15501,2023,14,Troy,Southern Mississippi,Beta_Rank,0,no_match
15502,2023,14,Troy,Southern Mississippi,Blake Atkinson,0,no_match
15503,2023,14,Troy,Southern Mississippi,CBCR2: Power,0,no_match
15504,2023,14,Troy,Southern Mississippi,CBCR2: Sam,0,no_match
15505,2023,14,Troy,Southern Mississippi,CFB Geek,0,no_match
15506,2023,14,Troy,Southern Mississippi,CFB Graphs,0,no_match
15507,2023,14,Troy,Southern Mississippi,Congrove,0,no_match
15508,2023,14,Troy,Southern Mississippi,DRatings,0,no_match
15509,2023,14,Troy,Southern Mississippi,Dokter Entropy,0,no_match
15510,2023,14,Troy,Southern Mississippi,ESPN FPI,0,no_match
15511,2023,14,Troy,Southern Mississippi,FEI,0,no_match
15512,2023,14,Troy,Southern Mississippi,Harville,0,no_match
15513,2023,14,Troy,Southern Mississippi,JP+,0,no_match
15514,2023,14,Troy,Southern Mississippi,KFord,0,no_match
15515,2023,14,Troy,Southern Mississippi,Keeper,0,no_match
15516,2023,14,Troy,Southern Mississippi,Massey,0,no_match
15517,2023,14,Troy,Southern Mississippi,Moore Ratings,0,no_match
15518,2023,14,Troy,Southern Mississippi,OddsTrader AI,0,no_match
15519,2023,14,Troy,Southern Mississippi,PiRate,0,no_match
15520,2023,14,Troy,Southern Mississippi,PiRate: Bias,0,no_match
15521,2023,14,Troy,Southern Mississippi,PiRate: Mean,0,no_match
15522,2023,14,Troy,Southern Mississippi,Power Rank,0,no_match
15523,2023,14,Troy,Southern Mississippi,Power Rank: Free,0,no_match
15524,2023,14,Troy,Southern Mississippi,Professor Sides,0,no_match
15525,2023,14,Troy,Southern Mississippi,Room44 Bets,0,no_match
15526,2023,14,Troy,Southern Mississippi,SP+,0,no_match
15527,2023,14,Troy,Southern Mississippi,Sagarin,0,no_match
15528,2023,14,Troy,Southern Mississippi,Sagarin: Golden,0,no_match
15529,2023,14,Troy,Southern Mississippi,Sagarin: Predictor,0,no_match
15530,2023,14,Troy,Southern Mississippi,Sagarin: Recent,0,no_match
15531,2023,14,Troy,Southern Mississippi,SportsLine,0,no_match
15532,2023,14,Troy,Southern Mississippi,TShoe Index,0,no_match
15533,2023,14,Troy,Southern Mississippi,TeamRankings,0,no_match
15534,2023,14,Troy,Southern Mississippi,Wilson Ratings,0,no_match
15705,2023,15,Appalachian State,Troy,Beta_Rank,0,no_match
15706,2023,15,Appalachian State,Troy,Blake Atkinson,0,no_match
15707,2023,15,Appalachian State,Troy,CBCR2: Power,0,no_match
15708,2023,15,Appalachian State,Troy,CBCR2: Sam,0,no_match
15709,2023,15,Appalachian State,Troy,CFB Geek,0,no_match
15710,2023,15,Appalachian State,Troy,CFB Graphs,0,no_match
15711,2023,15,Appalachian State,Troy,Congrove,0,no_match
15712,2023,15,Appalachian State,Troy,DRatings,0,no_match
15713,2023,15,Appalachian State,Troy,Dokter Entropy,0,no_match
15714,2023,15,Appalachian State,Troy,ESPN FPI,0,no_match
15715,2023,15,Appalachian State,Troy,FEI,0,no_match
15716,2023,15,Appalachian State,Troy,Harville,0,no_match
15717,2023,15,Appalachian State,Troy,JP+,0,no_match
15718,2023,15,Appalachian State,Troy,KFord,0,no_match
15719,2023,15,Appalachian State,Troy,Keeper,0,no_match
15720,2023,15,Appalachian State,Troy,Massey,0,no_match
15721,2023,15,Appalachian State,Troy,Moore Ratings,0,no_match
15722,2023,15,Appalachian State,Troy,OddsTrader AI,0,no_match
15723,2023,15,Appalachian State,Troy,PiRate,0,no_match
15724,2023,15,Appalachian State,Troy,PiRate: Bias,0,no_match
15725,2023,15,Appalachian State,Troy,PiRate: Mean,0,no_match
15726,2023,15,Appalachian State,Troy,Power Rank,0,no_match
15727,2023,15,Appalachian State,Troy,Power Rank: Free,0,no_match
15728,2023,15,Appalachian State,Troy,Professor Sides,0,no_match
15729,2023,15,Appalachian State,Troy,Room44 Bets,0,no_match
15730,2023,15,Appalachian State,Troy,SP+,0,no_match
15731,2023,15,Appalachian State,Troy,Sagarin,0,no_match
15732,2023,15,Appalachian State,Troy,Sagarin: Golden,0,no_match
15733,2023,15,Appalachian State,Troy,Sagarin: Predictor,0,no_match
15734,2023,15,Appalachian State,Troy,Sagarin: Recent,0,no_match
15735,2023,15,Appalachian State,Troy,SportsLine,0,no_match
15736,2023,15,Appalachian State,Troy,TShoe Index,0,no_match
15737,2023,15,Appalachian State,Troy,TeamRankings,0,no_match
15738,2023,15,Appalachian State,Troy,Wilson Ratings,0,no_match
15841,2023,15,Miami OH,Toledo,Beta_Rank,0,no_match
15842,2023,15,Miami OH,Toledo,Blake Atkinson,0,no_match
15843,2023,15,Miami OH,Toledo,CBCR2: Power,0,no_match
15844,2023,15,Miami OH,Toledo,CBCR2: Sam,0,no_match
15845,2023,15,Miami OH,Toledo,CFB Geek,0,no_match
15846,2023,15,Miami OH,Toledo,CFB Graphs,0,no_match
15847,2023,15,Miami OH,Toledo,Congrove,0,no_match
15848,2023,15,Miami OH,Toledo,DRatings,0,no_match
15849,2023,15,Miami OH,Toledo,Dokter Entropy,0,no_match
15850,2023,15,Miami OH,Toledo,ESPN FPI,0,no_match
15851,2023,15,Miami OH,Toledo,FEI,0,no_match
15852,2023,15,Miami OH,Toledo,Harville,0,no_match
15853,2023,15,Miami OH,Toledo,JP+,0,no_match
15854,2023,15,Miami OH,Toledo,KFord,0,no_match
15855,2023,15,Miami OH,Toledo,Keeper,0,no_match
15856,2023,15,Miami OH,Toledo,Massey,0,no_match
15857,2023,15,Miami OH,Toledo,Moore Ratings,0,no_match
15858,2023,15,Miami OH,Toledo,OddsTrader AI,0,no_match
15859,2023,15,Miami OH,Toledo,PiRate,0,no_match
15860,2023,15,Miami OH,Toledo,PiRate: Bias,0,no_match
15861,2023,15,Miami OH,Toledo,PiRate: Mean,0,no_match
15862,2023,15,Miami OH,Toledo,Power Rank,0,no_match
15863,2023,15,Miami OH,Toledo,Power Rank: Free,0,no_match
15864,2023,15,Miami OH,Toledo,Professor Sides,0,no_match
15865,2023,15,Miami OH,Toledo,Room44 Bets,0,no_match
15866,2023,15,Miami OH,Toledo,SP+,0,no_match
15867,2023,15,Miami OH,Toledo,Sagarin,0,no_match
15868,2023,15,Miami OH,Toledo,Sagarin: Golden,0,no_match
15869,2023,15,Miami OH,Toledo,Sagarin: Predictor,0,no_match
15870,2023,15,Miami OH,Toledo,Sagarin: Recent,0,no_match
15871,2023,15,Miami OH,Toledo,SportsLine,0,no_match
15872,2023,15,Miami OH,Toledo,TShoe Index,0,no_match
15873,2023,15,Miami OH,Toledo,TeamRankings,0,no_match
15874,2023,15,Miami OH,Toledo,Wilson Ratings,0,no_match
16181,2023,17,Miami OH,Appalachian State,Beta_Rank,0,no_match
16182,2023,17,Miami OH,Appalachian State,Blake Atkinson,0,no_match
16183,2023,17,Miami OH,Appalachian State,CBCR2: Power,0,no_match
16184,2023,17,Miami OH,Appalachian State,CBCR2: Sam,0,no_match
16185,2023,17,Miami OH,Appalachian State,CFB Geek,0,no_match
16186,2023,17,Miami OH,Appalachian State,CFB Graphs,0,no_match
16187,2023,17,Miami OH,Appalachian State,Congrove,0,no_match
16188,2023,17,Miami OH,Appalachian State,DRatings,0,no_match
16189,2023,17,Miami OH,Appalachian State,Dokter Entropy,0,no_match
16190,2023,17,Miami OH,Appalachian State,ESPN FPI,0,no_match
16191,2023,17,Miami OH,Appalachian State,FEI,0,no_match
16192,2023,17,Miami OH,Appalachian State,Harville,0,no_match
16193,2023,17,Miami OH,Appalachian State,JP+,0,no_match
16194,2023,17,Miami OH,Appalachian State,KFord,0,no_match
16195,2023,17,Miami OH,Appalachian State,Keeper,0,no_match
16196,2023,17,Miami OH,Appalachian State,Massey,0,no_match
16197,2023,17,Miami OH,Appalachian State,Moore Ratings,0,no_match
16198,2023,17,Miami OH,Appalachian State,OddsTrader AI,0,no_match
16199,2023,17,Miami OH,Appalachian State,PiRate,0,no_match
16200,2023,17,Miami OH,Appalachian State,PiRate: Bias,0,no_match
16201,2023,17,Miami OH,Appalachian State,PiRate: Mean,0,no_match
16202,2023,17,Miami OH,Appalachian State,Power Rank,0,no_match
16203,2023,17,Miami OH,Appalachian State,Power Rank: Free,0,no_match
16204,2023,17,Miami OH,Appalachian State,Professor Sides,0,no_match
16205,2023,17,Miami OH,Appalachian State,Room44 Bets,0,no_match
16206,2023,17,Miami OH,Appalachian State,SP+,0,no_match
16207,2023,17,Miami OH,Appalachian State,Sagarin,0,no_match
16208,2023,17,Miami OH,Appalachian State,Sagarin: Golden,0,no_match
16209,2023,17,Miami OH,Appalachian State,Sagarin: Predictor,0,no_match
16210,2023,17,Miami OH,Appalachian State,Sagarin: Recent,0,no_match
16211,2023,17,Miami OH,Appalachian State,SportsLine,0,no_match
16212,2023,17,Miami OH,Appalachian State,TShoe Index,0,no_match
16213,2023,17,Miami OH,Appalachian State,TeamRankings,0,no_match
16214,2023,17,Miami OH,Appalachian State,Wilson Ratings,0,no_match
16317,2023,18,Arkansas State,Northern Illinois,Beta_Rank,0,no_match
16318,2023,18,Arkansas State,Northern Illinois,Blake Atkinson,0,no_match
16319,2023,18,Arkansas State,Northern Illinois,CBCR2: Power,0,no_match
16320,2023,18,Arkansas State,Northern Illinois,CBCR2: Sam,0,no_match
16321,2023,18,Arkansas State,Northern Illinois,CFB Geek,0,no_match
16322,2023,18,Arkansas State,Northern Illinois,CFB Graphs,0,no_match
16323,2023,18,Arkansas State,Northern Illinois,Congrove,0,no_match
16324,2023,18,Arkansas State,Northern Illinois,DRatings,0,no_match
16325,2023,18,Arkansas State,Northern Illinois,Dokter Entropy,0,no_match
16326,2023,18,Arkansas State,Northern Illinois,ESPN FPI,0,no_match
16327,2023,18,Arkansas State,Northern Illinois,FEI,0,no_match
16328,2023,18,Arkansas State,Northern Illinois,Harville,0,no_match
16329,2023,18,Arkansas State,Northern Illinois,JP+,0,no_match
16330,2023,18,Arkansas State,Northern Illinois,KFord,0,no_match
16331,2023,18,Arkansas State,Northern Illinois,Keeper,0,no_match
16332,2023,18,Arkansas State,Northern Illinois,Massey,0,no_match
16333,2023,18,Arkansas State,Northern Illinois,Moore Ratings,0,no_match
16334,2023,18,Arkansas State,Northern Illinois,OddsTrader AI,0,no_match
16335,2023,18,Arkansas State,Northern Illinois,PiRate,0,no_match
16336,2023,18,Arkansas State,Northern Illinois,PiRate: Bias,0,no_match
16337,2023,18,Arkansas State,Northern Illinois,PiRate: Mean,0,no_match
16338,2023,18,Arkansas State,Northern Illinois,Power Rank,0,no_match
16339,2023,18,Arkansas State,Northern Illinois,Power Rank: Free,0,no_match
16340,2023,18,Arkansas State,Northern Illinois,Professor Sides,0,no_match
16341,2023,18,Arkansas State,Northern Illinois,Room44 Bets,0,no_match
16342,2023,18,Arkansas State,Northern Illinois,SP+,0,no_match
16343,2023,18,Arkansas State,Northern Illinois,Sagarin,0,no_match
16344,2023,18,Arkansas State,Northern Illinois,Sagarin: Golden,0,no_match
16345,2023,18,Arkansas State,Northern Illinois,Sagarin: Predictor,0,no_match
16346,2023,18,Arkansas State,Northern Illinois,Sagarin: Recent,0,no_match
16347,2023,18,Arkansas State,Northern Illinois,SportsLine,0,no_match
16348,2023,18,Arkansas State,Northern Illinois,TShoe Index,0,no_match
16349,2023,18,Arkansas State,Northern Illinois,TeamRankings,0,no_match
16350,2023,18,Arkansas State,Northern Illinois,Wilson Ratings,0,no_match
16487,2023,18,South Alabama,Eastern Michigan,Beta_Rank,0,no_match
16488,2023,18,South Alabama,Eastern Michigan,Blake Atkinson,0,no_match
16489,2023,18,South Alabama,Eastern Michigan,CBCR2: Power,0,no_match
16490,2023,18,South Alabama,Eastern Michigan,CBCR2: Sam,0,no_match
16491,2023,18,South Alabama,Eastern Michigan,CFB Geek,0,no_match
16492,2023,18,South Alabama,Eastern Michigan,CFB Graphs,0,no_match
16493,2023,18,South Alabama,Eastern Michigan,Congrove,0,no_match
16494,2023,18,South Alabama,Eastern Michigan,DRatings,0,no_match
16495,2023,18,South Alabama,Eastern Michigan,Dokter Entropy,0,no_match
16496,2023,18,South Alabama,Eastern Michigan,ESPN FPI,0,no_match
16497,2023,18,South Alabama,Eastern Michigan,FEI,0,no_match
