ranking_method,top_n,top_n_label,line_reference,edge_cutoff_points,bets,wins,losses,pushes,ats_pct,wilson_low,wilson_high,units_flat,roi_flat,profitable_folds
incremental,3,3,Open,1.0,464,225,239,6,0.4849137931034483,0.43974994563710923,0.5303253961024881,-34.45454545454547,-0.07425548589341696,2
incremental,3,3,Open,1.5,228,117,111,3,0.5131578947368421,0.44859966204806634,0.5772800765320678,-4.63636363636364,-0.020334928229665088,4
incremental,3,3,Open,2.0,114,65,49,2,0.5701754385964912,0.4784751206157115,0.6573003610478098,10.090909090909086,0.08851674641148322,5
incremental,3,3,Open,3.0,21,12,9,0,0.5714285714285714,0.3654621629703244,0.7553030051347894,1.9090909090909083,0.09090909090909087,3
incremental,3,3,Open,4.0,3,2,1,0,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.8181818181818181,0.2727272727272727,1
incremental,5,5,Close (PT Updated/final),0.0,1775,870,905,44,0.49014084507042255,0.46693085513944416,0.5133934188150214,-114.09090909090912,-0.06427656850192064,1
incremental,5,5,Close (PT Updated/final),0.5,587,285,302,12,0.4855195911413969,0.44531332596284184,0.525914157003828,-42.909090909090935,-0.07309896236642408,2
incremental,5,5,Close (PT Updated/final),1.0,165,70,95,5,0.42424242424242425,0.3513969481824643,0.5005352770511273,-31.363636363636367,-0.1900826446280992,1
incremental,5,5,Close (PT Updated/final),1.5,60,19,41,3,0.31666666666666665,0.21305705841174333,0.4423400494301654,-23.727272727272727,-0.39545454545454545,0
incremental,5,5,Close (PT Updated/final),2.0,25,10,15,0,0.4,0.23403057664190918,0.5926087221487266,-5.90909090909091,-0.23636363636363641,0
incremental,5,5,Close (PT Updated/final),3.0,3,2,1,0,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.8181818181818181,0.2727272727272727,1
incremental,5,5,Close (PT Updated/final),4.0,1,0,1,0,0.0,0.0,0.7934567085261071,-1.0,-1.0,0
incremental,5,5,Midweek,0.0,2014,1027,987,38,0.5099304865938431,0.48809950333617597,0.5317236582043533,-53.363636363636374,-0.026496343775390455,3
incremental,5,5,Midweek,0.5,618,315,303,14,0.5097087378640777,0.47035669863320173,0.5489408202204742,-16.636363636363626,-0.026919682259488067,3
incremental,5,5,Midweek,1.0,167,85,82,5,0.5089820359281437,0.433814682303871,0.5837454435671113,-4.727272727272734,-0.028307022318998405,4
incremental,5,5,Midweek,1.5,68,36,32,2,0.5294117647058824,0.4124071581374707,0.643270889122056,0.7272727272727266,0.010695187165775392,3
incremental,5,5,Midweek,2.0,28,15,13,1,0.5357142857142857,0.3581239514210167,0.7046869626034041,0.6363636363636367,0.02272727272727274,2
incremental,5,5,Midweek,3.0,3,3,0,0,1.0,0.43849391955098227,1.0,2.727272727272727,0.9090909090909091,2
incremental,5,5,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
incremental,5,5,Open,0.0,2156,1076,1080,34,0.49907235621521334,0.47798702652762226,0.5201609858080972,-101.81818181818187,-0.047225501770956343,2
incremental,5,5,Open,0.5,1217,612,605,19,0.5028759244042728,0.4748196913797841,0.5309140581910038,-48.636363636363626,-0.039964144319115553,2
incremental,5,5,Open,1.0,605,322,283,10,0.5322314049586777,0.49239335012729646,0.5716627196287781,9.727272727272691,0.016078136739293706,6
incremental,5,5,Open,1.5,265,143,122,4,0.539622641509434,0.47947247629214934,0.5986404348049428,8.0,0.03018867924528302,4
incremental,5,5,Open,2.0,115,61,54,2,0.5304347826086957,0.43971596277968295,0.6191859705500602,1.4545454545454533,0.012648221343873507,3
incremental,5,5,Open,3.0,14,8,6,1,0.5714285714285714,0.3259026690286936,0.7861949006959948,1.2727272727272725,0.0909090909090909,3
incremental,5,5,Open,4.0,3,1,2,0,0.3333333333333333,0.0614903152761605,0.7923450448735121,-1.0909090909090908,-0.3636363636363636,1
incremental,8,8,Close (PT Updated/final),0.0,2374,1176,1198,52,0.4953664700926706,0.47527766098277857,0.5154702509050443,-128.909090909091,-0.05430037527762889,0
incremental,8,8,Close (PT Updated/final),0.5,585,299,286,13,0.5111111111111111,0.4706629028362382,0.5514143417062668,-14.181818181818187,-0.024242424242424253,4
incremental,8,8,Close (PT Updated/final),1.0,101,44,57,4,0.43564356435643564,0.34305812093331606,0.5329452975570541,-17.0,-0.16831683168316833,3
incremental,8,8,Close (PT Updated/final),1.5,16,7,9,1,0.4375,0.2309836333518552,0.6682180439322347,-2.6363636363636367,-0.1647727272727273,1
incremental,8,8,Close (PT Updated/final),2.0,2,2,0,0,1.0,0.34237195288961925,1.0,1.8181818181818181,0.9090909090909091,2
incremental,8,8,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
incremental,8,8,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
incremental,8,8,Midweek,0.0,2382,1217,1165,44,0.5109151973131822,0.4908389614693742,0.5309562826071814,-58.63636363636374,-0.024616441493015843,1
incremental,8,8,Midweek,0.5,786,397,389,15,0.5050890585241731,0.4701957726883807,0.5399328404411379,-28.090909090909122,-0.035739070090215166,2
incremental,8,8,Midweek,1.0,184,89,95,4,0.483695652173913,0.41256237000304147,0.5554958237091076,-14.090909090909093,-0.0765810276679842,2
incremental,8,8,Midweek,1.5,23,12,11,1,0.5217391304347826,0.3296242986421849,0.7076313046005427,-0.09090909090909172,-0.00395256916996051,3
incremental,8,8,Midweek,2.0,1,1,0,1,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
incremental,8,8,Midweek,3.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
incremental,8,8,Midweek,4.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
incremental,8,8,Open,0.0,2274,1155,1119,34,0.5079155672823219,0.48737122351208695,0.5284332117041283,-69.0,-0.030343007915567283,2
incremental,8,8,Open,0.5,1310,664,646,17,0.5068702290076336,0.4798159304120846,0.5338843512657068,-42.363636363636374,-0.03233865371269952,3
incremental,8,8,Open,1.0,644,341,303,11,0.5295031055900621,0.49089210313657106,0.5677642103820421,7.0,0.010869565217391304,5
incremental,8,8,Open,1.5,277,146,131,8,0.5270758122743683,0.4683116915620091,0.5850991991322473,1.7272727272727195,0.006235641614702959,4
incremental,8,8,Open,2.0,133,71,62,2,0.5338345864661654,0.44929587361127976,0.6164735999990845,2.5454545454545467,0.019138755980861254,5
incremental,8,8,Open,3.0,21,13,8,1,0.6190476190476191,0.40878295815501514,0.7924923220201749,3.8181818181818183,0.18181818181818182,5
incremental,8,8,Open,4.0,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,-0.09090909090909094,-0.04545454545454547,1
incremental,10,10,Close (PT Updated/final),0.0,2374,1189,1185,52,0.5008424599831508,0.4807439708594603,0.5209382269791174,-104.09090909090924,-0.043846212759439444,2
incremental,10,10,Close (PT Updated/final),0.5,581,293,288,12,0.504302925989673,0.46375265256105846,0.5447966708796816,-21.636363636363626,-0.037239868565169754,3
incremental,10,10,Close (PT Updated/final),1.0,92,44,48,2,0.4782608695652174,0.3791196487621324,0.5791448209462197,-8.0,-0.08695652173913043,2
incremental,10,10,Close (PT Updated/final),1.5,11,5,6,1,0.45454545454545453,0.21270957543988045,0.7199122443100118,-1.454545454545455,-0.13223140495867772,2
incremental,10,10,Close (PT Updated/final),2.0,1,1,0,0,1.0,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,1
incremental,10,10,Close (PT Updated/final),3.0,0,0,0,0,,,,0.0,,0
incremental,10,10,Close (PT Updated/final),4.0,0,0,0,0,,,,0.0,,0
