lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepve,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linesag,linesagpred,linesaggm,linesagr,linenewbury,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,linelaz,linekam,linel2hf,linekerns,lineteamrank,linefluker,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineborn,lineavg,linestd,linemedian,phcover,phwin,lineca
-14.0,-10.0,Louisiana-Lafayette,Charlotte,-13.5,-12.89,,-10.0,-10.5,-11.26,-14.734,-9.83,-24.045,-3.7,-9.2,-11.1,-11.1,-7.4,-12.46,-9.1,-1.5,,-15.0,-6.5,-7.35,-7.59,-1.3,-13.79,-12.3,-24,-7.232401873,-9.34,,,-13.59374939,0,,-14.98,-7.31,-15.54982036,-16.56,-15.886,,-1.3,-8.8,-5.2,,-8.001,-15,-15.31,-3.172,-5.79,-16.67,,-10.63702491,5.3780351851,-10.5,0.4890945608,0.2635656272,-10.0
-6.5,-6.0,Kansas St.,Cincinnati,-0.5,-6.59,,-6.5,-6.75,0.24,1.032,-3.52,-0.781,-2.3,-3.1,-4.8,-4.6,-9.0,-3.07,-5.78,1.0,,-6.7,-1.11,-0.56,-0.94,-4.46,-3.81,-6.62,-13,-2.980848844,-2.56,,,-3.050353517,0,,-2.87,-2.4,-8.074429069,-5.0,-3.79,,2.0,-7.9,-6.0,,-4.9,-3,-2.27,-9.532,-8.98,-6.13,,-4.106580293,3.2771239146,-3.79,0.5329375104,0.4003700908,-6.0
-2.5,-2.5,Liberty,Coastal Carolina,0.5,-3.85,,-2.5,9.25,1.68,-2.828,-0.85,-4.757,0.9,1.3,-0.5,-1.3,-4.3,7.17,0.73,3.5,,-7.0,2.09,2.65,0.36,8.38,-4.75,0.26,-5,-1.919941439,-2.64,,,-7.297382731,0,,1.36,-4.04,6.516849307,3.66,-7.8759,,-7.3,0.6,-7.4,,-1.4,-5,-1.4,-2.612,-2.33,-0.01,,-0.780855766,4.2952800877,-0.85,0.52969488,0.4811341677,-2.5
1.5,3.5,Mississippi,Florida,-8.5,3.44,,3.5,-5.1,-5.63,-3.198,-0.3,-4.178,-4.4,-0.6,-0.9,0.1,-4.1,3.35,-4.24,-9.0,,0.8,4.15,4.21,3.04,6.55,-4.3,4.93,3,1.0955356711,-4.47,,,3.2886328102,0,,5.24,0.16,-2.593731178,7.48,-3.1603,,0.6,2.9,0.4,,-4.872,12,0.11,-6.333,-1.41,-3.07,,-0.654124685,4.1558295064,-0.3,0.4284869122,0.4841600128,3.0
13.0,13.5,Rice,Fresno St.,14.5,18.99,,13.5,17.34,20.78,16.263,14.32,16.828,13.0,18.8,18.6,20.8,17.1,0.47,18.97,23.5,,15.0,12.88,14.52,14.44,0.5,21.88,11.79,13,17.278678879,16.64,,,20.095605735,0,,15.82,10.57,16.17089207,7.82,20.7388,,19.2,18.5,17.4,,19.2815,13,18.73,14.198,13.85,15.63,,15.799858377,4.8429797936,16.64,0.5395119482,0.8285736317,14.0
13.5,13.5,Oklahoma,Georgia,14.5,12.23,,14.0,8.15,9.63,7.031,7.87,11.816,3.6,10.1,10.3,11.7,16.0,-2.68,13.24,7.5,,8.2,7.09,9.19,9.96,-0.15,15.64,7.8,5,13.763971207,7.72,,,16.193579651,0,,7.86,19.24,15.801120917,1.56,11.8885,,7.7,11.0,18.5,,6.286,13,17.29,15.179,15.76,3.73,,10.081773635,5.0799298278,9.96,0.4415172649,0.7266493136,13.0
-19.0,-17.5,Houston,Georgia Southern,-4.0,-19.49,,-18.5,-14.15,-14.77,-18.434,-16.56,-12.883,-4.7,-21.7,-19.7,-22.2,-13.9,-10.97,-17.2,-5.0,,-16.0,-15.44,-15.61,-16.64,-13.33,-7.54,-22.14,-24,-16.90611839,-15.87,,,-16.0741222,0,,-8.99,-8.75,-11.12248719,-15.85,-14.2999,,-22.6,-21.6,-16.1,,-19.95,-22,-12.92,-14.781,-12.68,-22.79,,-15.32411866,5.1115710174,-15.85,0.5372960442,0.1799431558,-17.5
9.0,10.5,Northern Ill.,Georgia St.,13.0,9.95,,10.5,6.48,10.1,13.254,7.25,18.999,8.4,6.2,5.9,6.0,7.1,14.17,6.3,8.0,,1.9,10.58,11.02,8.93,18.32,-4.12,13.38,17,11.321170619,4.57,,,3.3995554525,0,,37.64,14.35,19.119373917,10.78,-0.2136,,17.6,18.6,8.0,,0.8785,30,8.2,5.194,5.9,6.45,,9.9974871792,7.1293255284,8.4,0.4915653509,0.7165478433,10.5
22.5,20.0,Northwestern,Indiana,19.5,17.78,,21.0,17.08,17.52,11.749,18.99,22.753,7.8,23.6,23.0,24.3,21.9,6.46,25.33,23.0,,22.5,14.89,18.8,20.61,-0.96,26.54,9.43,22,18.298385611,28.45,,,17.813830504,0,,4.37,24.83,20.957476083,6.98,26.6022,,15.2,22.4,25.3,,19.0645,3,22.42,28.349,17.34,17.67,,18.733779287,6.8560346532,19.5,0.4786828468,0.859881644,20.0
-11.0,-8.0,Utah,Iowa St.,-0.5,-10.45,,-8.0,-10.46,-9.55,-14.738,-6.39,-4.796,-1.3,-12.0,-12.1,-12.8,-11.5,-0.56,-6.31,-7.0,,-13.7,-3.22,-3.29,-5.18,3.73,-9.53,-8.83,-14,-9.754667593,-10.89,,,-11.12613342,0,,-11.16,-9.2,-5.898638126,-6.28,-3.4978,,-6.6,-11.3,-12.0,,-6.3315,-11,-9.72,-12.769,-5.13,-12.93,,-8.181070234,4.3290154393,-9.53,0.4968703565,0.3101671882,-8.0
9.0,7.0,Middle Tenn.,Jacksonville St.,10.0,11.67,,7.0,17.77,14.98,6.691,8.77,11.791,10.6,15.3,14.9,15.1,4.1,3.1,8.27,9.5,,8.1,11.28,12.14,12.36,4.43,25.94,6.97,4,6.5947777502,10.68,,,14.835617309,0,,1.26,12.26,5.530253164,3.8,8.6094,,0.7,9.5,9.7,,12.25,-4,8.99,-2.079,5.19,5.43,,9.2567448262,5.2616588329,9.5,0.5386223758,0.7093679511,7.0
4.0,3.0,Ball St.,Kent,2.0,2.01,,3.5,6.27,12.18,4.006,-0.58,0.035,4.0,7.6,7.0,7.7,1.0,5.26,-0.52,10.0,,1.7,5.46,5.61,6.2,2.17,1.17,-1.44,-1,0.4570196361,4.26,,,7.5783445625,0,,7.2,6.09,8.707473315,1.31,3.4856,,-2.1,2.0,4.1,,4.1755,-4,8.59,8.62,0.33,-0.35,,3.9047419875,3.5747320246,4.006,0.5157220163,0.5944725719,3.0
19.5,20.5,South Alabama,Kentucky,10.5,18.59,,20.5,27.13,14.48,21.257,18.22,23.661,20.7,29.5,25.9,27.3,19.4,12.13,20.27,8.0,,12.8,25.56,25.67,26.82,22.82,6.01,22.8,19,19.209026596,19.16,,,20.37466718,0,,6.0,19.12,16.849597472,18.84,16.2106,,8.5,21.6,17.0,,25.2,6,20.85,26.652,17.44,23.45,,19.358304904,6.0544214935,19.4,0.4805979019,0.8719118729,20.5
8.5,9.0,Texas A&M,LSU,6.5,6.91,,8.5,1.87,0.57,4.112,0.86,13.79,3.6,2.7,3.1,2.9,-0.1,5.96,1.08,-7.0,,4.3,5.86,5.77,5.8,5.76,6.21,4.33,-1,4.4683704787,-1.52,,,0.3388299883,0,,9.09,6.99,5.955651165,3.95,3.7072,,-5.0,7.3,6.2,,0.35,2,1.58,1.42,4.65,7.81,,3.6197961957,3.7993020193,4.112,0.4074742484,0.5874285319,7.5
-13.5,-11.5,Florida Atlantic,Louisiana-Monroe,-9.5,-12.04,,-13.5,-8.25,-7.62,-17.198,-6.3,-21.726,-8.7,-9.7,-9.4,-9.4,-7.2,-11.85,-7.66,1.0,,-7.9,-6.76,-7.1,-7.3,-4.99,-8.99,-11.09,-17,-10.05138438,-8.33,,,-12.46883375,0,,-9.72,-16.52,-17.03104221,-9.75,-6.4774,,-23.0,-12.7,-8.8,,-5.705,-22,-19.22,-13.85,-5.74,-15.99,,-10.5648118,4.9050703311,-9.4,0.5160796357,0.2631816357,-11.5
13.0,13.5,Wake Forest,Louisville,13.0,13.47,,13.5,8.32,12.62,7.893,10.22,9.703,7.3,11.6,13.1,13.3,10.1,10.37,12.7,4.0,,11.3,12.66,12.86,13.29,10.5,15.68,14.76,11,11.85020575,10.38,,,16.162037045,0,,23.29,15.04,12.583994937,8.58,17.4054,,-0.2,13.7,11.5,,10.9725,8,14.13,12.745,13.79,6.45,,11.746798403,3.8168973287,12.583994937,0.4696072185,0.7632480949,13.5
-2.5,-1.5,UCLA,Maryland,-0.5,-2.55,,-1.5,-1.44,3.56,-1.948,1.08,6.029,-7.7,0.4,1.0,0.9,-1.4,-2.65,-0.07,0.5,,-2.7,1.61,1.57,0.03,7.3,2.12,1.91,1,2.5219172487,0.09,,,-3.518331016,0,,0.11,-0.71,-3.363774132,-4.51,-4.6423,,-9.1,1.2,-3.6,,1.2985,4,-5.7,-4.794,-0.96,-3.75,,-0.804538151,3.3429625408,-0.07,0.5121049927,0.4802978582,-1.5
42.0,41.5,Central Mich.,Miami (Fla.),25.0,41.05,,41.5,47.37,32.61,28.965,36.76,33.057,43.8,49.1,47.6,48.9,37.5,15.67,40.55,21.5,,27.0,38.89,40.5,41.56,29.5,40.21,40.31,49,45.69219434,40.37,,,48.115121138,0,,41.81,31.08,40.402124732,33.91,42.6786,,53.0,45.5,39.3,,38.64,37,41.02,45.241,31.37,39.43,,38.819513852,8.16119633,40.37,0.4557117822,0.9849217171,41.5
3.5,3.5,Connecticut,Miami (Ohio),2.0,5.44,,3.5,3.45,7.35,4.079,-3.37,1.211,1.5,2.6,3.2,2.2,2.6,-0.24,-0.78,2.5,,3.0,3.35,3.37,4.47,-2.2,6.14,-4.2,-9,-0.09516385,-3.1,,,8.1803162561,0,,-10.29,-0.06,7.204995506,-4.49,2.598,,-4.7,-2.4,7.0,,5.1625,-14,2.29,-6.966,2.46,-2.73,,0.9931961003,4.4516000005,2.29,0.4568000824,0.5239306433,3.5
4.5,5.5,Iowa,Michigan,5.5,3.6,,5.5,1.84,8.28,5.952,-1.37,-2.618,11.5,4.5,4.4,4.4,2.0,6.34,2.87,3.5,,4.9,6.35,6.82,8.15,0.91,10.47,-3.37,-2,5.3018699542,-0.57,,,2.3959506434,0,,-1.3,1.66,-0.944291631,-1.02,-6.9098,,2.4,4.8,2.9,,5.25,-7,3.52,-4.827,5.24,1.01,,2.8674545889,4.0224902187,3.5,0.4544877021,0.569243873,5.5
-4.5,-5.5,Nebraska,Michigan St.,0.01,-7.32,,-5.5,-7.09,-13.14,-4.041,-4.54,-1.564,6.9,-8.5,-8.4,-8.7,-3.0,-0.35,-3.09,-5.0,,-5.3,-0.27,-0.46,-1.51,4.96,-10.84,-4.58,-7,-7.842119106,-2.96,,,-7.173843586,0,,-10.44,-1.45,-2.788669722,-3.18,-4.3718,,-12.8,-2.2,-3.2,,-8.75,-11,-2.8,-1.063,-1.4,-10.89,,-4.516523908,4.37601893,-4.041,0.5169870535,0.3923199066,-5.5
3.5,6.0,Missouri,Mississippi St.,-0.5,3.68,,6.5,10.8,7.1,2.109,8.31,8.621,9.4,1.9,0.1,1.4,3.4,8.01,2.71,-5.5,,-0.4,6.87,6.14,3.45,21.75,-5.03,16.16,18,6.1555828557,2.64,,,2.0228401934,0,,22.78,10.69,3.672936837,15.99,2.3948,,16.9,7.4,2.4,,-7.875,2,2.57,9.621,3.95,-2.73,,5.8221066637,7.0371990702,3.68,0.49701042,0.6308794369,6.0
14.0,14.0,Appalachian St.,NC St.,4.5,10.73,,14.0,19.02,16.08,12.576,17.26,13.472,13.7,30.7,26.1,29.1,14.5,7.23,18.32,14.0,,12.4,19.79,20.78,20.53,14.72,16.17,16.63,10,9.4809486052,20.63,,,24.798487287,0,,7.62,19.66,13.496490504,6.0,16.3773,,2.8,15.0,22.6,,24.85,-5,14.23,19.323,11.16,12.23,,15.86062119,6.4086938937,15.0,0.5314733062,0.8220822151,14.0
-4.5,-5.5,Air Force,Nevada,-2.5,-6.41,,-5.5,-2.9,-4.57,-3.537,-0.87,-5.775,2.8,-4.8,-3.9,-5.8,-2.8,-6.93,-3.98,7.5,,-5.1,1.07,1.49,0.43,1.43,-8.95,-0.57,-5,-1.093219553,-1.85,,,-7.096015643,0,,-8.12,-2.87,-0.305954227,2.58,2.0894,,28.4,-7.7,-2.1,,-6.426,-10,-7.54,15.483,-0.25,-7.15,,-1.631302293,6.8128264995,-2.87,0.5649068426,0.4625076046,-5.5
-13.0,-11.5,New Mexico,New Mexico St.,-6.5,-14.12,,-11.5,-21.82,-9.43,-15.368,-13.46,-20.615,-8.0,-20.0,-17.6,-20.1,-14.1,-12.32,-11.59,-5.5,,-11.0,-10.42,-10.72,-9.5,-17.29,-10.44,-21.96,-29,-15.08701292,-14.36,,,-20.16829859,0,,-12.08,-10.78,-13.5575813,-15.22,-16.9408,,-11.6,-19.6,-13.9,,-12.2885,-19,-16.44,-25.629,-9.87,-22.45,,-14.89292802,5.2673879182,-14.1,0.4420503024,0.1874690338,-11.5
27.0,27.0,Illinois,Ohio St.,19.0,22.96,,27.0,20.77,22.86,13.175,18.58,25.242,14.3,23.9,24.9,25.3,19.3,13.06,24.13,18.5,,22.5,20.91,20.58,22.67,19.16,34.58,22.75,27,25.590568214,19.23,,,28.606635325,0,,14.13,26.14,19.102596047,15.14,22.9598,,31.8,27.7,21.8,,12.236,9,24.73,24.492,20.55,11.55,,21.586784605,5.221739964,22.5,0.4080068951,0.9009788603,26.0
-4.5,-6.0,James Madison,Old Dominion,-9.0,-9.83,,-6.0,-10.06,-1.82,-6.015,-14.87,-23.265,-4.9,-3.4,-3.7,-3.8,-8.7,-7.9,-9.2,-2.0,,-3.1,-3.64,-4.54,-2.03,-8.79,-6.37,-17.14,-20,-9.092582753,-7.71,,,-7.948493261,0,,-12.46,-4.41,-10.99349506,-8.31,-5.5018,,-9.5,-13.8,-5.5,,-4.795,-26,-12.41,-9.65,-6.51,-13.95,,-8.37465054,4.9025351199,-7.948493261,0.4592294582,0.307747005,-6.0
9.5,10.0,Wisconsin,Penn St.,20.0,12.42,,10.0,12.62,13.59,9.799,15.6,15.12,9.0,13.2,16.6,15.7,15.8,11.85,18.75,15.0,,11.2,10.63,9.96,10.46,14.2,15.35,13.89,16,16.69641854,17.95,,,12.563043304,0,,17.35,22.32,15.917041064,13.22,16.6754,,29.0,13.8,11.6,,13.3595,15,18.26,15.27,14.39,17.67,,14.943087254,3.7325035381,15.0,0.5851686546,0.8193552896,11.0
-27.5,-28.0,Notre Dame,Purdue,-29.0,-28.14,,-28.0,-29.42,-23.37,-16.829,-25.34,-26.45,-54.0,-30.9,-33.9,-35.8,-27.2,-12.72,-27.14,-23.5,,-25.5,-18.76,-16.98,-20.4,-23.08,-36.4,-30.52,-36,-27.94028706,-29.14,,,-31.02362968,0,,-32.45,-23.65,-21.95420398,-24.38,-34.0651,,-37.3,-28.5,-27.2,,-24.703,-21,-28.13,-31.875,-24.66,-28.23,,-27.86026207,7.0509363391,-27.94028706,0.502347966,0.0549499406,-28.0
34.5,34.5,Missouri St.,SMU,25.5,33.48,,34.5,31.84,31.65,28.895,25.92,26.721,18.3,40.4,39.9,41.6,25.3,15.95,31.51,17.0,,27.0,32.96,33.89,34.93,25.72,31.38,31.96,29,29.367243929,25.87,,,38.950822614,0,,25.11,28.48,23.140139797,23.69,37.4397,,50.5,33.8,33.9,,35.2975,16,30.58,36.111,29.28,31.95,,30.622369393,6.8606851243,31.38,0.4349822317,0.9612048177,34.0
-6.5,-4.5,Massachusetts,Sacramento St.,-6.5,-5.49,,-4.0,-3.69,-5.72,-3.255,-2.51,-7.32,5.8,1.7,0.9,3.9,-1.0,-11.47,4.72,4.5,,-4.8,0.91,1.13,5.02,-15.98,6.84,-10.91,-13,-9.477846186,9.56,,,11.435129244,0,,-11.17,7.9,-2.519459127,-12.78,-2.3672,,-29.3,-3.8,3.7,,5.439,-19,0.85,-40.762,-3.36,-4.77,,-3.529419899,10.076676903,-2.519459127,0.5156028075,0.4257597512,-4.5
-5.0,-3.5,Georgia Tech,Stanford,-3.0,-6.89,,-3.5,-9.17,-2.18,-3.541,-4.59,3.156,3.0,-6.5,-8.3,-8.6,-8.4,-1.35,-9.55,-7.0,,-3.5,-3.37,-4.73,-3.32,-2.03,-12.97,-11.19,-3,-6.216371054,-9.73,,,-8.896346514,0,,-10.62,-2.51,3.790996997,-6.61,-11.9408,,-7.0,-6.2,-5.8,,-12.25,-9,-0.25,-1.461,-3.62,-4.09,,-5.395603092,4.1647043716,-5.8,0.4672297319,0.37162549,-3.5
-3.0,-3.0,Army,Temple,-5.0,-9.98,,-3.0,-5.09,-2.62,-1.626,-3.34,-3.708,4.1,-3.9,-4.0,-4.8,-6.8,-3.02,-6.28,-2.0,,-3.5,0.31,0.72,0.15,-3.1,-2.44,-5.18,-11,-1.23755561,-2.65,,,-1.825771042,0,,-8.04,1.16,-0.639842403,-3.2,-7.4632,,4.6,-5.8,-4.1,,-6.3,-17,2.6,-6.143,-7.9,-6.47,,-3.474701771,3.4961846946,-3.5,0.4917450417,0.4156797581,-3.0
-5.5,-4.5,Texas,Tennessee,-6.0,-7.84,,-4.0,-4.17,-4.19,-4.645,-4.21,-0.143,-10.8,-4.3,-5.1,-4.8,-2.0,-8.73,-2.46,1.5,,-5.3,-2.5,-1.59,-2.72,-5.97,-0.68,-7.23,-14,-7.209717131,-1.92,,,-1.719951714,0,,-4.28,-4.9,-1.258398669,-6.99,-3.2502,,-5.3,-9.1,-3.6,,-0.8575,-1,-5.32,-10.726,-3.95,-3.75,,-4.666917116,3.1756233506,-4.28,0.49709125,0.3869861429,-4.5
38.0,34.5,Sam Houston St.,Texas Tech,26.5,36.63,,34.5,28.38,31.01,34.374,27.22,30.777,54.0,49.4,46.7,50.4,34.3,9.49,36.15,33.0,,33.0,31.54,32.41,40.94,3.56,34.5,18.05,25,28.62434383,42.29,,,41.475007372,0,,4.51,35.98,29.725479658,14.06,40.7097,,23.3,30.1,38.5,,47.39,8,38.97,50.135,28.26,41.47,,32.893090535,11.80684196,33.0,0.4749374397,0.9513806112,34.5
12.5,14.0,Colorado St.,Texas-San Antonio,13.5,13.32,,13.5,22.52,9.92,19.216,8.02,23.757,11.5,15.4,15.4,16.7,13.6,11.53,13.29,17.0,,7.0,12.1,11.43,12.42,14.59,15.78,8.75,6,7.572623272,16.73,,,17.369655675,0,,-4.3,17.64,11.011944475,6.08,16.9377,,6.1,9.3,13.5,,22.12,-4,12.05,15.941,15.17,11.21,,13.004510857,5.2701549147,13.32,0.4829429109,0.7807465833,14.0
1.5,3.0,San Diego St.,Toledo,10.5,1.24,,3.0,3.8,-4.07,-2.914,9.32,12.045,0.7,-3.8,-1.9,-2.4,4.1,12.79,5.44,10.0,,-3.1,3.99,3.95,1.78,15.15,5.95,10.78,6,5.7055424429,6.7,,,1.2680471447,0,,12.45,10.31,5.580422133,6.67,7.2702,,8.3,0.6,-0.9,,1.75,10,6.32,4.674,7.4,-1.03,,4.6774156851,5.0919637205,5.44,0.5287743636,0.61009435,3.0
19.5,18.0,Southern Miss.,Tulane,18.0,19.36,,18.5,27.85,18.38,18.599,15.67,19.12,19.5,24.9,23.4,25.4,20.6,13.12,24.13,17.5,,16.0,19.58,20.51,19.86,16.77,27.36,18.31,14,15.599301712,17.33,,,23.318819456,0,,1.44,14.26,21.454649246,11.1,24.3062,,31.0,17.3,24.8,,27.3,2,19.62,25.166,26.23,16.31,,19.857794113,5.4866609773,19.5,0.5317400759,0.8806273571,18.0
-10.5,-6.5,Navy,UAB,-7.0,-12.34,,-7.0,-9.26,-12.33,-10.456,-4.61,-4.534,2.9,-13.3,-13.4,-14.4,-9.4,2.36,-9.5,-12.0,,-7.4,-3.91,-4.4,-6.44,6.66,-10.69,-0.48,-1,-8.604837191,-8.81,,,-7.797588107,0,,-5.32,-9.54,-6.47568445,0.04,-7.8383,,18.9,-10.3,-12.2,,-20.181,-10,-7.69,-11.38,-5.24,-11.23,,-6.88711307,6.743898726,-7.8383,0.4934711579,0.3453251898,-6.5
-1.5,-3.0,Oregon,USC,4.5,-3.27,,-3.0,0.4,-2.03,5.19,-5.11,18.956,-2.4,-0.7,0.1,-1.4,2.0,8.51,-4.38,-4.0,,-3.1,-3.05,-2.58,-2.43,-7.52,-5.96,-5.92,-1,-1.377700038,-2.54,,,-6.090634271,0,,-6.98,-4.94,7.122410176,3.0,0.3751,,21.9,-7.1,-3.8,,-0.756,5,-2.78,-0.649,-0.56,15.29,,-0.130251901,6.672951541,-2.03,0.5483242401,0.4969925579,-3.0
-12.0,-11.0,Oregon St.,UTEP,-2.0,-12.8,,-10.5,-13.34,-8.55,3.36,-9.09,-10.479,1.3,-9.8,-9.7,-10.2,-13.1,-2.95,-14.13,4.5,,-8.0,-6.62,-8.23,-5.46,-6.73,-8.68,-19.64,-24,-13.58031571,-7.41,,,-15.2843766,0,,-16.11,-13.75,-14.87386573,-12.2,-12.0475,,-35.0,-12.2,-7.8,,-5.481,-8,-10.3,-13.084,-12.12,-8.85,,-10.37000149,6.9138903571,-10.2,0.5106024653,0.2752796085,-11.0
2.5,3.0,Troy St.,Utah St.,-5.5,5.43,,3.0,3.27,4.69,-9.563,1.61,-8.743,-2.3,10.6,9.0,10.4,5.7,-11.91,5.43,8.5,,3.1,2.15,3.53,2.54,-5.49,3.32,2.28,8,0.8166336721,9.08,,,2.6681475871,0,,-14.31,7.59,9.219780301,2.25,7.7011,,2.4,2.0,6.0,,4.41,-14,-0.73,13.61,6.07,-1.71,,2.6438374759,6.3025122868,3.27,0.4939619605,0.5612995144,3.0
