lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepve,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linesag,linesagpred,linesaggm,linesagr,linenewbury,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linel2,linepfz,linemoore,lineelo,linelaz,linekam,linel2hf,linekerns,lineteamrank,linefluker,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineborn,lineavg,linestd,linemedian,phcover,phwin,lineca
1.5,3.0,San Diego St.,Toledo,10.5,,,3.0,3.8,-4.07,-2.914,9.32,12.045,0.7,-3.8,-1.9,-2.4,4.1,12.79,5.44,10.0,,-3.1,3.99,3.95,1.78,15.15,5.95,10.78,6,5.7055424429,6.7,,,1.2680471447,0,,12.45,10.31,5.580422133,6.67,7.2702,,8.3,0.6,-0.9,,1.75,10,6.32,4.674,7.4,-1.03,,4.7678739926,5.1284601313,5.5102110665,0.5303127201,0.6120943756,3.0
19.5,18.5,Southern Miss.,Tulane,18.0,,,18.5,27.85,18.38,18.599,15.67,19.12,19.5,24.9,23.4,25.4,20.6,13.12,24.13,17.5,,16.0,19.58,20.51,19.86,16.77,27.36,18.31,14,15.599301712,17.33,,,23.318819456,0,,1.44,14.26,21.454649246,11.1,24.3062,,31.0,17.3,24.8,,27.3,2,19.62,25.166,26.23,16.31,,19.870893958,5.5596926072,19.54,0.5234154163,0.8804492768,18.5
-10.5,-7.0,Navy,UAB,-7.0,,,-7.0,-9.26,-12.33,-10.456,-4.61,-4.534,2.9,-13.3,-13.4,-14.4,-9.4,2.36,-9.5,-12.0,,-7.4,-3.91,-4.4,-6.44,6.66,-10.69,-0.48,-1,-8.604837191,-8.81,,,-7.797588107,0,,-5.32,-9.54,-6.47568445,0.04,-7.8383,,18.9,-10.3,-12.2,,-20.181,-10,-7.69,-11.38,-5.24,-11.23,,-6.743616046,6.773816865,-7.817944054,0.5043225811,0.3484835672,-7.0
-1.5,-3.0,Oregon,USC,4.5,,,-3.0,0.4,-2.03,5.19,-5.11,18.956,-2.4,-0.7,0.1,-1.4,2.0,8.51,-4.38,-4.0,,-3.1,-3.05,-2.58,-2.43,-7.52,-5.96,-5.92,-1,-1.377700038,-2.54,,,-6.090634271,0,,-6.98,-4.94,7.122410176,3.0,0.3751,,21.9,-7.1,-3.8,,-0.756,5,-2.78,-0.649,-0.56,15.29,,-0.047626951,6.7422774373,-1.715,0.5496673363,0.4989020208,-3.0
-12.0,-10.5,Oregon St.,UTEP,-2.0,,,-10.5,-13.34,-8.55,3.36,-9.09,-10.479,1.3,-9.8,-9.7,-10.2,-13.1,-2.95,-14.13,4.5,,-8.0,-6.62,-8.23,-5.46,-6.73,-8.68,-19.64,-24,-13.58031571,-7.41,,,-15.2843766,0,,-16.11,-13.75,-14.87386573,-12.2,-12.0475,,-35.0,-12.2,-7.8,,-5.481,-8,-10.3,-13.084,-12.12,-8.85,,-10.30605416,6.9950004354,-10.0,0.5032610578,0.2768798567,-10.5
2.5,3.0,Troy St.,Utah St.,-5.5,,,3.0,3.27,4.69,-9.563,1.61,-8.743,-2.3,10.6,9.0,10.4,5.7,-11.91,5.43,8.5,,3.1,2.15,3.53,2.54,-5.49,3.32,2.28,8,0.8166336721,9.08,,,2.6681475871,0,,-14.31,7.59,9.219780301,2.25,7.7011,,2.4,2.0,6.0,,4.41,-14,-0.73,13.61,6.07,-1.71,,2.5705174095,6.370235134,3.185,0.4927247236,0.5595261671,3.0
20.5,19.5,Delaware,Virginia,15.0,,,19.5,19.21,17.14,19.647,18.76,11.899,17.3,26.1,24.2,24.1,18.8,7.0,26.95,17.0,,23.0,21.73,22.07,23.65,13.71,8.5,21.44,23,15.999578647,21.64,,,16.34077414,0,,15.19,20.79,10.312087759,19.31,19.8748,,28.5,21.7,20.4,,32.9,5,16.76,22.006,14.21,18.69,,19.337611593,5.3151037982,19.4785,0.497217971,0.8751394872,19.5
9.0,10.0,Minnesota,Washington,10.0,,,10.0,4.68,4.97,10.13,5.21,21.711,8.0,10.6,11.1,11.0,13.2,1.51,11.66,11.5,,14.0,5.61,7.62,11.05,-10.78,10.38,1.73,2,8.6801493576,17.19,,,13.366444614,0,,8.92,4.33,12.770786147,2.0,13.0195,,15.6,3.9,12.2,,12.25,-3,9.2,17.696,7.91,14.61,,9.2243126347,5.7749928616,10.255,0.4867753422,0.7068349111,10.0
-13.0,-10.0,Arizona,Washington St.,-0.5,,,-10.0,-13.62,-12.45,-15.395,-7.64,-8.211,2.6,-13.8,-13.8,-15.4,-4.6,-11.23,-6.0,-4.0,,-10.6,-7.2,-6.61,-8.05,-8.72,-4.61,-10.32,-13,-10.45890909,-7.04,,,-9.342007726,0,,-12.83,-5.02,-7.490401826,-8.47,-4.7497,,-12.2,-4.4,-7.2,,-8.5435,-11,-6.16,-4.628,0.46,-17.35,,-8.383645228,4.4791803733,-8.1305,0.5278802403,0.3062822305,-10.0
1.5,1.5,Oklahoma St.,West Va.,12.0,,,1.5,10.19,-1.24,16.286,7.01,11.712,9.3,5.8,3.7,5.4,5.8,11.84,6.69,5.5,,1.9,4.98,4.32,5.16,7.98,4.51,4.76,7,3.3573621967,9.24,,,6.9085004117,0,,-0.98,12.55,11.451372894,9.93,11.4585,,3.0,0.5,5.0,,6.65,6,7.34,9.569,6.87,4.07,,6.7766509343,3.8505327944,6.67,0.5907432145,0.6603113218,2.5
-8.0,-7.0,Boise St.,Western Mich.,0.01,,,-7.0,1.53,-5.0,-6.417,-0.99,1.335,1.5,-6.8,-9.3,-8.4,-7.8,8.99,-9.39,7.0,,-4.9,-1.59,-2.21,-2.89,7.65,-12.52,-5.48,-6,-4.911786596,-2.36,,,-9.150077932,0,,-3.38,-2.71,0.135396354,-4.08,-7.7747,,-4.3,-6.6,-7.0,,-8.421,3,-4.55,-4.73,-7.93,-3.41,,-3.759320215,4.7889127547,-4.64,0.5556124415,0.4106385477,-6.5
-5.5,-3.0,Hawaii,Wyoming,-0.5,,,-3.0,-4.12,-6.19,-2.935,-3.95,2.848,3.8,-9.3,-8.2,-9.8,-2.8,4.04,-3.15,-4.5,,-2.2,-1.4,-2.21,-1.21,0.18,-11.98,-2.97,-12,-7.187034698,-6.82,,,-8.764342723,0,,-1.3,-6.18,-3.872619858,-2.97,4.0165,,-11.1,-3.5,-3.8,,-3.85,-1,-11.38,-10.422,-0.26,-6.47,,-4.273855192,4.4156303746,-3.825,0.4780090649,0.3980375414,-3.0
